"t0_hhid","hhid","pid_unps","PID","availablevisit1","ws2aq1a","ws2aq1b_1","ws2aq1b","ws2aq1c","ws2aq2","ws2aq3","ws2aq4","ws2aq5"
"H2340701","78cb5d0538d4428d9d557f0c0b39307f","P23407-005",4,2,,,,,,,,
"H2340701","78cb5d0538d4428d9d557f0c0b39307f","P23407-004",3,2,,,,,,,,
"H0460801","78dc02f86f4c49aea39cd5c4e0fa3ba8","P04608-002",2,1,1,1,"1",1,,,,
"H3690101","78e1f8c2428341c9bb208384e764eb4d","P36901-010",6,1,1,1,"2",1,,,,
"H3640701","79078523d63b4b66b72c6a7461131f4b","P36407-002",2,1,2,1,"1",1,,,,
"H1621001","790a9d15cfb04a42b262724fc6643b3b",,1,1,1,1,"10",1,,,,
"H3840501","7924cecddd334307a6564d036331e0b7",,8,2,,,,,,,,
"H3840501","7924cecddd334307a6564d036331e0b7",,4,1,3,,,,3,,,
"H3840501","7924cecddd334307a6564d036331e0b7",,2,1,3,,,,2,3,20,"29"
"H1190302","7926183f7bd245309604950d94828457",,5,1,1,1,"3",1,,,,
"H1190302","7926183f7bd245309604950d94828457","P11903-014",4,2,,,,,,,,
"H3250201","792af14e85e94d978695b6ce2ac2e966","P32502-002",2,1,1,1,"1",1,,,,
"H2620902","792b057e74f34f30b1efbd28f61c45b7","P26209-003",1,1,1,2,,1,,,,
"H1030601","792b4f88a6ad45119657c627256c06f9","P10306-002",2,1,2,1,"1",1,,,,
"H0570401","79b1002e998841d5974450f9cb1de055","P05704-006",3,1,3,,,,3,,,
"H2310302","79b78e44949d4d42a4ab9932063fc79f","P23103-003",1,1,1,1,"2",1,,,,
"H4040101","79e40a3ff2674380aeb23f2d3493d633","P40401-002",2,1,1,1,"1",1,,,,
"H0140601","79ef45f3526b4759af687a7e80e13474","P01406-002",2,2,,,,,,,,
"H0140601","79ef45f3526b4759af687a7e80e13474","P01406-003",3,2,,,,,,,,
"H0140601","79ef45f3526b4759af687a7e80e13474","P01406-005",5,2,,,,,,,,
"H1720401","7a11c6c7245c49aebedf631e4064f2ae","P17204-002",3,1,1,1,"6",1,,,,
"H1720401","7a11c6c7245c49aebedf631e4064f2ae","P17204-003",2,2,,,,,,,,
"H0060601","7a2989ebb34942b9909578933a21a019",,2,1,1,1,"1",1,,,,
"H1940401","7a3bfc1e01e04477afeef780033e680e","P19404-001",1,1,3,,,,2,3,14,"25"
"H2061102","7a548295dc214d86b484ed6a827ac2ff","P20611-002",2,1,2,1,"1",1,,,,
"H0720401","7a579cd7d21e411a9af931f2039e37b8","P07204-003",3,1,3,,,,3,,,
"H0720401","7a579cd7d21e411a9af931f2039e37b8",,10,1,1,1,"9",1,,,,
"H3950301","7a5ab624f7244d989fc6434a9f6d130c","P39503-002",2,1,1,1,"1",1,,,,
"H3800401","7a8aea11c7104f778ecb619ac983e6b5","P38004-005",4,2,,,,,,,,
"H3800401","7a8aea11c7104f778ecb619ac983e6b5","P38004-002",2,1,1,1,"1",1,,,,
"H3800401","7a8aea11c7104f778ecb619ac983e6b5","P38004-007",6,2,,,,,,,,
"H3870501","7aa2e4232594447abcebddaa94778c53","P38705-001",1,2,,,,,,,,
"H2060302","7abae521d3524879a7729fa41eda6e9b","P20603-022",4,2,,,,,,,,
"H3500501","7ad4ff9571914602868f53cc662bced5","P35005-002",2,1,1,1,"1",2,,,19,
"H2080201","7ada1d475efb4cc08cf27ad00bfeaa49","P20802-002",2,1,1,1,"1",2,,,20,
"H2080201","7ada1d475efb4cc08cf27ad00bfeaa49","P20802-005",5,2,,,,,,,,
"H2080201","7ada1d475efb4cc08cf27ad00bfeaa49","P20802-006",6,1,3,,,,3,,,
"H3430501","7af81896c05d494a8eea54f51185c9cc","P34305-002",2,1,3,,,,1,3,18,"20"
"H2701001","7b2afb32dc1c4316b09e44c4886b9dea",,3,2,,,,,,,,
"H2701001","7b2afb32dc1c4316b09e44c4886b9dea",,6,1,3,,,,3,,,
"H0731001","7b4efc6c6ba441cab35b5b4660dfc637","P07310-004",3,1,3,,,,2,3,17,"20"
"H0731001","7b4efc6c6ba441cab35b5b4660dfc637","P07310-026",14,2,,,,,,,,
"H0610501","7b570e73137a4729934f3c2fb9c8e861","P06105-002",2,1,1,1,"1",1,,,,
"H2240103","7b5815aa1a08493485f3d905579fac21","P22401-016",2,1,1,1,"1",1,,,,
"H2041101","7b69da75f68c43ddaf48754cd0857ded","P20411-002",2,1,1,1,"1",1,,,,
"H2041101","7b69da75f68c43ddaf48754cd0857ded","P20411-005",5,2,,,,,,,,
"H2041101","7b69da75f68c43ddaf48754cd0857ded",,10,1,3,,,,3,,,
"H0420501","7b8f2072ba214e0495310d05b6d2a2c7","P04205-002",2,1,1,1,"1",2,,,14,
"H3910301","7baae6fd5a6946fabdae27d7f12e7768","P39103-006",5,1,2,1,"3",1,,,,
"15","7bb26c5158de4736980944695e042f53",,4,2,,,,,,,,
"15","7bb26c5158de4736980944695e042f53",,1,1,3,,,,1,1,15,"17"
"H2790701","7bebc643e5fd44188706e1f41690b5c4","P27907-002",2,2,,,,,,,,
"H2790701","7bebc643e5fd44188706e1f41690b5c4","P27907-005",4,2,,,,,,,,
"H0570601","7c11574904884fd9a571de37b7cdd148","P05706-006",6,1,3,,,,3,,,
"H0570601","7c11574904884fd9a571de37b7cdd148","P05706-002",2,1,2,1,"1",1,,,,
"H0570601","7c11574904884fd9a571de37b7cdd148","P05706-004",4,1,3,,,,3,,,
"H2500501","7c2a64b07d6e468fb10e1307fc146c16","P25005-004",4,2,,,,,,,,
"H2500501","7c2a64b07d6e468fb10e1307fc146c16","P25005-007",7,1,3,,,,3,,,
"H2500501","7c2a64b07d6e468fb10e1307fc146c16","P25005-005",5,2,,,,,,,,
"H2500501","7c2a64b07d6e468fb10e1307fc146c16","P25005-003",3,2,,,,,,,,
"H2340801","7c31421ccb6d42aa9ea2831cb585988b","P23408-002",1,1,1,2,,1,,,,
"H2340801","7c31421ccb6d42aa9ea2831cb585988b","P23408-004",2,1,3,,,,3,,,
"H4210201","7c37aaa7ad3d405689405387cf772678","P42102-002",2,1,2,1,"1",1,,,,
"H4240401","7c5a0f7895b9448eb93f151be28a8802","P42404-002",2,1,1,1,"1",1,,,,
"H4050601","7c65b6422906484f8353177dc7bfa62b","P40506-006",6,1,3,,,,3,,,
"H4050601","7c65b6422906484f8353177dc7bfa62b","P40506-005",5,1,3,,,,3,,,
"H4050601","7c65b6422906484f8353177dc7bfa62b","P40506-002",2,1,1,1,"1",1,,,,
"H4050601","7c65b6422906484f8353177dc7bfa62b","P40506-004",4,1,3,,,,3,,,
"H4050601","7c65b6422906484f8353177dc7bfa62b","P40506-003",3,1,3,,,,3,,,
"H3780901","7c6b9dbd18784019ba16894dcc09b725",,16,2,,,,,,,,
"H3780901","7c6b9dbd18784019ba16894dcc09b725","P37809-001",1,1,3,,,,2,1,19,"24"
"H3780901","7c6b9dbd18784019ba16894dcc09b725","P37809-007",7,1,3,,,,3,,,
"H3411001","7c800b94beaf4bae9f9d2c69683476c2","P34110-002",2,1,3,,,,3,,,
"H4140101","7ca7279b6a8546eb9d5c1afa9f9f3810","P41401-007",4,2,,,,,,,,
"H4140101","7ca7279b6a8546eb9d5c1afa9f9f3810","P41401-005",2,2,,,,,,,,
"H4140101","7ca7279b6a8546eb9d5c1afa9f9f3810","P41401-002",1,1,1,1,"7",1,,,,
"H3830901","7cb69feba33a4076a1223747ed74de23",,2,1,2,1,"5",2,,,17,
"H3420201","7ccd61fd57aa4a72a449a15d4cc8f7aa","P34202-002",2,1,1,1,"1",1,,,,
"H0301001","7cd6614ef55d48e7b69310f634542c95","P03010-002",2,1,1,1,"1",2,,,19,
"H0301001","7cd6614ef55d48e7b69310f634542c95","P03010-004",4,2,,,,,,,,
"H0301001","7cd6614ef55d48e7b69310f634542c95","P03010-003",3,2,,,,,,,,
"H0301001","7cd6614ef55d48e7b69310f634542c95","P03010-005",5,2,,,,,,,,
"H3950401","7cf0cd150dc249309dbc0ce60dc2b09d","P39504-002",2,1,1,1,"1",1,,,,
"H3250501","7cf7af1ded8f4942b300534c8373e3d4","P32505-001",1,1,2,2,,2,,,14,
"H0951401","7d55fbe4f760433ebcfc0c16561aa03c","P09514-007",2,1,2,1,"-999999999",1,,,,
"H3540401","7d5e59282954475893f99ad907f9574c","P35404-001",1,1,3,,,,1,1,19,"60"
"H2610901","7d656817b8644f7ab76dd8459b867159","P26109-001",1,1,3,,,,1,3,15,"22"
"H3171002","7d6d1f139925479baab5588520732afb","P31710-007",2,1,2,1,"1",1,,,,
"H1430801","7d865b4503fb4df2b9b506ad6574db8f","P14308-023",9,1,1,1,"3",1,,,,
"H1430801","7d865b4503fb4df2b9b506ad6574db8f","P14308-002",2,1,1,1,"1",2,,,19,
"H2310301","7d922534826a45b0aebef1473d53533b","P23103-002",2,1,1,1,"1",1,,,,
"H2970202","7dab21d6dfb6405ea9fff0d9576a8580","P29702-003",1,1,1,2,,1,,,,
"H2811001","7db87df4fe074a67b27c7e0824a73c87","P28110-007",7,2,,,,,,,,
"H2811001","7db87df4fe074a67b27c7e0824a73c87","P28110-004",4,2,,,,,,,,
"H2811001","7db87df4fe074a67b27c7e0824a73c87","P28110-002",2,1,1,1,"1",1,,,,
"H2460801","7dbe8f8faf364ea0be634a61541b3d61","P24608-003",3,2,,,,,,,,
"H2460801","7dbe8f8faf364ea0be634a61541b3d61","P24608-004",4,2,,,,,,,,
"H2460801","7dbe8f8faf364ea0be634a61541b3d61","P24608-001",1,1,1,2,,1,,,,
"H3390801","7dcf469ed6734a3bb5c781c9b1217f3c","P33908-004",3,1,2,1,"11",1,,,,
"H3990101","7dfca6fd9fd34710b8600b7be0d4ad32","P39901-002",2,1,1,1,"1",1,,,,
"H4020701","7e0eccc6895f4ab58063027cb21e2831",,5,1,3,,,,3,,,
"H3680801","7e29f5ddf6f943a4b62d394b6a5e4688",,1,1,1,1,"10",1,,,,
"H4270801","7e50c627ab1c4e78ae14f376ac40e2e7","P42708-002",2,1,1,1,"1",1,,,,
"H2851101","7e618768bdac4e65898a8b576a48281a","P28511-002",1,1,1,2,,1,,,,
"H2920201","7e6a79956ffb417b8f86ba82001858d6","P29202-012",9,2,,,,,,,,
"H2920201","7e6a79956ffb417b8f86ba82001858d6","P29202-013",10,2,,,,,,,,
"H2850801","7e7bf49c122b4fa7bbab1d05fc9d2be5","P28508-005",5,2,,,,,,,,
"H2850801","7e7bf49c122b4fa7bbab1d05fc9d2be5","P28508-002",2,1,1,1,"1",1,,,,
"H2850801","7e7bf49c122b4fa7bbab1d05fc9d2be5","P28508-003",3,2,,,,,,,,
"H2240801","7e861b0783f943cfaebda4779b77e50d","P22408-001",1,1,1,1,"7",1,,,,
"H2240801","7e861b0783f943cfaebda4779b77e50d","P22408-004",4,1,3,,,,3,,,
"H0641001","7e922598f2b14315a4e3dc5c35cf8b1b","P06410-002",2,1,1,1,"1",1,,,,
"H2250302","7e9a0d0c381340eca357cbee364df760","P22503-017",4,1,2,2,,1,,,,
"H3610301","7e9b0164a82147a98e7c86dde7cd1168","P36103-002",2,1,,,,,,,,
"H1530402","7eb26cb4d7174282b39adb7e1eb92dd5","P15304-007",2,1,2,1,"1",1,,,,
"H0540703","7effeabc4ed342d68e246c50c533e58b",,2,2,,,,,,,,
"H0540703","7effeabc4ed342d68e246c50c533e58b",,1,1,2,2,,2,,,19,
"H0480802","7f071410830a440f96e642151dda8572","P04808-003",1,1,3,,,,1,3,25,"35"
"H2660303","7f2511b753284ce7886b6fc55bd36798",,3,1,1,1,"2",2,,,15,
"H1030301","7f4364446ff74f0cb38e44216c616592",,6,1,3,,,,3,,,
"H1030301","7f4364446ff74f0cb38e44216c616592","P10303-002",1,1,3,,,,1,3,17,"24"
"H1030301","7f4364446ff74f0cb38e44216c616592","P10303-008",3,2,,,,,,,,
"H1290401","7f82238f7ead4f62a928d688d714d75a","P12904-002",2,1,1,1,"1",1,,,,
"H1290401","7f82238f7ead4f62a928d688d714d75a","P12904-005",3,1,3,,,,3,,,
"H1290401","7f82238f7ead4f62a928d688d714d75a",,9,2,,,,,,,,
"H1290401","7f82238f7ead4f62a928d688d714d75a",,10,2,,,,,,,,
"H1920101","7f851c2ccbf243319aa0de4ffe7c8bff","P19201-003",3,1,1,1,"2",1,,,,
"H0660602","7f95dc734ef9487b9d68d42140c4f61c","P06606-002",1,1,3,,,,2,3,18,"35"
"H3820901","7fa265214c3c41e49796aa4e6dd63d80","P38209-005",3,1,3,,,,3,,,
"H1190501","7fa999046eca4168a522c969bfdb0987",,11,1,3,,,,2,3,16,"25"
"H4170201","7fa9c630b26d4bffa2e886a6d2dc7dcb","P41702-003",3,2,,,,,,,,
"H4170201","7fa9c630b26d4bffa2e886a6d2dc7dcb","P41702-002",2,1,1,1,"1",1,,,,
"H3450601","7fac6d38e49940718d8c54df21034770","P34506-002",2,1,1,1,"1",1,,,,
"H0840601","7fdd342538b94b26abd695b9b09c9297","P08406-001",1,1,3,,,,2,3,18,"25"
"H3321001","7fe25d5c499543fdb78afd80e0e0593f","P33210-006",5,2,,,,,,,,
"H3321001","7fe25d5c499543fdb78afd80e0e0593f","P33210-008",7,2,,,,,,,,
"H3321001","7fe25d5c499543fdb78afd80e0e0593f","P33210-002",2,1,2,1,"1",1,,,,
"H2500401","7ffb4e6b12e04c3fa7adde82e8e62790","P25004-002",2,2,,,,,,,,
"27","80705de247434eac8d01c99a7f006a97",,2,1,1,1,"1",1,,,,
"27","80705de247434eac8d01c99a7f006a97",,3,2,,,,,,,,
"H1921202","80d0ecaedca641c2a0f867765fda1514",,1,1,1,1,"5",1,,,,
"H1310601","80f30786d98847dcaf51293b98e26af2","P13106-006",5,2,,,,,,,,
"H1310601","80f30786d98847dcaf51293b98e26af2","P13106-002",2,1,1,1,"1",1,,,,
"H0720202","80fa64dba6bd4a6280425a1bf6465139","P07202-009",2,1,2,1,"1",2,,,18,
"H3070603","8133d8020dda480fae5bc280cb448bd7","P30706-019",3,1,1,1,"2",1,,,,
"H0541203","8150def5ffbf4a17871a9bbbf753855e","P05412-018",2,1,1,1,"7",2,,,17,
"H0541203","8150def5ffbf4a17871a9bbbf753855e","P05412-020",4,1,3,,,,3,,,
"H1180901","8161c7383a8c42aaa350ca3f9d560855",,10,1,1,1,"1",2,,,18,
"H2050702","81641869667e4bd18500c2c5445fb7cf",,1,2,,,,,,,,
"H1760601","816bdb925355484d85aa075906b803ed","P17606-002",2,1,2,1,"1",1,,,,
"H1760601","816bdb925355484d85aa075906b803ed","P17606-005",5,2,,,,,,,,
"H1760601","816bdb925355484d85aa075906b803ed","P17606-003",3,1,3,,,,3,,,
"H3000501","8178a425444a4dfebf61cada4f8bd839",,4,1,3,,,,1,2,19,"26"
"H3000501","8178a425444a4dfebf61cada4f8bd839",,2,1,1,1,"1",1,,,,
"H2971003","818b43a905b245e3ae6b306ace92953d","P29710-005",1,1,1,1,"2",1,,,,
"H2140102","819e4071d5f3439fa69f60ee61baa339","P21401-008",2,1,1,1,"1",1,,,,
"H2140102","819e4071d5f3439fa69f60ee61baa339","P21401-009",3,1,3,,,,3,,,
"H2420902","81c045bccd5349d4bd4ab3cf3bd27371","P24209-003",1,1,2,1,"2",2,,,15,
"H3750601","81c3d2c774684647b90ab53abbd00705","P37506-003",3,1,3,,,,3,,,
"H3750601","81c3d2c774684647b90ab53abbd00705","P37506-001",1,1,2,2,,1,,,,
"H0831001","82034f5cac0a4cfeb90e3f5a24784538",,3,1,1,1,"2",2,,,20,
"H1950801","82134df5fecb43efabf29617edab6a54","P19508-005",5,1,3,,,,3,,,
"H2310904","825defcb843146229acc6ab3e06bcd35",,2,1,1,1,"1",1,,,,
"H2310904","825defcb843146229acc6ab3e06bcd35",,4,2,,,,,,,,
"H1880902","8260cf63f01f481dbce7be784d1a634f","P18809-011",1,1,1,1,"3",1,,,,
"H1590901","8263eb36369c40fc833e7812d01d96f3","P15909-010",2,1,2,2,,1,,,,
"H3000202","827e270545d246b4aa6d71242bf95909",,1,1,3,,,,1,3,23,"25"
"H3000202","827e270545d246b4aa6d71242bf95909",,2,1,,,,,,,,
"H3840702","82afcbf7c27d488cac728a47deee95d6",,4,1,1,1,"1",1,,,,
"H2800301","82b731fba8fb4068bcbe580307c2c0c0","P28003-009",9,1,3,,,,3,,,
"H2800301","82b731fba8fb4068bcbe580307c2c0c0","P28003-005",5,2,,,,,,,,
"H1530601","82ee2bbfbd4d43178a2be565297bc53c",,1,1,1,1,"7",1,,,,
"H3740801","82ef167080604670bd33e58801e83f90","P37408-002",2,1,1,1,"1",1,,,,
"H1180101","82f3147f85d74b49bbb0e5e54d2bbb9e","P11801-002",2,2,,,,,,,,
"H2961102","832a92a50ac84c27a6a44f11bbf7469b",,1,1,3,,,,1,3,21,"30"
"H3961001","833433ab0f954fdf807cb7a4ec2b535a","P39610-003",3,1,3,,,,3,,,
"H3961001","833433ab0f954fdf807cb7a4ec2b535a","P39610-005",5,2,,,,,,,,
"H3110701","836d348639404a8d8752976aa2b12c24","P31107-005",3,1,1,1,"2",1,,,,
"H3521001","8387002428b74844bea6411e79e8af97","P35210-002",2,1,1,1,"1",1,,,,
"H3521001","8387002428b74844bea6411e79e8af97","P35210-003",3,2,,,,,,,,
"H2420301","83bd7d633737435994b5a61b8647da6f","P24203-002",2,1,1,1,"1",2,,,13,
"H1530102","83ce8374498f4ed59337e5c85a1dab1b",,8,1,3,,,,3,,,
"H3820401","83d0fed73e694bdb9e0d020849793252","P38204-001",1,1,1,1,"2",2,,,16,
"H3820401","83d0fed73e694bdb9e0d020849793252","P38204-003",3,1,3,,,,3,,,
"H3700901","83d18657b8144b19944e18f822b88e76","P37009-004",3,1,3,,,,3,,,
"H3700901","83d18657b8144b19944e18f822b88e76","P37009-006",5,1,3,,,,3,,,
"H3700901","83d18657b8144b19944e18f822b88e76","P37009-007",6,1,3,,,,3,,,
"H2211007","83d1f09fef504b6683d5e99997d63cda","P22110-073",2,1,1,1,"1",1,,,,
"H2980701","83dc66de467846eca2ec9dfd1b1f9732","P29807-004",3,1,3,,,,3,,,
"H4150402","83e3d7b64a3c4f6fa4cca05f5b710368","P41504-003",1,1,1,1,"2",1,,,,
"H0700702","83f5d6ca7187466ca9f3bb1bc22a3f6e",,3,1,3,,,,1,3,20,"23"
"H1970301","8467c8fd86c64da5b6fa2b6040eea6c7",,2,1,2,1,"1",2,,,13,
"H4131001","8480767ac41c435284c39690ff7098fc","P41310-003",3,2,,,,,,,,
"H0180101","849789fe4cb04ce4b493ef7d8db266b7",,2,1,1,1,"1",2,,,15,
"H0180101","849789fe4cb04ce4b493ef7d8db266b7",,4,2,,,,,,,,
"H3490101","84a47d129e5d49539750bdad362a015b","P34901-001",1,1,3,,,,1,3,20,"32"
"H2000503","84b6fa38728a41669642629a315df1f1","P20005-005",1,1,1,1,"2",1,,,,
"H2821002","84dc714744d94d7980b643f901b9afb2",,4,1,2,1,"1",1,,,,
"H1830101","84ef1a5c963b49cb907799a0b8243e44","P18301-021",6,1,3,,,,3,,,
"H2540601","84f1015272fd4acd94ed5674f07f2c9d",,1,1,1,1,"6",1,,,,
"H1970401","850306f728924dc5a1942c5acdf95cd8","P19704-013",4,1,3,,,,3,,,
"H1970401","850306f728924dc5a1942c5acdf95cd8","P19704-004",2,2,,,,,,,,
"H2230304","851527301809472fb74628a837c5ebb2","P22303-004",2,1,2,1,"1",2,,,18,
"H2820605","85204a72cfa14cb0adabcc664f006361",,2,1,1,1,"1",1,,,,
"H2990207","85491223ab0747a18519c0133e9cf2e1","P29902-019",1,1,1,1,"2",1,,,,
"H1961001","857053b3178749b19a7b89f980d7a8e0",,10,1,3,,,,3,,,
"H1961001","857053b3178749b19a7b89f980d7a8e0","P19610-009",5,1,3,,,,2,3,18,"20"
"H1961001","857053b3178749b19a7b89f980d7a8e0","P19610-010",6,2,,,,,,,,
"H2650701","857caad639e048f9aa35e82a98cd0236","P26507-009",3,2,,,,,,,,
"H2650701","857caad639e048f9aa35e82a98cd0236","P26507-008",2,1,1,1,"1",1,,,,
"H4090201","85c17f7403dc446fad29254e5d379145","P40902-005",5,2,,,,,,,,
"H2390501","85ceb53eb1bd41a4bfb5f897f8800ac7","P23905-009",5,1,3,,,,3,,,
"H2390501","85ceb53eb1bd41a4bfb5f897f8800ac7","P23905-008",4,1,1,1,"3",1,,,,
"H0680301","85d2f1ad01354522b4bb5486f6f0cca9","P06803-003",3,1,3,,,,1,3,14,"20"
"H2341101","85e3724de768403e905ce5968dc735ee","P23411-002",1,1,2,1,"5",1,,,,
"H3640301","860a1b47a8c04b36b2c21b1238863cf5",,7,1,1,1,"3",1,,,,
"H3640301","860a1b47a8c04b36b2c21b1238863cf5",,6,1,3,,,,3,,,
"H1681002","86668fd2837248ef9ab6590fad3f84a9","P16810-003",1,1,2,1,"7",1,,,,
"H1681002","86668fd2837248ef9ab6590fad3f84a9","P16810-006",3,2,,,,,,,,
"H1231001","868942351f974df29ca4b9121fff2e30","P12310-017",7,1,3,,,,3,,,
"H1231001","868942351f974df29ca4b9121fff2e30",,9,1,3,,,,3,,,
"H3760301","86a9fa3980384a5d905b1f8fa8533c97","P37603-001",1,1,1,1,"7",1,,,,
"H3760301","86a9fa3980384a5d905b1f8fa8533c97","P37603-002",2,1,3,,,,3,,,
"H3760301","86a9fa3980384a5d905b1f8fa8533c97",,9,2,,,,,,,,
"H0400304","86dc6b17270745839df7c9216705808b","P04003-023",1,1,1,1,"3",1,,,,
"H3050203","86f88cae3fe94ed5a6ef1f143b178c89","P30502-017",3,1,1,1,"1",1,,,,
"H3540701","8712b74250794fddac99ea78d80997db","P35407-004",4,2,,,,,,,,
"H3380401","871ce70794974b6e92089daa702c5fef",,4,2,,,,,,,,
"H1890601","8728fb96ed9e4334909c0477bae7855a","P18906-002",2,1,1,1,"1",1,,,,
"H0830601","873289a6bb6345bd8d26ca2aa71b7a2f","P08306-001",1,1,1,1,"5",2,,,14,
"H2820604","87b9fa9f6c5d41f692d6671d4e24bb78",,2,1,2,1,"1",1,,,,
"H1680601","87bb19dff0f44187875ec19a10fe8279","P16806-001",1,1,2,2,,1,,,,
"H2140601","87c4e00c7e5748e28a863e4b24de142a","P21406-004",4,1,3,,,,3,,,
"H0730401","87c8524fdbe84d429d1b49f7ac1a60db","P07304-003",3,2,,,,,,,,
"H1080303","87e27e3874834bd78aa01fd5f3d35e87","P10803-017",2,1,1,1,"5",1,,,,
"H2140901","8803916429d34e9293b6d6a5f862592e","P21409-005",3,1,3,,,,3,,,
"H2630901","881538d806af44b394bb1f7e473e81fb","P26309-011",8,2,,,,,,,,
"H2630901","881538d806af44b394bb1f7e473e81fb","P26309-006",4,2,,,,,,,,
"H2630901","881538d806af44b394bb1f7e473e81fb","P26309-007",5,2,,,,,,,,
"H2610702","881b32dbbbfd47ad898d435a7c977804",,2,1,2,1,"1",1,,,,
"H2820501","881cff26a2b141539b62557a525c35ca","P28205-006",4,1,3,,,,3,,,
"H2820501","881cff26a2b141539b62557a525c35ca",,5,1,3,,,,2,1,15,"22"
"H3280701","8823470f96414e278d101b390c87b44b","P32807-002",2,1,1,1,"1",1,,,,
"H0690301","88308be5dc024f0da569f7f4f1365ad6","P06903-002",2,1,1,1,"1",1,,,,
"H0690301","88308be5dc024f0da569f7f4f1365ad6","P06903-007",4,1,3,,,,3,,,
"H2570901","88528987d073476d9d0283249b51b309","P25709-003",3,2,,,,,,,,
"H2970903","88929fffa331450386b6ad15f5cf3644","P29709-003",1,1,1,1,"2",1,,,,
"H1290301","88c462fd6f074e23a79eabc018993315","P12903-002",2,1,1,1,"1",1,,,,
"H1290301","88c462fd6f074e23a79eabc018993315","P12903-009",8,2,,,,,,,,
"H2620903","88f986f6edb64cb583939d1732e2c621","P26209-018",2,1,2,1,"1",1,,,,
"H3600602","89031bc5406a4cc7a66a827f60487cbd","P36006-002",2,1,2,1,"1",2,,,16,
"H3600602","89031bc5406a4cc7a66a827f60487cbd",,10,2,,,,,,,,
"H3600602","89031bc5406a4cc7a66a827f60487cbd","P36006-008",4,2,,,,,,,,
"H3821001","89145e187f3b49d7b2182ddf0de09a06",,22,1,3,,,,1,3,16,"18"
"H3821001","89145e187f3b49d7b2182ddf0de09a06","P38210-023",15,1,3,,,,1,3,19,"21"
"H3821001","89145e187f3b49d7b2182ddf0de09a06","P38210-007",7,1,3,,,,3,,,
"H3821001","89145e187f3b49d7b2182ddf0de09a06","P38210-008",8,1,3,,,,3,,,
"H3821001","89145e187f3b49d7b2182ddf0de09a06",,20,1,1,1,"6",1,,,,
"H3821001","89145e187f3b49d7b2182ddf0de09a06","P38210-009",9,2,,,,,,,,
"H3821001","89145e187f3b49d7b2182ddf0de09a06","P38210-017",14,1,1,1,"5",1,,,,
"H2150501","8929bb483a9947ea9873e3500cb32674","P21505-001",1,1,3,,,,3,,,
"H2150501","8929bb483a9947ea9873e3500cb32674","P21505-002",2,2,,,,,,,,
"H3060201","8936d6c854b147eaba6a4d8d92af2a3e","P30602-002",2,1,1,1,"4",1,,,,
"H3060201","8936d6c854b147eaba6a4d8d92af2a3e","P30602-005",3,2,,,,,,,,
"H1950401","893875030df44f56843645c439b7e448","P19504-005",4,1,3,,,,3,,,
"H1950401","893875030df44f56843645c439b7e448","P19504-006",5,1,3,,,,3,,,
"H1950401","893875030df44f56843645c439b7e448","P19504-004",3,1,3,,,,3,,,
"H2080301","8939b54be5c84966932985b5f49a8a66",,8,1,2,1,"1",2,,,18,
"H0510401","893d52e674dd49bd8d5124981cca722c","P05104-001",1,1,2,1,"2",2,,,16,
"H0620701","8952c72850ac4c84a3086bbc723427b4","P06207-002",2,1,2,1,"1",1,,,,
"H0590401","8967e39ffffe47249e7a7b83ea45068a","P05904-002",2,1,2,1,"1",1,,,,
"H0590401","8967e39ffffe47249e7a7b83ea45068a","P05904-003",3,2,,,,,,,,
"H2081001","896dd5a665a048e7ba281bf572724e8e","P20810-005",3,1,1,1,"2",1,,,,
"H2171101","898a20f42ee8488cb0d8563ef21d1db1","P21711-006",6,1,3,,,,3,,,
"H1070901","89a7cc1fcd2a4017b6b059abbdd0fbc0",,4,1,3,,,,3,,,
"H1070901","89a7cc1fcd2a4017b6b059abbdd0fbc0",,1,1,1,1,"2",2,,,13,
"H1430904","89c852aab9a34a6ca26f86fac5ffb794",,7,1,1,1,"1",1,,,,
"H1430904","89c852aab9a34a6ca26f86fac5ffb794","P14309-018",2,1,1,1,"1",1,,,,
"H2350303","89ca07d984a94f51be243976b0e0a3b9","P23503-006",1,1,2,1,"7",2,,,17,
"H2350303","89ca07d984a94f51be243976b0e0a3b9","P23503-009",3,2,,,,,,,,
"H0461003","89e94a22f703436a8049b1dc8872d4dd","P04610-014",2,2,,,,,,,,
"H2590702","89ecbeeefef841819fee94efd6d0c753","P25907-002",1,1,3,,,,1,3,19,"23"
"H2590702","89ecbeeefef841819fee94efd6d0c753","P25907-012",2,1,3,,,,1,3,25,"29"
"H2150101","8a20bc31d0ad47eba0bdf9f16a613fa1","P21501-002",2,1,1,1,"1",1,,,,
"H3890701","8a28f193ab584a64b6c8412af076be94","P38907-003",3,2,,,,,,,,
"H3890701","8a28f193ab584a64b6c8412af076be94","P38907-002",2,1,3,,,,3,,,
"H3890701","8a28f193ab584a64b6c8412af076be94","P38907-001",1,1,1,2,,1,,,,
"H1501001","8a487ec2e2d0462684843b3a800f2a52",,6,2,,,,,,,,
"H3550601","8a627d794b3240638fa31e67d85fa282","P35506-003",3,1,3,,,,1,3,21,"26"
"H3550601","8a627d794b3240638fa31e67d85fa282","P35506-008",8,1,3,,,,3,,,
"6","8a6daeb4c2844b3890bdca771a166247",,4,1,3,,,,1,3,20,"40"
