"hhid","PID","s4q02","s4q03","s4q04","s4q04_1","s4q05","s4q06","s4q07","s4q08","s4q09","s4q10","s4q11","s4q12","s4q7_1a","s4q7_1b","s4q07a","s4q12_1","s4q13","s4q14","s4q14b","h4q15h","h4q15i","h4q15j","h4q15e","h4q15b","h4q15c","h4q15d","h4q15k","s4h15f","h4q15g_1","h4q15g","s4q16","s4q17","s4q18"
"96ccd06ae58743748ddf9498fd5144d5",9,1,,4,2,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,
"96d31abd5b6c4d20b1187928bdc1a085",1,1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"96d31abd5b6c4d20b1187928bdc1a085",2,2,1,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
"96d31abd5b6c4d20b1187928bdc1a085",4,2,1,4,,3,,,,32,33,2,3,,,,1,,,,481500,,,628500,25000,93000,30000,,,,1258000,2,,
"96d31abd5b6c4d20b1187928bdc1a085",5,2,1,4,,3,,,,14,15,1,1,,,,,1,25,1,31500,,15000,,15000,18000,,,,,79500,1,1,3
"96d31abd5b6c4d20b1187928bdc1a085",6,2,1,4,,3,,,,13,14,1,1,,,,,1.5,45,1,,,7500,,15000,12000,,,,,34500,1,1,3
"96d31abd5b6c4d20b1187928bdc1a085",7,2,1,1,,3,,,,10,11,1,1,,,,,1.5,50,1,,,4500,,15000,8000,,,,,27500,1,1,3
"96d31abd5b6c4d20b1187928bdc1a085",8,2,1,1,,3,,,,0,1,2,1,,,,,0.2,8,1,30000,5000,,,15000,1500,,,,,51500,2,,3
"970500789c8e4bc1a146547813053f14",1,1,,1,1,2,,16,13,,,,,,,,,,,,,,,,,,,,,,,,,
"970500789c8e4bc1a146547813053f14",2,2,1,4,,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,
"970500789c8e4bc1a146547813053f14",3,2,1,1,,3,,,,1,1,2,1,,,,,0.3,5,1,81000,,15000,,,7000,,,15000,,118000,2,,3
"970500789c8e4bc1a146547813053f14",4,2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"97229e4fd0844936b4180fba35ba208a",1,1,,4,2,2,,36,1,,,,,,,,,,,,,,,,,,,,,,,,,
"97229e4fd0844936b4180fba35ba208a",2,2,1,4,,2,,36,1,,,,,,,,,,,,,,,,,,,,,,,,,
"974a89a2c2ab4dad86d8e8f38979bc95",2,2,3,4,,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"974a89a2c2ab4dad86d8e8f38979bc95",3,1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9750338ef8b046539b5bdbcbfb264f39",1,2,2,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9750338ef8b046539b5bdbcbfb264f39",2,1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9750338ef8b046539b5bdbcbfb264f39",3,2,2,4,,3,,,,11,12,2,1,,,,,5,60,1,420000,,15000,,40000,25500,,,21000,,521500,2,,3
"9750338ef8b046539b5bdbcbfb264f39",4,2,2,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9761754db1804372bee3f6e6182c0c8b",1,1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9761754db1804372bee3f6e6182c0c8b",2,2,1,4,,3,,,,30,31,2,3,,,,1,,,,,,,,30000,40000,60000,,150000,600000,880000,2,,
"9761754db1804372bee3f6e6182c0c8b",3,2,1,4,,3,,,,13,14,2,3,,,,1,,,,,,,,30000,40000,60000,,150000,360000,640000,2,,
"9761754db1804372bee3f6e6182c0c8b",4,2,1,4,,3,,,,10,11,1,3,,,,2,0.1,3,1,30000,,,,,9000,,,,,39000,1,1,3
"9761754db1804372bee3f6e6182c0c8b",5,2,1,4,,3,,,,15,16,1,3,,,,1,,,,,20000,,,12000,30000,,,90000,195000,347000,1,1,
"9761754db1804372bee3f6e6182c0c8b",6,2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9761754db1804372bee3f6e6182c0c8b",8,2,1,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9761754db1804372bee3f6e6182c0c8b",9,2,1,4,,3,,,,10,11,1,3,,,,2,0.1,5,1,30000,,,,7000,9000,,,,,46000,1,1,3
"976f4955f15648ec8316df40f7872b46",1,2,6,4,,3,,,,14,14,1,1,,,,,3,60,1,36000,3000,12000,,13000,31500,,,,,95500,1,1,3
"976f4955f15648ec8316df40f7872b46",3,2,6,1,,3,,,,10,11,1,1,,,,,4,120,1,15000,,7500,,10000,25500,,,,,58000,1,1,3
"976f4955f15648ec8316df40f7872b46",4,2,6,1,,3,,,,10,10,1,1,,,,,4,120,1,15000,,6000,,10000,6000,,,,,37000,2,,3
"976f4955f15648ec8316df40f7872b46",5,2,6,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"976f4955f15648ec8316df40f7872b46",6,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"976f4955f15648ec8316df40f7872b46",7,2,6,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"97aa986363af4011b2a4e1af3bb6cb52",1,1,,4,2,2,,36,3,,,,,,,,,,,,,,,,,,,,,,,,,
"97aa986363af4011b2a4e1af3bb6cb52",4,2,1,4,,3,,,,13,14,2,3,,,,2,0.4,10,1,70000,,,,,10000,,,,,80000,2,,2
"97af4a6c6a314ca1aafde9deb5c54d53",1,1,,4,2,2,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,
"97af4a6c6a314ca1aafde9deb5c54d53",5,2,1,1,,2,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,
"97b6abc54c7b4163b70a45c8750081ac",1,2,2,4,,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,
"97b6abc54c7b4163b70a45c8750081ac",2,1,,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
"97b6abc54c7b4163b70a45c8750081ac",4,2,2,1,,3,,,,10,11,1,1,,,,,0.6,15,1,1,,1,,15000,8400,,,,13500,36900,1,1,3
"97b6abc54c7b4163b70a45c8750081ac",5,2,2,1,,3,,,,10,11,1,1,,,,,0.6,15,1,1,1,1,,15000,9200,,,,13500,37700,1,1,3
"97b6abc54c7b4163b70a45c8750081ac",6,2,2,1,,3,,,,0,10,1,1,,,,,0.6,15,1,,,,,12000,1300,,,,,13300,1,1,3
"97b6abc54c7b4163b70a45c8750081ac",7,2,2,4,,2,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,
"97b6abc54c7b4163b70a45c8750081ac",8,2,2,4,,3,,,,15,16,1,1,,,,,0.6,15,1,1,1,1,,,32500,,,15000,36000,83500,1,1,2
"97b6abc54c7b4163b70a45c8750081ac",9,2,2,4,,2,,11,10,,,,,,,,,,,,,,,,,,,,,,,,,
"97dbb65730814c03b57d13186021dcad",1,2,2,4,,2,,51,1,,,,,,,,,,,,,,,,,,,,,,,,,
"97dbb65730814c03b57d13186021dcad",2,1,,4,2,2,,51,1,,,,,,,,,,,,,,,,,,,,,,,,,
"97dbb65730814c03b57d13186021dcad",3,2,2,4,,3,,,,34,35,2,3,,,,1,,,,1,120000,,1,18000,150000,60000,,300000,1680000,2328000,2,,
"97dbb65730814c03b57d13186021dcad",4,2,2,4,,3,,,,34,35,2,3,,,,1,,,,1,120000,,1,,150000,60000,,630000,1680000,2640000,2,,
"97dbb65730814c03b57d13186021dcad",5,2,2,4,,3,,,,32,33,2,3,,,,1,,,,1,100000,,1,22000,123000,60000,,510000,1260000,2075000,2,,
"97dbb65730814c03b57d13186021dcad",6,2,2,4,,3,,,,31,32,2,3,,,,1,,,,1,,,1,22000,150000,60000,,510000,1260000,2002000,2,,
"97dbb65730814c03b57d13186021dcad",7,2,2,4,,3,,,,12,13,2,3,,,,1,,,,1,,,1,35000,30000,45000,,240000,555000,905000,2,,
"97dbb65730814c03b57d13186021dcad",11,2,2,4,,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,
"97dbb65730814c03b57d13186021dcad",12,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98014e07486c4f7887d1afb8546919fc",1,2,2,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"98014e07486c4f7887d1afb8546919fc",2,1,,1,1,2,,15,12,,,,,,,,,,,,,,,,,,,,,,,,,
"98014e07486c4f7887d1afb8546919fc",3,2,2,4,,3,,,,15,16,2,3,,,,1,,,,750000,60000,,,10000,45000,18000,,40000,,923000,2,,
"98014e07486c4f7887d1afb8546919fc",4,2,2,4,,3,,,,13,14,2,3,,,,2,1.5,20,1,180000,,6000,,8000,30000,,,60000,,284000,2,,2
"98014e07486c4f7887d1afb8546919fc",5,2,2,4,,3,,,,11,12,2,1,,,,,1.5,20,1,105000,,6000,,7000,12000,,,60000,,190000,2,,2
"98014e07486c4f7887d1afb8546919fc",6,2,2,4,,3,,,,14,15,1,1,,,,,3,45,1,,,12000,,7000,20000,,,60000,,99000,1,1,2
"98014e07486c4f7887d1afb8546919fc",7,2,2,1,,3,,,,1,10,2,3,,,,2,0.5,8,1,605000,,6000,,4000,18000,,,18000,,651000,2,,2
"98014e07486c4f7887d1afb8546919fc",8,2,2,1,,3,,,,1,1,2,1,,,,,0.5,8,1,45000,,6000,,,10000,,,18000,,79000,2,,2
"98014e07486c4f7887d1afb8546919fc",9,2,2,1,,3,,,,0,1,2,1,,,,,0.5,10,1,10000,,2000,,,1200,,,18000,,31200,2,,1
"9834be0072104008a2788b64689b3bd5",1,1,,4,2,2,,32,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9834be0072104008a2788b64689b3bd5",2,2,1,4,,2,,17,12,,,,,,,,,,,,,,,,,,,,,,,,,
"9834be0072104008a2788b64689b3bd5",3,2,1,4,,3,,,,14,14,1,1,,,,,3,60,1,1,,1,,,24000,,,,40500,64500,1,1,3
"9834be0072104008a2788b64689b3bd5",4,2,1,1,,3,,,,12,13,2,1,,,,,1,30,1,63000,,27000,,,24000,,,,,114000,2,,3
"9834be0072104008a2788b64689b3bd5",5,2,1,1,,3,,,,12,13,1,1,,,,,3,60,1,1,,1,,,21000,,,,22500,43500,1,1,3
"9834be0072104008a2788b64689b3bd5",6,2,1,1,,3,,,,1,1,2,1,,,,,0.5,20,1,60000,,,,,12000,,,,,72000,2,,3
"9834be0072104008a2788b64689b3bd5",8,2,1,1,,3,,,,0,1,2,1,,,,,0.5,2,1,20000,5000,,,,5000,,,,,30000,2,,3
"9834be0072104008a2788b64689b3bd5",9,2,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9838ce15202749c097e3ca42074a4827",1,1,,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9838ce15202749c097e3ca42074a4827",2,2,1,1,,2,,11,10,,,,,,,,,,,,,,,,,,,,,,,,,
"9838ce15202749c097e3ca42074a4827",4,1,,1,1,2,,11,10,,,,,,,,,,,,,,,,,,,,,,,,,
"9838ce15202749c097e3ca42074a4827",5,1,,1,1,2,,11,10,,,,,,,,,,,,,,,,,,,,,,,,,
"985285397472481280d90ed22eb0a905",1,2,3,4,,2,,11,3,,,,,,,,,,,,,,,,,,,,,,,,,
"985285397472481280d90ed22eb0a905",3,1,,1,1,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,
"985a689b7fe347c28e5470c53ad4cc5f",2,2,3,1,,2,,10,9,,,,,,,,,,,,,,,,,,,,,,,,,
"985a689b7fe347c28e5470c53ad4cc5f",3,2,2,4,,3,,,,14,15,2,3,,,,2,2,30,1,100000,10000,12000,,,30000,,,,,152000,2,,2
"9871dbdcec2343c685be4cceea0015f9",1,2,8,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9871dbdcec2343c685be4cceea0015f9",2,2,8,1,,3,,,,10,11,1,1,,,,,3.2,70,1,1,,,,,39000,,,1,75000,114000,1,1,2
"9871dbdcec2343c685be4cceea0015f9",3,2,8,1,,3,,,,11,11,2,3,,,,2,0.5,20,1,107000,5000,,,,39000,,,,,151000,2,,2
"9871dbdcec2343c685be4cceea0015f9",4,2,8,4,,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9871dbdcec2343c685be4cceea0015f9",5,1,,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9871dbdcec2343c685be4cceea0015f9",6,2,8,1,,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9871dbdcec2343c685be4cceea0015f9",7,2,8,1,,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9871dbdcec2343c685be4cceea0015f9",8,1,,4,1,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9871dbdcec2343c685be4cceea0015f9",9,2,8,1,,3,,,,12,13,1,1,,,,,3.2,70,1,1,,,,,27000,,,1,75000,102000,1,1,2
"9871dbdcec2343c685be4cceea0015f9",10,2,8,1,,3,,,,10,10,1,1,,,,,3.2,70,1,1,5000,,,10000,24000,,,1,75000,114000,1,1,2
"9871dbdcec2343c685be4cceea0015f9",11,2,8,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9871dbdcec2343c685be4cceea0015f9",12,2,8,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9871dbdcec2343c685be4cceea0015f9",13,2,8,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9872c28b44874ff485c15ca9aa7888db",1,2,3,4,,2,,13,12,,,,,,,,,,,,,,,,,,,,,,,,,
"9872c28b44874ff485c15ca9aa7888db",3,1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9872c28b44874ff485c15ca9aa7888db",4,1,,4,2,2,,32,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9872c28b44874ff485c15ca9aa7888db",5,2,4,4,,3,,,,13,14,1,1,,,,,1,10,1,40000,,10000,,14000,26000,,,65000,,155000,1,1,2
"9872c28b44874ff485c15ca9aa7888db",6,2,4,1,,3,,,,1,1,2,1,,,,,0.5,10,1,200000,,,,50000,4000,,,85000,,339000,2,,2
"987cf05707f24064abe69ffe2302bbdb",1,2,3,4,,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,
"987cf05707f24064abe69ffe2302bbdb",2,1,,4,2,2,,14,12,,,,,,,,,,,,,,,,,,,,,,,,,
"987cf05707f24064abe69ffe2302bbdb",3,2,2,4,,3,,,,60,60,1,3,3,1,1,1,,,,3200000,,,800000,,175000,30000,,150000,,4355000,2,,
"987cf05707f24064abe69ffe2302bbdb",4,2,2,4,,3,,,,16,30,2,3,,,,1,,,,,,,,,,,,,,,2,,
"987cf05707f24064abe69ffe2302bbdb",5,2,2,4,,3,,,,15,16,2,3,,,,2,1,20,1,,,,,,,,,,,,2,,3
"98d7be5875cc465793007537c354ecf8",1,2,7,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"98d7be5875cc465793007537c354ecf8",4,2,7,4,,3,,,,14,15,1,1,,,,,0.5,15,1,17000,,6000,,,30000,,,40000,,93000,1,1,2
"98d7be5875cc465793007537c354ecf8",5,2,7,4,,3,,,,12,13,1,1,,,,,4,60,1,130000,5000,6000,,,20000,,,30000,,191000,2,,2
"98d7be5875cc465793007537c354ecf8",6,2,7,4,,3,,,,1,10,1,1,,,,,4,60,1,130000,5000,6000,,,10000,,,30000,,181000,2,,2
"98d7be5875cc465793007537c354ecf8",7,1,,1,1,2,,13,12,,,,,,,,,,,,,,,,,,,,,,,,,
"993244dcd47c4a5193c160a2532f80a4",2,1,,4,2,3,,,,35,60,2,3,3,1,1,1,,,,,,,,,56000,30000,,,,86000,2,,
"993244dcd47c4a5193c160a2532f80a4",4,2,5,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"993244dcd47c4a5193c160a2532f80a4",5,1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"994a67318ceb45688e8f485e9ff734ac",1,1,,4,2,2,,16,10,,,,,,,,,,,,,,,,,,,,,,,,,
"994a67318ceb45688e8f485e9ff734ac",5,2,1,4,,2,,31,13,,,,,,,,,,,,,,,,,,,,,,,,,
"994c2d6aa1014965b20adafd13fa9d9a",1,1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"994c2d6aa1014965b20adafd13fa9d9a",2,2,1,4,,3,,,,33,34,1,3,,,,1,,,,1390000,,,,,100000,50000,,150000,,1690000,1,1,
"994c2d6aa1014965b20adafd13fa9d9a",6,1,,1,1,3,,,,10,11,1,1,,,,,0.2,20,1,,,,,,9000,,,,,9000,1,1,3
"99543bb72fb040369c304aa8ed3a4d41",1,2,2,1,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99543bb72fb040369c304aa8ed3a4d41",2,1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"995c00a60f604f0093fb4448a5adf5d1",1,1,,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
"997bebcc6d544fde988186b37619a51d",1,1,,4,2,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,
"997bebcc6d544fde988186b37619a51d",2,2,5,2,,2,,12,5,,,,,,,,,,,,,,,,,,,,,,,,,
"997bebcc6d544fde988186b37619a51d",3,2,5,4,,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,
"997bebcc6d544fde988186b37619a51d",5,1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"997bebcc6d544fde988186b37619a51d",6,2,5,4,,3,,,,13,14,1,1,,,,,0.5,10,1,15000,,15000,,16000,14400,,,,,60400,1,1,3
"998067dae7b4412b94ec87dfa006a17b",3,1,,4,2,2,,61,1,,,,,,,,,,,,,,,,,,,,,,,,,
"998ffb7288e84627818daae648b16a38",1,1,,4,2,2,,16,11,,,,,,,,,,,,,,,,,,,,,,,,,
"998ffb7288e84627818daae648b16a38",2,2,1,4,,3,,,,13,14,1,1,,,,,3,60,1,45000,5000,6000,,20000,28200,,,,,104200,1,1,3
"998ffb7288e84627818daae648b16a38",3,2,1,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"999fad39eecf4a9f9b3372cdba1e52d9",1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"999fad39eecf4a9f9b3372cdba1e52d9",2,1,,1,1,3,,,,13,13,1,1,,,,,2,120,1,105000,,6000,,14000,16500,,,,30000,171500,1,1,3
"999fad39eecf4a9f9b3372cdba1e52d9",3,2,1,1,,3,,,,11,12,1,1,,,,,2,120,1,60000,,3000,,,12000,,,,30000,105000,1,1,3
"999fad39eecf4a9f9b3372cdba1e52d9",4,2,1,1,,3,,,,10,11,1,1,,,,,2,120,1,60000,,,,,8000,,,,,68000,1,1,3
"999fad39eecf4a9f9b3372cdba1e52d9",5,2,1,1,,3,,,,0,10,1,1,,,,,2,120,1,60000,,,,,6000,,,,,66000,1,1,3
"999fad39eecf4a9f9b3372cdba1e52d9",6,2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99f7629ee696416a8316b904812a0fc2",1,2,2,4,,2,,98,3,,,,,,,,,,,,,,,,,,,,,,,,,
"99f7629ee696416a8316b904812a0fc2",2,1,,4,2,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,
"99f7629ee696416a8316b904812a0fc2",3,1,,4,2,2,,17,12,,,,,,,,,,,,,,,,,,,,,,,,,
"99f7629ee696416a8316b904812a0fc2",4,2,2,1,,3,,,,10,10,2,1,,,,,0.5,15,1,90000,,4000,,25000,15300,,,12500,,146800,2,,3
"99f7629ee696416a8316b904812a0fc2",5,2,2,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9a0c48d484524e86bf68350ef4755aac",1,1,,1,2,2,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9a0c48d484524e86bf68350ef4755aac",2,1,,4,2,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9a0c48d484524e86bf68350ef4755aac",3,2,1,1,,3,,,,1,1,2,1,,,,,1,30,1,69000,,9000,,5000,9000,,,,,92000,2,,3
"9a0c48d484524e86bf68350ef4755aac",4,2,1,1,,3,,,,0,1,2,1,,,,,1,30,1,46000,,6000,,10000,6000,,,,,68000,2,,3
"9a129715d6b94c28a3cc6eff06df1976",1,1,,1,1,2,,14,12,,,,,,,,,,,,,,,,,,,,,,,,,
"9a2ac8bf9cb042a190359588cd94f844",1,2,2,1,,2,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9a2ac8bf9cb042a190359588cd94f844",2,1,,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9a2ac8bf9cb042a190359588cd94f844",3,2,2,1,,2,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9a2ac8bf9cb042a190359588cd94f844",4,2,2,1,,2,,12,10,,,,,,,,,,,,,,,,,,,,,,,,,
"9a2ac8bf9cb042a190359588cd94f844",5,2,2,1,,3,,,,1,10,2,1,,,,,0.2,10,1,60000,,,,,10000,,,,,70000,2,,2
"9a2ac8bf9cb042a190359588cd94f844",6,2,2,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9a4d875c9ee44d4a896da75f6abb5923",2,2,3,4,,2,,61,1,,,,,,,,,,,,,,,,,,,,,,,,,
"9a4d875c9ee44d4a896da75f6abb5923",3,1,,1,1,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9a4d875c9ee44d4a896da75f6abb5923",4,2,3,4,,3,,,,60,60,2,3,2,1,2,1,,,,3400000,,,,,,160000,,,400000,3960000,2,,
"9a4d875c9ee44d4a896da75f6abb5923",5,1,,4,2,3,,,,33,34,2,3,,,,1,,,,1,80000,,1,185000,150000,90000,,,1650000,2155000,2,,
"9a4d875c9ee44d4a896da75f6abb5923",6,1,,4,2,3,,,,32,33,1,3,,,,1,,,,1,174000,,1,,150000,120000,,,2100000,2544000,2,,
"9a4d875c9ee44d4a896da75f6abb5923",7,1,,4,2,3,,,,33,34,1,2,,,,,,,,1,180000,,,195000,150000,120000,,,1409000,2054000,2,,
"9a4d875c9ee44d4a896da75f6abb5923",8,1,,4,2,3,,,,30,31,4,2,,,,,,,,1,,,,195000,150000,120000,,,1409000,1874000,2,,
"9a4d875c9ee44d4a896da75f6abb5923",9,2,3,4,,3,,,,14,15,1,1,,,,,1.5,30,1,15000,,,,,55000,,,,,70000,1,1,1
"9a4d875c9ee44d4a896da75f6abb5923",10,2,3,4,,3,,,,12,13,1,1,,,,,1.5,30,1,15000,,,,,55000,,,,,70000,1,1,1
"9a4d875c9ee44d4a896da75f6abb5923",11,2,3,4,,3,,,,10,11,1,1,,,,,1.5,30,1,15000,,,,,25000,,,,,40000,1,1,1
"9a4d875c9ee44d4a896da75f6abb5923",12,2,3,1,,3,,,,0,10,2,1,,,,,1.5,10,6,300000,,,,90000,10000,,,,,400000,2,,3
"9a93a517962a4820a69dbd6efd7a29d7",1,2,2,4,,2,,34,13,,,,,,,,,,,,,,,,,,,,,,,,,
"9a93a517962a4820a69dbd6efd7a29d7",2,2,1,4,,3,,,,32,33,2,3,,,,1,,,,,,,,,100000,126000,,120000,1050000,1396000,2,,
"9a93a517962a4820a69dbd6efd7a29d7",3,2,1,4,,3,,,,14,15,2,3,,,,1,,,,,,,,,150000,156000,,80000,1950000,2336000,2,,
"9a93a517962a4820a69dbd6efd7a29d7",4,2,1,4,,3,,,,12,13,2,3,,,,1,,,,,,,,,160000,156000,,75000,1950000,2341000,2,,
"9a93a517962a4820a69dbd6efd7a29d7",5,2,1,4,,2,,36,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9a93a517962a4820a69dbd6efd7a29d7",6,2,1,1,,3,,,,1,1,2,3,,,,2,2,60,1,200000,10000,20000,,30000,12000,,,30000,,302000,2,,2
"9a93a517962a4820a69dbd6efd7a29d7",7,2,1,1,,2,,14,9,,,,,,,,,,,,,,,,,,,,,,,,,
"9ac2a4592624470b8601e4b5de2d8a1d",1,1,,1,1,2,,11,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9ac2a4592624470b8601e4b5de2d8a1d",2,2,1,4,,2,,15,11,,,,,,,,,,,,,,,,,,,,,,,,,
"9ac2a4592624470b8601e4b5de2d8a1d",4,2,1,1,,3,,,,10,10,1,1,,,,,1.2,20,1,15000,,6000,,,1800,,,,,22800,1,1,3
"9aca8dca4c974a29b816af44ee3ea740",1,1,,1,1,2,,11,9,,,,,,,,,,,,,,,,,,,,,,,,,
"9aca8dca4c974a29b816af44ee3ea740",4,2,1,4,,3,,,,13,14,3,1,,,,,3,60,1,,,,,9000,,,,,,9000,1,2,3
"9ae20eb2a8dd4dff938e0dc888e26a4c",2,1,,4,2,2,,41,1,,,,,,,,,,,,,,,,,,,,,,,,,
"9ae7f786d88c4e34a271a714c1d74f11",1,1,,4,2,2,,33,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9aea58f72c1c428d8ce3ef2250967bbf",1,1,,4,2,2,,51,1,,,,,,,,,,,,,,,,,,,,,,,,,
"9aea58f72c1c428d8ce3ef2250967bbf",2,1,,4,2,2,,51,1,,,,,,,,,,,,,,,,,,,,,,,,,
"9aea58f72c1c428d8ce3ef2250967bbf",3,1,,4,2,3,,,,10,11,2,1,,,,,1,10,1,240000,,,,,30000,,,100000,,370000,2,,2
"9aea58f72c1c428d8ce3ef2250967bbf",4,2,1,4,,3,,,,0,1,2,1,,,,,1,10,1,60000,,,,40000,4000,,,100000,,204000,2,,2
"9aea58f72c1c428d8ce3ef2250967bbf",5,2,1,4,,3,,,,11,12,2,1,,,,,1,10,1,300000,,,,50000,30000,,,100000,,480000,2,,2
"9aea58f72c1c428d8ce3ef2250967bbf",6,2,1,4,,3,,,,32,33,1,3,,,,1,,,,600000,120000,,,,90000,60000,,100000,,970000,2,,
"9aea58f72c1c428d8ce3ef2250967bbf",7,1,,4,2,3,,,,12,13,2,3,,,,2,1,10,1,300000,,,,60000,30000,,,100000,,490000,2,,2
"9af98578a02940a38c642fc32c1e5a8d",1,1,,4,2,2,,33,12,,,,,,,,,,,,,,,,,,,,,,,,,
"9af98578a02940a38c642fc32c1e5a8d",2,2,1,4,,2,,32,12,,,,,,,,,,,,,,,,,,,,,,,,,
"9af98578a02940a38c642fc32c1e5a8d",3,2,1,4,,3,,,,1,1,2,1,,,,,0.5,30,1,115000,,6000,,8000,10000,,,30000,,169000,2,,2
"9afc9d8cadc54af0b4da94f33ec8ec62",1,2,2,4,,3,,,,0,1,2,1,,,,,0.5,15,1,100000,20000,15000,,70000,8800,,,10000,,223800,2,,2
"9afc9d8cadc54af0b4da94f33ec8ec62",2,1,,4,2,2,,41,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9afc9d8cadc54af0b4da94f33ec8ec62",3,2,2,4,,2,,61,1,,,,,,,,,,,,,,,,,,,,,,,,,
"9b2853a3791142088c41ddd6a75bfe4a",1,2,2,4,,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9b2853a3791142088c41ddd6a75bfe4a",2,1,,2,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"9b2853a3791142088c41ddd6a75bfe4a",3,1,,2,2,3,,,,14,14,1,1,,,,,2.5,60,1,12000,,,,,12000,,,,,24000,1,1,3
"9b2853a3791142088c41ddd6a75bfe4a",4,2,2,4,,3,,,,13,14,2,1,,,,,0.2,5,1,240000,,,,,88000,,,30000,,358000,2,,2
"9b2853a3791142088c41ddd6a75bfe4a",5,2,2,1,,3,,,,10,11,1,1,,,,,2.5,60,1,12000,,,,,9000,,,,,21000,1,1,3
