"hhid","childFoodDiversity__id","T2_c","PID"
"7518e884894c45e5837ce4ce122c4fa1",1,7,5
"7661a92f928a4dc9a3ca5cb239c2943a",13,2,7
"7661a92f928a4dc9a3ca5cb239c2943a",11,5,7
"7661a92f928a4dc9a3ca5cb239c2943a",4,2,7
"7661a92f928a4dc9a3ca5cb239c2943a",1,7,7
"76af9a9cff444689a63468adea7317c0",6,1,3
"76ba3870411e42f19198e525fc9349e3",8,1,3
"76ba3870411e42f19198e525fc9349e3",23,0,3
"76ba3870411e42f19198e525fc9349e3",4,6,3
"76ba3870411e42f19198e525fc9349e3",1,7,3
"76f359c2499441ccb9011e13f09ff1cf",4,7,6
"76f359c2499441ccb9011e13f09ff1cf",1,7,6
"76f359c2499441ccb9011e13f09ff1cf",19,7,6
"771926bbe1f24ec9b46db8d3c45adeb6",11,7,7
"771926bbe1f24ec9b46db8d3c45adeb6",6,2,7
"77701c8f612b4deab520ed338ff3ba8e",3,1,7
"77701c8f612b4deab520ed338ff3ba8e",11,3,7
"77701c8f612b4deab520ed338ff3ba8e",4,2,7
"77701c8f612b4deab520ed338ff3ba8e",19,4,7
"792b057e74f34f30b1efbd28f61c45b7",4,1,6
"792b057e74f34f30b1efbd28f61c45b7",1,1,6
"792b057e74f34f30b1efbd28f61c45b7",11,1,6
"792b057e74f34f30b1efbd28f61c45b7",3,1,6
"79e40a3ff2674380aeb23f2d3493d633",13,6,7
"79e40a3ff2674380aeb23f2d3493d633",3,7,7
"79e40a3ff2674380aeb23f2d3493d633",19,7,7
"7ad4ff9571914602868f53cc662bced5",1,7,9
"7ad4ff9571914602868f53cc662bced5",23,7,9
"7ada1d475efb4cc08cf27ad00bfeaa49",13,4,7
"7ada1d475efb4cc08cf27ad00bfeaa49",4,2,7
"7ada1d475efb4cc08cf27ad00bfeaa49",3,3,7
"7ada1d475efb4cc08cf27ad00bfeaa49",1,4,7
"7ada1d475efb4cc08cf27ad00bfeaa49",10,2,7
"7ada1d475efb4cc08cf27ad00bfeaa49",8,2,7
"7ada1d475efb4cc08cf27ad00bfeaa49",5,7,7
"7b5815aa1a08493485f3d905579fac21",13,4,6
"7b5815aa1a08493485f3d905579fac21",1,5,6
"7b5815aa1a08493485f3d905579fac21",11,5,6
"7b5815aa1a08493485f3d905579fac21",19,7,6
"7bb26c5158de4736980944695e042f53",4,7,3
"7bb26c5158de4736980944695e042f53",1,7,3
"7cb69feba33a4076a1223747ed74de23",11,2,3
"7cb69feba33a4076a1223747ed74de23",1,4,3
"7cb69feba33a4076a1223747ed74de23",5,5,3
"7ccd61fd57aa4a72a449a15d4cc8f7aa",11,5,4
"7ccd61fd57aa4a72a449a15d4cc8f7aa",3,7,4
"7ccd61fd57aa4a72a449a15d4cc8f7aa",4,2,4
"7cf0cd150dc249309dbc0ce60dc2b09d",1,5,4
"7cf0cd150dc249309dbc0ce60dc2b09d",4,3,4
"7cf0cd150dc249309dbc0ce60dc2b09d",10,2,4
"7cf0cd150dc249309dbc0ce60dc2b09d",19,6,4
"7d865b4503fb4df2b9b506ad6574db8f",3,7,12
"7d865b4503fb4df2b9b506ad6574db8f",4,3,12
"7d865b4503fb4df2b9b506ad6574db8f",2,7,12
"7dbe8f8faf364ea0be634a61541b3d61",1,7,8
"7dbe8f8faf364ea0be634a61541b3d61",13,7,8
"7dbe8f8faf364ea0be634a61541b3d61",4,7,8
"7effeabc4ed342d68e246c50c533e58b",13,5,4
"7effeabc4ed342d68e246c50c533e58b",1,3,4
"7effeabc4ed342d68e246c50c533e58b",11,4,4
"7fa9c630b26d4bffa2e886a6d2dc7dcb",11,7,9
"7fa9c630b26d4bffa2e886a6d2dc7dcb",3,7,9
"80705de247434eac8d01c99a7f006a97",1,7,9
"80705de247434eac8d01c99a7f006a97",13,7,9
"80f30786d98847dcaf51293b98e26af2",3,4,12
"80f30786d98847dcaf51293b98e26af2",11,3,12
"80f30786d98847dcaf51293b98e26af2",5,7,12
"8133d8020dda480fae5bc280cb448bd7",1,3,4
"8150def5ffbf4a17871a9bbbf753855e",3,1,10
"8150def5ffbf4a17871a9bbbf753855e",1,4,10
"8150def5ffbf4a17871a9bbbf753855e",4,2,10
"8150def5ffbf4a17871a9bbbf753855e",11,2,10
"8178a425444a4dfebf61cada4f8bd839",12,7,3
"8178a425444a4dfebf61cada4f8bd839",1,5,3
"8178a425444a4dfebf61cada4f8bd839",11,3,3
"818b43a905b245e3ae6b306ace92953d",9,7,4
"818b43a905b245e3ae6b306ace92953d",6,2,4
"818b43a905b245e3ae6b306ace92953d",4,7,4
"818b43a905b245e3ae6b306ace92953d",12,7,4
"818b43a905b245e3ae6b306ace92953d",1,7,4
"818b43a905b245e3ae6b306ace92953d",11,7,4
"8260cf63f01f481dbce7be784d1a634f",13,4,6
"8260cf63f01f481dbce7be784d1a634f",17,2,6
"8260cf63f01f481dbce7be784d1a634f",1,2,6
"8260cf63f01f481dbce7be784d1a634f",9,1,6
"8260cf63f01f481dbce7be784d1a634f",5,7,6
"827e270545d246b4aa6d71242bf95909",3,7,6
"827e270545d246b4aa6d71242bf95909",11,7,6
"82ee2bbfbd4d43178a2be565297bc53c",1,2,8
"82ee2bbfbd4d43178a2be565297bc53c",11,2,8
"82ee2bbfbd4d43178a2be565297bc53c",19,7,8
"82ef167080604670bd33e58801e83f90",11,2,6
"82ef167080604670bd33e58801e83f90",1,3,6
"836d348639404a8d8752976aa2b12c24",3,5,7
"83d0fed73e694bdb9e0d020849793252",12,7,10
"83d1f09fef504b6683d5e99997d63cda",13,4,4
"83d1f09fef504b6683d5e99997d63cda",2,1,4
"83d1f09fef504b6683d5e99997d63cda",3,3,4
"83d1f09fef504b6683d5e99997d63cda",4,2,4
"83d1f09fef504b6683d5e99997d63cda",15,4,4
"83d1f09fef504b6683d5e99997d63cda",6,4,4
"84dc714744d94d7980b643f901b9afb2",22,2,5
"84dc714744d94d7980b643f901b9afb2",5,2,5
"84dc714744d94d7980b643f901b9afb2",2,2,5
"84dc714744d94d7980b643f901b9afb2",1,3,5
"84dc714744d94d7980b643f901b9afb2",3,7,5
"84dc714744d94d7980b643f901b9afb2",23,3,5
"851527301809472fb74628a837c5ebb2",10,3,5
"851527301809472fb74628a837c5ebb2",1,7,5
"851527301809472fb74628a837c5ebb2",12,7,5
"86dc6b17270745839df7c9216705808b",12,7,4
"86dc6b17270745839df7c9216705808b",1,5,4
"86dc6b17270745839df7c9216705808b",3,4,4
"86dc6b17270745839df7c9216705808b",9,0,4
"86dc6b17270745839df7c9216705808b",11,4,4
"86dc6b17270745839df7c9216705808b",15,5,4
"86dc6b17270745839df7c9216705808b",23,6,4
"881b32dbbbfd47ad898d435a7c977804",21,4,5
"881b32dbbbfd47ad898d435a7c977804",1,2,5
"881b32dbbbfd47ad898d435a7c977804",23,3,5
"88f986f6edb64cb583939d1732e2c621",8,1,4
"88f986f6edb64cb583939d1732e2c621",6,0,4
"88f986f6edb64cb583939d1732e2c621",5,0,4
"88f986f6edb64cb583939d1732e2c621",19,7,4
"88f986f6edb64cb583939d1732e2c621",11,7,4
"8952c72850ac4c84a3086bbc723427b4",13,7,7
"8952c72850ac4c84a3086bbc723427b4",12,7,7
"8952c72850ac4c84a3086bbc723427b4",11,7,7
"8952c72850ac4c84a3086bbc723427b4",1,2,7
"8952c72850ac4c84a3086bbc723427b4",3,2,7
"8967e39ffffe47249e7a7b83ea45068a",3,2,5
"8967e39ffffe47249e7a7b83ea45068a",23,4,5
"8967e39ffffe47249e7a7b83ea45068a",13,5,5
"8967e39ffffe47249e7a7b83ea45068a",1,4,5
"8967e39ffffe47249e7a7b83ea45068a",21,7,5
"898a20f42ee8488cb0d8563ef21d1db1",1,7,13
"898a20f42ee8488cb0d8563ef21d1db1",4,7,13
"89c852aab9a34a6ca26f86fac5ffb794",8,3,6
"89c852aab9a34a6ca26f86fac5ffb794",1,7,6
"89e94a22f703436a8049b1dc8872d4dd",13,4,4
"89e94a22f703436a8049b1dc8872d4dd",19,7,4
"89e94a22f703436a8049b1dc8872d4dd",1,4,4
"89e94a22f703436a8049b1dc8872d4dd",11,3,4
"8a28f193ab584a64b6c8412af076be94",8,2,12
"8a28f193ab584a64b6c8412af076be94",1,7,12
"8a28f193ab584a64b6c8412af076be94",11,7,12
"8a627d794b3240638fa31e67d85fa282",9,5,14
"8a627d794b3240638fa31e67d85fa282",1,4,14
"8a627d794b3240638fa31e67d85fa282",3,5,14
"8a627d794b3240638fa31e67d85fa282",6,5,14
"8a627d794b3240638fa31e67d85fa282",12,4,14
"8b63cb63bfab43eebd403632eee825a2",1,7,10
"8b63cb63bfab43eebd403632eee825a2",11,7,10
"8b63cb63bfab43eebd403632eee825a2",8,2,10
"8b63cb63bfab43eebd403632eee825a2",4,2,10
"8b63cb63bfab43eebd403632eee825a2",13,7,10
"8b63cb63bfab43eebd403632eee825a2",19,7,10
"8b63cb63bfab43eebd403632eee825a2",3,2,10
"8b63cb63bfab43eebd403632eee825a2",10,,10
"8b63cb63bfab43eebd403632eee825a2",23,7,10
"8b78ea7e19b94b1f8ec1f6710774d003",19,7,10
"8b78ea7e19b94b1f8ec1f6710774d003",11,3,10
"8b78ea7e19b94b1f8ec1f6710774d003",10,3,10
"8b78ea7e19b94b1f8ec1f6710774d003",13,7,10
"8b78ea7e19b94b1f8ec1f6710774d003",1,6,10
"8beea5570da34cc48e31b41a0af2f581",10,2,12
"8beea5570da34cc48e31b41a0af2f581",2,,12
"8beea5570da34cc48e31b41a0af2f581",21,4,12
"8beea5570da34cc48e31b41a0af2f581",13,2,12
"8beea5570da34cc48e31b41a0af2f581",16,2,12
"8beea5570da34cc48e31b41a0af2f581",1,2,12
"8df87ec021f94ad9b03185b5283c279e",5,5,5
"8df87ec021f94ad9b03185b5283c279e",4,1,5
"8df87ec021f94ad9b03185b5283c279e",11,5,5
"8df87ec021f94ad9b03185b5283c279e",3,5,5
"8df87ec021f94ad9b03185b5283c279e",1,7,5
"8df87ec021f94ad9b03185b5283c279e",13,6,5
"8e275889cf9d4a2d9b918cca0296bf47",4,7,5
"8e275889cf9d4a2d9b918cca0296bf47",1,7,5
"8ec715ba51ee402f998c3cc182d29deb",1,4,8
"8ec715ba51ee402f998c3cc182d29deb",23,3,8
"8ec715ba51ee402f998c3cc182d29deb",4,2,8
"8ec715ba51ee402f998c3cc182d29deb",9,,8
"8ec715ba51ee402f998c3cc182d29deb",3,,8
"8edb52c2aa144083baec4616c6739603",11,2,6
"8edb52c2aa144083baec4616c6739603",6,4,6
"8edb52c2aa144083baec4616c6739603",5,1,6
"8edb52c2aa144083baec4616c6739603",19,7,6
"8edb52c2aa144083baec4616c6739603",13,7,6
"8edb52c2aa144083baec4616c6739603",3,3,6
"8edb52c2aa144083baec4616c6739603",1,5,6
"8ee09f114c144bd192bce8c656660d7e",11,6,8
"8ee09f114c144bd192bce8c656660d7e",1,7,8
"8ef19c13bc2c40768f94983065c7ee1c",1,7,7
"8ef19c13bc2c40768f94983065c7ee1c",4,5,7
"8ef19c13bc2c40768f94983065c7ee1c",13,4,7
"8f222f9618624d03afb44548f35b8613",8,1,4
"8f222f9618624d03afb44548f35b8613",4,2,4
"8f6724a9559747548bff8f3f5c7ccd1a",2,1,8
"8f6724a9559747548bff8f3f5c7ccd1a",3,1,8
"8f6724a9559747548bff8f3f5c7ccd1a",11,2,8
"8f6724a9559747548bff8f3f5c7ccd1a",1,2,8
"8f9d730b39f1418893033ecfd171ab85",11,3,5
"8f9d730b39f1418893033ecfd171ab85",3,4,5
"8f9d730b39f1418893033ecfd171ab85",1,3,5
"8f9d730b39f1418893033ecfd171ab85",2,4,5
"90c75424a23346068b9c69082194b2b2",1,7,4
"90c75424a23346068b9c69082194b2b2",21,98,4
"90c75424a23346068b9c69082194b2b2",23,7,4
"90c75424a23346068b9c69082194b2b2",11,6,4
"90cef1cd17c74e4aba6b4badd52a8284",4,7,5
"90cef1cd17c74e4aba6b4badd52a8284",22,4,5
"90cef1cd17c74e4aba6b4badd52a8284",19,7,5
"90cef1cd17c74e4aba6b4badd52a8284",5,7,5
"90cef1cd17c74e4aba6b4badd52a8284",3,2,5
"90cef1cd17c74e4aba6b4badd52a8284",11,3,5
"90cef1cd17c74e4aba6b4badd52a8284",9,2,5
"90cef1cd17c74e4aba6b4badd52a8284",8,3,5
"90cef1cd17c74e4aba6b4badd52a8284",23,7,5
"912e7827f70b4ff4870e7677f0efd5e8",21,5,4
"912e7827f70b4ff4870e7677f0efd5e8",1,7,4
"924dae4582ab4da381f6f9fcec82c556",1,7,9
"924dae4582ab4da381f6f9fcec82c556",12,3,9
"92e30209b31c4ab3b1c932b133d4b3b1",1,7,7
"92e30209b31c4ab3b1c932b133d4b3b1",3,7,7
"92e30209b31c4ab3b1c932b133d4b3b1",11,7,7
"92e30209b31c4ab3b1c932b133d4b3b1",4,7,7
"92e805f310474bd583cd464cc548c1b4",23,7,9
"92e805f310474bd583cd464cc548c1b4",1,7,9
"92e805f310474bd583cd464cc548c1b4",9,7,9
"92e805f310474bd583cd464cc548c1b4",22,7,9
"92e805f310474bd583cd464cc548c1b4",13,3,9
"92e805f310474bd583cd464cc548c1b4",4,3,9
"9303f456a1ed4c78b4c9a05b5ec5e510",13,5,4
"9303f456a1ed4c78b4c9a05b5ec5e510",1,4,4
"9303f456a1ed4c78b4c9a05b5ec5e510",5,5,4
"9303f456a1ed4c78b4c9a05b5ec5e510",8,2,4
"9303f456a1ed4c78b4c9a05b5ec5e510",10,1,4
"9303f456a1ed4c78b4c9a05b5ec5e510",4,3,4
"9303f456a1ed4c78b4c9a05b5ec5e510",3,1,4
"931a5da052ec43369771a3b3cdfc5a5c",15,7,5
"936d6d229b9641ba89137abdfe501bf0",4,2,9
"936d6d229b9641ba89137abdfe501bf0",21,7,9
"936d6d229b9641ba89137abdfe501bf0",13,1,9
"936d6d229b9641ba89137abdfe501bf0",6,4,9
"936d6d229b9641ba89137abdfe501bf0",10,2,9
"936d6d229b9641ba89137abdfe501bf0",3,3,9
"9467dbc180ae48b7a9a634766d5f6a06",13,1,9
"9467dbc180ae48b7a9a634766d5f6a06",4,1,9
"9467dbc180ae48b7a9a634766d5f6a06",1,7,9
"9467dbc180ae48b7a9a634766d5f6a06",2,1,9
"95273ec43706465d82378855f0c61ac5",13,7,10
"95273ec43706465d82378855f0c61ac5",1,5,10
"952915b13afe42e09666a7166b950f9b",3,1,9
"952915b13afe42e09666a7166b950f9b",13,6,9
"952915b13afe42e09666a7166b950f9b",5,1,9
"952915b13afe42e09666a7166b950f9b",1,5,9
"952915b13afe42e09666a7166b950f9b",4,1,9
"952915b13afe42e09666a7166b950f9b",11,2,9
"9577e263d2da4321be0d17643d1e75a9",5,2,13
"9577e263d2da4321be0d17643d1e75a9",1,2,13
"9577e263d2da4321be0d17643d1e75a9",3,3,13
"9577e263d2da4321be0d17643d1e75a9",9,1,13
"958a368fa116418996e7711693042b45",1,3,9
"958a368fa116418996e7711693042b45",23,7,9
"958a368fa116418996e7711693042b45",3,4,9
"958a368fa116418996e7711693042b45",4,3,9
"958a368fa116418996e7711693042b45",13,3,9
"95ecd3ff77734bfbae4dfd5d7f984ff2",10,2,16
"95ecd3ff77734bfbae4dfd5d7f984ff2",6,1,16
"95ecd3ff77734bfbae4dfd5d7f984ff2",19,4,16
"95ecd3ff77734bfbae4dfd5d7f984ff2",13,2,16
"95ecd3ff77734bfbae4dfd5d7f984ff2",1,2,16
"95f27385361b4ae68e7030076d889a87",11,4,6
"95f27385361b4ae68e7030076d889a87",3,5,6
"95f27385361b4ae68e7030076d889a87",1,1,6
"9667f85b9b2c47129792d5848c182b3b",1,7,18
"9667f85b9b2c47129792d5848c182b3b",15,7,18
"9667f85b9b2c47129792d5848c182b3b",11,5,18
"96b5e72b181245258379a42eae31581b",4,3,5
"96b5e72b181245258379a42eae31581b",1,7,5
"96b5e72b181245258379a42eae31581b",9,3,5
"96b5e72b181245258379a42eae31581b",11,3,5
"96b5e72b181245258379a42eae31581b",2,7,5
"96be321f17d74fe8b29ee5d36ab5ac2d",3,5,6
"96be321f17d74fe8b29ee5d36ab5ac2d",6,1,6
"96be321f17d74fe8b29ee5d36ab5ac2d",1,4,6
"96be321f17d74fe8b29ee5d36ab5ac2d",13,7,6
"96be321f17d74fe8b29ee5d36ab5ac2d",4,2,6
"96be321f17d74fe8b29ee5d36ab5ac2d",10,3,6
"970500789c8e4bc1a146547813053f14",10,2,5
"970500789c8e4bc1a146547813053f14",3,7,5
"970500789c8e4bc1a146547813053f14",23,7,5
"970500789c8e4bc1a146547813053f14",1,3,5
"976f4955f15648ec8316df40f7872b46",13,7,7
"976f4955f15648ec8316df40f7872b46",11,2,7
"976f4955f15648ec8316df40f7872b46",1,3,7
"976f4955f15648ec8316df40f7872b46",3,3,7
"976f4955f15648ec8316df40f7872b46",10,3,7
"97aa986363af4011b2a4e1af3bb6cb52",23,7,5
"97aa986363af4011b2a4e1af3bb6cb52",16,7,5
"97aa986363af4011b2a4e1af3bb6cb52",1,7,5
"97aa986363af4011b2a4e1af3bb6cb52",19,7,5
"97aa986363af4011b2a4e1af3bb6cb52",10,3,5
"97aa986363af4011b2a4e1af3bb6cb52",13,7,5
"9834be0072104008a2788b64689b3bd5",1,7,10
"9871dbdcec2343c685be4cceea0015f9",1,7,14
"9871dbdcec2343c685be4cceea0015f9",10,3,14
"9871dbdcec2343c685be4cceea0015f9",3,1,14
"9871dbdcec2343c685be4cceea0015f9",19,2,14
"9871dbdcec2343c685be4cceea0015f9",13,7,14
"9871dbdcec2343c685be4cceea0015f9",21,7,14
"993244dcd47c4a5193c160a2532f80a4",11,4,6
"993244dcd47c4a5193c160a2532f80a4",3,3,6
"9a0c48d484524e86bf68350ef4755aac",3,1,5
"9a0c48d484524e86bf68350ef4755aac",11,7,5
"9a0c48d484524e86bf68350ef4755aac",1,7,5
"9afc9d8cadc54af0b4da94f33ec8ec62",13,7,4
"9afc9d8cadc54af0b4da94f33ec8ec62",1,7,4
"9afc9d8cadc54af0b4da94f33ec8ec62",10,1,4
"9b2853a3791142088c41ddd6a75bfe4a",1,3,8
"9b2853a3791142088c41ddd6a75bfe4a",3,3,8
"9b2853a3791142088c41ddd6a75bfe4a",10,5,8
"9b91d76f77fd43f58e3e620645139638",21,,9
"9b91d76f77fd43f58e3e620645139638",1,2,9
"9b91d76f77fd43f58e3e620645139638",3,3,9
"9b91d76f77fd43f58e3e620645139638",5,3,9
"9b91d76f77fd43f58e3e620645139638",23,7,9
"9b91d76f77fd43f58e3e620645139638",11,3,9
"9b91d76f77fd43f58e3e620645139638",13,2,9
"9c013f19e5c6481ab56acc781b12fe14",1,3,4
"9c013f19e5c6481ab56acc781b12fe14",11,3,4
"9c013f19e5c6481ab56acc781b12fe14",3,1,4
"9c46a867c52748f19dd83e517d003c53",12,2,4
"9c46a867c52748f19dd83e517d003c53",9,1,4
"9d32794676c248ddaaa4c3fc8a35520b",8,3,10
"9d32794676c248ddaaa4c3fc8a35520b",3,7,10
"9d4bb69584544bc2a758cac87fbb24da",6,2,8
"9d4bb69584544bc2a758cac87fbb24da",1,3,8
"9d4bb69584544bc2a758cac87fbb24da",11,2,8
"9d4bb69584544bc2a758cac87fbb24da",19,7,8
"9d4bb69584544bc2a758cac87fbb24da",4,1,8
"9d4bb69584544bc2a758cac87fbb24da",13,1,8
"9dab23b69a8f448c8d4054876d154504",3,4,4
"9dab23b69a8f448c8d4054876d154504",11,3,4
"9dab23b69a8f448c8d4054876d154504",1,7,4
"9df7bb9d8fd9495ca00fefc9ec47885e",1,4,7
"9df7bb9d8fd9495ca00fefc9ec47885e",21,4,7
"9df7bb9d8fd9495ca00fefc9ec47885e",3,5,7
"9df7bb9d8fd9495ca00fefc9ec47885e",23,7,7
"9df7bb9d8fd9495ca00fefc9ec47885e",22,6,7
"9df7bb9d8fd9495ca00fefc9ec47885e",19,3,7
"9df7bb9d8fd9495ca00fefc9ec47885e",11,4,7
"9df7bb9d8fd9495ca00fefc9ec47885e",8,1,7
"9e3b3a9be40b4ce2af57aabcfb6929ec",19,4,7
"9e3b3a9be40b4ce2af57aabcfb6929ec",3,7,7
"9e3b3a9be40b4ce2af57aabcfb6929ec",6,7,7
"9e3b3a9be40b4ce2af57aabcfb6929ec",13,7,7
"9e3b3a9be40b4ce2af57aabcfb6929ec",4,1,7
"9e3b3a9be40b4ce2af57aabcfb6929ec",1,7,7
"9e3b3a9be40b4ce2af57aabcfb6929ec",10,4,7
"9e9aef5a8bf34e899b1eeee519563de3",19,7,4
"9e9aef5a8bf34e899b1eeee519563de3",11,2,4
"9e9aef5a8bf34e899b1eeee519563de3",3,7,4
"9eb4f05d011b4600865313be18e7c426",11,6,6
"9eb4f05d011b4600865313be18e7c426",1,7,6
"9eb4f05d011b4600865313be18e7c426",23,7,6
"9eb4f05d011b4600865313be18e7c426",21,98,6
"a089138af4be4328afc442187d72ac8f",3,7,7
"a089138af4be4328afc442187d72ac8f",11,5,7
"a089138af4be4328afc442187d72ac8f",1,2,7
"a089138af4be4328afc442187d72ac8f",4,2,7
"a0c2560f857044ae8a6f7aee6f0f474b",15,2,4
"a0c2560f857044ae8a6f7aee6f0f474b",10,2,4
"a0c2560f857044ae8a6f7aee6f0f474b",11,3,4
"a0c2560f857044ae8a6f7aee6f0f474b",19,7,4
"a0c2560f857044ae8a6f7aee6f0f474b",1,7,4
"a10720b216e34c9496ca87f796d1af44",19,7,8
"a10720b216e34c9496ca87f796d1af44",6,2,8
"a10720b216e34c9496ca87f796d1af44",15,3,8
"a10720b216e34c9496ca87f796d1af44",11,2,8
"a10720b216e34c9496ca87f796d1af44",3,1,8
"a10720b216e34c9496ca87f796d1af44",1,7,8
"a10720b216e34c9496ca87f796d1af44",8,1,8
"a10a5b3284014fe6b24cfa7243f6c29e",13,6,4
"a10a5b3284014fe6b24cfa7243f6c29e",1,7,4
"a10a5b3284014fe6b24cfa7243f6c29e",11,2,4
"a139406d51364a7e9638f366529bca5e",11,6,6
"a139406d51364a7e9638f366529bca5e",19,4,6
"a139406d51364a7e9638f366529bca5e",15,4,6
"a139406d51364a7e9638f366529bca5e",13,3,6
"a139406d51364a7e9638f366529bca5e",3,7,6
"a17352a477084c70957fdb7f08f9ae2d",19,7,8
"a17352a477084c70957fdb7f08f9ae2d",10,2,8
"a17352a477084c70957fdb7f08f9ae2d",1,6,8
"a17352a477084c70957fdb7f08f9ae2d",3,2,8
"a17352a477084c70957fdb7f08f9ae2d",4,1,8
"a18f0339114f4fb689365b3a934b39e9",1,7,7
"a18f0339114f4fb689365b3a934b39e9",12,7,7
"a1eb4a42ea2a466a9c8e07faa13b28c3",13,5,3
"a1eb4a42ea2a466a9c8e07faa13b28c3",12,7,3
"a1eb4a42ea2a466a9c8e07faa13b28c3",1,5,3
"a1eb4a42ea2a466a9c8e07faa13b28c3",9,3,3
"a1eb4a42ea2a466a9c8e07faa13b28c3",11,4,3
"a1eb4a42ea2a466a9c8e07faa13b28c3",15,5,3
"a28becda4a7d40f1a00b12c46e5f8c29",11,2,6
"a28becda4a7d40f1a00b12c46e5f8c29",1,1,6
"a28becda4a7d40f1a00b12c46e5f8c29",19,1,6
"a28becda4a7d40f1a00b12c46e5f8c29",3,1,6
"a31f26b79d7942b4bd1c4ce6641e5448",13,2,11
"a31f26b79d7942b4bd1c4ce6641e5448",11,7,11
"a3c1ad54b5134659a57d2f4a16a9a4a3",11,4,7
"a3c1ad54b5134659a57d2f4a16a9a4a3",5,7,7
"a3c1ad54b5134659a57d2f4a16a9a4a3",13,3,7
"a3c1ad54b5134659a57d2f4a16a9a4a3",4,4,7
"a3c1ad54b5134659a57d2f4a16a9a4a3",1,4,7
"a3c1ad54b5134659a57d2f4a16a9a4a3",21,7,7
"a42b72ab96e74a25aed753e4423bf1dd",3,4,11
"a42b72ab96e74a25aed753e4423bf1dd",4,2,11
"a42b72ab96e74a25aed753e4423bf1dd",11,7,11
"a42b72ab96e74a25aed753e4423bf1dd",22,7,11
"a42b72ab96e74a25aed753e4423bf1dd",23,7,11
"a54b31b8ed364590aabe3c25b78e0ab2",3,4,4
"a54b31b8ed364590aabe3c25b78e0ab2",11,7,4
"a54b31b8ed364590aabe3c25b78e0ab2",22,7,4
"a54b31b8ed364590aabe3c25b78e0ab2",6,2,4
"a54b31b8ed364590aabe3c25b78e0ab2",23,7,4
"a54b31b8ed364590aabe3c25b78e0ab2",1,2,4
"a618865e661243c7bc2307e28374c42a",11,2,9
"a618865e661243c7bc2307e28374c42a",5,,9
"a618865e661243c7bc2307e28374c42a",1,3,9
"a618865e661243c7bc2307e28374c42a",3,3,9
"a618865e661243c7bc2307e28374c42a",6,2,9
"a66fabab284e442f854573f5af151301",13,7,9
"a66fabab284e442f854573f5af151301",19,3,9
"a66fabab284e442f854573f5af151301",3,7,9
"a66fabab284e442f854573f5af151301",4,2,9
"a66fabab284e442f854573f5af151301",1,3,9
"a67c9d54bc574ae980e36be91f225182",11,3,4
"a67c9d54bc574ae980e36be91f225182",1,3,4
"a6a6c3481bf147a68a6d3d94d0290454",19,3,9
"a6a6c3481bf147a68a6d3d94d0290454",13,7,9
"a6a6c3481bf147a68a6d3d94d0290454",3,2,9
"a6a6c3481bf147a68a6d3d94d0290454",22,0,9
"a6a6c3481bf147a68a6d3d94d0290454",11,3,9
"a6a6c3481bf147a68a6d3d94d0290454",2,2,9
"a6a6c3481bf147a68a6d3d94d0290454",8,1,9
"a6a6c3481bf147a68a6d3d94d0290454",1,1,9
"a6a6c3481bf147a68a6d3d94d0290454",4,1,9
"a6b421e1308843d48839dc7ec38d3963",1,2,6
"a6f4d797a8c443d8bd09c62d89df8f6b",13,2,8
"a6f4d797a8c443d8bd09c62d89df8f6b",1,7,8
"a6f4d797a8c443d8bd09c62d89df8f6b",11,4,8
"a7c9abfc9f554aea92ba06bce7e69ead",1,5,22
"a7fc8d3a34394bf0a9670102b2fee1c7",1,7,7
"a7fc8d3a34394bf0a9670102b2fee1c7",4,7,7
"a93942779b8f477fb70a65ee127722c2",10,2,5
"a93942779b8f477fb70a65ee127722c2",1,7,5
"a93942779b8f477fb70a65ee127722c2",23,2,5
"a948a4d1448c4098b63de1257045e1ac",22,5,4
"a948a4d1448c4098b63de1257045e1ac",4,3,4
"a948a4d1448c4098b63de1257045e1ac",21,3,4
"a948a4d1448c4098b63de1257045e1ac",11,7,4
"a948a4d1448c4098b63de1257045e1ac",10,1,4
"a948a4d1448c4098b63de1257045e1ac",1,2,4
"ab73b168905d45a2bbc6b41a31f6aef8",12,7,8
"ab73b168905d45a2bbc6b41a31f6aef8",11,5,8
"ab73b168905d45a2bbc6b41a31f6aef8",13,5,8
"ab73b168905d45a2bbc6b41a31f6aef8",23,6,8
"abdb5fa75a8544708c4b64dfad19dac4",19,3,3
"abdb5fa75a8544708c4b64dfad19dac4",13,7,3
"abdb5fa75a8544708c4b64dfad19dac4",10,4,3
"abdb5fa75a8544708c4b64dfad19dac4",9,7,3
"abdb5fa75a8544708c4b64dfad19dac4",3,3,3
"abdb5fa75a8544708c4b64dfad19dac4",11,5,3
"abdb5fa75a8544708c4b64dfad19dac4",1,5,3
"abdb5fa75a8544708c4b64dfad19dac4",15,,3
"abdb5fa75a8544708c4b64dfad19dac4",8,3,3
"abdb5fa75a8544708c4b64dfad19dac4",5,5,3
"abe29a5c9c1c4817baab25bf0f5b7ce8",1,1,9
"abe29a5c9c1c4817baab25bf0f5b7ce8",12,7,9
"ac0514a317ba4cb7b450f1655bd5885d",1,7,3
"ac0514a317ba4cb7b450f1655bd5885d",3,5,3
"ac0514a317ba4cb7b450f1655bd5885d",4,7,3
"ac2b1c5c0eee496a827a1483df3f43b2",21,7,4
"ac2b1c5c0eee496a827a1483df3f43b2",1,7,4
