"hhid","h10_respondent","s10q01","s10q02","s10q03","s10q04","s10q05a","s10q05b","s10q05c","s10q06","s10q07a","s10q07b","s10q08a","s10q08b","s10q08c","s10q08d","s10q08e","s10q08f","s10q08g","s10q08h","s10q08x","s10q08z","s10q09","s10q10","s10q11","s10q12"
"4ff612c9625443219234c610bf840f3c","2",2,,,,,,1,2,,,,,,,,1,,,,,6,2,4,2
"4fefdeb781e14c41b4f9591ce9945099","2",2,,,,,,1,2,,,,,1,,,,,1,,,8,2,3,1
"5111e6a8cce74780a6b7be8df320b5de","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,3
"50cfe160f7114ed0a8aa5caf975ab144","2",2,,,,,,2,2,,,,,,,,,,1,,,8,1,4,1
"509eb755c5a54c8fad034999b11dee0b","3",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,1
"51875a7c905d4bd586d69cea53eb0a1b","1",1,2,2,,,,,2,,,,,,,,1,,,,,6,2,2,1
"5153e73e0c524fb8a9dc253e0fe9fb8d","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"5117c5f2b3314943a8d2dab3f3f795d1","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"51123541c3ee40718066d063b51ec9f6","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"51692e6761e14a3e877e646e70c8e960","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,3
"5213ba3ed5f446d08b430c0949c0c60d","3",1,24,5,,30000,30,,2,,,,,,,,1,,,,,6,2,6,1
"521d82321e1141a9ab92b4e16fd86117","2",1,24,1,,15000,30,,2,,,,,,,,,,1,,,8,2,3,1
"51f8e3e3a3bd4110af3bb137ddc8b25c","2",2,,,,,,1,2,,,,,,,,,,1,,,8,1,3,1
"51e125d8584c4a1fbf84a34022b36d57","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"52b0b321182a4de2a62e053475314b38","2",2,,,,,,96,2,,,,,,,,1,,,,,6,2,2,3
"5271dffd0ee74ae8a50f7a3b9cf68d57","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,3
"52344a47eca14b5e99ba708abc6d20bf","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,3,1
"52bfa8d283f64444b6a276760311d74b","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"52dc7930992a4b739539c06b92b182f5","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"531a57d2f18e4fdab6d1ee4386d7afa7","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"53462ef57ae143d8b96f067bb59b8a03","3",1,24,5,,20000,30,,2,,,,,,,,1,,,,,6,2,3,1
"531f932f7d3744308f1c7f3c847cc75d","4",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"5357b6b25f384400828e806b97e29ccf","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"536d262c86284908a22e006d57723451","3",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"5383f01ac0ae4bad95a8373d96fc1f37","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"538b414197fc4ee3af926fadfc752da3","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,6,1
"53b3f8fa3fe5412f900aa5996efc5442","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"53bcc83ab7a34dcc947d65a5275cb1ab","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"53c6211522df4b8bb78cbdf9a34b89fa","1",1,24,1,,17000,30,,2,,,,,1,,,1,,,,,6,1,2,1
"53c3163d9d774ee2b3f98bc9585e7ad1","2",2,,,,,,7,2,,,,,,,,1,,1,,,8,2,4,3
"53de71d428b94cc3869a96c4d6904aac","2",1,20,5,,10000,30,,2,,,,,,,,1,,,,,6,2,4,3
"53de0ce177f9462f955e19d0741046c1","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"5427a8b8165144cbb6b8091b2f6125ba","1",2,,,,,,7,2,,,,,,,,,,1,,,8,2,5,1
"542bc4afbc2440c796d9ca699bb8b103","3",1,24,5,,10000,30,,2,,,,,,,,1,,1,,,8,2,5,1
"5408af0f56244bdd95758c5f9bb2d50b","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"54599a6e202d4e39bf9c647caf59cf2c","3",1,8,1,,50000,30,,2,,,,,,,,1,,1,,,8,1,5,1
"545ed30e6a1744a6ab4a02d7c0585418","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,4,1
"546931451c2d428e859d4ac34fa99380","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,1,1
"545edc11914246b580410d5426edf258","2",2,,,,,,6,2,,,,,,,,,,1,,,8,2,5,1
"5492b31122394bc187ed7c5971d1a0fe","2",2,,,,,,1,2,,,,,,,,,,1,,,8,1,6,1
"5479d4e42e5a45b48b7842109dd988a9","2",2,,,,,,3,2,,,,,,,,,,1,,,8,2,3,1
"54c682fa243a4044819123d46855aa4e","4",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"54de03c67c5b49708c8c9b19aabdb17e","2",2,,,,,,7,2,,,,,,,,,,1,,,8,2,4,3
"550728480cdd444ab7789c9a1aef22c3","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,3,3
"55088cd12c054cdd9ad8f6f1492d73b0","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"55521433df7f4318bc37e63e4651b2ad","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"5534a75a59474d3294d918b5fa7f5286","4",2,,,,,,2,2,,,,,,,,,,1,,,8,2,3,1
"5607ce82f30940c7a3c076a7130a9b99","1",1,24,1,,20000,30,,2,,,,,,,,,,1,,,8,2,6,3
"559ab2786e0f4d109cbbb9c5c1b87f6a","1",1,8,1,,25000,28,,2,,,,,,,,1,,,,,6,2,4,3
"558f93246e334db5946da85ae6ffc323","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"5567178aba8d4c73a0a3ea3737f0ea56","5",1,24,5,,20000,30,,2,,,,,,,,,,1,,,8,2,3,1
"563c48be0fdd41358c2877837f00db38","1",1,12,5,,10000,30,,2,,,,,1,,,1,,,,,6,2,6,3
"564c8da7f97e4147a118c5a0c35c9231","1",2,,,,,,1,2,,,,,,,,1,,1,,,6,2,3,2
"5608a91104d04fca9b2999cfca73760a","1",2,,,,,,2,2,,,,,,,,1,,,,,6,2,4,3
"56728bec369949a8a4b1b4edf32bc6af","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,6,1
"56be6111a78c408884ea61a486fa2ddd","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,2,3
"568375ecda864d8180fe9238a48219dd","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,5,1
"56931164f188434fbfceacf2c4435a96","3",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"56acae87b0cc4162bfb9657e54ddd477","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"56e3e1c314164a0fa1a2774e2b0b5d67","2",1,24,5,,20000,30,,2,,,,,,,,1,,,,,6,2,3,3
"5734a2246f634bcfb29c51559f4836fb","2",2,,,,,,7,2,,,,,,,,1,,1,,,8,2,3,1
"56f49c328bd343bea38fe38788c0cf75","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"57942f9f28114956a8237cea9cd36980","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"577b169fc8c24395bba1ca7433ac5dd5","2",2,,,,,,2,2,,,,,,,,1,,1,,,6,2,2,1
"573c6349c76242f5b6e860ce81436a70","2",2,,,,,,3,2,,,,,,,,1,,,,,6,1,3,1
"57ae070c1d7b4e8e944702dfb0583a05","5",2,,,,,,2,2,,,,,,,,1,,1,,,6,2,4,2
"57a5c7dab7b64663b3be291b1ad6b790","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"58082b68a19d4c94bc68b782dc32c08c","2",2,,,,,,1,2,,,,,,,,1,,1,,,8,1,5,3
"57da26b97b97492ebe603668a5cc9bdb","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,2
"5859b42a60394289800816f7a2efb0f5","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,8,1
"58474e1b1ce94664be2810d340184cc9","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"587e1941dd6c4b6b846e21efc8727fc2","1",2,,,,,,1,2,,,,,1,,,,,1,,,8,1,4,1
"58119e24be074c9686598be02dec1b2b","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"58eceee2ee434848a3089c064bcf7721","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"58a70201e82842bf8aa7e876027b062d","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"590852baf65a4ef4af288625ea971556","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"58cafe41ef884a26843d8327c49ad964","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"58cf8ecb501b45ecb5c87fd71558f4b4","2",2,,,,,,1,2,,,,,,,,1,,1,,,8,2,5,1
"591581397e574fc59f68cc5e0ae652fc","1",2,,,,,,1,2,,,,,,,,1,,1,,,8,2,4,1
"594e3f9e818041ea9503576b21b74977","8",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"598eac4b8a7c4a238eed7db182187ee2","12",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"59950365ce924fbeade7ffc07ed6005b","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"59677586640d45cba4c12a75193b7891","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,1
"59af43dd132840e7a3d907037ed3e8e2","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"5998bd8f833a41a381de9f7227f0e406","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"59a75b63f8b2478daa8f2afe067eb61d","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"5a1d71ae6ba84a02a26ec11d2b5ed9a3","1",1,6,3,,,,,2,,,,,,,,,,,,1,,,,
"59e9cfa7d69d431385ca9aa6c9d789b9","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,4,3
"59f88ad21fc7425d8ed8b0f2e4d26f6e","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,3
"5a4cafd1a6114325a790f9ff6a5c2d7b","3",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"5a5764a883b741edb61f3cf0647aab27","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,0,1
"5a5af9e0c5ea4a94a8071e56c277b3ae","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,3,1
"5a95a6b5d20246efa7213e89c9878278","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"5a5d131ca2f04438874f1078498881ec","6",2,,,,,,4,2,,,,,,,,1,,,,,6,2,8,1
"5a67d206764f452bac3503e9e3326573","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"5a8cc7602c324f3893cedb9d219f05f9","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"5ac46de58fdd4a6287280f189952a28f","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"5aa74ca9930c416bb69c9e2f27e439a6","1",2,,,,,,6,2,,,,,,,,1,,,,,6,2,4,3
"5abb4c8b03414d8d87da4b062242ddb9","6",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"5b55ae8c2e124c06b88d9683995ac28c","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,3
"5b4873825f5943019a35e7f77e655f9b","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"5b3f449e0899444ea283af63d8bb63f7","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"5b77e97b5ff9465097c03b7b2c483bb6","1",2,,,,,,3,2,,,,,,,,,,1,,,8,1,2,1
"5b89a0d3dc124f2d9278eaaebc1253b9","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"5b6caf67fa4844a3afc132358c488d18","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"5b9a8107f7854b3b97e9d2b5c6287ad7","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"5bc7131c15ec434da6129b665f07204f","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"5ba24740654f468994dec57f3196f105","1",2,,,,,,1,2,,,,,,,,1,,1,,,8,2,6,3
"5c051e9b28d1486882c5f3bc0ad9b284","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,3,1
"5bedc944beb348dd9e665ff64e4b3cfb","2",2,,,,,,7,2,,,,,,,,1,,1,,,6,2,3,3
"5c22a0cac6f04ae2b1cb59b2bffc234e","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"5c60c2af92fc4cc1bb3ed7226330679b","1",2,,,,,,6,2,,,,,,,,1,,,,,6,2,6,2
"5c482291f5644f51ac5a26e41fb423cf","2",2,,,,,,3,2,,,,,,,,,,1,,,8,1,2,3
"5c9e36ac584945878990e72179fa4766","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"5ca1c7853cb8405da3bad7f88c61e6ae","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,5,1
"5cc21d790c8d43e19134c3d06b510440","6",2,,,,,,2,2,,,,,,,,,,1,,,8,2,4,3
"5cbe7e16e56e4c2cb7135dea298a0513","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,0,1
"5cdb157bc6a9409ab591aac03b93de41","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,2,3
"5cf791f3aaa842ae9607461e3f5105e0","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,3,1
"5d114e93f4864c71ab4a6cea448b86ef","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"5d08e1cff4d44812ab1a9d109df3030b","2",1,20,1,,20000,30,,2,,,,,,,,1,,1,,,6,1,3,1
"5d00f9e5b3004fbab2b062d87bc75ca9","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,3,1
"5d600e6d4cc8413b8e25be770e1690dd","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"5d9e89e7fa574156a0d8083eaae19c97","2",1,24,1,,20000,30,,2,,,,,,,,1,,,,,6,2,4,1
"5d4e1d31e9844da1badd1c8c9ebb7a92","1",2,,,,,,2,2,,,,,,,,1,,,,,6,2,3,3
"5d2dc4e2880c4334b16b2a1746a34330","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"5db557cd28d843eb8afbd97ed4f9921c","1",2,,,,,,6,2,,,,,,,,1,,,,,6,2,3,1
"5daffb57e96b4b71824e9edf2a78efaf","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,5,3
"5d9fb664e5794b9999d4b391ff0f910f","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,3
"5dad6f82a0ce46ff850ee81e017ccf55","2",2,,,,,,1,2,,,,,,,,,,1,,,8,1,3,1
"5dd4f9c988324a1f8945593342d1b8bc","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"5df2ff18b1ed4736b8584fd4498c1ee0","2",2,,,,,,6,2,,,,,,,,,,1,,,8,2,5,3
"5dbf0d9e368d4a4d98668160c2f2245d","4",2,,,,,,2,2,,,,,,,,,,1,,,8,2,6,1
"5dfb8bbddf1e4f4a8d451cae0f9f3b1e","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,2
"5e1d64267a2c4563931fa0730f6aec89","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"5eab91d4a88843109928ba15a8297675","1",2,,,,,,1,2,,,,,,,,1,,,,,6,2,3,1
"5eaeb178bc5d41bbac26258e28b64fad","1",2,,,,,,3,2,,,,,,,,,,1,,,8,2,5,3
"5ea0ff6c6cdc4a3da2ece713f7a38d90","3",2,,,,,,3,2,,,,,,,,1,,1,,,8,2,7,1
"5ef7b7d1609c4e7a901a12e00486f391","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"5f2efd1361104001a2c404a0867ccd02","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"5ef261dcd84f45e0a139f83b001486ae","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"5face35ca9d84c1f9b27f7610d04d3fd","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"5f869d74cb7847faa9014b1f9feaa239","1",2,,,,,,1,2,,,,,,,,1,,,,,6,2,5,2
"5fa72e1943fb48c2936d502692ba155e","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,7,1
"5f55548a1f2a46309017e9af3ce923a8","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"600b3c89a6af42e0afb57da459a48d12","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"5ff92c1b873a4b9b8aeb9f4ae270a9bb","6",2,,,,,,2,2,,,,,,,,1,,,,,6,2,2,3
"5fb04dcdf9204b1aafcf52cf33a45555","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"605e738f2b814482844817490acbaa0d","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,3,1
"6062aecaa2f84d388bfe9151d63cb83d","1",2,,,,,,5,2,,,,,1,,,1,,,,,6,2,9,1
"606c4146e96e4f0d98bfd39f2168a7f5","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"6090d24a3ab54a80aafcc62368458b34","2",2,,,,,,2,2,,,,,,,,1,,,,,6,2,5,1
"609bbe5fdab1452494036c2c44dd5c9f","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"60c1073a75944e17993ba62c536c1002","2",2,,,,,,1,2,,,,,,,,1,,1,,,8,2,5,3
"60e7140ffa4444c8a66604d6d775fc56","1",2,,,,,,3,2,,,,,,,,,,1,,,8,1,2,1
"60fa49b5b7904bbf9ced2e0347042a79","3",1,24,1,,7000,31,,2,,,,,1,,,1,,,,,6,2,4,2
"60f4ff95ed42488d9604bbdbd4e49c33","1",1,24,5,,15000,30,,2,,,,,,,,1,,,,,6,2,3,1
"60e9827e55c149eaba5d05ff45307bad","7",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,3
"61322865960249d3a6876a99b55d5706","2",1,24,1,,40000,30,,2,,,,,,,,1,,,,,6,2,10,1
"610c5bf3e8c745a2bce00335869944d0","6",2,,,,,,1,2,,,,,,,,,,,,1,,,,
"615238b7741c46738f4d7f57394fc606","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"62450077713b4673a71e4064f7779231","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,3
"61f9803fd4b843269d85759fa849a22c","2",2,,,,,,1,2,,,,,1,,,,,1,,,8,2,3,1
"62ef03f7946645638209d9001a348dc3","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"62725579e7604d66b37cce74651f8e29","1",1,6,5,,10000,30,,2,,,,,1,,,1,,1,,,6,2,5,2
"62a9e9d2758e4232a6167f1b7fcdb0ea","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"625359273de24f86b536582e950699a5","1",2,,,,,,2,2,,,,,,,,1,,,,,6,2,3,3
"631baafe810041c89f84956d7d0bec43","3",2,,,,,,3,2,,,,,,,,,,1,,,8,2,7,1
"62f7f39afcd14f4e847cb535a4a4edd2","3",2,,,,,,7,2,,,,,,,,,,1,,,8,2,3,3
"62f98b948054472f9af377f0770b822f","3",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"632260cfa6a741779f8254ac123bee17","2",2,,,,,,2,2,,,,,,,,1,,,,,6,2,3,3
"630a78370ca1494dac008cf11af8102b","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"632b07964a574cafb3592a27f3f4ff9e","1",1,24,1,,45000,30,,2,,,,,,,,1,,,,,6,2,5,1
"634f296123704d2b97008a3893627a01","1",2,,,,,,1,2,,,,,1,,,,,1,,,8,2,8,1
"637816b51cc8476ababc6260c06e01a0","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,3,1
"639904b89f424930a608975e652cb2d7","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"63b06298a3424e57acf5de30b6a9b585","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"63b8601905934187aaf836099b96f3b3","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,3
"63ad54dedc9a4e7784c26bc1f05549ed","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,4,3
"63c8b7066e6c456ab3c9c177a13e84e1","2",2,,,,,,6,2,,,,,,,,,,1,,,8,1,6,1
"63c175864ac14ffa92f71b1872f65e89","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"63d68e788cec45b8b21ccb97b0f532d0","2",1,22,5,,40000,30,,2,,,,,,,,1,,1,,,6,1,10,1
"63ff4cd3a3c94b1390bbccba110d8bdc","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"63d26b88b52948da88f088281ce5f0ad","2",2,,,,,,1,2,,,,,,,,1,,1,,,8,2,,1
"6417869cf5864740a1abf369b7e46cc4","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"646b258a479a490ea91079180f5dda45","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,3
"64261b2ef31643998edd6c495744c905","7",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"64cc6f0e9fab4d70a99c87a35c80983d","2",2,,,,,,1,2,,,,,,,,1,,1,,,6,2,6,1
"64ac3328a38747a8b77a2b4ac460c0a1","1",1,12,1,,50000,30,,2,,,,,,,,1,,,,,6,2,5,1
"64d62adeb0ef45c99d25468d46d582b5","1",2,,,,,,2,2,,,,,,,,,,1,,,8,1,2,1
"64fa5b910c4c49dbbc4857602d0d672e","1",2,,,,,,96,2,,,,,,,,,,1,,,8,2,5,1
"64e1798107b1444482207808be5e3ac6","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"650c312f114a455ea633421ac415f43b","1",1,2,5,,15000,30,,2,,,,,,,,1,,1,,,8,2,6,3
"64f1b95703174b18be5d2149c373ca5c","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"6510394aa6aa408d905e1c07e4ae9bd0","1",2,,,,,,3,2,,,,,,,,,,1,,,8,2,4,1
"6587ca59e80b43f5a9c7c0f3ba63352e","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,2,1
"657b9ddaf5b04fb6b72978eb80912ba6","2",1,4,1,,15000,30,,2,,,,,,,,1,,1,,,6,2,9,3
"6552ba66f3a04eab9c64d915937f6431","2",2,,,,,,1,2,,,,,,,,,,1,,,8,1,8,1
"658fb34f7461410f8958ccaa7766e976","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,3
"659602bd105841448261dad147393608","3",2,,,,,,2,2,,,,,,,,1,,,,,6,2,3,3
"65917ccc57e4489bb3bc235a47fa4780","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"65b723d581a7428498feb97450b36bb4","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"65ed8d28b51145479007a04b86be57c1","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,4,1
"65eb3bef2b0c47d6b207dd1888da3c4d","3",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,1
"6638329da63c413185af917e476578b0","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,3
"6600f1665c2f4b6d8a673fe6913cdc67","1",1,24,5,,10000,30,,2,,,,,,,,,,1,,,8,2,3,1
"664b94b0b9c0412aad99ccb5e78cbf4f","1",2,,,,,,2,2,,,,,,,,1,,1,,,6,2,3,1
"66443b76761442b7ae9f75ac22b46e50","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,3
"6647ad4cab9341138c4050e319b2a577","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,0,1
"668a5fed83f14297a8ca6089725a1591","1",2,,,,,,2,2,,,,,,,,1,,,,,6,2,4,2
"66c0f950e7834f2fbf566635e826fcb3","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"66959d5454ec43c7861bec7889849ad1","4",2,,,,,,1,2,,,,,,,,,,1,,,8,2,0,1
"66c88c6ac9de4c13ab44e35044e1d11a","1",1,24,2,,,,,2,,,,,,,,1,,1,,,8,2,6,1
"67100c815d044e33a4b6f94192aeb381","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"6764c2a9e2c441a1ad4f637da4f63c84","3",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"67215dfd80364d729a90eceaac438cf8","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,1
"673dd0e3652a4d2c8fa055c7c58232fb","1",2,,,,,,1,2,,,,,1,,,,,1,,,8,2,4,3
"6801c449102d400a8522f48e673b99d3","1",1,24,1,,10000,30,,2,,,,,,,,1,,,,,6,2,0,2
"680ac310041e4db891e0bfd9a67fabba","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"679b99b535b046b491106a4331f9f9ee","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"688961b934304d5a815b68d8f1f5124d","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"687ef184e9424f10b44cd82ef4c12324","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,7,1
"681cbb8c5bb244c5b55a076ccfe17f8c","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,3
"68b38b2281794724804cfbb332cf31f0","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,3
"689e2ce77104402a9f872c8e05dd22c9","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,7,1
"68b753ff1a69455ea2cd05c11bde81ed","16",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"68af277b785243d98b96318db7360cf4","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,8,1
"68db55bc6a47402290ef540adc1c18ca","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,2,1
"68cfdca72dba43feb318315441a1396c","4",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,3
"68c5d85e73f442b98f9d734d23a6360c","2",1,24,1,,65000,30,,2,,,,1,,,,1,,1,,,6,2,5,1
"68e2e3f630be4cc788a3c61f6b522b3a","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"690d9dad4c4943d5b39918ec5d25a707","1",2,,,,,,3,2,,,,,,,,,,1,,,8,2,5,3
"69389211ef9543f09dd0b955bd7ba94b","1",2,,,,,,7,2,,,,,,,,,,1,,,8,2,2,3
"696c143bab8e4f44a575b1564cae411c","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"69949c62d1084d058c89e94dd901e503","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"69bca440979f4ba59b8d57dd628e7d72","2",2,,,,,,1,2,,,,,,,,1,,,,,6,2,5,1
"6a5e3fd07228432c8c65087ada1793ff","2",2,,,,,,1,2,,,,,,,,1,,,,,6,2,4,2
"6a36fb3d10284cd29b90a9c965673e61","2",1,24,5,,10000,30,,2,,,,,,,,,,1,,,8,2,5,1
"6a1f1d0492b24ece992a0caf323e9157","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"6a353fad5ce24f7d928c4bc5645ccf83","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"6ab431369c09447893380947e1e2fa9c","1",1,20,5,,15000,30,,2,,,,,1,,,1,,,,,6,2,4,3
"6a8c6955b0994898b925d6b30c1c855c","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
