"t0_hhid","hhid","s10q13","s10q15a","s10q15b","s10q15c","s10q16","s10q17a","s10q17b","s10q17c","s10q14"
,"3474cc69cdff415caa14e6004ff01ed3",8,,,,,,,,2
,"34a5c812c72f4dc9bcf84472f14ca2c9",1,,,,,,,,2
,"34a5c812c72f4dc9bcf84472f14ca2c9",2,,,,,,,,2
,"34a5c812c72f4dc9bcf84472f14ca2c9",3,,,,,,,,2
,"34a5c812c72f4dc9bcf84472f14ca2c9",4,,,,,,,,2
,"34a5c812c72f4dc9bcf84472f14ca2c9",5,,,,,,,,2
,"34a5c812c72f4dc9bcf84472f14ca2c9",7,,,,,,,,2
,"34aa6ac92c97484a915e9d8745ca7cc1",2,,,,,,,,2
,"34aa6ac92c97484a915e9d8745ca7cc1",3,,,,,,,,2
,"34aa6ac92c97484a915e9d8745ca7cc1",4,,,,,,,,2
,"34aa6ac92c97484a915e9d8745ca7cc1",5,,,,,,,,2
,"34aa6ac92c97484a915e9d8745ca7cc1",6,,,,,,,,2
,"34aa6ac92c97484a915e9d8745ca7cc1",7,,,,,,,,2
,"34aa6ac92c97484a915e9d8745ca7cc1",8,,,,,,,,2
,"34ab177d08094b66a890dda0e33da027",2,,,,,,,,2
,"34ab177d08094b66a890dda0e33da027",4,,,,,,,,2
,"34ab177d08094b66a890dda0e33da027",5,,,,,,,,2
,"34ab177d08094b66a890dda0e33da027",6,,,,,,,,2
,"34ab177d08094b66a890dda0e33da027",7,,,,,,,,2
,"34ab177d08094b66a890dda0e33da027",8,,,,,,,,2
,"34d3008e4147442c9bee92210f59742a",2,,,,,,,,2
,"34d3008e4147442c9bee92210f59742a",3,,,,,,,,2
,"34d3008e4147442c9bee92210f59742a",5,,,,,,,,2
,"34d3008e4147442c9bee92210f59742a",6,,,,,,,,2
,"34d3008e4147442c9bee92210f59742a",7,,,,,,,,2
,"34d3008e4147442c9bee92210f59742a",8,,,,,,,,2
,"34d45667ceda48fb90f63973cba4bc7d",2,,,,,,,,2
,"34d45667ceda48fb90f63973cba4bc7d",4,,,,,,,,2
,"34d45667ceda48fb90f63973cba4bc7d",5,,,,,,,,2
,"34d45667ceda48fb90f63973cba4bc7d",6,,,,,,,,2
,"34d45667ceda48fb90f63973cba4bc7d",8,,,,,,,,2
,"34ebc424a83444a783220940c21e3568",2,,,,,,,,2
,"34ebc424a83444a783220940c21e3568",3,,,,,,,,2
,"34ebc424a83444a783220940c21e3568",4,,,,,,,,2
,"34ebc424a83444a783220940c21e3568",5,,,,,,,,2
,"34ebc424a83444a783220940c21e3568",6,,,,,,,,2
,"34ebc424a83444a783220940c21e3568",7,,,,,,,,2
,"34ebc424a83444a783220940c21e3568",8,,,,,,,,2
,"34ef676aa0b34c10a12ed09074a1e280",2,,,,,,,,2
,"34ef676aa0b34c10a12ed09074a1e280",3,,,,,,,,2
,"34ef676aa0b34c10a12ed09074a1e280",4,,,,,,,,2
,"34ef676aa0b34c10a12ed09074a1e280",5,,,,,,,,2
,"34ef676aa0b34c10a12ed09074a1e280",6,,,,,,,,2
,"34ef676aa0b34c10a12ed09074a1e280",7,,,,,,,,2
,"34ef676aa0b34c10a12ed09074a1e280",8,,,,,,,,2
,"35232cfc63de4b84af547e8f4b5d5c15",2,,,,,,,,
,"35232cfc63de4b84af547e8f4b5d5c15",4,,,,,,,,2
,"35232cfc63de4b84af547e8f4b5d5c15",5,,,,,,,,2
,"35232cfc63de4b84af547e8f4b5d5c15",6,,,,,,,,2
,"35232cfc63de4b84af547e8f4b5d5c15",8,,,,,,,,2
,"354e6c734d234ff4b700ac26b8eeb596",1,,,,,,,,2
,"354e6c734d234ff4b700ac26b8eeb596",2,,,,,,,,2
,"354e6c734d234ff4b700ac26b8eeb596",3,,,,,,,,2
,"354e6c734d234ff4b700ac26b8eeb596",5,,,,,,,,2
,"354e6c734d234ff4b700ac26b8eeb596",7,,,,,,,,2
,"354e6c734d234ff4b700ac26b8eeb596",8,,,,,,,,2
,"354f0e8f814a487e8191d55a209d70db",2,,,,,,,,2
,"354f0e8f814a487e8191d55a209d70db",3,,,,,,,,2
,"354f0e8f814a487e8191d55a209d70db",4,,,,,,,,2
,"354f0e8f814a487e8191d55a209d70db",5,,,,,,,,2
,"354f0e8f814a487e8191d55a209d70db",6,,,,,,,,2
,"354f0e8f814a487e8191d55a209d70db",7,,,,,,,,2
,"3550cf165cdd4690b6f9810dad0153d5",2,,,,,,,,2
,"3550cf165cdd4690b6f9810dad0153d5",3,,,,,,,,2
,"3550cf165cdd4690b6f9810dad0153d5",4,,,,,,,,2
,"3550cf165cdd4690b6f9810dad0153d5",5,,,,,,,,2
,"3550cf165cdd4690b6f9810dad0153d5",6,,,,,,,,2
,"3550cf165cdd4690b6f9810dad0153d5",8,,,,,,,,2
,"3553d7dac7244def904dd565c58663db",1,,,,,,,,2
,"3553d7dac7244def904dd565c58663db",2,,,,,,,,2
,"3553d7dac7244def904dd565c58663db",3,,,,,,,,2
,"3553d7dac7244def904dd565c58663db",5,,,,,,,,2
,"3553d7dac7244def904dd565c58663db",7,,,,,,,,2
,"3556428069ca4b4bb57808925da8a4be",2,,,,,,,,2
,"3556428069ca4b4bb57808925da8a4be",3,,,,,,,,2
,"3556428069ca4b4bb57808925da8a4be",4,,,,,,,,2
,"3556428069ca4b4bb57808925da8a4be",5,,,,,,,,2
,"3556428069ca4b4bb57808925da8a4be",6,,,,,,,,2
,"3556428069ca4b4bb57808925da8a4be",7,,,,,,,,2
,"3556428069ca4b4bb57808925da8a4be",8,,,,,,,,2
,"356ec8127c864861b595272b36ccf1d3",2,,,,,,,,2
,"356ec8127c864861b595272b36ccf1d3",3,,,,,,,,2
,"356ec8127c864861b595272b36ccf1d3",4,,,,,,,,2
,"356ec8127c864861b595272b36ccf1d3",5,,,,,,,,2
,"356ec8127c864861b595272b36ccf1d3",6,,,,,,,,2
,"356ec8127c864861b595272b36ccf1d3",7,,,,,,,,2
,"356ec8127c864861b595272b36ccf1d3",8,,,,,,,,2
,"35711b5f62334d8fa30148ea5f65e6da",2,,,,,,,,2
,"35711b5f62334d8fa30148ea5f65e6da",3,,,,,,,,2
,"35711b5f62334d8fa30148ea5f65e6da",4,,,,,,,,2
,"35711b5f62334d8fa30148ea5f65e6da",5,,,,,,,,2
,"35711b5f62334d8fa30148ea5f65e6da",7,,,,,,,,2
,"35711b5f62334d8fa30148ea5f65e6da",8,,,,,,,,2
,"35909e3321914d778d4b3c5f610ce880",2,,,,,,,,2
,"35909e3321914d778d4b3c5f610ce880",3,,,,,,,,2
,"35909e3321914d778d4b3c5f610ce880",4,,,,,,,,2
,"35909e3321914d778d4b3c5f610ce880",5,,,,,,,,2
,"35909e3321914d778d4b3c5f610ce880",6,,,,,,,,2
,"35909e3321914d778d4b3c5f610ce880",7,,,,,,,,2
,"35909e3321914d778d4b3c5f610ce880",8,,,,,,,,2
,"359e3e456e484fba8d0e3d3d65b441c9",2,,,,,,,,2
,"359e3e456e484fba8d0e3d3d65b441c9",3,,,,,,,,2
,"359e3e456e484fba8d0e3d3d65b441c9",4,,,,,,,,2
,"359e3e456e484fba8d0e3d3d65b441c9",5,,,,,,,,2
,"359e3e456e484fba8d0e3d3d65b441c9",6,,,,,,,,2
,"359e3e456e484fba8d0e3d3d65b441c9",8,,,,,,,,2
,"35a4759799a64403abcf6f526479d782",2,,,,,,,,2
,"35a4759799a64403abcf6f526479d782",5,,,,,,,,2
,"35a4759799a64403abcf6f526479d782",6,,,,,,,,2
,"35a4759799a64403abcf6f526479d782",7,,,,,,,,2
,"35a4759799a64403abcf6f526479d782",8,,,,,,,,2
,"35d1dfa0832e47c68e1fdda5ba895050",2,,,,,,,,2
,"35d1dfa0832e47c68e1fdda5ba895050",3,,,,,,,,2
,"35d1dfa0832e47c68e1fdda5ba895050",4,,,,,,,,2
,"35d1dfa0832e47c68e1fdda5ba895050",5,,,,,,,,2
,"35d1dfa0832e47c68e1fdda5ba895050",6,,,,,,,,2
,"35d1dfa0832e47c68e1fdda5ba895050",7,,,,,,,,2
,"35d1dfa0832e47c68e1fdda5ba895050",8,,,,,,,,2
,"35ed3b24db664eb2be9015916e928423",2,,,,,,,,2
,"35ed3b24db664eb2be9015916e928423",3,,,,,,,,2
,"35ed3b24db664eb2be9015916e928423",4,,,,,,,,2
,"35ed3b24db664eb2be9015916e928423",5,,,,,,,,2
,"35ed3b24db664eb2be9015916e928423",6,,,,,,,,2
,"35ed3b24db664eb2be9015916e928423",8,,,,,,,,2
,"35f1e64ed30a45d9b7dca8bf3521112c",2,,,,,,,,2
,"35f1e64ed30a45d9b7dca8bf3521112c",3,,,,,,,,2
,"35f1e64ed30a45d9b7dca8bf3521112c",4,,,,,,,,2
,"35f1e64ed30a45d9b7dca8bf3521112c",5,,,,,,,,2
,"35f1e64ed30a45d9b7dca8bf3521112c",6,,,,,,,,2
,"35f1e64ed30a45d9b7dca8bf3521112c",8,,,,,,,,2
,"35f827395e5c46d4b16007db4604315f",2,,,,,,,,2
,"35f827395e5c46d4b16007db4604315f",3,,,,,,,,2
,"35f827395e5c46d4b16007db4604315f",4,,,,,,,,2
,"35f827395e5c46d4b16007db4604315f",5,,,,,,,,2
,"35f827395e5c46d4b16007db4604315f",6,,,,,,,,2
,"35f827395e5c46d4b16007db4604315f",8,,,,,,,,2
,"360de05557044ac08a7f3cd5639f5eac",2,,,,,,,,2
,"360de05557044ac08a7f3cd5639f5eac",3,,,,,,,,2
,"360de05557044ac08a7f3cd5639f5eac",4,,,,,,,,2
,"360de05557044ac08a7f3cd5639f5eac",5,,,,,,,,2
,"360de05557044ac08a7f3cd5639f5eac",6,,,,,,,,2
,"360de05557044ac08a7f3cd5639f5eac",7,,,,,,,,2
,"360de05557044ac08a7f3cd5639f5eac",8,,,,,,,,2
,"36186b7d4bee4d59b4ace3ace7b73b93",1,,,,,,,,2
,"36186b7d4bee4d59b4ace3ace7b73b93",2,,,,,,,,2
,"36186b7d4bee4d59b4ace3ace7b73b93",3,,,,,,,,2
,"36186b7d4bee4d59b4ace3ace7b73b93",4,,,,,,,,2
,"36186b7d4bee4d59b4ace3ace7b73b93",5,,,,,,,,2
,"36186b7d4bee4d59b4ace3ace7b73b93",7,,,,,,,,2
,"36194e22c9c74182b0b2d6bac15feed3",2,,,,,,,,2
,"36194e22c9c74182b0b2d6bac15feed3",3,,,,,,,,2
,"36194e22c9c74182b0b2d6bac15feed3",4,,,,,,,,2
,"36194e22c9c74182b0b2d6bac15feed3",5,,,,,,,,2
,"36194e22c9c74182b0b2d6bac15feed3",6,,,,,,,,2
,"36194e22c9c74182b0b2d6bac15feed3",8,,,,,,,,2
,"361e28eb6bfe488d87b0e3de8062f4aa",2,,,,,,,,2
,"361e28eb6bfe488d87b0e3de8062f4aa",5,,,,,,,,2
,"361e28eb6bfe488d87b0e3de8062f4aa",6,,,,,,,,2
,"361e28eb6bfe488d87b0e3de8062f4aa",7,,,,,,,,2
,"361e28eb6bfe488d87b0e3de8062f4aa",8,,,,,,,,2
,"367888d0a52c45f6aee11c663b86cd5b",2,,,,,,,,2
,"367888d0a52c45f6aee11c663b86cd5b",3,,,,,,,,2
,"367888d0a52c45f6aee11c663b86cd5b",4,,,,,,,,2
,"367888d0a52c45f6aee11c663b86cd5b",5,,,,,,,,2
,"367888d0a52c45f6aee11c663b86cd5b",6,,,,,,,,2
,"367888d0a52c45f6aee11c663b86cd5b",8,,,,,,,,2
,"369270bfeb2444a0bce85ac5516b6cd5",2,,,,,,,,2
,"369270bfeb2444a0bce85ac5516b6cd5",3,,,,,,,,2
,"369270bfeb2444a0bce85ac5516b6cd5",4,,,,,,,,2
,"369270bfeb2444a0bce85ac5516b6cd5",5,,,,,,,,2
,"369270bfeb2444a0bce85ac5516b6cd5",6,,,,,,,,2
,"369270bfeb2444a0bce85ac5516b6cd5",7,,,,,,,,2
,"369270bfeb2444a0bce85ac5516b6cd5",8,,,,,,,,2
,"36a5b6e8217b47948c0841823775570a",2,,,,,,,,2
,"36a5b6e8217b47948c0841823775570a",3,,,,,,,,2
,"36a5b6e8217b47948c0841823775570a",5,,,,,,,,2
,"36a5b6e8217b47948c0841823775570a",6,,,,,,,,2
,"36a5b6e8217b47948c0841823775570a",7,,,,,,,,2
,"36a5b6e8217b47948c0841823775570a",8,,,,,,,,2
,"36badb2c6dc844c8a2cb27a16ed7b9cc",2,,,,,,,,2
,"36badb2c6dc844c8a2cb27a16ed7b9cc",3,,,,,,,,2
,"36badb2c6dc844c8a2cb27a16ed7b9cc",5,,,,,,,,2
,"36badb2c6dc844c8a2cb27a16ed7b9cc",6,,,,,,,,2
,"36badb2c6dc844c8a2cb27a16ed7b9cc",7,,,,,,,,2
,"36badb2c6dc844c8a2cb27a16ed7b9cc",8,,,,,,,,2
,"36d9d14d7aa7487ca61a79d253be89ac",2,,,,,,,,2
,"36d9d14d7aa7487ca61a79d253be89ac",3,,,,,,,,2
,"36d9d14d7aa7487ca61a79d253be89ac",4,,,,,,,,2
,"36d9d14d7aa7487ca61a79d253be89ac",5,,,,,,,,2
,"36d9d14d7aa7487ca61a79d253be89ac",6,,,,,,,,
,"36d9d14d7aa7487ca61a79d253be89ac",8,,,,,,,,2
,"36e21020385441a4bde81297a467feba",2,,,,,,,,2
,"36e21020385441a4bde81297a467feba",3,,,,,,,,2
,"36e21020385441a4bde81297a467feba",4,,,,,,,,2
,"36e21020385441a4bde81297a467feba",5,,,,,,,,2
,"36e21020385441a4bde81297a467feba",6,,,,,,,,2
,"36e21020385441a4bde81297a467feba",8,,,,,,,,2
,"372a7c27d1ac48de86483bb7e23ba930",2,,,,,,,,2
,"372a7c27d1ac48de86483bb7e23ba930",3,,,,,,,,2
,"372a7c27d1ac48de86483bb7e23ba930",4,,,,,,,,2
,"372a7c27d1ac48de86483bb7e23ba930",5,,,,,,,,2
,"372a7c27d1ac48de86483bb7e23ba930",6,,,,,,,,2
,"372a7c27d1ac48de86483bb7e23ba930",7,,,,,,,,2
,"372a7c27d1ac48de86483bb7e23ba930",8,,,,,,,,2
,"37303592e32e42d4b94aba1eaa18ce87",2,,,,,,,,2
,"37303592e32e42d4b94aba1eaa18ce87",3,,,,,,,,2
,"37303592e32e42d4b94aba1eaa18ce87",4,,,,,,,,2
,"37303592e32e42d4b94aba1eaa18ce87",5,,,,,,,,2
,"37303592e32e42d4b94aba1eaa18ce87",7,,,,,,,,2
,"37303592e32e42d4b94aba1eaa18ce87",8,,,,,,,,2
,"374a067b48fc4cf4af08586aed7f24f2",2,,,,,,,,2
,"374a067b48fc4cf4af08586aed7f24f2",3,,,,,,,,2
,"374a067b48fc4cf4af08586aed7f24f2",4,,,,,,,,2
,"374a067b48fc4cf4af08586aed7f24f2",5,,,,,,,,2
,"374a067b48fc4cf4af08586aed7f24f2",7,,,,,,,,2
,"374a067b48fc4cf4af08586aed7f24f2",8,,,,,,,,2
,"374bb0ca1784414a855cbda492271c85",2,,,,,,,,2
,"374bb0ca1784414a855cbda492271c85",3,,,,,,,,2
,"374bb0ca1784414a855cbda492271c85",4,,,,,,,,2
,"374bb0ca1784414a855cbda492271c85",5,,,,,,,,2
,"374bb0ca1784414a855cbda492271c85",6,,,,,,,,2
,"374bb0ca1784414a855cbda492271c85",8,,,,,,,,2
,"379e5ea7895b46a793034dee501de137",2,,,,,,,,2
,"379e5ea7895b46a793034dee501de137",4,,,,,,,,2
,"379e5ea7895b46a793034dee501de137",5,,,,,,,,2
,"379e5ea7895b46a793034dee501de137",6,,,,,,,,2
,"379e5ea7895b46a793034dee501de137",8,,,,,,,,2
,"37a582f68612486a8144cd0abe64262c",2,,,,,,,,2
,"37a582f68612486a8144cd0abe64262c",3,,,,,,,,2
,"37a582f68612486a8144cd0abe64262c",4,,,,,,,,2
,"37a582f68612486a8144cd0abe64262c",5,,,,,,,,
,"37a582f68612486a8144cd0abe64262c",6,,,,,,,,2
,"37a582f68612486a8144cd0abe64262c",8,,,,,,,,2
,"37a91163feb84e6fa96a9cb6fb90fce8",2,,,,,,,,2
,"37a91163feb84e6fa96a9cb6fb90fce8",3,,,,,,,,2
,"37a91163feb84e6fa96a9cb6fb90fce8",4,,,,,,,,2
,"37a91163feb84e6fa96a9cb6fb90fce8",5,,,,,,,,2
,"37a91163feb84e6fa96a9cb6fb90fce8",7,,,,,,,,2
,"37a91163feb84e6fa96a9cb6fb90fce8",8,,,,,,,,2
,"37cc1f4211c74fe8864dc44b67591f92",2,,,,,,,,2
,"37cc1f4211c74fe8864dc44b67591f92",3,,,,,,,,2
,"37cc1f4211c74fe8864dc44b67591f92",4,,,,,,,,2
,"37cc1f4211c74fe8864dc44b67591f92",5,,,,,,,,2
,"37cc1f4211c74fe8864dc44b67591f92",6,,,,,,,,2
,"37cc1f4211c74fe8864dc44b67591f92",8,,,,,,,,2
,"37ced188b419478281bc403e3be1e44e",2,,,,,,,,2
,"37ced188b419478281bc403e3be1e44e",5,,,,,,,,2
,"37ced188b419478281bc403e3be1e44e",6,,,,,,,,2
,"37ced188b419478281bc403e3be1e44e",7,,,,,,,,2
,"37ced188b419478281bc403e3be1e44e",8,,,,,,,,2
,"37dc2bcafd9b45e685a377e807eb4cf9",2,,,,,,,,2
,"37dc2bcafd9b45e685a377e807eb4cf9",5,,,,,,,,2
,"37dc2bcafd9b45e685a377e807eb4cf9",6,,,,,,,,2
,"37dc2bcafd9b45e685a377e807eb4cf9",7,,,,,,,,2
,"37dc2bcafd9b45e685a377e807eb4cf9",8,,,,,,,,2
,"37f757786d654e0191319daad772971e",2,,,,,,,,2
,"37f757786d654e0191319daad772971e",3,,,,,,,,2
,"37f757786d654e0191319daad772971e",5,,,,,,,,2
,"37f757786d654e0191319daad772971e",6,,,,,,,,2
,"37f757786d654e0191319daad772971e",7,,,,,,,,2
,"37f757786d654e0191319daad772971e",8,,,,,,,,2
,"37ff9ca27dec476fae3ab23cb6e6e3bb",1,,,,,,,,2
,"37ff9ca27dec476fae3ab23cb6e6e3bb",2,,,,,,,,2
,"37ff9ca27dec476fae3ab23cb6e6e3bb",3,,,,,,,,2
,"37ff9ca27dec476fae3ab23cb6e6e3bb",4,,,,,,,,2
,"37ff9ca27dec476fae3ab23cb6e6e3bb",5,,,,,,,,2
,"37ff9ca27dec476fae3ab23cb6e6e3bb",8,,,,,,,,2
,"3807ec44b939486690bc2bb5a6779537",2,,,,,,,,2
,"3807ec44b939486690bc2bb5a6779537",3,,,,,,,,2
,"3807ec44b939486690bc2bb5a6779537",4,,,,,,,,2
,"3807ec44b939486690bc2bb5a6779537",5,,,,,,,,2
,"3807ec44b939486690bc2bb5a6779537",6,,,,,,,,2
,"3807ec44b939486690bc2bb5a6779537",7,,,,,,,,2
,"3807ec44b939486690bc2bb5a6779537",8,,,,,,,,2
,"380bdacf70714f4ba70fade5a804c3cc",2,,,,,,,,2
,"380bdacf70714f4ba70fade5a804c3cc",3,,,,,,,,2
,"380bdacf70714f4ba70fade5a804c3cc",4,,,,,,,,2
,"380bdacf70714f4ba70fade5a804c3cc",5,,,,,,,,2
,"380bdacf70714f4ba70fade5a804c3cc",7,,,,,,,,2
,"382197af75104c469114b15db7361d0f",2,,,,,,,,2
,"382197af75104c469114b15db7361d0f",3,,,,,,,,2
,"382197af75104c469114b15db7361d0f",5,,,,,,,,2
,"382197af75104c469114b15db7361d0f",6,,,,,,,,2
,"382197af75104c469114b15db7361d0f",7,,,,,,,,2
,"382197af75104c469114b15db7361d0f",8,,,,,,,,2
,"382f2314c76c44f98155b7bea0e39654",2,,,,,,,,2
,"382f2314c76c44f98155b7bea0e39654",3,,,,,,,,2
,"382f2314c76c44f98155b7bea0e39654",4,,,,,,,,2
,"382f2314c76c44f98155b7bea0e39654",5,,,,,,,,2
,"382f2314c76c44f98155b7bea0e39654",6,,,,,,,,2
,"382f2314c76c44f98155b7bea0e39654",7,,,,,,,,2
,"382f2314c76c44f98155b7bea0e39654",8,,,,,,,,
,"382fa15a185c4992a7a2d7fdb70f0db5",2,,,,,,,,2
,"382fa15a185c4992a7a2d7fdb70f0db5",3,,,,,,,,2
,"382fa15a185c4992a7a2d7fdb70f0db5",4,,,,,,,,2
,"382fa15a185c4992a7a2d7fdb70f0db5",5,,,,,,,,2
,"382fa15a185c4992a7a2d7fdb70f0db5",6,,,,,,,,2
,"382fa15a185c4992a7a2d7fdb70f0db5",7,,,,,,,,2
,"382fa15a185c4992a7a2d7fdb70f0db5",8,,,,,,,,2
,"3836197d0aa144d9aea4bbccc28232a2",2,,,,,,,,2
,"3836197d0aa144d9aea4bbccc28232a2",3,,,,,,,,2
,"3836197d0aa144d9aea4bbccc28232a2",4,,,,,,,,2
,"3836197d0aa144d9aea4bbccc28232a2",5,,,,,,,,2
,"3836197d0aa144d9aea4bbccc28232a2",6,,,,,,,,2
,"3836197d0aa144d9aea4bbccc28232a2",7,,,,,,,,2
,"3836197d0aa144d9aea4bbccc28232a2",8,,,,,,,,2
,"38367963c4864b9793cb18fd3856e567",2,,,,,,,,2
,"38367963c4864b9793cb18fd3856e567",3,,,,,,,,2
,"38367963c4864b9793cb18fd3856e567",4,,,,,,,,2
,"38367963c4864b9793cb18fd3856e567",5,,,,,,,,2
,"38367963c4864b9793cb18fd3856e567",6,,,,,,,,2
,"38367963c4864b9793cb18fd3856e567",7,,,,,,,,2
,"38367963c4864b9793cb18fd3856e567",8,,,,,,,,2
,"385ee20107e34ab1814d1afcafe49eac",2,,,,,,,,2
,"385ee20107e34ab1814d1afcafe49eac",3,,,,,,,,2
,"385ee20107e34ab1814d1afcafe49eac",5,,,,,,,,2
,"385ee20107e34ab1814d1afcafe49eac",6,,,,,,,,2
,"385ee20107e34ab1814d1afcafe49eac",7,,,,,,,,2
,"385ee20107e34ab1814d1afcafe49eac",8,,,,,,,,2
,"386cb080d63a4c8dba89c8608af0acab",2,,,,,,,,2
,"386cb080d63a4c8dba89c8608af0acab",3,,,,,,,,2
,"386cb080d63a4c8dba89c8608af0acab",4,,,,,,,,2
,"386cb080d63a4c8dba89c8608af0acab",5,,,,,,,,2
,"386cb080d63a4c8dba89c8608af0acab",6,,,,,,,,2
,"386cb080d63a4c8dba89c8608af0acab",7,,,,,,,,2
,"386cb080d63a4c8dba89c8608af0acab",8,,,,,,,,2
,"38a0ae63acdc42e4aae1d1a07d73515c",2,,,,,,,,2
,"38a0ae63acdc42e4aae1d1a07d73515c",3,,,,,,,,2
,"38a0ae63acdc42e4aae1d1a07d73515c",4,,,,,,,,2
,"38a0ae63acdc42e4aae1d1a07d73515c",5,,,,,,,,2
,"38a0ae63acdc42e4aae1d1a07d73515c",6,,,,,,,,2
,"38a0ae63acdc42e4aae1d1a07d73515c",7,,,,,,,,2
,"38a0ae63acdc42e4aae1d1a07d73515c",8,,,,,,,,2
,"38c783c5b9aa415ab3023259ddb1198a",2,,,,,,,,2
,"38c783c5b9aa415ab3023259ddb1198a",3,,,,,,,,2
,"38c783c5b9aa415ab3023259ddb1198a",5,,,,,,,,2
,"38c783c5b9aa415ab3023259ddb1198a",6,,,,,,,,2
,"38c783c5b9aa415ab3023259ddb1198a",7,,,,,,,,2
,"38cac2f27d8b4feeb489c8ef7548babe",2,,,,,,,,2
,"38cac2f27d8b4feeb489c8ef7548babe",3,,,,,,,,2
,"38cac2f27d8b4feeb489c8ef7548babe",4,,,,,,,,2
,"38cac2f27d8b4feeb489c8ef7548babe",5,,,,,,,,2
,"38cac2f27d8b4feeb489c8ef7548babe",6,,,,,,,,2
,"38cac2f27d8b4feeb489c8ef7548babe",7,,,,,,,,2
,"38cac2f27d8b4feeb489c8ef7548babe",8,,,,,,,,2
,"38cad17a27a24d5eac5472d9e1af1df4",2,,,,,,,,2
,"38cad17a27a24d5eac5472d9e1af1df4",4,,,,,,,,2
,"38cad17a27a24d5eac5472d9e1af1df4",5,,,,,,,,2
,"38cad17a27a24d5eac5472d9e1af1df4",6,,,,,,,,2
,"38cad17a27a24d5eac5472d9e1af1df4",7,,,,,,,,2
,"38cad17a27a24d5eac5472d9e1af1df4",8,,,,,,,,2
,"38caf316e0404a58b426eaff6b269196",2,,,,,,,,2
,"38caf316e0404a58b426eaff6b269196",3,,,,,,,,2
,"38caf316e0404a58b426eaff6b269196",4,,,,,,,,2
,"38caf316e0404a58b426eaff6b269196",5,,,,,,,,2
,"38caf316e0404a58b426eaff6b269196",6,,,,,,,,2
,"38caf316e0404a58b426eaff6b269196",7,,,,,,,,2
,"38caf316e0404a58b426eaff6b269196",8,,,,,,,,2
,"38d08be913a94b9ea0e69a5cf5145064",2,,,,,,,,2
,"38d08be913a94b9ea0e69a5cf5145064",3,,,,,,,,2
,"38d08be913a94b9ea0e69a5cf5145064",4,,,,,,,,2
,"38d08be913a94b9ea0e69a5cf5145064",5,,,,,,,,2
,"38d08be913a94b9ea0e69a5cf5145064",6,,,,,,,,2
,"38d08be913a94b9ea0e69a5cf5145064",8,,,,,,,,2
,"38ed64d5fa9a4c94bd07de2b07c421cf",2,,,,,,,,2
,"38ed64d5fa9a4c94bd07de2b07c421cf",3,,,,,,,,2
,"38ed64d5fa9a4c94bd07de2b07c421cf",5,,,,,,,,2
,"38ed64d5fa9a4c94bd07de2b07c421cf",6,,,,,,,,2
,"38ed64d5fa9a4c94bd07de2b07c421cf",7,,,,,,,,2
,"38ed64d5fa9a4c94bd07de2b07c421cf",8,,,,,,,,2
,"38f7e480a8154b8484b69eebe79fad17",1,,,,,,,,2
,"38f7e480a8154b8484b69eebe79fad17",2,,,,,,,,2
,"38f7e480a8154b8484b69eebe79fad17",3,,,,,,,,2
,"38f7e480a8154b8484b69eebe79fad17",5,,,,,,,,2
,"38f7e480a8154b8484b69eebe79fad17",8,,,,,,,,2
,"39188f8ad93d48efb2c49ae5d71350bb",1,,,,,,,,2
,"39188f8ad93d48efb2c49ae5d71350bb",2,,,,,,,,2
,"39188f8ad93d48efb2c49ae5d71350bb",3,,,,,,,,2
,"39188f8ad93d48efb2c49ae5d71350bb",4,,,,,,,,2
,"39188f8ad93d48efb2c49ae5d71350bb",5,,,,,,,,2
,"39188f8ad93d48efb2c49ae5d71350bb",7,,,,,,,,2
,"39188f8ad93d48efb2c49ae5d71350bb",8,,,,,,,,2
,"391c2a4173344a90b21eda1858c4fd84",2,,,,,,,,2
,"391c2a4173344a90b21eda1858c4fd84",5,,,,,,,,2
,"391c2a4173344a90b21eda1858c4fd84",6,,,,,,,,2
,"391c2a4173344a90b21eda1858c4fd84",7,,,,,,,,2
,"391c2a4173344a90b21eda1858c4fd84",8,,,,,,,,2
,"3925514a64714a588609b3eaf92169b8",2,,,,,,,,2
,"3925514a64714a588609b3eaf92169b8",3,,,,,,,,2
,"3925514a64714a588609b3eaf92169b8",4,,,,,,,,2
,"3925514a64714a588609b3eaf92169b8",5,,,,,,,,2
,"3925514a64714a588609b3eaf92169b8",6,,,,,,,,2
,"3925514a64714a588609b3eaf92169b8",8,,,,,,,,2
,"3945193f68854c9f9a93210349e2967d",2,,,,,,,,2
,"3945193f68854c9f9a93210349e2967d",4,,,,,,,,2
,"3945193f68854c9f9a93210349e2967d",5,,,,,,,,2
,"3945193f68854c9f9a93210349e2967d",6,,,,,,,,2
,"3945193f68854c9f9a93210349e2967d",8,,,,,,,,2
,"39731c0d661f47acac082a42e4b35849",1,,,,,,,,2
,"39731c0d661f47acac082a42e4b35849",2,,,,,,,,2
,"39731c0d661f47acac082a42e4b35849",3,,,,,,,,2
,"39731c0d661f47acac082a42e4b35849",4,,,,,,,,2
,"39731c0d661f47acac082a42e4b35849",5,,,,,,,,2
,"39731c0d661f47acac082a42e4b35849",7,,,,,,,,2
,"3998acf0b37541a696331ea9c0a49b44",2,,,,,,,,2
,"3998acf0b37541a696331ea9c0a49b44",4,,,,,,,,2
