"hhid","IncomeSource","s11q04","s11q05","s11q06","s11q06a","s11q06b","s11q07"
"a63eb513466a4890a63ef1ecd2c83a84",36,2,,,,,
"a63eb513466a4890a63ef1ecd2c83a84",32,2,,,,,
"a63eb513466a4890a63ef1ecd2c83a84",33,2,,,,,
"a63eb513466a4890a63ef1ecd2c83a84",21,2,,,,,
"a63eb513466a4890a63ef1ecd2c83a84",31,2,,,,,
"a63eb513466a4890a63ef1ecd2c83a84",41,2,,,,,
"a63eb513466a4890a63ef1ecd2c83a84",45,2,,,,,
"a63eb513466a4890a63ef1ecd2c83a84",43,2,,,,,
"a63eb513466a4890a63ef1ecd2c83a84",44,2,,,,,
"a69436528a1142ab8ed8ac9db30e498c",48,2,,,,,
"a69436528a1142ab8ed8ac9db30e498c",32,2,,,,,
"a69436528a1142ab8ed8ac9db30e498c",35,2,,,,,
"a69436528a1142ab8ed8ac9db30e498c",36,2,,,,,
"a69436528a1142ab8ed8ac9db30e498c",41,2,,,,,
"a69436528a1142ab8ed8ac9db30e498c",33,2,,,,,
"a69436528a1142ab8ed8ac9db30e498c",44,2,,,,,
"a69436528a1142ab8ed8ac9db30e498c",45,2,,,,,
"a69436528a1142ab8ed8ac9db30e498c",34,2,,,,,
"a69436528a1142ab8ed8ac9db30e498c",23,2,,,,,
"a69436528a1142ab8ed8ac9db30e498c",31,2,,,,,
"a69436528a1142ab8ed8ac9db30e498c",22,2,,,,,
"a69436528a1142ab8ed8ac9db30e498c",42,2,,,,,
"a69436528a1142ab8ed8ac9db30e498c",21,2,,,,,
"a69436528a1142ab8ed8ac9db30e498c",43,2,,,,,
"a69aac0bcfac499cb796600f699b9040",42,2,,,,,
"a69aac0bcfac499cb796600f699b9040",44,2,,,,,
"a69aac0bcfac499cb796600f699b9040",41,2,,,,,
"a69aac0bcfac499cb796600f699b9040",32,2,,,,,
"a69aac0bcfac499cb796600f699b9040",45,2,,,,,
"a69aac0bcfac499cb796600f699b9040",35,2,,,,,
"a69aac0bcfac499cb796600f699b9040",22,2,,,,,
"a69aac0bcfac499cb796600f699b9040",31,2,,,,,
"a69aac0bcfac499cb796600f699b9040",33,2,,,,,
"a69aac0bcfac499cb796600f699b9040",23,2,,,,,
"a69aac0bcfac499cb796600f699b9040",21,2,,,,,
"a69aac0bcfac499cb796600f699b9040",36,2,,,,,
"a69aac0bcfac499cb796600f699b9040",34,2,,,,,
"a69aac0bcfac499cb796600f699b9040",48,2,,,,,
"a69aac0bcfac499cb796600f699b9040",43,1,100000,0,1,,7
"a6a4bc9460134b4bb4187f88c591fb06",48,2,,,,,
"a6a4bc9460134b4bb4187f88c591fb06",33,2,,,,,
"a6a4bc9460134b4bb4187f88c591fb06",23,2,,,,,
"a6a4bc9460134b4bb4187f88c591fb06",21,2,,,,,
"a6a4bc9460134b4bb4187f88c591fb06",44,2,,,,,
"a6a4bc9460134b4bb4187f88c591fb06",35,2,,,,,
"a6a4bc9460134b4bb4187f88c591fb06",34,2,,,,,
"a6a4bc9460134b4bb4187f88c591fb06",43,2,,,,,
"a6a4bc9460134b4bb4187f88c591fb06",36,2,,,,,
"a6a4bc9460134b4bb4187f88c591fb06",31,2,,,,,
"a6a4bc9460134b4bb4187f88c591fb06",42,2,,,,,
"a6a4bc9460134b4bb4187f88c591fb06",41,2,,,,,
"a6a4bc9460134b4bb4187f88c591fb06",32,2,,,,,
"a6a4bc9460134b4bb4187f88c591fb06",45,2,,,,,
"a6a4bc9460134b4bb4187f88c591fb06",22,2,,,,,
"a6dfcd52178f4df38c63f9b8de7cc0b4",44,2,,,,,
"a6dfcd52178f4df38c63f9b8de7cc0b4",36,2,,,,,
"a6dfcd52178f4df38c63f9b8de7cc0b4",23,2,,,,,
"a6dfcd52178f4df38c63f9b8de7cc0b4",45,2,,,,,
"a6dfcd52178f4df38c63f9b8de7cc0b4",48,2,,,,,
"a6dfcd52178f4df38c63f9b8de7cc0b4",43,2,,,,,
"a6dfcd52178f4df38c63f9b8de7cc0b4",34,2,,,,,
"a6dfcd52178f4df38c63f9b8de7cc0b4",33,2,,,,,
"a6dfcd52178f4df38c63f9b8de7cc0b4",35,2,,,,,
"a6dfcd52178f4df38c63f9b8de7cc0b4",41,2,,,,,
"a6dfcd52178f4df38c63f9b8de7cc0b4",42,1,780000,0,1,,8
"a6dfcd52178f4df38c63f9b8de7cc0b4",31,2,,,,,
"a6dfcd52178f4df38c63f9b8de7cc0b4",21,2,,,,,
"a6dfcd52178f4df38c63f9b8de7cc0b4",22,2,,,,,
"a6dfcd52178f4df38c63f9b8de7cc0b4",32,2,,,,,
"a6e1dbbb1c59467787fc64ffa5068b3e",33,2,,,,,
"a6e1dbbb1c59467787fc64ffa5068b3e",44,2,,,,,
"a6e1dbbb1c59467787fc64ffa5068b3e",43,2,,,,,
"a6e1dbbb1c59467787fc64ffa5068b3e",41,2,,,,,
"a6e1dbbb1c59467787fc64ffa5068b3e",21,2,,,,,
"a6e1dbbb1c59467787fc64ffa5068b3e",23,2,,,,,
"a6e1dbbb1c59467787fc64ffa5068b3e",34,2,,,,,
"a6e1dbbb1c59467787fc64ffa5068b3e",22,2,,,,,
"a6e1dbbb1c59467787fc64ffa5068b3e",36,2,,,,,
"a6e1dbbb1c59467787fc64ffa5068b3e",32,2,,,,,
"a6e1dbbb1c59467787fc64ffa5068b3e",31,2,,,,,
"a6e1dbbb1c59467787fc64ffa5068b3e",42,1,300000,200000,1,,8
"a6e1dbbb1c59467787fc64ffa5068b3e",35,2,,,,,
"a6e1dbbb1c59467787fc64ffa5068b3e",48,2,,,,,
"a6e1dbbb1c59467787fc64ffa5068b3e",45,2,,,,,
"a707bcb84ef641a98fc303e1ec5c6472",34,2,,,,,
"a707bcb84ef641a98fc303e1ec5c6472",41,2,,,,,
"a707bcb84ef641a98fc303e1ec5c6472",22,2,,,,,
"a707bcb84ef641a98fc303e1ec5c6472",23,2,,,,,
"a707bcb84ef641a98fc303e1ec5c6472",44,2,,,,,
"a707bcb84ef641a98fc303e1ec5c6472",42,1,120000,200000,1,,7
"a707bcb84ef641a98fc303e1ec5c6472",33,2,,,,,
"a707bcb84ef641a98fc303e1ec5c6472",31,2,,,,,
"a707bcb84ef641a98fc303e1ec5c6472",32,2,,,,,
"a707bcb84ef641a98fc303e1ec5c6472",48,2,,,,,
"a707bcb84ef641a98fc303e1ec5c6472",36,2,,,,,
"a707bcb84ef641a98fc303e1ec5c6472",43,2,,,,,
"a707bcb84ef641a98fc303e1ec5c6472",35,2,,,,,
"a707bcb84ef641a98fc303e1ec5c6472",45,2,,,,,
"a707bcb84ef641a98fc303e1ec5c6472",21,2,,,,,
"a708f6e043834f67b5ea68540ac89682",44,2,,,,,
"a708f6e043834f67b5ea68540ac89682",36,2,,,,,
"a708f6e043834f67b5ea68540ac89682",35,2,,,,,
"a708f6e043834f67b5ea68540ac89682",43,2,,,,,
"a708f6e043834f67b5ea68540ac89682",31,2,,,,,
"a708f6e043834f67b5ea68540ac89682",42,2,,,,,
"a708f6e043834f67b5ea68540ac89682",33,2,,,,,
"a708f6e043834f67b5ea68540ac89682",22,2,,,,,
"a708f6e043834f67b5ea68540ac89682",32,2,,,,,
"a708f6e043834f67b5ea68540ac89682",34,2,,,,,
"a708f6e043834f67b5ea68540ac89682",45,2,,,,,
"a708f6e043834f67b5ea68540ac89682",21,2,,,,,
"a708f6e043834f67b5ea68540ac89682",23,2,,,,,
"a708f6e043834f67b5ea68540ac89682",41,2,,,,,
"a708f6e043834f67b5ea68540ac89682",48,2,,,,,
"a70bc5a3415c4931a7838a03ed27fcf1",36,2,,,,,
"a70bc5a3415c4931a7838a03ed27fcf1",31,2,,,,,
"a70bc5a3415c4931a7838a03ed27fcf1",42,2,,,,,
"a70bc5a3415c4931a7838a03ed27fcf1",23,2,,,,,
"a70bc5a3415c4931a7838a03ed27fcf1",32,2,,,,,
"a70bc5a3415c4931a7838a03ed27fcf1",21,2,,,,,
"a70bc5a3415c4931a7838a03ed27fcf1",22,2,,,,,
"a70bc5a3415c4931a7838a03ed27fcf1",48,2,,,,,
"a70bc5a3415c4931a7838a03ed27fcf1",44,2,,,,,
"a70bc5a3415c4931a7838a03ed27fcf1",43,2,,,,,
"a70bc5a3415c4931a7838a03ed27fcf1",34,2,,,,,
"a70bc5a3415c4931a7838a03ed27fcf1",35,2,,,,,
"a70bc5a3415c4931a7838a03ed27fcf1",33,2,,,,,
"a70bc5a3415c4931a7838a03ed27fcf1",45,2,,,,,
"a70bc5a3415c4931a7838a03ed27fcf1",41,2,,,,,
"a712dd31d92242d1bc853de7972460ad",36,2,,,,,
"a712dd31d92242d1bc853de7972460ad",31,2,,,,,
"a712dd31d92242d1bc853de7972460ad",44,2,,,,,
"a712dd31d92242d1bc853de7972460ad",23,2,,,,,
"a712dd31d92242d1bc853de7972460ad",45,2,,,,,
"a712dd31d92242d1bc853de7972460ad",33,2,,,,,
"a712dd31d92242d1bc853de7972460ad",22,2,,,,,
"a712dd31d92242d1bc853de7972460ad",48,2,,,,,
"a712dd31d92242d1bc853de7972460ad",34,2,,,,,
"a712dd31d92242d1bc853de7972460ad",43,2,,,,,
"a712dd31d92242d1bc853de7972460ad",42,1,120000,0,1,,7
"a712dd31d92242d1bc853de7972460ad",21,2,,,,,
"a712dd31d92242d1bc853de7972460ad",41,2,,,,,
"a712dd31d92242d1bc853de7972460ad",32,2,,,,,
"a712dd31d92242d1bc853de7972460ad",35,2,,,,,
"a71666bb30484bc1911e0dc85a42ea48",36,2,,,,,
"a71666bb30484bc1911e0dc85a42ea48",43,2,,,,,
"a71666bb30484bc1911e0dc85a42ea48",32,2,,,,,
"a71666bb30484bc1911e0dc85a42ea48",33,2,,,,,
"a71666bb30484bc1911e0dc85a42ea48",31,2,,,,,
"a71666bb30484bc1911e0dc85a42ea48",41,2,,,,,
"a71666bb30484bc1911e0dc85a42ea48",35,2,,,,,
"a71666bb30484bc1911e0dc85a42ea48",42,1,500000,400000,1,,7
"a71666bb30484bc1911e0dc85a42ea48",48,2,,,,,
"a71666bb30484bc1911e0dc85a42ea48",44,2,,,,,
"a71666bb30484bc1911e0dc85a42ea48",21,2,,,,,
"a71666bb30484bc1911e0dc85a42ea48",45,2,,,,,
"a71666bb30484bc1911e0dc85a42ea48",23,2,,,,,
"a71666bb30484bc1911e0dc85a42ea48",22,2,,,,,
"a71666bb30484bc1911e0dc85a42ea48",34,2,,,,,
"a722393425134d81ab32eb45df149c58",32,2,,,,,
"a722393425134d81ab32eb45df149c58",34,2,,,,,
"a722393425134d81ab32eb45df149c58",48,2,,,,,
"a722393425134d81ab32eb45df149c58",45,2,,,,,
"a722393425134d81ab32eb45df149c58",41,2,,,,,
"a722393425134d81ab32eb45df149c58",44,2,,,,,
"a722393425134d81ab32eb45df149c58",23,2,,,,,
"a722393425134d81ab32eb45df149c58",21,2,,,,,
"a722393425134d81ab32eb45df149c58",33,2,,,,,
"a722393425134d81ab32eb45df149c58",36,2,,,,,
"a722393425134d81ab32eb45df149c58",35,2,,,,,
"a722393425134d81ab32eb45df149c58",31,2,,,,,
"a722393425134d81ab32eb45df149c58",22,2,,,,,
"a722393425134d81ab32eb45df149c58",43,2,,,,,
"a722393425134d81ab32eb45df149c58",42,1,70000,0,1,2,7
"a7265792807844acac1423d2e3d2785e",22,2,,,,,
"a7265792807844acac1423d2e3d2785e",36,2,,,,,
"a7265792807844acac1423d2e3d2785e",35,2,,,,,
"a7265792807844acac1423d2e3d2785e",34,2,,,,,
"a7265792807844acac1423d2e3d2785e",48,2,,,,,
"a7265792807844acac1423d2e3d2785e",41,2,,,,,
"a7265792807844acac1423d2e3d2785e",33,2,,,,,
"a7265792807844acac1423d2e3d2785e",23,2,,,,,
"a7265792807844acac1423d2e3d2785e",31,2,,,,,
"a7265792807844acac1423d2e3d2785e",45,2,,,,,
"a7265792807844acac1423d2e3d2785e",42,2,,,,,
"a7265792807844acac1423d2e3d2785e",21,2,,,,,
"a7265792807844acac1423d2e3d2785e",43,2,,,,,
"a7265792807844acac1423d2e3d2785e",44,2,,,,,
"a7265792807844acac1423d2e3d2785e",32,2,,,,,
"a73ed07efcc0466d9f70bebc82a1c3e0",42,2,,,,,
"a73ed07efcc0466d9f70bebc82a1c3e0",48,2,,,,,
"a73ed07efcc0466d9f70bebc82a1c3e0",44,2,,,,,
"a73ed07efcc0466d9f70bebc82a1c3e0",33,2,,,,,
"a73ed07efcc0466d9f70bebc82a1c3e0",21,1,1500000,0,1,2,
"a73ed07efcc0466d9f70bebc82a1c3e0",43,2,,,,,
"a73ed07efcc0466d9f70bebc82a1c3e0",23,2,,,,,
"a73ed07efcc0466d9f70bebc82a1c3e0",35,2,,,,,
"a73ed07efcc0466d9f70bebc82a1c3e0",41,2,,,,,
"a73ed07efcc0466d9f70bebc82a1c3e0",34,2,,,,,
"a73ed07efcc0466d9f70bebc82a1c3e0",31,2,,,,,
"a73ed07efcc0466d9f70bebc82a1c3e0",32,2,,,,,
"a73ed07efcc0466d9f70bebc82a1c3e0",45,2,,,,,
"a73ed07efcc0466d9f70bebc82a1c3e0",22,2,,,,,
"a73ed07efcc0466d9f70bebc82a1c3e0",36,2,,,,,
"a74eca7ac668455b8973706d7727c292",21,2,,,,,
"a74eca7ac668455b8973706d7727c292",33,2,,,,,
"a74eca7ac668455b8973706d7727c292",42,2,,,,,
"a74eca7ac668455b8973706d7727c292",31,2,,,,,
"a74eca7ac668455b8973706d7727c292",22,2,,,,,
"a74eca7ac668455b8973706d7727c292",45,2,,,,,
"a74eca7ac668455b8973706d7727c292",23,2,,,,,
"a74eca7ac668455b8973706d7727c292",41,2,,,,,
"a74eca7ac668455b8973706d7727c292",36,2,,,,,
"a74eca7ac668455b8973706d7727c292",35,2,,,,,
"a74eca7ac668455b8973706d7727c292",34,2,,,,,
"a74eca7ac668455b8973706d7727c292",44,2,,,,,
"a74eca7ac668455b8973706d7727c292",43,2,,,,,
"a74eca7ac668455b8973706d7727c292",32,2,,,,,
"a74eca7ac668455b8973706d7727c292",48,2,,,,,
"a75a0f25487947518decdc92c75b0daa",32,2,,,,,
"a75a0f25487947518decdc92c75b0daa",48,2,,,,,
"a75a0f25487947518decdc92c75b0daa",31,2,,,,,
"a75a0f25487947518decdc92c75b0daa",41,2,,,,,
"a75a0f25487947518decdc92c75b0daa",33,2,,,,,
"a75a0f25487947518decdc92c75b0daa",21,2,,,,,
"a75a0f25487947518decdc92c75b0daa",36,2,,,,,
"a75a0f25487947518decdc92c75b0daa",23,2,,,,,
"a75a0f25487947518decdc92c75b0daa",35,2,,,,,
"a75a0f25487947518decdc92c75b0daa",43,2,,,,,
"a75a0f25487947518decdc92c75b0daa",45,2,,,,,
"a75a0f25487947518decdc92c75b0daa",22,2,,,,,
"a75a0f25487947518decdc92c75b0daa",34,2,,,,,
"a75a0f25487947518decdc92c75b0daa",44,2,,,,,
"a75a0f25487947518decdc92c75b0daa",42,2,,,,,
"a77784734a724e8e965b5c1eb21ed1c5",41,2,,,,,
"a77784734a724e8e965b5c1eb21ed1c5",23,2,,,,,
"a77784734a724e8e965b5c1eb21ed1c5",35,2,,,,,
"a77784734a724e8e965b5c1eb21ed1c5",32,2,,,,,
"a77784734a724e8e965b5c1eb21ed1c5",31,2,,,,,
"a77784734a724e8e965b5c1eb21ed1c5",34,2,,,,,
"a77784734a724e8e965b5c1eb21ed1c5",43,2,,,,,
"a77784734a724e8e965b5c1eb21ed1c5",42,2,,,,,
"a77784734a724e8e965b5c1eb21ed1c5",45,2,,,,,
"a77784734a724e8e965b5c1eb21ed1c5",22,2,,,,,
"a77784734a724e8e965b5c1eb21ed1c5",48,2,,,,,
"a77784734a724e8e965b5c1eb21ed1c5",44,2,,,,,
"a77784734a724e8e965b5c1eb21ed1c5",36,2,,,,,
"a77784734a724e8e965b5c1eb21ed1c5",33,2,,,,,
"a77784734a724e8e965b5c1eb21ed1c5",21,2,,,,,
"a77f47876cb64317971cebc12353aa9b",45,2,,,,,
"a77f47876cb64317971cebc12353aa9b",43,2,,,,,
"a77f47876cb64317971cebc12353aa9b",41,2,,,,,
"a77f47876cb64317971cebc12353aa9b",34,2,,,,,
"a77f47876cb64317971cebc12353aa9b",32,2,,,,,
"a77f47876cb64317971cebc12353aa9b",42,1,90000,0,1,2,7
"a77f47876cb64317971cebc12353aa9b",31,2,,,,,
"a77f47876cb64317971cebc12353aa9b",48,2,,,,,
"a77f47876cb64317971cebc12353aa9b",21,2,,,,,
"a77f47876cb64317971cebc12353aa9b",36,2,,,,,
"a77f47876cb64317971cebc12353aa9b",22,2,,,,,
"a77f47876cb64317971cebc12353aa9b",35,2,,,,,
"a77f47876cb64317971cebc12353aa9b",33,2,,,,,
"a77f47876cb64317971cebc12353aa9b",44,2,,,,,
"a77f47876cb64317971cebc12353aa9b",23,2,,,,,
"a7813791ed3e4fc88d7aaf44b987abe3",22,2,,,,,
"a7813791ed3e4fc88d7aaf44b987abe3",36,2,,,,,
"a7813791ed3e4fc88d7aaf44b987abe3",42,1,600000,300000,1,,7
"a7813791ed3e4fc88d7aaf44b987abe3",32,2,,,,,
"a7813791ed3e4fc88d7aaf44b987abe3",43,2,,,,,
"a7813791ed3e4fc88d7aaf44b987abe3",23,2,,,,,
"a7813791ed3e4fc88d7aaf44b987abe3",44,2,,,,,
"a7813791ed3e4fc88d7aaf44b987abe3",21,2,,,,,
"a7813791ed3e4fc88d7aaf44b987abe3",33,2,,,,,
"a7813791ed3e4fc88d7aaf44b987abe3",34,2,,,,,
"a7813791ed3e4fc88d7aaf44b987abe3",45,2,,,,,
"a7813791ed3e4fc88d7aaf44b987abe3",35,2,,,,,
"a7813791ed3e4fc88d7aaf44b987abe3",31,2,,,,,
"a7813791ed3e4fc88d7aaf44b987abe3",48,2,,,,,
"a7813791ed3e4fc88d7aaf44b987abe3",41,2,,,,,
"a781818a849a471ab6c71a96bfe2da95",36,2,,,,,
"a781818a849a471ab6c71a96bfe2da95",34,2,,,,,
"a781818a849a471ab6c71a96bfe2da95",22,1,30000,0,1,,
"a781818a849a471ab6c71a96bfe2da95",35,2,,,,,
"a781818a849a471ab6c71a96bfe2da95",32,2,,,,,
"a781818a849a471ab6c71a96bfe2da95",44,2,,,,,
"a781818a849a471ab6c71a96bfe2da95",33,2,,,,,
"a781818a849a471ab6c71a96bfe2da95",43,2,,,,,
"a781818a849a471ab6c71a96bfe2da95",41,2,,,,,
"a781818a849a471ab6c71a96bfe2da95",23,2,,,,,
"a781818a849a471ab6c71a96bfe2da95",48,2,,,,,
"a781818a849a471ab6c71a96bfe2da95",42,1,120000,40000,1,,7
"a781818a849a471ab6c71a96bfe2da95",45,2,,,,,
"a781818a849a471ab6c71a96bfe2da95",31,2,,,,,
"a781818a849a471ab6c71a96bfe2da95",21,2,,,,,
"a78868abf3bc42d489361eee2c728d5f",23,2,,,,,
"a78868abf3bc42d489361eee2c728d5f",31,2,,,,,
"a78868abf3bc42d489361eee2c728d5f",33,2,,,,,
"a78868abf3bc42d489361eee2c728d5f",42,2,,,,,
"a78868abf3bc42d489361eee2c728d5f",34,2,,,,,
"a78868abf3bc42d489361eee2c728d5f",21,2,,,,,
"a78868abf3bc42d489361eee2c728d5f",48,2,,,,,
"a78868abf3bc42d489361eee2c728d5f",22,2,,,,,
"a78868abf3bc42d489361eee2c728d5f",44,2,,,,,
"a78868abf3bc42d489361eee2c728d5f",35,2,,,,,
"a78868abf3bc42d489361eee2c728d5f",43,2,,,,,
"a78868abf3bc42d489361eee2c728d5f",41,2,,,,,
"a78868abf3bc42d489361eee2c728d5f",36,2,,,,,
"a78868abf3bc42d489361eee2c728d5f",32,2,,,,,
"a78868abf3bc42d489361eee2c728d5f",45,2,,,,,
"a7f5ea241ac341649741d4867759c386",42,2,,,,,
"a7f5ea241ac341649741d4867759c386",45,2,,,,,
"a7f5ea241ac341649741d4867759c386",48,2,,,,,
"a7f5ea241ac341649741d4867759c386",34,2,,,,,
"a7f5ea241ac341649741d4867759c386",21,2,,,,,
"a7f5ea241ac341649741d4867759c386",32,2,,,,,
"a7f5ea241ac341649741d4867759c386",36,2,,,,,
"a7f5ea241ac341649741d4867759c386",35,2,,,,,
"a7f5ea241ac341649741d4867759c386",43,2,,,,,
"a7f5ea241ac341649741d4867759c386",23,2,,,,,
"a7f5ea241ac341649741d4867759c386",22,2,,,,,
"a7f5ea241ac341649741d4867759c386",33,2,,,,,
"a7f5ea241ac341649741d4867759c386",41,2,,,,,
"a7f5ea241ac341649741d4867759c386",44,2,,,,,
"a7f5ea241ac341649741d4867759c386",31,2,,,,,
"a8043a9030fc4646a179febf94f960ef",34,2,,,,,
"a8043a9030fc4646a179febf94f960ef",22,2,,,,,
"a8043a9030fc4646a179febf94f960ef",44,2,,,,,
"a8043a9030fc4646a179febf94f960ef",43,2,,,,,
"a8043a9030fc4646a179febf94f960ef",36,2,,,,,
"a8043a9030fc4646a179febf94f960ef",32,2,,,,,
"a8043a9030fc4646a179febf94f960ef",48,2,,,,,
"a8043a9030fc4646a179febf94f960ef",21,2,,,,,
"a8043a9030fc4646a179febf94f960ef",35,2,,,,,
"a8043a9030fc4646a179febf94f960ef",23,2,,,,,
"a8043a9030fc4646a179febf94f960ef",42,1,50000,50000,1,,7
"a8043a9030fc4646a179febf94f960ef",41,2,,,,,
"a8043a9030fc4646a179febf94f960ef",45,2,,,,,
"a8043a9030fc4646a179febf94f960ef",33,2,,,,,
"a8043a9030fc4646a179febf94f960ef",31,2,,,,,
"a826837ab1764e4aac5b3163af8f2356",43,2,,,,,
"a826837ab1764e4aac5b3163af8f2356",33,2,,,,,
"a826837ab1764e4aac5b3163af8f2356",48,2,,,,,
"a826837ab1764e4aac5b3163af8f2356",35,2,,,,,
"a826837ab1764e4aac5b3163af8f2356",34,2,,,,,
"a826837ab1764e4aac5b3163af8f2356",23,2,,,,,
"a826837ab1764e4aac5b3163af8f2356",21,2,,,,,
"a826837ab1764e4aac5b3163af8f2356",22,2,,,,,
"a826837ab1764e4aac5b3163af8f2356",45,2,,,,,
"a826837ab1764e4aac5b3163af8f2356",41,2,,,,,
"a826837ab1764e4aac5b3163af8f2356",31,2,,,,,
"a826837ab1764e4aac5b3163af8f2356",44,2,,,,,
"a826837ab1764e4aac5b3163af8f2356",42,2,,,,,
"a826837ab1764e4aac5b3163af8f2356",32,2,,,,,
"a826837ab1764e4aac5b3163af8f2356",36,2,,,,,
"a82d1013ea2f4f168a864e028bab5d9f",23,2,,,,,
"a82d1013ea2f4f168a864e028bab5d9f",21,2,,,,,
"a82d1013ea2f4f168a864e028bab5d9f",32,2,,,,,
"a82d1013ea2f4f168a864e028bab5d9f",42,2,,,,,
"a82d1013ea2f4f168a864e028bab5d9f",44,2,,,,,
"a82d1013ea2f4f168a864e028bab5d9f",41,2,,,,,
"a82d1013ea2f4f168a864e028bab5d9f",33,2,,,,,
"a82d1013ea2f4f168a864e028bab5d9f",48,2,,,,,
"a82d1013ea2f4f168a864e028bab5d9f",35,2,,,,,
"a82d1013ea2f4f168a864e028bab5d9f",45,2,,,,,
"a82d1013ea2f4f168a864e028bab5d9f",31,2,,,,,
"a82d1013ea2f4f168a864e028bab5d9f",22,2,,,,,
"a82d1013ea2f4f168a864e028bab5d9f",36,2,,,,,
"a82d1013ea2f4f168a864e028bab5d9f",34,2,,,,,
"a82d1013ea2f4f168a864e028bab5d9f",43,2,,,,,
"a844449b20814f93b8542b62fd72bacd",36,2,,,,,
"a844449b20814f93b8542b62fd72bacd",35,2,,,,,
"a844449b20814f93b8542b62fd72bacd",22,2,,,,,
"a844449b20814f93b8542b62fd72bacd",32,2,,,,,
"a844449b20814f93b8542b62fd72bacd",34,2,,,,,
"a844449b20814f93b8542b62fd72bacd",42,1,3000000,400000,1,3,8
"a844449b20814f93b8542b62fd72bacd",48,2,,,,,
"a844449b20814f93b8542b62fd72bacd",33,2,,,,,
"a844449b20814f93b8542b62fd72bacd",31,2,,,,,
"a844449b20814f93b8542b62fd72bacd",43,2,,,,,
"a844449b20814f93b8542b62fd72bacd",23,2,,,,,
"a844449b20814f93b8542b62fd72bacd",21,2,,,,,
"a844449b20814f93b8542b62fd72bacd",41,2,,,,,
"a844449b20814f93b8542b62fd72bacd",45,2,,,,,
"a844449b20814f93b8542b62fd72bacd",44,2,,,,,
"a8547d88b9084fd2986c67b5ee20b9d2",43,2,,,,,
"a8547d88b9084fd2986c67b5ee20b9d2",44,2,,,,,
"a8547d88b9084fd2986c67b5ee20b9d2",31,2,,,,,
"a8547d88b9084fd2986c67b5ee20b9d2",48,2,,,,,
"a8547d88b9084fd2986c67b5ee20b9d2",34,2,,,,,
"a8547d88b9084fd2986c67b5ee20b9d2",36,2,,,,,
"a8547d88b9084fd2986c67b5ee20b9d2",33,2,,,,,
"a8547d88b9084fd2986c67b5ee20b9d2",23,2,,,,,
"a8547d88b9084fd2986c67b5ee20b9d2",41,2,,,,,
"a8547d88b9084fd2986c67b5ee20b9d2",22,2,,,,,
"a8547d88b9084fd2986c67b5ee20b9d2",35,2,,,,,
"a8547d88b9084fd2986c67b5ee20b9d2",45,2,,,,,
"a8547d88b9084fd2986c67b5ee20b9d2",32,2,,,,,
"a8547d88b9084fd2986c67b5ee20b9d2",42,1,500000,300000,1,2,7
"a8547d88b9084fd2986c67b5ee20b9d2",21,2,,,,,
"a856368934e24214ab3693d295afaa1d",22,2,,,,,
"a856368934e24214ab3693d295afaa1d",42,2,,,,,
"a856368934e24214ab3693d295afaa1d",32,2,,,,,
"a856368934e24214ab3693d295afaa1d",44,2,,,,,
"a856368934e24214ab3693d295afaa1d",21,2,,,,,
"a856368934e24214ab3693d295afaa1d",41,2,,,,,
"a856368934e24214ab3693d295afaa1d",31,2,,,,,
"a856368934e24214ab3693d295afaa1d",34,2,,,,,
"a856368934e24214ab3693d295afaa1d",33,2,,,,,
"a856368934e24214ab3693d295afaa1d",23,2,,,,,
"a856368934e24214ab3693d295afaa1d",43,2,,,,,
"a856368934e24214ab3693d295afaa1d",45,2,,,,,
"a856368934e24214ab3693d295afaa1d",35,2,,,,,
"a856368934e24214ab3693d295afaa1d",36,2,,,,,
"a856368934e24214ab3693d295afaa1d",48,2,,,,,
"a87976736a2d41f8a2609ace2c0b87d6",43,2,,,,,
"a87976736a2d41f8a2609ace2c0b87d6",48,2,,,,,
"a87976736a2d41f8a2609ace2c0b87d6",31,2,,,,,
"a87976736a2d41f8a2609ace2c0b87d6",44,2,,,,,
"a87976736a2d41f8a2609ace2c0b87d6",45,2,,,,,
"a87976736a2d41f8a2609ace2c0b87d6",32,2,,,,,
"a87976736a2d41f8a2609ace2c0b87d6",33,2,,,,,
"a87976736a2d41f8a2609ace2c0b87d6",23,2,,,,,
"a87976736a2d41f8a2609ace2c0b87d6",42,2,,,,,
"a87976736a2d41f8a2609ace2c0b87d6",36,2,,,,,
"a87976736a2d41f8a2609ace2c0b87d6",35,2,,,,,
"a87976736a2d41f8a2609ace2c0b87d6",41,2,,,,,
"a87976736a2d41f8a2609ace2c0b87d6",34,2,,,,,
"a87976736a2d41f8a2609ace2c0b87d6",22,2,,,,,
"a87976736a2d41f8a2609ace2c0b87d6",21,2,,,,,
"a89b04d7344e4f81b0ef8bb9030a24d2",32,2,,,,,
"a89b04d7344e4f81b0ef8bb9030a24d2",31,2,,,,,
"a89b04d7344e4f81b0ef8bb9030a24d2",35,2,,,,,
"a89b04d7344e4f81b0ef8bb9030a24d2",45,2,,,,,
"a89b04d7344e4f81b0ef8bb9030a24d2",21,2,,,,,
"a89b04d7344e4f81b0ef8bb9030a24d2",48,2,,,,,
"a89b04d7344e4f81b0ef8bb9030a24d2",22,2,,,,,
"a89b04d7344e4f81b0ef8bb9030a24d2",41,2,,,,,
