"hhid","PID","pid_unps_wave7","h2q3","h2q4","h2q7","h2q5","h2q6","h2q8","h2q9a","h2q9b","h2q9c","h2q10"
"658d1dae722246879b876bbd32bddf37",4,"6",1,4,1,12,,19,98,98,2000,5
"658d1dae722246879b876bbd32bddf37",5,"7",1,4,1,12,,12,7,7,2006,5
"658d1dae722246879b876bbd32bddf37",6,"8",1,4,1,12,,9,98,9,2009,
"658d1dae722246879b876bbd32bddf37",7,"9",1,7,1,12,,21,98,98,1998,5
"658d1dae722246879b876bbd32bddf37",8,"10",1,4,1,12,,19,98,98,2000,5
"658d1dae722246879b876bbd32bddf37",9,"11",1,4,1,12,,8,98,8,2010,
"658d1dae722246879b876bbd32bddf37",10,"12",2,4,1,12,,15,98,98,2004,5
"658d1dae722246879b876bbd32bddf37",11,"13",1,4,1,12,,12,98,98,2007,5
"658d1dae722246879b876bbd32bddf37",12,"14",1,4,1,12,,10,98,98,2009,5
"658d1dae722246879b876bbd32bddf37",13,"15",2,4,1,12,,6,98,98,2013,
"658d1dae722246879b876bbd32bddf37",14,"16",2,4,1,12,,9,98,98,2010,
"658d1dae722246879b876bbd32bddf37",15,"17",2,4,1,12,,14,98,98,2005,5
"658d1dae722246879b876bbd32bddf37",16,,2,4,1,4,7,16,98,98,2003,5
"65c6d792795d4dbfb9ef3383bb4f39e5",1,"1",1,1,1,12,,35,98,98,1984,1
"65c6d792795d4dbfb9ef3383bb4f39e5",2,"2",2,3,1,12,,6,20,3,2013,
"65c6d792795d4dbfb9ef3383bb4f39e5",3,"3",2,2,1,12,,29,25,8,1990,1
"65c6d792795d4dbfb9ef3383bb4f39e5",4,"4",1,3,1,12,,4,27,10,2015,
"65c6d792795d4dbfb9ef3383bb4f39e5",5,,1,3,1,8,1,0,19,4,2019,
"65deaa19d2694ea4bc751f9ed444c2b6",1,"1",1,1,1,12,,45,9,10,1973,2
"65deaa19d2694ea4bc751f9ed444c2b6",2,"2",2,2,1,12,,40,98,98,1979,2
"65deaa19d2694ea4bc751f9ed444c2b6",3,"4",1,3,1,12,,20,98,98,1999,5
"65deaa19d2694ea4bc751f9ed444c2b6",4,"6",2,3,1,12,,7,13,4,2012,
"65deaa19d2694ea4bc751f9ed444c2b6",5,"7",2,3,1,12,,12,98,7,2007,5
"65deaa19d2694ea4bc751f9ed444c2b6",6,"8",2,3,1,12,,8,98,98,2011,
"65deaa19d2694ea4bc751f9ed444c2b6",7,"9",2,3,1,12,,4,13,8,2015,
"65deaa19d2694ea4bc751f9ed444c2b6",8,"10",1,3,1,12,,1,29,4,2018,
"66680e3225a443c3a67b5aaf028ae98a",1,"1",2,1,1,12,,64,98,98,1955,4
"66680e3225a443c3a67b5aaf028ae98a",2,,2,8,5,,,,,,,
"66713c3781bc4160b16041bce254320e",1,"1",1,1,1,12,,76,28,11,1942,1
"66713c3781bc4160b16041bce254320e",2,"2",2,2,1,12,,60,98,98,1959,1
"66713c3781bc4160b16041bce254320e",3,,2,8,1,7,7,10,98,98,2009,5
"66791e53847547b8be21995e63de09b5",1,"1",2,1,1,12,,41,98,12,1978,2
"66791e53847547b8be21995e63de09b5",3,"4",1,3,4,12,,18,10,5,2001,5
"66791e53847547b8be21995e63de09b5",4,"5",2,3,1,8,7,17,27,7,2002,5
"66791e53847547b8be21995e63de09b5",5,"6",1,3,1,12,,14,3,3,2005,5
"66791e53847547b8be21995e63de09b5",6,"7",2,3,1,12,,10,17,12,2009,5
"66791e53847547b8be21995e63de09b5",7,"8",2,3,1,12,,6,10,6,2013,
"66791e53847547b8be21995e63de09b5",8,,1,3,1,12,,1,20,4,2018,
"6686f6e3cf9d436da6bae365c9525606",1,"3",1,1,1,12,,39,5,5,1980,1
"6686f6e3cf9d436da6bae365c9525606",2,"5",2,2,1,12,,33,26,3,1986,1
"6686f6e3cf9d436da6bae365c9525606",3,"6",1,3,1,12,,7,11,7,2012,
"6686f6e3cf9d436da6bae365c9525606",4,"7",2,3,1,12,,3,1,10,2016,
"6697172032684ac2abc2b9e1e93dd50c",1,"1",1,1,1,12,,36,98,98,1983,1
"6697172032684ac2abc2b9e1e93dd50c",2,"2",2,2,1,12,,34,98,3,1985,1
"6697172032684ac2abc2b9e1e93dd50c",3,"3",1,3,1,12,,6,22,10,2012,
"6697172032684ac2abc2b9e1e93dd50c",4,"4",1,3,1,12,,4,6,8,2014,
"6697172032684ac2abc2b9e1e93dd50c",5,,2,7,5,,,,,,,
"66abd4724ed4491da204f92b700f0558",1,"1",2,1,1,12,,60,98,98,1959,4
"66abd4724ed4491da204f92b700f0558",3,"5",1,4,1,12,,9,12,9,2010,
"66abd4724ed4491da204f92b700f0558",4,"6",2,4,3,5,15,4,16,6,2015,
"66d541e5feec4463adedacc263388cf3",1,"##N/A##",2,1,1,12,,38,11,6,1980,3
"66d541e5feec4463adedacc263388cf3",2,"##N/A##",2,3,1,12,,2,14,2,2017,
"66e1c4f319084f15a4ea9e9dcb324903",1,"1",2,1,1,12,,59,98,8,1960,4
"66e1c4f319084f15a4ea9e9dcb324903",2,"2",1,3,2,10,12,23,7,3,1996,5
"66e1c4f319084f15a4ea9e9dcb324903",3,"3",1,3,1,12,,42,3,7,1977,5
"66e203a6003746b782041eacecdc08f5",1,"1",1,1,1,12,,34,11,4,1985,1
"66e203a6003746b782041eacecdc08f5",2,"2",2,2,1,12,,33,98,5,1986,1
"66e203a6003746b782041eacecdc08f5",3,"3",2,3,1,12,,9,14,4,2010,
"66e203a6003746b782041eacecdc08f5",4,"4",2,3,1,12,,6,20,8,2013,
"66e203a6003746b782041eacecdc08f5",5,"5",2,3,1,12,,3,10,3,2016,
"66e203a6003746b782041eacecdc08f5",6,,1,3,1,12,,1,1,8,2018,
"66e6285d7e7e482695dbb70d7396bad6",1,"1",2,2,1,12,,37,13,11,1982,1
"66e6285d7e7e482695dbb70d7396bad6",2,"2",1,3,1,12,,8,24,1,2011,
"66e6285d7e7e482695dbb70d7396bad6",3,"3",1,1,1,12,,53,2,2,1966,1
"66e6285d7e7e482695dbb70d7396bad6",4,"4",2,3,1,12,,10,29,11,2009,5
"66e6285d7e7e482695dbb70d7396bad6",5,"5",1,3,1,12,,13,5,7,2006,5
"66e6285d7e7e482695dbb70d7396bad6",6,"6",2,3,2,9,13,26,2,2,1993,5
"66e6285d7e7e482695dbb70d7396bad6",7,"7",2,3,1,12,,5,25,12,2014,
"66e6285d7e7e482695dbb70d7396bad6",8,"8",2,3,2,10,12,24,1,12,1995,5
"66e743d7ae8f446ca798df3a8866240a",1,"1",2,1,1,12,,41,98,2,1978,2
"66e743d7ae8f446ca798df3a8866240a",2,"2",1,3,1,12,,16,26,2,2003,5
"66e743d7ae8f446ca798df3a8866240a",4,"4",1,3,1,12,,4,8,5,2015,
"66e743d7ae8f446ca798df3a8866240a",5,,1,7,1,5,6,3,14,2,2017,
"66f6953b20594a0d955d1292bf36b08a",1,"1",1,1,1,12,,36,6,5,1983,1
"66f6953b20594a0d955d1292bf36b08a",3,"3",2,3,1,12,,3,29,11,2015,
"6750c3cc37b642498b57fb36c11a0e28",1,"1",2,6,1,12,,32,98,9,1986,3
"6750c3cc37b642498b57fb36c11a0e28",2,"2",2,1,1,12,,37,6,4,1982,4
"6750c3cc37b642498b57fb36c11a0e28",3,"3",2,3,1,12,,19,14,4,2000,5
"6750c3cc37b642498b57fb36c11a0e28",4,"4",1,7,1,12,,14,28,2,2005,5
"6750c3cc37b642498b57fb36c11a0e28",5,"5",2,3,1,12,,11,16,4,2008,5
"6750c3cc37b642498b57fb36c11a0e28",6,"6",2,3,1,12,,21,14,4,1998,5
"6750c3cc37b642498b57fb36c11a0e28",7,"7",2,6,1,12,,32,98,98,1987,3
"6750c3cc37b642498b57fb36c11a0e28",8,"8",2,7,1,12,,15,14,4,2004,5
"679e74c6560540a292d380e324f47112",1,"1",2,1,1,12,,58,98,98,1961,3
"679e74c6560540a292d380e324f47112",2,"3",2,4,3,3,15,18,98,98,2001,5
"679e74c6560540a292d380e324f47112",3,"4",2,4,1,12,,12,9,10,2006,5
"679e74c6560540a292d380e324f47112",4,"5",2,4,1,12,,11,98,98,2008,5
"679ed90eab8f4803acf3f69c7e82cf8d",1,"##N/A##",2,1,1,12,,23,98,98,1997,1
"679ed90eab8f4803acf3f69c7e82cf8d",2,"##N/A##",1,2,1,12,,32,98,98,1988,1
"679ed90eab8f4803acf3f69c7e82cf8d",3,"##N/A##",1,3,1,12,,5,98,1,2015,
"679ed90eab8f4803acf3f69c7e82cf8d",4,"##N/A##",2,3,1,12,,3,98,2,2017,
"679ed90eab8f4803acf3f69c7e82cf8d",5,"##N/A##",1,3,1,12,,1,21,9,2018,
"67a2258d286147569f311ea185d309bb",1,"1",1,1,1,12,,26,13,10,1992,1
"67a2258d286147569f311ea185d309bb",2,"2",2,2,1,12,,22,98,98,1997,1
"67a2258d286147569f311ea185d309bb",3,"3",1,3,1,12,,5,10,2,2014,
"67a2258d286147569f311ea185d309bb",4,,1,3,1,12,,1,1,4,2018,
"67a814c6e3414b42a0c734cff8aa986f",1,"1",2,1,1,12,,66,23,12,1952,4
"67a814c6e3414b42a0c734cff8aa986f",2,"4",1,4,1,12,,15,98,12,2003,5
"67a814c6e3414b42a0c734cff8aa986f",3,"5",2,4,1,12,,13,98,5,2006,5
"67a814c6e3414b42a0c734cff8aa986f",4,"6",1,4,1,12,,8,98,5,2011,
"67ac2b319baf4ac9af655894c41dd2e4",1,"1",1,1,1,12,,77,10,2,1942,4
"67ac2b319baf4ac9af655894c41dd2e4",2,"3",2,3,1,12,,43,11,11,1975,3
"67ac2b319baf4ac9af655894c41dd2e4",3,"5",1,4,1,11,20,14,98,98,2005,5
"67ac2b319baf4ac9af655894c41dd2e4",4,"6",2,4,1,12,,13,98,98,2006,5
"67ac2b319baf4ac9af655894c41dd2e4",5,"14",2,3,2,7,13,30,98,8,1989,3
"67ac2b319baf4ac9af655894c41dd2e4",6,"15",2,4,1,12,,10,98,8,2009,5
"67ac2b319baf4ac9af655894c41dd2e4",7,"16",2,4,1,12,,9,98,98,2010,
"67ac2b319baf4ac9af655894c41dd2e4",9,"18",1,4,1,12,,20,1,7,1999,5
"67ac2b319baf4ac9af655894c41dd2e4",11,"22",2,8,1,12,,5,1,12,2013,
"67ac2b319baf4ac9af655894c41dd2e4",12,"24",1,4,1,12,,9,98,98,2010,
"67ac2b319baf4ac9af655894c41dd2e4",13,"25",2,4,1,12,,6,18,3,2013,
"67ac2b319baf4ac9af655894c41dd2e4",14,"26",2,4,1,12,,10,20,4,2009,5
"67b28ff134494d60b276d58a20d0e582",1,"1",1,1,1,12,,44,10,2,1975,2
"67b28ff134494d60b276d58a20d0e582",2,"2",2,2,1,12,,41,15,9,1977,2
"67b28ff134494d60b276d58a20d0e582",3,"3",2,3,2,12,,14,2,2,2005,5
"67b28ff134494d60b276d58a20d0e582",4,"4",1,3,1,12,,8,11,2,2011,
"67e02150be4149bc81bbc70a3f31cf13",2,"2",1,1,1,12,,49,98,9,1969,2
"67ee68d46cf24a4eb4ac4ed70a3ac6e2",1,"1",2,1,1,12,,40,98,98,1979,1
"67ee68d46cf24a4eb4ac4ed70a3ac6e2",2,"2",1,3,2,12,,12,98,98,2007,5
"67ee68d46cf24a4eb4ac4ed70a3ac6e2",3,"3",2,3,1,12,,10,98,98,2009,5
"67ee68d46cf24a4eb4ac4ed70a3ac6e2",4,"4",2,3,1,12,,5,98,4,2014,
"67ee68d46cf24a4eb4ac4ed70a3ac6e2",5,"5",2,3,1,12,,3,2,8,2016,
"67ee68d46cf24a4eb4ac4ed70a3ac6e2",6,,2,3,1,1,1,0,10,8,2019,
"67ee68d46cf24a4eb4ac4ed70a3ac6e2",7,,1,2,1,12,,42,98,98,1977,1
"67f2df2242fc4a6b9db7aa9955bd2950",1,"1",1,1,1,12,,46,98,98,1973,1
"67f2df2242fc4a6b9db7aa9955bd2950",2,"2",2,2,1,12,,39,98,2,1980,1
"67f2df2242fc4a6b9db7aa9955bd2950",3,"3",1,3,1,12,,23,20,7,1996,5
"67f2df2242fc4a6b9db7aa9955bd2950",4,"5",2,3,1,12,,18,20,12,2000,5
"67f2df2242fc4a6b9db7aa9955bd2950",5,"6",2,3,1,12,,16,5,3,2003,5
"67f2df2242fc4a6b9db7aa9955bd2950",6,"7",1,3,1,12,,14,3,5,2005,5
"67f2df2242fc4a6b9db7aa9955bd2950",7,"9",1,3,1,12,,12,20,7,2007,5
"67f2df2242fc4a6b9db7aa9955bd2950",8,"11",1,3,1,12,,9,1,2,2010,
"67f2df2242fc4a6b9db7aa9955bd2950",9,"12",2,3,1,12,,3,11,11,2016,
"680bc51df36446629a1541d620e0e0bb",1,"1",1,1,1,12,,47,98,98,1972,1
"680bc51df36446629a1541d620e0e0bb",2,"2",2,2,2,11,14,41,98,98,1978,1
"680bc51df36446629a1541d620e0e0bb",3,"3",1,3,2,11,14,20,27,11,1999,5
"680bc51df36446629a1541d620e0e0bb",4,"4",2,3,1,12,,16,98,2,2003,5
"680bc51df36446629a1541d620e0e0bb",6,"6",1,3,1,12,,8,6,2,2011,
"680bc51df36446629a1541d620e0e0bb",7,"7",1,3,1,12,,5,27,7,2014,
"680bc51df36446629a1541d620e0e0bb",8,"8",1,3,1,12,,6,15,2,2013,
"6868bd77f5f4458b91be5765df749a12",1,"1",2,1,1,12,,84,98,98,1935,4
"6868bd77f5f4458b91be5765df749a12",2,"3",1,4,2,12,,21,98,98,1998,5
"6868bd77f5f4458b91be5765df749a12",3,"4",1,4,1,12,,10,98,98,2009,5
"6868bd77f5f4458b91be5765df749a12",4,"6",2,4,1,12,,12,98,98,2007,5
"6868bd77f5f4458b91be5765df749a12",6,"8",2,8,1,12,,20,20,3,1999,1
"6868bd77f5f4458b91be5765df749a12",7,"9",1,8,1,12,,4,11,2,2015,
"6868bd77f5f4458b91be5765df749a12",8,"10",1,4,1,12,,1,12,6,2018,
"68783302c85f40daba8f4f3c72f9e103",1,"1",2,1,1,12,,56,98,98,1964,1
"68783302c85f40daba8f4f3c72f9e103",2,"2",1,2,1,12,,57,98,98,1963,1
"68783302c85f40daba8f4f3c72f9e103",3,,2,3,5,,,,,,,
"68783302c85f40daba8f4f3c72f9e103",5,,1,4,5,,,,,,,
"68783302c85f40daba8f4f3c72f9e103",6,,1,4,5,,,,,,,
"688da235db6e488dbd06928c99469fc2",1,"1",2,1,1,12,,36,98,11,1983,3
"688da235db6e488dbd06928c99469fc2",2,"2",1,3,1,12,,7,5,10,2012,
"688da235db6e488dbd06928c99469fc2",3,"3",2,3,1,12,,12,28,1,2008,5
"688da235db6e488dbd06928c99469fc2",4,,2,3,1,1,1,0,3,1,2020,
"68963103f88e40878fe865e4a0a1e544",1,"1",1,1,1,12,,33,98,98,1986,5
"68ae406a1dab46618e3e9d79e8665341",1,"1",1,1,1,12,,50,14,8,1968,2
"68ae406a1dab46618e3e9d79e8665341",2,"2",2,2,1,12,,46,98,98,1973,2
"68ae406a1dab46618e3e9d79e8665341",3,"3",1,3,1,12,,18,98,98,2001,5
"68ae406a1dab46618e3e9d79e8665341",4,"4",2,5,1,12,,69,24,8,1949,4
"68ae406a1dab46618e3e9d79e8665341",5,"5",1,8,1,12,,12,98,98,2007,5
"68ae406a1dab46618e3e9d79e8665341",6,"7",2,4,1,12,,5,24,11,2013,
"68b72aba7a5e4c678fa062f78ace3f55",1,"1",2,1,1,12,,31,8,2,1988,2
"68b72aba7a5e4c678fa062f78ace3f55",2,"2",1,3,1,12,,11,30,5,2008,5
"68b72aba7a5e4c678fa062f78ace3f55",3,"3",2,3,1,12,,9,11,2,2010,
"68b72aba7a5e4c678fa062f78ace3f55",4,"4",1,3,1,12,,7,8,7,2012,
"68b72aba7a5e4c678fa062f78ace3f55",5,"5",2,3,1,12,,5,21,11,2014,
"68bc682cc7354719a05d8bc39b570d0b",1,"1",1,1,1,12,,36,5,1,1984,3
"68bc682cc7354719a05d8bc39b570d0b",2,"2",2,5,1,12,,77,98,98,1943,3
"68bc682cc7354719a05d8bc39b570d0b",3,"3",1,3,1,12,,11,28,2,2009,5
"68bc682cc7354719a05d8bc39b570d0b",4,"4",2,3,1,12,,11,28,2,2009,5
"68bc682cc7354719a05d8bc39b570d0b",5,"5",2,3,4,4,7,15,98,6,2004,5
"68c06cbb82224e83bc49c837dc15fbfc",1,"1",1,1,1,12,,23,30,9,1995,1
"68c06cbb82224e83bc49c837dc15fbfc",2,"2",2,2,1,12,,21,98,98,1998,1
"68c06cbb82224e83bc49c837dc15fbfc",3,"3",2,3,1,12,,1,27,10,2017,
"68e7df4580f8452b8effc5be6975cb75",1,"1",1,1,1,12,,45,98,98,1975,1
"68e7df4580f8452b8effc5be6975cb75",3,"3",1,3,1,12,,16,6,2,2004,5
"68e7df4580f8452b8effc5be6975cb75",4,"4",1,3,1,12,,13,5,4,2006,5
"68e7df4580f8452b8effc5be6975cb75",5,"5",2,2,1,12,,40,11,4,1979,1
"68e7df4580f8452b8effc5be6975cb75",6,"6",1,3,1,12,,1,24,8,2018,
"68f60d1f894d471496e6a6be9d7baff5",1,"1",2,1,1,12,,48,25,5,1971,2
"68f60d1f894d471496e6a6be9d7baff5",2,"2",2,3,1,12,,22,23,6,1997,5
"68f60d1f894d471496e6a6be9d7baff5",3,"3",1,3,1,12,,19,14,6,2000,5
"68f60d1f894d471496e6a6be9d7baff5",4,"4",1,3,1,12,,15,16,6,2004,5
"68f60d1f894d471496e6a6be9d7baff5",5,"5",1,3,1,12,,13,24,8,2006,5
"68f60d1f894d471496e6a6be9d7baff5",6,"6",2,3,1,12,,26,19,10,1993,5
"68f60d1f894d471496e6a6be9d7baff5",7,"7",2,3,1,12,,8,6,4,2011,
"6903f35aa6d34bc5bd61ceb790941361",1,"1",1,1,1,12,,64,98,2,1955,1
"6903f35aa6d34bc5bd61ceb790941361",2,"2",2,2,1,12,,56,98,98,1964,1
"6903f35aa6d34bc5bd61ceb790941361",3,"5",2,3,1,12,,15,13,8,2004,5
"6903f35aa6d34bc5bd61ceb790941361",4,,1,4,1,12,,4,13,7,2015,
"694d8f1dc18e4712817b9b2e64a7177b",1,"1",2,8,1,12,,14,2,4,2005,5
"694d8f1dc18e4712817b9b2e64a7177b",2,"2",2,8,1,12,,12,17,4,2007,5
"694d8f1dc18e4712817b9b2e64a7177b",3,"3",1,1,1,12,,61,98,98,1959,1
"694d8f1dc18e4712817b9b2e64a7177b",4,"4",1,3,1,12,,5,19,7,2014,
"694d8f1dc18e4712817b9b2e64a7177b",5,"5",2,3,1,12,,3,1,3,2016,
"694d8f1dc18e4712817b9b2e64a7177b",6,"6",2,2,1,12,,31,98,98,1989,1
"694d8f1dc18e4712817b9b2e64a7177b",7,,1,3,1,4,1,0,3,10,2019,
"69834675fb3e4554981ed6cbf6bbcc72",1,"1",1,1,2,12,,23,25,12,1995,1
"69834675fb3e4554981ed6cbf6bbcc72",2,"2",2,2,1,12,,23,27,12,1995,1
"69834675fb3e4554981ed6cbf6bbcc72",3,"3",2,3,1,12,,3,9,10,2016,
"6994a5fe918e48f18877c32364358bb4",1,"1",1,2,1,5,12,33,6,8,1986,1
"6994a5fe918e48f18877c32364358bb4",2,"2",2,1,1,12,,29,4,6,1990,1
"6994a5fe918e48f18877c32364358bb4",3,"3",1,3,1,12,,10,19,9,2009,5
"6994a5fe918e48f18877c32364358bb4",4,"4",2,3,1,12,,7,5,8,2012,
"6994a5fe918e48f18877c32364358bb4",5,"5",2,3,1,12,,3,8,9,2016,
"6994a5fe918e48f18877c32364358bb4",6,"6",1,3,1,12,,1,10,3,2018,
"69c5d5ef10d04ac3931f47775a423bba",1,"2",1,1,1,12,,33,11,11,1985,1
"69c5d5ef10d04ac3931f47775a423bba",2,"3",2,2,1,12,,29,3,11,1989,1
"69c5d5ef10d04ac3931f47775a423bba",3,"4",1,3,1,12,,8,27,1,2011,
"69c5d5ef10d04ac3931f47775a423bba",4,"5",2,3,1,12,,4,23,11,2014,
"69c5d5ef10d04ac3931f47775a423bba",5,,1,3,1,0,1,0,17,4,2019,
"69cba3c8d881462d98673ee8ea6f89dd",1,"1",1,1,1,12,,27,5,6,1992,2
"69cba3c8d881462d98673ee8ea6f89dd",2,"2",2,2,1,12,,23,98,98,1996,2
"69cba3c8d881462d98673ee8ea6f89dd",3,"3",2,3,1,12,,6,30,5,2013,
"69cba3c8d881462d98673ee8ea6f89dd",4,"4",1,3,1,12,,4,17,10,2014,
"69cba3c8d881462d98673ee8ea6f89dd",5,"5",2,3,1,12,,2,19,5,2017,
"69ecf315d5b344818bce11d31aee850b",1,"1",1,1,1,12,,47,98,98,1973,1
"69ecf315d5b344818bce11d31aee850b",2,"2",2,2,1,12,,38,98,98,1982,1
"69ecf315d5b344818bce11d31aee850b",3,"3",1,3,2,10,15,20,25,10,1999,5
"69ecf315d5b344818bce11d31aee850b",4,"4",1,3,4,3,13,17,98,6,2002,5
"69ecf315d5b344818bce11d31aee850b",5,"5",1,3,1,12,,14,98,3,2005,5
"69ecf315d5b344818bce11d31aee850b",6,"6",1,3,1,12,,12,98,6,2007,5
"69ecf315d5b344818bce11d31aee850b",7,"7",2,3,4,1,15,10,98,6,2009,5
"6a059d75db964ac6a7860e236f1d62e2",1,"1",1,1,1,12,,60,98,2,1959,1
"6a059d75db964ac6a7860e236f1d62e2",2,"2",2,2,1,12,,36,98,98,1983,1
"6a059d75db964ac6a7860e236f1d62e2",4,"4",1,3,1,12,,14,31,12,2004,5
"6a059d75db964ac6a7860e236f1d62e2",5,"5",2,3,1,12,,11,27,12,2007,5
"6a059d75db964ac6a7860e236f1d62e2",6,"6",1,3,1,12,,8,21,1,2011,
"6a059d75db964ac6a7860e236f1d62e2",7,,2,5,1,12,,89,98,98,1930,4
"6a0ad261d8734847a093951f6df92289",2,"2",1,1,1,12,,29,30,5,1989,1
"6a0ffb46c7594e8f867113b86b225de7",1,"1",1,1,1,12,,50,98,12,1969,1
"6a0ffb46c7594e8f867113b86b225de7",2,"2",2,2,1,12,,43,98,12,1976,1
"6a0ffb46c7594e8f867113b86b225de7",4,"4",2,3,3,3,15,22,12,5,1997,5
"6a0ffb46c7594e8f867113b86b225de7",5,"5",1,3,1,12,,20,98,12,1999,5
"6a0ffb46c7594e8f867113b86b225de7",7,"7",2,3,4,12,,17,98,7,2002,5
"6a0ffb46c7594e8f867113b86b225de7",8,"8",1,4,1,12,,4,98,12,2015,
"6a0ffb46c7594e8f867113b86b225de7",9,"9",1,4,1,12,,10,98,98,2010,5
"6a0ffb46c7594e8f867113b86b225de7",10,"10",2,4,1,3,15,15,5,4,2005,5
"6a0ffb46c7594e8f867113b86b225de7",11,"11",2,4,1,12,,5,30,4,2014,
"6a0ffb46c7594e8f867113b86b225de7",12,"12",2,4,1,12,,9,29,3,2010,
"6a0ffb46c7594e8f867113b86b225de7",15,,2,4,1,12,,3,98,8,2016,
"6a3899b9c0624a688b55f57a70e98844",1,"1",1,1,1,12,,51,20,4,1968,1
"6a3899b9c0624a688b55f57a70e98844",2,"2",2,2,1,12,,43,10,9,1975,1
"6a3899b9c0624a688b55f57a70e98844",4,"7",1,3,4,12,,19,13,7,1999,5
"6a3899b9c0624a688b55f57a70e98844",5,"8",1,3,1,12,,16,10,2,2003,5
"6a3899b9c0624a688b55f57a70e98844",6,"9",2,3,1,12,,14,98,98,2005,5
"6a3899b9c0624a688b55f57a70e98844",7,"10",2,3,1,12,,13,4,5,2006,5
"6a3899b9c0624a688b55f57a70e98844",8,"11",2,3,1,12,,11,7,5,2008,5
"6a3899b9c0624a688b55f57a70e98844",9,"12",2,3,1,12,,8,24,7,2010,
"6a3899b9c0624a688b55f57a70e98844",10,"13",1,3,1,12,,6,24,10,2012,
"6a3899b9c0624a688b55f57a70e98844",11,"15",1,3,1,12,,4,4,3,2015,
"6a3899b9c0624a688b55f57a70e98844",12,"17",1,3,1,12,,1,30,6,2018,
"6a612ce1d9a8472bb5e94c7768b8e986",1,"1",1,1,1,12,,31,98,98,1988,1
"6a612ce1d9a8472bb5e94c7768b8e986",2,"2",2,2,1,12,,20,15,7,1999,1
"6a612ce1d9a8472bb5e94c7768b8e986",3,"3",1,3,1,12,,3,18,8,2016,
"6a6d97445bbe4a4380268d4104258eb4",1,"1",1,1,1,12,,52,6,5,1967,1
"6a6d97445bbe4a4380268d4104258eb4",2,"2",2,2,1,12,,47,98,98,1972,1
"6a6d97445bbe4a4380268d4104258eb4",4,"5",1,3,1,12,,12,11,6,2007,5
"6a6d97445bbe4a4380268d4104258eb4",5,"7",2,3,1,12,,6,28,1,2014,
"6a85d9e2d2fe4ffabdcd4bf78d6ae5b5",1,"1",2,1,1,12,,51,98,98,1968,4
"6a85d9e2d2fe4ffabdcd4bf78d6ae5b5",2,"3",1,3,1,12,,19,15,6,1999,5
"6a85d9e2d2fe4ffabdcd4bf78d6ae5b5",3,"5",1,3,1,12,,15,21,9,2003,5
"6a85d9e2d2fe4ffabdcd4bf78d6ae5b5",4,"6",2,3,1,1,6,11,11,8,2007,5
"6a85d9e2d2fe4ffabdcd4bf78d6ae5b5",5,,2,3,1,1,6,17,5,8,2001,5
"6a9afb18981c48a5be73377c0d912420",1,"1",1,1,1,12,,75,8,12,1944,1
"6a9afb18981c48a5be73377c0d912420",2,"2",2,2,1,12,,64,98,5,1955,1
"6a9afb18981c48a5be73377c0d912420",4,"5",2,4,1,12,,4,98,3,2015,
"6ab7c8435fc34e39af565fe19f4c5752",1,"1",1,1,1,12,,33,98,98,1986,1
"6ab7c8435fc34e39af565fe19f4c5752",2,"2",2,2,1,12,,32,23,6,1987,1
"6ab7c8435fc34e39af565fe19f4c5752",3,"3",2,3,1,12,,5,25,8,2013,
"6ab7c8435fc34e39af565fe19f4c5752",4,"4",1,3,1,12,,4,16,6,2015,
"6ae207f3fee341209153c784bc507ce4",1,"1",2,1,1,12,,47,98,98,1972,3
"6ae207f3fee341209153c784bc507ce4",4,"5",1,7,1,12,,17,98,98,2002,5
"6ae207f3fee341209153c784bc507ce4",6,"7",2,4,1,12,,16,98,98,2003,5
"6ae207f3fee341209153c784bc507ce4",7,"8",2,3,1,12,,17,98,98,2002,5
"6ae207f3fee341209153c784bc507ce4",8,"9",1,4,1,12,,13,98,98,2006,5
"6ae207f3fee341209153c784bc507ce4",9,"10",1,4,1,12,,12,98,98,2007,5
"6ae207f3fee341209153c784bc507ce4",11,,1,4,1,4,1,0,13,7,2019,
"6ae207f3fee341209153c784bc507ce4",12,,2,4,1,12,,5,98,10,2014,
"6ae207f3fee341209153c784bc507ce4",13,,2,4,1,12,,7,98,98,2012,
"6ae207f3fee341209153c784bc507ce4",14,,1,4,1,8,6,14,98,98,2005,5
"6ae207f3fee341209153c784bc507ce4",15,,1,4,1,8,6,14,98,98,2005,5
"6af42b34d72e4d4d828bc75bb0588c9c",1,"1",1,1,1,12,,43,98,98,1976,1
"6af42b34d72e4d4d828bc75bb0588c9c",2,"2",2,2,1,12,,30,14,7,1989,1
"6af42b34d72e4d4d828bc75bb0588c9c",3,"3",1,3,1,8,14,20,19,8,1999,5
"6af42b34d72e4d4d828bc75bb0588c9c",4,"4",1,3,1,12,,12,23,2,2007,5
"6af42b34d72e4d4d828bc75bb0588c9c",5,"5",2,3,1,12,,11,3,8,2008,5
"6af42b34d72e4d4d828bc75bb0588c9c",6,"6",1,3,1,12,,8,8,8,2011,
"6af42b34d72e4d4d828bc75bb0588c9c",7,"7",2,3,1,12,,6,19,9,2013,
"6af42b34d72e4d4d828bc75bb0588c9c",9,"9",1,3,1,12,,2,19,4,2017,
"6af42b34d72e4d4d828bc75bb0588c9c",10,,1,3,1,2,1,0,4,10,2019,
"6afeccda55f44876877e0095581e8bcf",1,"1",2,2,1,12,,34,9,10,1985,1
