"hhid","CEE01","CEE02","CEE02_1","CEE03"
"5e818374e9e4488eb630f8ce5d79f078","Interest on loans",808,2,
"5e818374e9e4488eb630f8ce5d79f078","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5e818374e9e4488eb630f8ce5d79f078","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5e818374e9e4488eb630f8ce5d79f078","Remittances, gifts, and other transfers",806,1,50000
"5e818374e9e4488eb630f8ce5d79f078","Property rates (taxes)",802,2,
"5e818374e9e4488eb630f8ce5d79f078","Pension and social security payments",805,2,
"5e818374e9e4488eb630f8ce5d79f078","Funerals and other social functions",807,1,20000
"5e818374e9e4488eb630f8ce5d79f078","Local Service tax",804,2,
"5e818374e9e4488eb630f8ce5d79f078","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5e818374e9e4488eb630f8ce5d79f078","Income tax",801,2,
"5e9b65cb627c420eaf4fd79f57eef14d","Funerals and other social functions",807,1,30000
"5e9b65cb627c420eaf4fd79f57eef14d","Local Service tax",804,2,
"5e9b65cb627c420eaf4fd79f57eef14d","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5e9b65cb627c420eaf4fd79f57eef14d","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5e9b65cb627c420eaf4fd79f57eef14d","Income tax",801,2,
"5e9b65cb627c420eaf4fd79f57eef14d","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5e9b65cb627c420eaf4fd79f57eef14d","Property rates (taxes)",802,2,
"5e9b65cb627c420eaf4fd79f57eef14d","Interest on loans",808,2,
"5e9b65cb627c420eaf4fd79f57eef14d","Remittances, gifts, and other transfers",806,2,
"5e9b65cb627c420eaf4fd79f57eef14d","Pension and social security payments",805,2,
"5ecb5a1f88f8468e9cf84db23afd0785","Interest on loans",808,2,
"5ecb5a1f88f8468e9cf84db23afd0785","Pension and social security payments",805,2,
"5ecb5a1f88f8468e9cf84db23afd0785","Property rates (taxes)",802,2,
"5ecb5a1f88f8468e9cf84db23afd0785","Funerals and other social functions",807,1,50000
"5ecb5a1f88f8468e9cf84db23afd0785","Local Service tax",804,2,
"5ecb5a1f88f8468e9cf84db23afd0785","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5ecb5a1f88f8468e9cf84db23afd0785","Remittances, gifts, and other transfers",806,1,30000
"5ecb5a1f88f8468e9cf84db23afd0785","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5ecb5a1f88f8468e9cf84db23afd0785","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5ecb5a1f88f8468e9cf84db23afd0785","Income tax",801,2,
"5ee0b80d645a49f297f9f08261dc816a","Interest on loans",808,2,
"5ee0b80d645a49f297f9f08261dc816a","Property rates (taxes)",802,2,
"5ee0b80d645a49f297f9f08261dc816a","Income tax",801,1,600000
"5ee0b80d645a49f297f9f08261dc816a","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5ee0b80d645a49f297f9f08261dc816a","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5ee0b80d645a49f297f9f08261dc816a","Local Service tax",804,1,400000
"5ee0b80d645a49f297f9f08261dc816a","Pension and social security payments",805,2,
"5ee0b80d645a49f297f9f08261dc816a","Funerals and other social functions",807,1,1000000
"5ee0b80d645a49f297f9f08261dc816a","Remittances, gifts, and other transfers",806,1,1000000
"5ee0b80d645a49f297f9f08261dc816a","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5ef5d94ba15045b79d5e9a9e42a62d29","Interest on loans",808,2,
"5ef5d94ba15045b79d5e9a9e42a62d29","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5ef5d94ba15045b79d5e9a9e42a62d29","Remittances, gifts, and other transfers",806,2,
"5ef5d94ba15045b79d5e9a9e42a62d29","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5ef5d94ba15045b79d5e9a9e42a62d29","Funerals and other social functions",807,1,20000
"5ef5d94ba15045b79d5e9a9e42a62d29","Local Service tax",804,2,
"5ef5d94ba15045b79d5e9a9e42a62d29","Property rates (taxes)",802,2,
"5ef5d94ba15045b79d5e9a9e42a62d29","Pension and social security payments",805,2,
"5ef5d94ba15045b79d5e9a9e42a62d29","Income tax",801,2,
"5ef5d94ba15045b79d5e9a9e42a62d29","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5f009fa909694fed9d9b761769e74b87","Remittances, gifts, and other transfers",806,1,250000
"5f009fa909694fed9d9b761769e74b87","Pension and social security payments",805,2,
"5f009fa909694fed9d9b761769e74b87","Funerals and other social functions",807,1,50000
"5f009fa909694fed9d9b761769e74b87","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5f009fa909694fed9d9b761769e74b87","Income tax",801,2,
"5f009fa909694fed9d9b761769e74b87","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5f009fa909694fed9d9b761769e74b87","Local Service tax",804,2,
"5f009fa909694fed9d9b761769e74b87","Interest on loans",808,2,
"5f009fa909694fed9d9b761769e74b87","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5f009fa909694fed9d9b761769e74b87","Property rates (taxes)",802,2,
"5f08bbbd7d5941f3b0a9b8dde475c055","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5f08bbbd7d5941f3b0a9b8dde475c055","Local Service tax",804,2,
"5f08bbbd7d5941f3b0a9b8dde475c055","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5f08bbbd7d5941f3b0a9b8dde475c055","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5f08bbbd7d5941f3b0a9b8dde475c055","Property rates (taxes)",802,2,
"5f08bbbd7d5941f3b0a9b8dde475c055","Remittances, gifts, and other transfers",806,2,
"5f08bbbd7d5941f3b0a9b8dde475c055","Pension and social security payments",805,2,
"5f08bbbd7d5941f3b0a9b8dde475c055","Interest on loans",808,2,
"5f08bbbd7d5941f3b0a9b8dde475c055","Funerals and other social functions",807,1,120000
"5f08bbbd7d5941f3b0a9b8dde475c055","Income tax",801,2,
"5f0f3440dce64304adae6320591f97b2","Interest on loans",808,2,
"5f0f3440dce64304adae6320591f97b2","Local Service tax",804,2,
"5f0f3440dce64304adae6320591f97b2","Remittances, gifts, and other transfers",806,2,
"5f0f3440dce64304adae6320591f97b2","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5f0f3440dce64304adae6320591f97b2","Income tax",801,2,
"5f0f3440dce64304adae6320591f97b2","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5f0f3440dce64304adae6320591f97b2","Property rates (taxes)",802,2,
"5f0f3440dce64304adae6320591f97b2","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5f0f3440dce64304adae6320591f97b2","Pension and social security payments",805,2,
"5f0f3440dce64304adae6320591f97b2","Funerals and other social functions",807,1,70000
"5f2ba89b5c81476581d875475ae4a505","Interest on loans",808,2,
"5f2ba89b5c81476581d875475ae4a505","Funerals and other social functions",807,1,25000
"5f2ba89b5c81476581d875475ae4a505","Local Service tax",804,2,
"5f2ba89b5c81476581d875475ae4a505","Property rates (taxes)",802,2,
"5f2ba89b5c81476581d875475ae4a505","Pension and social security payments",805,2,
"5f2ba89b5c81476581d875475ae4a505","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5f2ba89b5c81476581d875475ae4a505","Income tax",801,2,
"5f2ba89b5c81476581d875475ae4a505","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5f2ba89b5c81476581d875475ae4a505","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5f2ba89b5c81476581d875475ae4a505","Remittances, gifts, and other transfers",806,2,
"5f4b039ce2be46bd9d4740d4f7f4ec3a","Property rates (taxes)",802,2,
"5f4b039ce2be46bd9d4740d4f7f4ec3a","Pension and social security payments",805,2,
"5f4b039ce2be46bd9d4740d4f7f4ec3a","Funerals and other social functions",807,2,
"5f4b039ce2be46bd9d4740d4f7f4ec3a","Local Service tax",804,2,
"5f4b039ce2be46bd9d4740d4f7f4ec3a","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5f4b039ce2be46bd9d4740d4f7f4ec3a","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5f4b039ce2be46bd9d4740d4f7f4ec3a","Income tax",801,2,
"5f4b039ce2be46bd9d4740d4f7f4ec3a","Remittances, gifts, and other transfers",806,1,450000
"5f4b039ce2be46bd9d4740d4f7f4ec3a","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5f4b039ce2be46bd9d4740d4f7f4ec3a","Interest on loans",808,2,
"5fb6d1c3ec3d442a908f8897863fa69f","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5fb6d1c3ec3d442a908f8897863fa69f","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5fb6d1c3ec3d442a908f8897863fa69f","Property rates (taxes)",802,2,
"5fb6d1c3ec3d442a908f8897863fa69f","Local Service tax",804,2,
"5fb6d1c3ec3d442a908f8897863fa69f","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5fb6d1c3ec3d442a908f8897863fa69f","Interest on loans",808,2,
"5fb6d1c3ec3d442a908f8897863fa69f","Remittances, gifts, and other transfers",806,1,60000
"5fb6d1c3ec3d442a908f8897863fa69f","Income tax",801,2,
"5fb6d1c3ec3d442a908f8897863fa69f","Funerals and other social functions",807,1,5000
"5fb6d1c3ec3d442a908f8897863fa69f","Pension and social security payments",805,2,
"5fc545f8e5084965b9cbe407a2600ee4","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5fc545f8e5084965b9cbe407a2600ee4","Funerals and other social functions",807,1,40000
"5fc545f8e5084965b9cbe407a2600ee4","Income tax",801,2,
"5fc545f8e5084965b9cbe407a2600ee4","Interest on loans",808,2,
"5fc545f8e5084965b9cbe407a2600ee4","Local Service tax",804,2,
"5fc545f8e5084965b9cbe407a2600ee4","Pension and social security payments",805,2,
"5fc545f8e5084965b9cbe407a2600ee4","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5fc545f8e5084965b9cbe407a2600ee4","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5fc545f8e5084965b9cbe407a2600ee4","Property rates (taxes)",802,2,
"5fc545f8e5084965b9cbe407a2600ee4","Remittances, gifts, and other transfers",806,1,40000
"5ffff62b5d4a470896c790fb7331e63c","Interest on loans",808,2,
"5ffff62b5d4a470896c790fb7331e63c","Local Service tax",804,2,
"5ffff62b5d4a470896c790fb7331e63c","Property rates (taxes)",802,2,
"5ffff62b5d4a470896c790fb7331e63c","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"5ffff62b5d4a470896c790fb7331e63c","Remittances, gifts, and other transfers",806,1,300000
"5ffff62b5d4a470896c790fb7331e63c","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"5ffff62b5d4a470896c790fb7331e63c","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"5ffff62b5d4a470896c790fb7331e63c","Income tax",801,2,
"5ffff62b5d4a470896c790fb7331e63c","Funerals and other social functions",807,2,
"5ffff62b5d4a470896c790fb7331e63c","Pension and social security payments",805,2,
"60197d53be4a494985db1dda55982736","Interest on loans",808,2,
"60197d53be4a494985db1dda55982736","Property rates (taxes)",802,2,
"60197d53be4a494985db1dda55982736","Remittances, gifts, and other transfers",806,2,
"60197d53be4a494985db1dda55982736","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"60197d53be4a494985db1dda55982736","Income tax",801,2,
"60197d53be4a494985db1dda55982736","Local Service tax",804,2,
"60197d53be4a494985db1dda55982736","Funerals and other social functions",807,1,5000
"60197d53be4a494985db1dda55982736","Pension and social security payments",805,2,
"60197d53be4a494985db1dda55982736","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"60197d53be4a494985db1dda55982736","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"602143aebcd74b7eb48f9056e228dd36","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"602143aebcd74b7eb48f9056e228dd36","Funerals and other social functions",807,1,5000
"602143aebcd74b7eb48f9056e228dd36","Pension and social security payments",805,2,
"602143aebcd74b7eb48f9056e228dd36","Income tax",801,2,
"602143aebcd74b7eb48f9056e228dd36","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"602143aebcd74b7eb48f9056e228dd36","Local Service tax",804,2,
"602143aebcd74b7eb48f9056e228dd36","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"602143aebcd74b7eb48f9056e228dd36","Property rates (taxes)",802,2,
"602143aebcd74b7eb48f9056e228dd36","Interest on loans",808,2,
"602143aebcd74b7eb48f9056e228dd36","Remittances, gifts, and other transfers",806,2,
"602895c09f314481abbc338227d3bf5f","Funerals and other social functions",807,1,100000
"602895c09f314481abbc338227d3bf5f","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"602895c09f314481abbc338227d3bf5f","Remittances, gifts, and other transfers",806,1,20000
"602895c09f314481abbc338227d3bf5f","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"602895c09f314481abbc338227d3bf5f","Property rates (taxes)",802,2,
"602895c09f314481abbc338227d3bf5f","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"602895c09f314481abbc338227d3bf5f","Pension and social security payments",805,2,
"602895c09f314481abbc338227d3bf5f","Interest on loans",808,2,
"602895c09f314481abbc338227d3bf5f","Local Service tax",804,2,
"602895c09f314481abbc338227d3bf5f","Income tax",801,2,
"603a433319b64c70b6c3ffbdcf7f9a53","Interest on loans",808,2,
"603a433319b64c70b6c3ffbdcf7f9a53","Property rates (taxes)",802,2,
"603a433319b64c70b6c3ffbdcf7f9a53","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"603a433319b64c70b6c3ffbdcf7f9a53","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"603a433319b64c70b6c3ffbdcf7f9a53","Income tax",801,2,
"603a433319b64c70b6c3ffbdcf7f9a53","Local Service tax",804,2,
"603a433319b64c70b6c3ffbdcf7f9a53","Remittances, gifts, and other transfers",806,2,
"603a433319b64c70b6c3ffbdcf7f9a53","Pension and social security payments",805,2,
"603a433319b64c70b6c3ffbdcf7f9a53","Funerals and other social functions",807,1,5000
"603a433319b64c70b6c3ffbdcf7f9a53","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"605a80f1f3434075bb2e27a39110f431","Property rates (taxes)",802,2,
"605a80f1f3434075bb2e27a39110f431","Local Service tax",804,2,
"605a80f1f3434075bb2e27a39110f431","Interest on loans",808,2,
"605a80f1f3434075bb2e27a39110f431","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"605a80f1f3434075bb2e27a39110f431","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"605a80f1f3434075bb2e27a39110f431","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"605a80f1f3434075bb2e27a39110f431","Funerals and other social functions",807,1,40000
"605a80f1f3434075bb2e27a39110f431","Income tax",801,2,
"605a80f1f3434075bb2e27a39110f431","Pension and social security payments",805,2,
"605a80f1f3434075bb2e27a39110f431","Remittances, gifts, and other transfers",806,2,
"608928f2ffd348edade81a02091176be","Local Service tax",804,2,
"608928f2ffd348edade81a02091176be","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"608928f2ffd348edade81a02091176be","Remittances, gifts, and other transfers",806,2,
"608928f2ffd348edade81a02091176be","Pension and social security payments",805,2,
"608928f2ffd348edade81a02091176be","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"608928f2ffd348edade81a02091176be","Funerals and other social functions",807,1,50000
"608928f2ffd348edade81a02091176be","Income tax",801,2,
"608928f2ffd348edade81a02091176be","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"608928f2ffd348edade81a02091176be","Interest on loans",808,2,
"608928f2ffd348edade81a02091176be","Property rates (taxes)",802,2,
"608dd2f241e94df6ad75d3d2dfd1b38c","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"608dd2f241e94df6ad75d3d2dfd1b38c","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"608dd2f241e94df6ad75d3d2dfd1b38c","Remittances, gifts, and other transfers",806,2,
"608dd2f241e94df6ad75d3d2dfd1b38c","Interest on loans",808,2,
"608dd2f241e94df6ad75d3d2dfd1b38c","Funerals and other social functions",807,1,30000
"608dd2f241e94df6ad75d3d2dfd1b38c","Pension and social security payments",805,2,
"608dd2f241e94df6ad75d3d2dfd1b38c","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"608dd2f241e94df6ad75d3d2dfd1b38c","Local Service tax",804,2,
"608dd2f241e94df6ad75d3d2dfd1b38c","Property rates (taxes)",802,2,
"608dd2f241e94df6ad75d3d2dfd1b38c","Income tax",801,2,
"60a52d7677314b03b7aabc5037fe5343","Pension and social security payments",805,2,
"60a52d7677314b03b7aabc5037fe5343","Income tax",801,2,
"60a52d7677314b03b7aabc5037fe5343","Remittances, gifts, and other transfers",806,2,
"60a52d7677314b03b7aabc5037fe5343","Interest on loans",808,2,
"60a52d7677314b03b7aabc5037fe5343","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"60a52d7677314b03b7aabc5037fe5343","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"60a52d7677314b03b7aabc5037fe5343","Funerals and other social functions",807,1,12000
"60a52d7677314b03b7aabc5037fe5343","Local Service tax",804,2,
"60a52d7677314b03b7aabc5037fe5343","Property rates (taxes)",802,2,
"60a52d7677314b03b7aabc5037fe5343","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"60afd070725d446c9fda829646f934af","Income tax",801,2,
"60afd070725d446c9fda829646f934af","Interest on loans",808,2,
"60afd070725d446c9fda829646f934af","Remittances, gifts, and other transfers",806,2,
"60afd070725d446c9fda829646f934af","Funerals and other social functions",807,1,12000
"60afd070725d446c9fda829646f934af","Pension and social security payments",805,2,
"60afd070725d446c9fda829646f934af","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"60afd070725d446c9fda829646f934af","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"60afd070725d446c9fda829646f934af","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"60afd070725d446c9fda829646f934af","Local Service tax",804,2,
"60afd070725d446c9fda829646f934af","Property rates (taxes)",802,2,
"60e1b38ddda44d5ab2ab4d4fad733c24","Property rates (taxes)",802,2,
"60e1b38ddda44d5ab2ab4d4fad733c24","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"60e1b38ddda44d5ab2ab4d4fad733c24","Income tax",801,2,
"60e1b38ddda44d5ab2ab4d4fad733c24","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"60e1b38ddda44d5ab2ab4d4fad733c24","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"60e1b38ddda44d5ab2ab4d4fad733c24","Pension and social security payments",805,2,
"60e1b38ddda44d5ab2ab4d4fad733c24","Local Service tax",804,2,
"60e1b38ddda44d5ab2ab4d4fad733c24","Interest on loans",808,2,
"60e1b38ddda44d5ab2ab4d4fad733c24","Funerals and other social functions",807,1,40000
"60e1b38ddda44d5ab2ab4d4fad733c24","Remittances, gifts, and other transfers",806,1,500000
"60eb8eacf39e4bf58d3f0aa091c629d9","Funerals and other social functions",807,1,8000
"60eb8eacf39e4bf58d3f0aa091c629d9","Income tax",801,2,
"60eb8eacf39e4bf58d3f0aa091c629d9","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"60eb8eacf39e4bf58d3f0aa091c629d9","Remittances, gifts, and other transfers",806,2,
"60eb8eacf39e4bf58d3f0aa091c629d9","Property rates (taxes)",802,2,
"60eb8eacf39e4bf58d3f0aa091c629d9","Local Service tax",804,2,
"60eb8eacf39e4bf58d3f0aa091c629d9","Pension and social security payments",805,2,
"60eb8eacf39e4bf58d3f0aa091c629d9","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"60eb8eacf39e4bf58d3f0aa091c629d9","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"60eb8eacf39e4bf58d3f0aa091c629d9","Interest on loans",808,2,
"61051cb9f67c4f9e9669a4aed1fa9c2a","Property rates (taxes)",802,2,
"61051cb9f67c4f9e9669a4aed1fa9c2a","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"61051cb9f67c4f9e9669a4aed1fa9c2a","Funerals and other social functions",807,1,30000
"61051cb9f67c4f9e9669a4aed1fa9c2a","Interest on loans",808,2,
"61051cb9f67c4f9e9669a4aed1fa9c2a","Income tax",801,2,
"61051cb9f67c4f9e9669a4aed1fa9c2a","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"61051cb9f67c4f9e9669a4aed1fa9c2a","Local Service tax",804,2,
"61051cb9f67c4f9e9669a4aed1fa9c2a","Remittances, gifts, and other transfers",806,2,
"61051cb9f67c4f9e9669a4aed1fa9c2a","Pension and social security payments",805,2,
"61051cb9f67c4f9e9669a4aed1fa9c2a","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"61099aa11f1e47bea206ce7b43dcf1b4","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"61099aa11f1e47bea206ce7b43dcf1b4","Income tax",801,2,
"61099aa11f1e47bea206ce7b43dcf1b4","Property rates (taxes)",802,2,
"61099aa11f1e47bea206ce7b43dcf1b4","Local Service tax",804,2,
"61099aa11f1e47bea206ce7b43dcf1b4","Remittances, gifts, and other transfers",806,1,70000
"61099aa11f1e47bea206ce7b43dcf1b4","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"61099aa11f1e47bea206ce7b43dcf1b4","Funerals and other social functions",807,1,30000
"61099aa11f1e47bea206ce7b43dcf1b4","Pension and social security payments",805,2,
"61099aa11f1e47bea206ce7b43dcf1b4","Interest on loans",808,2,
"61099aa11f1e47bea206ce7b43dcf1b4","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"611d28e0e8354eb2badd6faa64c6b162","Local Service tax",804,2,
"611d28e0e8354eb2badd6faa64c6b162","Funerals and other social functions",807,1,15000
"611d28e0e8354eb2badd6faa64c6b162","Remittances, gifts, and other transfers",806,2,
"611d28e0e8354eb2badd6faa64c6b162","Interest on loans",808,2,
"611d28e0e8354eb2badd6faa64c6b162","Property rates (taxes)",802,2,
"611d28e0e8354eb2badd6faa64c6b162","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"611d28e0e8354eb2badd6faa64c6b162","Income tax",801,2,
"611d28e0e8354eb2badd6faa64c6b162","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"611d28e0e8354eb2badd6faa64c6b162","Pension and social security payments",805,2,
"611d28e0e8354eb2badd6faa64c6b162","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"6122f2c9a36d4b4a97ff62cb9f86a984","Property rates (taxes)",802,2,
"6122f2c9a36d4b4a97ff62cb9f86a984","Remittances, gifts, and other transfers",806,1,20000
"6122f2c9a36d4b4a97ff62cb9f86a984","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"6122f2c9a36d4b4a97ff62cb9f86a984","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"6122f2c9a36d4b4a97ff62cb9f86a984","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"6122f2c9a36d4b4a97ff62cb9f86a984","Interest on loans",808,2,
"6122f2c9a36d4b4a97ff62cb9f86a984","Pension and social security payments",805,2,
"6122f2c9a36d4b4a97ff62cb9f86a984","Funerals and other social functions",807,1,130000
"6122f2c9a36d4b4a97ff62cb9f86a984","Income tax",801,2,
"6122f2c9a36d4b4a97ff62cb9f86a984","Local Service tax",804,2,
"616d8a138a77486ebed79896b96d4e0e","Property rates (taxes)",802,2,
"616d8a138a77486ebed79896b96d4e0e","Remittances, gifts, and other transfers",806,2,
"616d8a138a77486ebed79896b96d4e0e","Interest on loans",808,1,5000
"616d8a138a77486ebed79896b96d4e0e","Funerals and other social functions",807,2,
"616d8a138a77486ebed79896b96d4e0e","Pension and social security payments",805,2,
"616d8a138a77486ebed79896b96d4e0e","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"616d8a138a77486ebed79896b96d4e0e","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"616d8a138a77486ebed79896b96d4e0e","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"616d8a138a77486ebed79896b96d4e0e","Local Service tax",804,2,
"616d8a138a77486ebed79896b96d4e0e","Income tax",801,2,
"6187ae6cb3654b16922522db328cb2f8","Property rates (taxes)",802,2,
"6187ae6cb3654b16922522db328cb2f8","Income tax",801,2,
"6187ae6cb3654b16922522db328cb2f8","Pension and social security payments",805,2,
"6187ae6cb3654b16922522db328cb2f8","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"6187ae6cb3654b16922522db328cb2f8","Local Service tax",804,2,
"6187ae6cb3654b16922522db328cb2f8","Funerals and other social functions",807,1,200000
"6187ae6cb3654b16922522db328cb2f8","Remittances, gifts, and other transfers",806,2,
"6187ae6cb3654b16922522db328cb2f8","Others (like subscriptions, interest to consumer debts, etc.)",809,1,144000
"6187ae6cb3654b16922522db328cb2f8","Interest on loans",808,2,
"6187ae6cb3654b16922522db328cb2f8","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"619fef57a78c447baf37a50fa34915b5","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"619fef57a78c447baf37a50fa34915b5","Funerals and other social functions",807,1,5000
"619fef57a78c447baf37a50fa34915b5","Interest on loans",808,2,
"619fef57a78c447baf37a50fa34915b5","Property rates (taxes)",802,2,
"619fef57a78c447baf37a50fa34915b5","Remittances, gifts, and other transfers",806,1,28000
"619fef57a78c447baf37a50fa34915b5","Local Service tax",804,2,
"619fef57a78c447baf37a50fa34915b5","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"619fef57a78c447baf37a50fa34915b5","Income tax",801,2,
"619fef57a78c447baf37a50fa34915b5","Pension and social security payments",805,2,
