"hhid","s10q13","s10q14","s10q15a","s10q15b","s10q15c","s10q16","s10q17a","s10q17b","s10q17c"
"65deaa19d2694ea4bc751f9ed444c2b6",9,2,,,,,,,
"65deaa19d2694ea4bc751f9ed444c2b6",4,2,,,,,,,
"65deaa19d2694ea4bc751f9ed444c2b6",5,2,,,,,,,
"65deaa19d2694ea4bc751f9ed444c2b6",2,2,,,,,,,
"65deaa19d2694ea4bc751f9ed444c2b6",7,1,2,1,2,,,,
"66680e3225a443c3a67b5aaf028ae98a",7,2,,,,,,,
"66680e3225a443c3a67b5aaf028ae98a",9,1,,1,,3,1000,,
"66680e3225a443c3a67b5aaf028ae98a",4,2,,,,,,,
"66680e3225a443c3a67b5aaf028ae98a",8,2,,,,,,,
"66680e3225a443c3a67b5aaf028ae98a",6,2,,,,,,,
"66680e3225a443c3a67b5aaf028ae98a",2,2,,,,,,,
"66680e3225a443c3a67b5aaf028ae98a",3,2,,,,,,,
"66680e3225a443c3a67b5aaf028ae98a",1,1,1,2,2,5,,,
"66680e3225a443c3a67b5aaf028ae98a",5,2,,,,,,,
"66713c3781bc4160b16041bce254320e",4,1,1,2,2,1,12000,4,2
"66713c3781bc4160b16041bce254320e",8,2,,,,,,,
"66713c3781bc4160b16041bce254320e",7,1,2,1,2,,,,
"66713c3781bc4160b16041bce254320e",9,2,,,,,,,
"66713c3781bc4160b16041bce254320e",6,1,2,2,1,2,4000,4,13
"66713c3781bc4160b16041bce254320e",1,1,1,2,2,5,,,
"66713c3781bc4160b16041bce254320e",3,1,1,2,2,5,,,
"66713c3781bc4160b16041bce254320e",2,2,,,,,,,
"66713c3781bc4160b16041bce254320e",5,2,,,,,,,
"66791e53847547b8be21995e63de09b5",1,1,1,2,2,6,,,
"66791e53847547b8be21995e63de09b5",9,2,,,,,,,
"66791e53847547b8be21995e63de09b5",4,2,,,,,,,
"66791e53847547b8be21995e63de09b5",8,2,,,,,,,
"66791e53847547b8be21995e63de09b5",7,1,2,1,2,,,,
"66791e53847547b8be21995e63de09b5",6,2,,,,,,,
"66791e53847547b8be21995e63de09b5",5,2,,,,,,,
"66791e53847547b8be21995e63de09b5",2,2,,,,,,,
"66791e53847547b8be21995e63de09b5",3,1,1,2,2,5,,,
"6686f6e3cf9d436da6bae365c9525606",4,2,,,,,,,
"6686f6e3cf9d436da6bae365c9525606",5,2,,,,,,,
"6686f6e3cf9d436da6bae365c9525606",2,2,,,,,,,
"6686f6e3cf9d436da6bae365c9525606",6,1,1,2,2,2,30000,0.5,6
"6686f6e3cf9d436da6bae365c9525606",7,2,,,,,,,
"6686f6e3cf9d436da6bae365c9525606",1,1,1,2,2,6,,,
"6686f6e3cf9d436da6bae365c9525606",3,2,,,,,,,
"6686f6e3cf9d436da6bae365c9525606",8,1,2,1,2,,,,
"6686f6e3cf9d436da6bae365c9525606",9,2,,,,,,,
"6697172032684ac2abc2b9e1e93dd50c",2,2,,,,,,,
"6697172032684ac2abc2b9e1e93dd50c",9,2,,,,,,,
"6697172032684ac2abc2b9e1e93dd50c",3,2,,,,,,,
"6697172032684ac2abc2b9e1e93dd50c",4,2,,,,,,,
"6697172032684ac2abc2b9e1e93dd50c",8,1,2,1,2,,,,
"6697172032684ac2abc2b9e1e93dd50c",1,2,,,,,,,
"6697172032684ac2abc2b9e1e93dd50c",5,2,,,,,,,
"6697172032684ac2abc2b9e1e93dd50c",7,2,,,,,,,
"6697172032684ac2abc2b9e1e93dd50c",6,1,1,2,2,2,90000,30,9
"66abd4724ed4491da204f92b700f0558",9,2,,,,,,,
"66abd4724ed4491da204f92b700f0558",8,1,2,1,2,,,,
"66abd4724ed4491da204f92b700f0558",1,1,1,2,2,6,,,
"66abd4724ed4491da204f92b700f0558",2,2,,,,,,,
"66abd4724ed4491da204f92b700f0558",7,2,,,,,,,
"66abd4724ed4491da204f92b700f0558",3,2,,,,,,,
"66abd4724ed4491da204f92b700f0558",5,2,,,,,,,
"66abd4724ed4491da204f92b700f0558",6,1,1,2,2,2,30000,1,96
"66abd4724ed4491da204f92b700f0558",4,2,,,,,,,
"66d541e5feec4463adedacc263388cf3",1,2,,,,,,,
"66d541e5feec4463adedacc263388cf3",8,2,,,,,,,
"66d541e5feec4463adedacc263388cf3",5,2,,,,,,,
"66d541e5feec4463adedacc263388cf3",9,2,,,,,,,
"66d541e5feec4463adedacc263388cf3",4,2,,,,,,,
"66d541e5feec4463adedacc263388cf3",7,2,,,,,,,
"66d541e5feec4463adedacc263388cf3",3,2,,,,,,,
"66d541e5feec4463adedacc263388cf3",6,1,1,2,2,3,15000,1,13
"66d541e5feec4463adedacc263388cf3",2,2,,,,,,,
"66e1c4f319084f15a4ea9e9dcb324903",3,2,,,,,,,
"66e1c4f319084f15a4ea9e9dcb324903",7,1,2,1,2,,,,
"66e1c4f319084f15a4ea9e9dcb324903",6,2,,,,,,,
"66e1c4f319084f15a4ea9e9dcb324903",2,2,,,,,,,
"66e1c4f319084f15a4ea9e9dcb324903",9,2,,,,,,,
"66e1c4f319084f15a4ea9e9dcb324903",5,2,,,,,,,
"66e1c4f319084f15a4ea9e9dcb324903",4,2,,,,,,,
"66e1c4f319084f15a4ea9e9dcb324903",8,2,,,,,,,
"66e1c4f319084f15a4ea9e9dcb324903",1,1,1,2,1,6,,,
"66e203a6003746b782041eacecdc08f5",1,1,1,2,2,6,,,
"66e203a6003746b782041eacecdc08f5",6,2,,,,,,,
"66e203a6003746b782041eacecdc08f5",9,2,,,,,,,
"66e203a6003746b782041eacecdc08f5",5,2,,,,,,,
"66e203a6003746b782041eacecdc08f5",7,1,2,1,2,,,,
"66e203a6003746b782041eacecdc08f5",4,2,,,,,,,
"66e203a6003746b782041eacecdc08f5",3,2,,,,,,,
"66e203a6003746b782041eacecdc08f5",2,2,,,,,,,
"66e203a6003746b782041eacecdc08f5",8,2,,,,,,,
"66e6285d7e7e482695dbb70d7396bad6",3,2,,,,,,,
"66e6285d7e7e482695dbb70d7396bad6",8,1,1,1,2,,,,
"66e6285d7e7e482695dbb70d7396bad6",1,2,,,,,,,
"66e6285d7e7e482695dbb70d7396bad6",4,2,,,,,,,
"66e6285d7e7e482695dbb70d7396bad6",9,2,,,,,,,
"66e6285d7e7e482695dbb70d7396bad6",5,2,,,,,,,
"66e6285d7e7e482695dbb70d7396bad6",2,2,,,,,,,
"66e6285d7e7e482695dbb70d7396bad6",6,1,1,2,1,2,75000,0.75,7
"66e6285d7e7e482695dbb70d7396bad6",7,2,,,,,,,
"66e743d7ae8f446ca798df3a8866240a",1,1,1,2,2,2,10000,4,19
"66e743d7ae8f446ca798df3a8866240a",9,2,,,,,,,
"66e743d7ae8f446ca798df3a8866240a",3,2,,,,,,,
"66e743d7ae8f446ca798df3a8866240a",6,2,,,,,,,
"66e743d7ae8f446ca798df3a8866240a",7,1,2,1,2,,,,
"66e743d7ae8f446ca798df3a8866240a",2,2,,,,,,,
"66e743d7ae8f446ca798df3a8866240a",8,2,,,,,,,
"66e743d7ae8f446ca798df3a8866240a",5,2,,,,,,,
"66e743d7ae8f446ca798df3a8866240a",4,2,,,,,,,
"66f6953b20594a0d955d1292bf36b08a",6,2,,,,,,,
"66f6953b20594a0d955d1292bf36b08a",3,2,,,,,,,
"66f6953b20594a0d955d1292bf36b08a",7,1,2,1,2,,,,
"66f6953b20594a0d955d1292bf36b08a",2,2,,,,,,,
"66f6953b20594a0d955d1292bf36b08a",1,2,,,,,,,
"66f6953b20594a0d955d1292bf36b08a",4,2,,,,,,,
"66f6953b20594a0d955d1292bf36b08a",5,2,,,,,,,
"66f6953b20594a0d955d1292bf36b08a",9,2,,,,,,,
"66f6953b20594a0d955d1292bf36b08a",8,2,,,,,,,
"6750c3cc37b642498b57fb36c11a0e28",9,2,,,,,,,
"6750c3cc37b642498b57fb36c11a0e28",8,1,2,1,2,,,,
"6750c3cc37b642498b57fb36c11a0e28",4,2,,,,,,,
"6750c3cc37b642498b57fb36c11a0e28",1,2,,,,,,,
"6750c3cc37b642498b57fb36c11a0e28",7,2,,,,,,,
"6750c3cc37b642498b57fb36c11a0e28",2,2,,,,,,,
"6750c3cc37b642498b57fb36c11a0e28",5,2,,,,,,,
"6750c3cc37b642498b57fb36c11a0e28",6,1,1,2,2,1,60000,30,9
"6750c3cc37b642498b57fb36c11a0e28",3,2,,,,,,,
"679e74c6560540a292d380e324f47112",5,2,,,,,,,
"679e74c6560540a292d380e324f47112",9,2,,,,,,,
"679e74c6560540a292d380e324f47112",1,2,,,,,,,
"679e74c6560540a292d380e324f47112",3,2,,,,,,,
"679e74c6560540a292d380e324f47112",6,1,1,2,2,1,30000,30,13
"679e74c6560540a292d380e324f47112",4,2,,,,,,,
"679e74c6560540a292d380e324f47112",8,1,2,1,2,,,,
"679e74c6560540a292d380e324f47112",7,2,,,,,,,
"679e74c6560540a292d380e324f47112",2,2,,,,,,,
"679ed90eab8f4803acf3f69c7e82cf8d",5,2,,,,,,,
"679ed90eab8f4803acf3f69c7e82cf8d",1,1,1,2,2,6,,,
"679ed90eab8f4803acf3f69c7e82cf8d",4,2,,,,,,,
"679ed90eab8f4803acf3f69c7e82cf8d",7,2,,,,,,,
"679ed90eab8f4803acf3f69c7e82cf8d",9,1,,1,,1,1000,,
"679ed90eab8f4803acf3f69c7e82cf8d",2,2,,,,,,,
"679ed90eab8f4803acf3f69c7e82cf8d",6,2,,,,,,,
"679ed90eab8f4803acf3f69c7e82cf8d",8,2,,,,,,,
"679ed90eab8f4803acf3f69c7e82cf8d",3,2,,,,,,,
"67a2258d286147569f311ea185d309bb",3,2,,,,,,,
"67a2258d286147569f311ea185d309bb",5,2,,,,,,,
"67a2258d286147569f311ea185d309bb",7,1,2,1,2,,,,
"67a2258d286147569f311ea185d309bb",6,2,,,,,,,
"67a2258d286147569f311ea185d309bb",9,2,,,,,,,
"67a2258d286147569f311ea185d309bb",4,2,,,,,,,
"67a2258d286147569f311ea185d309bb",2,2,,,,,,,
"67a2258d286147569f311ea185d309bb",1,1,1,2,2,6,,,
"67a2258d286147569f311ea185d309bb",8,2,,,,,,,
"67a814c6e3414b42a0c734cff8aa986f",3,1,1,2,2,6,,,
"67a814c6e3414b42a0c734cff8aa986f",1,1,1,2,2,6,,,
"67a814c6e3414b42a0c734cff8aa986f",5,2,,,,,,,
"67a814c6e3414b42a0c734cff8aa986f",7,2,,,,,,,
"67a814c6e3414b42a0c734cff8aa986f",2,2,,,,,,,
"67a814c6e3414b42a0c734cff8aa986f",6,2,,,,,,,
"67a814c6e3414b42a0c734cff8aa986f",8,2,,,,,,,
"67a814c6e3414b42a0c734cff8aa986f",4,1,1,1,2,1,1000,0.25,2
"67a814c6e3414b42a0c734cff8aa986f",9,2,,,,,,,
"67ac2b319baf4ac9af655894c41dd2e4",6,2,,,,,,,
"67ac2b319baf4ac9af655894c41dd2e4",4,2,,,,,,,
"67ac2b319baf4ac9af655894c41dd2e4",1,1,1,2,2,5,,,
"67ac2b319baf4ac9af655894c41dd2e4",9,2,,,,,,,
"67ac2b319baf4ac9af655894c41dd2e4",7,1,2,1,2,,,,
"67ac2b319baf4ac9af655894c41dd2e4",8,2,,,,,,,
"67ac2b319baf4ac9af655894c41dd2e4",3,1,1,2,2,5,,,
"67ac2b319baf4ac9af655894c41dd2e4",2,2,,,,,,,
"67ac2b319baf4ac9af655894c41dd2e4",5,2,,,,,,,
"67b28ff134494d60b276d58a20d0e582",7,1,2,1,2,,,,
"67b28ff134494d60b276d58a20d0e582",2,2,,,,,,,
"67b28ff134494d60b276d58a20d0e582",5,2,,,,,,,
"67b28ff134494d60b276d58a20d0e582",4,2,,,,,,,
"67b28ff134494d60b276d58a20d0e582",3,1,1,2,2,6,,,
"67b28ff134494d60b276d58a20d0e582",6,2,,,,,,,
"67b28ff134494d60b276d58a20d0e582",8,2,,,,,,,
"67b28ff134494d60b276d58a20d0e582",9,1,,1,,2,1000,,
"67b28ff134494d60b276d58a20d0e582",1,1,1,2,2,2,8000,4,9
"67e02150be4149bc81bbc70a3f31cf13",7,2,,,,,,,
"67e02150be4149bc81bbc70a3f31cf13",5,2,,,,,,,
"67e02150be4149bc81bbc70a3f31cf13",9,2,,,,,,,
"67e02150be4149bc81bbc70a3f31cf13",8,1,2,1,2,,,,
"67e02150be4149bc81bbc70a3f31cf13",2,2,,,,,,,
"67e02150be4149bc81bbc70a3f31cf13",1,2,,,,,,,
"67e02150be4149bc81bbc70a3f31cf13",3,2,,,,,,,
"67e02150be4149bc81bbc70a3f31cf13",4,2,,,,,,,
"67e02150be4149bc81bbc70a3f31cf13",6,2,,,,,,,
"67ee68d46cf24a4eb4ac4ed70a3ac6e2",2,2,,,,,,,
"67ee68d46cf24a4eb4ac4ed70a3ac6e2",9,2,,,,,,,
"67ee68d46cf24a4eb4ac4ed70a3ac6e2",7,2,,,,,,,
"67ee68d46cf24a4eb4ac4ed70a3ac6e2",5,2,,,,,,,
"67ee68d46cf24a4eb4ac4ed70a3ac6e2",8,2,,,,,,,
"67ee68d46cf24a4eb4ac4ed70a3ac6e2",4,2,,,,,,,
"67ee68d46cf24a4eb4ac4ed70a3ac6e2",6,2,,,,,,,
"67ee68d46cf24a4eb4ac4ed70a3ac6e2",1,1,1,1,2,6,,,
"67ee68d46cf24a4eb4ac4ed70a3ac6e2",3,1,1,1,2,6,,,
"67f2df2242fc4a6b9db7aa9955bd2950",6,2,,,,,,,
"67f2df2242fc4a6b9db7aa9955bd2950",1,1,1,2,2,6,,,
"67f2df2242fc4a6b9db7aa9955bd2950",8,2,,,,,,,
"67f2df2242fc4a6b9db7aa9955bd2950",5,2,,,,,,,
"67f2df2242fc4a6b9db7aa9955bd2950",3,1,1,2,2,5,,,
"67f2df2242fc4a6b9db7aa9955bd2950",7,1,2,1,2,,,,
"67f2df2242fc4a6b9db7aa9955bd2950",2,2,,,,,,,
"67f2df2242fc4a6b9db7aa9955bd2950",4,2,,,,,,,
"67f2df2242fc4a6b9db7aa9955bd2950",9,2,,,,,,,
"680bc51df36446629a1541d620e0e0bb",3,2,,,,,,,
"680bc51df36446629a1541d620e0e0bb",4,2,,,,,,,
"680bc51df36446629a1541d620e0e0bb",8,2,,,,,,,
"680bc51df36446629a1541d620e0e0bb",6,2,,,,,,,
"680bc51df36446629a1541d620e0e0bb",2,2,,,,,,,
"680bc51df36446629a1541d620e0e0bb",9,2,,,,,,,
"680bc51df36446629a1541d620e0e0bb",7,2,,,,,,,
"680bc51df36446629a1541d620e0e0bb",1,1,1,2,2,6,,,
"680bc51df36446629a1541d620e0e0bb",5,2,,,,,,,
"6868bd77f5f4458b91be5765df749a12",9,2,,,,,,,
"6868bd77f5f4458b91be5765df749a12",6,2,,,,,,,
"6868bd77f5f4458b91be5765df749a12",8,2,,,,,,,
"6868bd77f5f4458b91be5765df749a12",1,1,1,2,2,6,,,
"6868bd77f5f4458b91be5765df749a12",3,2,,,,,,,
"6868bd77f5f4458b91be5765df749a12",4,2,,,,,,,
"6868bd77f5f4458b91be5765df749a12",5,2,,,,,,,
"6868bd77f5f4458b91be5765df749a12",7,1,2,1,2,,,,
"6868bd77f5f4458b91be5765df749a12",2,2,,,,,,,
"68783302c85f40daba8f4f3c72f9e103",7,2,,,,,,,
"68783302c85f40daba8f4f3c72f9e103",2,2,,,,,,,
"68783302c85f40daba8f4f3c72f9e103",1,1,1,2,2,6,,,
"68783302c85f40daba8f4f3c72f9e103",6,2,,,,,,,
"68783302c85f40daba8f4f3c72f9e103",4,1,2,1,2,2,3000,1,2
"68783302c85f40daba8f4f3c72f9e103",5,2,,,,,,,
"68783302c85f40daba8f4f3c72f9e103",3,2,,,,,,,
"68783302c85f40daba8f4f3c72f9e103",8,,,,,,,,
"68783302c85f40daba8f4f3c72f9e103",9,2,,,,,,,
"688da235db6e488dbd06928c99469fc2",5,2,,,,,,,
"688da235db6e488dbd06928c99469fc2",9,2,,,,,,,
"688da235db6e488dbd06928c99469fc2",6,2,,,,,,,
"688da235db6e488dbd06928c99469fc2",7,2,,,,,,,
"688da235db6e488dbd06928c99469fc2",8,2,,,,,,,
"688da235db6e488dbd06928c99469fc2",3,2,,,,,,,
"688da235db6e488dbd06928c99469fc2",1,1,1,2,2,6,,,
"688da235db6e488dbd06928c99469fc2",4,1,2,1,2,1,1500,1,21
"688da235db6e488dbd06928c99469fc2",2,2,,,,,,,
"68963103f88e40878fe865e4a0a1e544",4,2,,,,,,,
"68963103f88e40878fe865e4a0a1e544",3,2,,,,,,,
"68963103f88e40878fe865e4a0a1e544",6,2,,,,,,,
"68963103f88e40878fe865e4a0a1e544",2,2,,,,,,,
"68963103f88e40878fe865e4a0a1e544",9,1,,1,,2,0,,
"68963103f88e40878fe865e4a0a1e544",5,2,,,,,,,
"68963103f88e40878fe865e4a0a1e544",8,2,,,,,,,
"68963103f88e40878fe865e4a0a1e544",1,2,,,,,,,
"68963103f88e40878fe865e4a0a1e544",7,2,,,,,,,
"68ae406a1dab46618e3e9d79e8665341",2,2,,,,,,,
"68ae406a1dab46618e3e9d79e8665341",7,2,,,,,,,
"68ae406a1dab46618e3e9d79e8665341",1,2,,,,,,,
"68ae406a1dab46618e3e9d79e8665341",9,2,,,,,,,
"68ae406a1dab46618e3e9d79e8665341",8,2,,,,,,,
"68ae406a1dab46618e3e9d79e8665341",4,2,,,,,,,
"68ae406a1dab46618e3e9d79e8665341",6,1,1,2,2,2,60000,60,12
"68ae406a1dab46618e3e9d79e8665341",5,2,,,,,,,
"68ae406a1dab46618e3e9d79e8665341",3,2,,,,,,,
"68b72aba7a5e4c678fa062f78ace3f55",8,2,,,,,,,
"68b72aba7a5e4c678fa062f78ace3f55",5,2,,,,,,,
"68b72aba7a5e4c678fa062f78ace3f55",3,2,,,,,,,
"68b72aba7a5e4c678fa062f78ace3f55",2,2,,,,,,,
"68b72aba7a5e4c678fa062f78ace3f55",1,1,1,2,2,6,,,
"68b72aba7a5e4c678fa062f78ace3f55",6,2,,,,,,,
"68b72aba7a5e4c678fa062f78ace3f55",9,1,,1,,1,3800,,
"68b72aba7a5e4c678fa062f78ace3f55",7,2,,,,,,,
"68b72aba7a5e4c678fa062f78ace3f55",4,2,,,,,,,
"68bc682cc7354719a05d8bc39b570d0b",2,2,,,,,,,
"68bc682cc7354719a05d8bc39b570d0b",3,2,,,,,,,
"68bc682cc7354719a05d8bc39b570d0b",4,1,2,1,2,1,3500,1,2
"68bc682cc7354719a05d8bc39b570d0b",9,2,,,,,,,
"68bc682cc7354719a05d8bc39b570d0b",8,2,,,,,,,
"68bc682cc7354719a05d8bc39b570d0b",1,1,1,2,2,2,28000,4,20
"68bc682cc7354719a05d8bc39b570d0b",6,1,1,2,2,2,10000,2,14
"68bc682cc7354719a05d8bc39b570d0b",5,2,,,,,,,
"68bc682cc7354719a05d8bc39b570d0b",7,2,,,,,,,
"68c06cbb82224e83bc49c837dc15fbfc",6,2,,,,,,,
"68c06cbb82224e83bc49c837dc15fbfc",4,2,,,,,,,
"68c06cbb82224e83bc49c837dc15fbfc",1,1,1,2,2,6,,,
"68c06cbb82224e83bc49c837dc15fbfc",7,1,2,1,2,,,,
"68c06cbb82224e83bc49c837dc15fbfc",9,2,,,,,,,
"68c06cbb82224e83bc49c837dc15fbfc",5,2,,,,,,,
"68c06cbb82224e83bc49c837dc15fbfc",8,2,,,,,,,
"68c06cbb82224e83bc49c837dc15fbfc",2,2,,,,,,,
"68c06cbb82224e83bc49c837dc15fbfc",3,1,1,2,2,5,,,
"68e7df4580f8452b8effc5be6975cb75",5,2,,,,,,,
"68e7df4580f8452b8effc5be6975cb75",9,2,,,,,,,
"68e7df4580f8452b8effc5be6975cb75",6,2,,,,,,,
"68e7df4580f8452b8effc5be6975cb75",4,2,,,,,,,
"68e7df4580f8452b8effc5be6975cb75",2,2,,,,,,,
"68e7df4580f8452b8effc5be6975cb75",8,1,2,1,1,,,,
"68e7df4580f8452b8effc5be6975cb75",1,1,1,2,2,6,,,
"68e7df4580f8452b8effc5be6975cb75",3,1,1,2,2,5,,,
"68e7df4580f8452b8effc5be6975cb75",7,2,,,,,,,
"68f60d1f894d471496e6a6be9d7baff5",6,1,1,2,2,2,3500,1,14
"68f60d1f894d471496e6a6be9d7baff5",2,2,,,,,,,
"68f60d1f894d471496e6a6be9d7baff5",9,1,,1,,1,1000,,
"68f60d1f894d471496e6a6be9d7baff5",4,2,,,,,,,
"68f60d1f894d471496e6a6be9d7baff5",8,2,,,,,,,
"68f60d1f894d471496e6a6be9d7baff5",7,1,2,1,2,,,,
"68f60d1f894d471496e6a6be9d7baff5",1,1,1,2,2,5,,,
"68f60d1f894d471496e6a6be9d7baff5",3,1,1,2,2,5,,,
"68f60d1f894d471496e6a6be9d7baff5",5,2,,,,,,,
"6903f35aa6d34bc5bd61ceb790941361",9,1,,1,,1,1500,,
"6903f35aa6d34bc5bd61ceb790941361",8,2,,,,,,,
"6903f35aa6d34bc5bd61ceb790941361",1,1,1,2,2,6,,,
"6903f35aa6d34bc5bd61ceb790941361",5,2,,,,,,,
"6903f35aa6d34bc5bd61ceb790941361",2,2,,,,,,,
"6903f35aa6d34bc5bd61ceb790941361",6,2,,,,,,,
"6903f35aa6d34bc5bd61ceb790941361",4,2,,,,,,,
"6903f35aa6d34bc5bd61ceb790941361",3,2,,,,,,,
"6903f35aa6d34bc5bd61ceb790941361",7,2,,,,,,,
"694d8f1dc18e4712817b9b2e64a7177b",9,,,,,,,,
"694d8f1dc18e4712817b9b2e64a7177b",4,1,2,1,2,3,1000,0.5,2
"694d8f1dc18e4712817b9b2e64a7177b",7,2,,,,,,,
"694d8f1dc18e4712817b9b2e64a7177b",2,2,,,,,,,
"694d8f1dc18e4712817b9b2e64a7177b",3,2,,,,,,,
"694d8f1dc18e4712817b9b2e64a7177b",5,2,,,,,,,
"694d8f1dc18e4712817b9b2e64a7177b",6,2,,,,,,,
"694d8f1dc18e4712817b9b2e64a7177b",1,1,1,2,1,6,,,
"694d8f1dc18e4712817b9b2e64a7177b",8,2,,,,,,,
"69834675fb3e4554981ed6cbf6bbcc72",1,1,1,2,2,6,,,
"69834675fb3e4554981ed6cbf6bbcc72",3,2,,,,,,,
"69834675fb3e4554981ed6cbf6bbcc72",7,1,2,1,2,,,,
"69834675fb3e4554981ed6cbf6bbcc72",4,2,,,,,,,
"69834675fb3e4554981ed6cbf6bbcc72",6,2,,,,,,,
"69834675fb3e4554981ed6cbf6bbcc72",8,2,,,,,,,
"69834675fb3e4554981ed6cbf6bbcc72",9,2,,,,,,,
"69834675fb3e4554981ed6cbf6bbcc72",5,2,,,,,,,
"69834675fb3e4554981ed6cbf6bbcc72",2,2,,,,,,,
"6994a5fe918e48f18877c32364358bb4",7,2,,,,,,,
"6994a5fe918e48f18877c32364358bb4",9,2,,,,,,,
"6994a5fe918e48f18877c32364358bb4",2,2,,,,,,,
"6994a5fe918e48f18877c32364358bb4",1,1,1,2,2,6,,,
"6994a5fe918e48f18877c32364358bb4",3,2,,,,,,,
"6994a5fe918e48f18877c32364358bb4",6,2,,,,,,,
"6994a5fe918e48f18877c32364358bb4",4,2,,,,,,,
"6994a5fe918e48f18877c32364358bb4",8,2,,,,,,,
"6994a5fe918e48f18877c32364358bb4",5,2,,,,,,,
"69c5d5ef10d04ac3931f47775a423bba",9,2,,,,,,,
"69c5d5ef10d04ac3931f47775a423bba",3,2,,,,,,,
"69c5d5ef10d04ac3931f47775a423bba",5,2,,,,,,,
"69c5d5ef10d04ac3931f47775a423bba",2,2,,,,,,,
"69c5d5ef10d04ac3931f47775a423bba",8,1,2,1,2,,,,
"69c5d5ef10d04ac3931f47775a423bba",1,1,1,2,2,6,,,
"69c5d5ef10d04ac3931f47775a423bba",6,2,,,,,,,
"69c5d5ef10d04ac3931f47775a423bba",4,2,,,,,,,
"69c5d5ef10d04ac3931f47775a423bba",7,2,,,,,,,
"69cba3c8d881462d98673ee8ea6f89dd",7,1,2,1,2,,,,
"69cba3c8d881462d98673ee8ea6f89dd",3,1,1,2,2,5,,,
"69cba3c8d881462d98673ee8ea6f89dd",6,2,,,,,,,
"69cba3c8d881462d98673ee8ea6f89dd",8,2,,,,,,,
"69cba3c8d881462d98673ee8ea6f89dd",9,2,,,,,,,
"69cba3c8d881462d98673ee8ea6f89dd",2,2,,,,,,,
"69cba3c8d881462d98673ee8ea6f89dd",5,2,,,,,,,
"69cba3c8d881462d98673ee8ea6f89dd",1,1,1,2,2,6,,,
"69cba3c8d881462d98673ee8ea6f89dd",4,1,2,1,2,1,1200,1,21
"69ecf315d5b344818bce11d31aee850b",5,2,,,,,,,
"69ecf315d5b344818bce11d31aee850b",7,1,2,1,2,,,,
"69ecf315d5b344818bce11d31aee850b",1,1,1,2,2,6,,,
"69ecf315d5b344818bce11d31aee850b",3,2,,,,,,,
"69ecf315d5b344818bce11d31aee850b",4,2,,,,,,,
"69ecf315d5b344818bce11d31aee850b",6,1,1,2,2,2,10000,1,5
"69ecf315d5b344818bce11d31aee850b",8,2,,,,,,,
"69ecf315d5b344818bce11d31aee850b",2,2,,,,,,,
"69ecf315d5b344818bce11d31aee850b",9,2,,,,,,,
"6a059d75db964ac6a7860e236f1d62e2",7,1,2,1,2,,,,
"6a059d75db964ac6a7860e236f1d62e2",5,2,,,,,,,
"6a059d75db964ac6a7860e236f1d62e2",8,2,,,,,,,
"6a059d75db964ac6a7860e236f1d62e2",1,1,1,2,2,6,,,
"6a059d75db964ac6a7860e236f1d62e2",2,2,,,,,,,
"6a059d75db964ac6a7860e236f1d62e2",3,1,1,2,2,6,,,
"6a059d75db964ac6a7860e236f1d62e2",9,2,,,,,,,
"6a059d75db964ac6a7860e236f1d62e2",6,2,,,,,,,
"6a059d75db964ac6a7860e236f1d62e2",4,2,,,,,,,
"6a0ad261d8734847a093951f6df92289",5,2,,,,,,,
"6a0ad261d8734847a093951f6df92289",4,2,,,,,,,
"6a0ad261d8734847a093951f6df92289",9,2,,,,,,,
"6a0ad261d8734847a093951f6df92289",6,1,1,2,2,2,10000,1,14
"6a0ad261d8734847a093951f6df92289",2,2,,,,,,,
"6a0ad261d8734847a093951f6df92289",3,2,,,,,,,
"6a0ad261d8734847a093951f6df92289",8,2,,,,,,,
"6a0ad261d8734847a093951f6df92289",7,1,2,1,2,,,,
"6a0ad261d8734847a093951f6df92289",1,1,1,2,2,6,,,
"6a0ffb46c7594e8f867113b86b225de7",7,1,2,1,2,,,,
"6a0ffb46c7594e8f867113b86b225de7",2,2,,,,,,,
"6a0ffb46c7594e8f867113b86b225de7",4,2,,,,,,,
"6a0ffb46c7594e8f867113b86b225de7",3,1,1,2,2,5,,,
"6a0ffb46c7594e8f867113b86b225de7",9,2,,,,,,,
"6a0ffb46c7594e8f867113b86b225de7",6,1,1,2,2,2,10000,1,14
"6a0ffb46c7594e8f867113b86b225de7",5,2,,,,,,,
"6a0ffb46c7594e8f867113b86b225de7",1,1,1,2,2,6,,,
"6a0ffb46c7594e8f867113b86b225de7",8,2,,,,,,,
"6a3899b9c0624a688b55f57a70e98844",4,2,,,,,,,
"6a3899b9c0624a688b55f57a70e98844",2,2,,,,,,,
"6a3899b9c0624a688b55f57a70e98844",5,2,,,,,,,
"6a3899b9c0624a688b55f57a70e98844",7,1,2,1,2,,,,
"6a3899b9c0624a688b55f57a70e98844",9,2,,,,,,,
"6a3899b9c0624a688b55f57a70e98844",8,2,,,,,,,
"6a3899b9c0624a688b55f57a70e98844",6,2,,,,,,,
"6a3899b9c0624a688b55f57a70e98844",1,1,1,2,2,6,,,
"6a3899b9c0624a688b55f57a70e98844",3,1,1,2,2,6,,,
"6a612ce1d9a8472bb5e94c7768b8e986",1,1,1,2,2,6,,,
"6a612ce1d9a8472bb5e94c7768b8e986",7,1,2,1,2,,,,
