"interview__key","EA_code","c4h_elementyear_id","s4hq83","s4hq84","s4hq85","s4hq86","s4hq82v2","s4hq83v2","s4hq84v2","s4hq85v2","s4hq86v2"
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",5,"37","37",2,"NO MISMATCH IN ALL","28","28","28",2,"NO MISMATCH"
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",4,"25","25",2,"NO VARIATION IN ALL","45","45","45",2,"NO MISMATCH"
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",0,"1303","1303",2,"NO MISMATCH IN ALL","678","678","678",2,"NO MISMATCH"
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",1,"2573","2573",2,"NO VARIATION IN ALL","1030","1030","1030",2,"NO MISMATCH"
"33-86-34-01","8cce422c32fb487db7f64fc57ab28ea3",2,"29","29",2,"NO MISMATCH IN ALL","39","39","39",2,"NO MISMATCH"
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",0,"_","903",2,"No mismatch","505","_","505",2,"No mismatch"
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",2,"_","02",2,"No mismatch","0","_","0",2,"The facility stopped doing deliveries"
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",4,"_","26",2,"No mismatch","19","_","19",2,"No mismatch"
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",5,"_","37",2,"No mismatch","25","_","25",2,"No mismatch"
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",1,"_","1556",2,"No mismatch","510","_","510",2,"No mismatch"
"13-27-67-54","8d6c882303774a69b457c672b327bb4b",3,"_","03",2,"No mismatch","0","_","0",2,"The facility stopped doing deliveries"
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",3,"##N/A##","92",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",1,"##N/A##","1871",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"59-49-37-12","8e0674510f124c79adff16fa72a15dbf",5,"##N/A##","64",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"19-59-74-37","8e2224a0b6494414a93947f05e8d132e",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",4,"79","34",1,"registers missing","38","38","53",1,"poor tallying"
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",2,"76","76",2,"n","72","72","72",2,"none"
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",5,"46","30",1,"registers missing","44","44","53",1,"poor tallying"
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",0,"2070","2155",1,"re attendance","2326","2326","1768",1,"Some registers missing"
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",3,"50","50",2,"none","86","86","51",1,"poor tallying"
"63-03-43-30","8ef78b7b0f7147e0ac63d91538fa815c",1,"2669","1171",1,"registers missing","2531","2531","362",1,"Some registers missing"
"60-97-61-88","8f4c7489123f4036974cc7f574debbac",0,"0","0",1,"missing","374","374","376",1,"Wrong  numbering"
"60-97-61-88","8f4c7489123f4036974cc7f574debbac",1,"0","0",1,"missing","400","400","400",2,"GOOD"
"60-97-61-88","8f4c7489123f4036974cc7f574debbac",4,"0","0",1,"missing","64","64","0",1,"EPI  FOCAL  PERSON  RESPONSIBLE  FOR  TALLY  SHEETS  HAD  GONE  FOR  OUT  REACH"
"60-97-61-88","8f4c7489123f4036974cc7f574debbac",2,"0","0",1,"missing","42","42","42",2,"GOOD"
"60-97-61-88","8f4c7489123f4036974cc7f574debbac",3,"0","0",1,"missing","39","39","39",2,"GOOD"
"60-97-61-88","8f4c7489123f4036974cc7f574debbac",5,"0","0",1,"missing","75","75","0",1,"EPI  FOCAL  PERSON  RESPONSIBLE  FOR  TALLY  SHEETS  HAD  GONE  FOR  OUT  REACH"
"43-33-76-18","8f4e78e6dc8746289651442eb40f7d6d",0,"1165","1165",2,"NO VARIATION","684","684","684",2,"NO VARIATION"
"43-33-76-18","8f4e78e6dc8746289651442eb40f7d6d",2,"16","16",2,"NO VARIATION","4","4","4",2,"NO VARIATIONS"
"43-33-76-18","8f4e78e6dc8746289651442eb40f7d6d",5,"18","18",2,"NO VARIATION","17","17","17",2,"NO VARIATION"
"43-33-76-18","8f4e78e6dc8746289651442eb40f7d6d",3,"14","14",2,"NO VARIATION","2","2","2",2,"NO VARIATION"
"43-33-76-18","8f4e78e6dc8746289651442eb40f7d6d",4,"6","6",2,"NO VARIATION","10","10","10",2,"NO VARIATION"
"43-33-76-18","8f4e78e6dc8746289651442eb40f7d6d",1,"1617","1617",2,"NO VARIATION","712","712","712",2,"NO VARIATION"
"22-52-74-75","8f6eac2d77894b3f8ba983cdb145dfa6",0,"3736","8474",1,"some registers were misplaced","2856","2856","3834",1,"wrong numbering"
"22-52-74-75","8f6eac2d77894b3f8ba983cdb145dfa6",4,"184","167",1,"missing tally sheets","185","184","110",1,"Missing tally sheets"
"22-52-74-75","8f6eac2d77894b3f8ba983cdb145dfa6",1,"4127","6615",1,"Some registers were misplaced","3652","3652","728",1,"missing register"
"22-52-74-75","8f6eac2d77894b3f8ba983cdb145dfa6",2,"282","282",2,"no mismatch","290","290","290",2,"no mismatch"
"22-52-74-75","8f6eac2d77894b3f8ba983cdb145dfa6",3,"266","266",2,"no mismatch","259","259","259",2,"no mismatch"
"22-52-74-75","8f6eac2d77894b3f8ba983cdb145dfa6",5,"186","98",1,"Missing tally sheets","164","164","73",1,"missing tally sheets"
"04-35-73-80","8fc56ed20a424d2fac2361dd0f33e3ea",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"04-35-73-80","8fc56ed20a424d2fac2361dd0f33e3ea",1,"##N/A##","##N/A##",,"##N/A##","939","##N/A##","939",2,"##N/A##"
"04-35-73-80","8fc56ed20a424d2fac2361dd0f33e3ea",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"04-35-73-80","8fc56ed20a424d2fac2361dd0f33e3ea",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"04-35-73-80","8fc56ed20a424d2fac2361dd0f33e3ea",3,"##N/A##","##N/A##",,"##N/A##","60","##N/A##","60",2,"##N/A##"
"04-35-73-80","8fc56ed20a424d2fac2361dd0f33e3ea",5,"##N/A##","##N/A##",,"##N/A##","59","##N/A##","67",1,"COULD BE A MISCOUNT IN CALCULATING"
"20-43-32-61","91a39a9bf8bb4ad68964d8dc19ba3253",1,"629","629",2,"NO MISMATCH","631","631","631",2,"NO MISMATCH"
"20-43-32-61","91a39a9bf8bb4ad68964d8dc19ba3253",3,"2","2",2,"NO MISMATCH","0","0","0",2,"BY THIS TIME THERE WAS NO MATERNITY SERVICES AT THE FACILITY"
"20-43-32-61","91a39a9bf8bb4ad68964d8dc19ba3253",2,"0","0",2,"THEY USUALLY HAVE VERY FEW CASES","0","0","0",2,"BY THIS TIME THERE WAS NO MATERNITY SERVICES AT THE FACILITY"
"20-43-32-61","91a39a9bf8bb4ad68964d8dc19ba3253",4,"2","2",2,"NO MISMATCH","0","0","0",2,"NO ATTENDANCES"
"20-43-32-61","91a39a9bf8bb4ad68964d8dc19ba3253",0,"796","796",2,"NO MISMATCH","598","598","598",2,"NO MISMATCH"
"20-43-32-61","91a39a9bf8bb4ad68964d8dc19ba3253",5,"9","9",2,"NO VARIATION","0","0","0",2,"NO ATTENDANCES"
"35-98-52-71","92bc05e40dff4e818160d4bc3bd31eee",1,"852","852",2,"n6","453","453","451",1,"Poor tallying"
"35-98-52-71","92bc05e40dff4e818160d4bc3bd31eee",0,"773","807",1,"poor tallying","980","980","980",2,"none"
"35-98-52-71","92bc05e40dff4e818160d4bc3bd31eee",4,"58","58",2,"none","44","44","30",1,"some registers missing"
"35-98-52-71","92bc05e40dff4e818160d4bc3bd31eee",2,"26","26",2,"none","15","15","15",2,"none"
"35-98-52-71","92bc05e40dff4e818160d4bc3bd31eee",5,"39","43",1,"poor tallying","34","34","33",1,"poor tallying"
"35-98-52-71","92bc05e40dff4e818160d4bc3bd31eee",3,"13","13",2,"none","17","17","18",1,"poor tallying"
"22-63-38-40","93f32e4649e8452181fa4f17e75cbf30",0,"1058","1058",2,"NO MISMATCH","529","529","529",2,"NO MISMATCH"
"22-63-38-40","93f32e4649e8452181fa4f17e75cbf30",5,"47","47",2,"NO MISMATCH","24","24","24",2,"NO MISMATCH"
"22-63-38-40","93f32e4649e8452181fa4f17e75cbf30",2,"34","34",2,"NO MISMATCH","55","55","55",2,"NO MISMATCH"
"22-63-38-40","93f32e4649e8452181fa4f17e75cbf30",4,"19","19",2,"NO MISMATCH","33","33","33",2,"NO MISMATCH"
"22-63-38-40","93f32e4649e8452181fa4f17e75cbf30",1,"1007","1007",2,"NO MISMATCH","464","464","464",2,"NO MISMATCH"
"22-63-38-40","93f32e4649e8452181fa4f17e75cbf30",3,"51","51",2,"NO MISMATCH","61","61","61",2,"NO MISMATCH"
"18-33-14-59","96087df97f6b4e1c8a0ec6aab97ffc23",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"18-33-14-59","96087df97f6b4e1c8a0ec6aab97ffc23",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"18-33-14-59","96087df97f6b4e1c8a0ec6aab97ffc23",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"18-33-14-59","96087df97f6b4e1c8a0ec6aab97ffc23",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"18-33-14-59","96087df97f6b4e1c8a0ec6aab97ffc23",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"18-33-14-59","96087df97f6b4e1c8a0ec6aab97ffc23",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"92-06-84-13","9693819c6c25424e8079d7bd5a399e59",4,"36","36",2,"none","78","78","78",2,"none"
"92-06-84-13","9693819c6c25424e8079d7bd5a399e59",3,"31","31",2,"none","27","27","27",2,"none"
"92-06-84-13","9693819c6c25424e8079d7bd5a399e59",5,"73","73",2,"none","94","94","94",2,"none"
"92-06-84-13","9693819c6c25424e8079d7bd5a399e59",0,"770","770",2,"none","1082","1082","1082",2,"NONE"
"92-06-84-13","9693819c6c25424e8079d7bd5a399e59",2,"13","13",2,"none","37","37","37",2,"none"
"92-06-84-13","9693819c6c25424e8079d7bd5a399e59",1,"1907","1907",2,"none","848","848","848",2,"NONE"
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",1,"1107","1107",2,"NO MISMATCH","925","925","925",2,"NO MISMATCH"
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",2,"7","7",2,"NO MISMATCH","10","10","10",2,"NO MISMATCH"
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",4,"37","37",2,"NO MISMATCH","21","21","21",1,"NO MISMATCH"
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",0,"924","924",2,"NO MISMATCH","1096","1096","1096",1,"NO MISMATCH"
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",3,"7","7",2,"NO MISMATCH","14","14","14",2,"NO MISMATCH"
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",5,"37","37",2,"NO MISMATCH","33","33","33",2,"NO MISMATCH"
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",1,"0","581",2,"NONE","383","383","383",2,"NONE"
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",3,"0","11",2,"NONE","15","15","15",2,"NONE"
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",2,"0","14",2,"NONE","19","19","19",2,"NONE"
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",4,"0","46",2,"NONE","37","37","22",1,"Missing  tally  sheets  during  report  making"
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",5,"0","21",2,"NONE","27","27","27",2,"NONE"
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",0,"0","692",1,"TALLYING ERROR","552","552","552",2,"none"
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",1,"1550","1550",2,"NONE","898","898","898",2,"NONE"
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",4,"104","104",2,"NONE","130","130","130",2,"NONE"
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",2,"64","64",2,"NONE","90","90","90",2,"NONE"
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",0,"1013","1013",2,"NONE","1049","1049","1049",2,"NONE"
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",3,"75","75",2,"NONE","72","72","72",2,"NONE"
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",5,"137","137",2,"NONE","104","104","104",2,"NONE"
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",3,"##N/A##","27",2,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",2,"##N/A##","21",2,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",4,"##N/A##","48",2,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",0,"##N/A##","625",2,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",1,"##N/A##","799",2,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",5,"##N/A##","54",2,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",5,"0","15",1,"TALLYING ERROR","16","16","14",1,"Wrong  counting"
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",0,"0","535",1,"TALLYING ERROR","447","447","403",1,"Wrong  numbering"
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",1,"0","711",1,"TALLYING ERROR","403","403","367",1,"Wrong  numbering"
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",4,"0","15",2,"NONE","18","18","16",1,"wrong  counting"
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",2,"0","0",2,"NO MATERNITY SERVICES IN THIS FACILITY","0","0","0",2,"Not  offered  in  the  facility"
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",3,"0","0",2,"NO MATERNITY SERVICES IN THIS FACILITY","0","0","0",2,"not  offered  in  the  facility"
"30-88-55-94","9eec20fc44d14b1485a5b54407494313",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"30-88-55-94","9eec20fc44d14b1485a5b54407494313",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"30-88-55-94","9eec20fc44d14b1485a5b54407494313",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"30-88-55-94","9eec20fc44d14b1485a5b54407494313",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"30-88-55-94","9eec20fc44d14b1485a5b54407494313",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"30-88-55-94","9eec20fc44d14b1485a5b54407494313",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",2,"28","28",2,"matching","17","17","17",2,"matching"
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",1,"1392","1392",2,"matching","1682","1682","1682",2,"matching"
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",0,"1341","1341",2,"matching","1482","1482","1482",2,"matching"
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",3,"22","22",2,"matching","16","16","16",2,"matching"
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",5,"10","10",2,"matching","12","12","12",2,"matching"
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",4,"18","18",2,"matching","13","13","13",2,"matching"
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",0,"1005","1003",2,"POOR TALLYING","634","634","634",1,"."
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",3,"15","15",1,"matching","18","18","18",1,"matching"
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",2,"12","12",1,"matching","18","18","18",1,"matching"
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",5,"62","62",1,"matching","54","54","54",1,"matching"
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",4,"50","50",1,"matching","62","62","62",1,"matching"
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",1,"1143","1144",2,"POOR TALLYING","704","704","704",1,"matching"
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",2,"0","0",2,"non","0","0","0",2,"NO DELIVERIES"
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",3,"0","0",2,"non","0","0","0",2,"NO DELIVERIES"
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",4,"33","33",2,"matching","16","16","16",2,"matching"
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",1,"491","491",2,"matching","742","742","742",2,"matching"
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",5,"23","23",2,"matching","35","35","35",2,"matching"
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",0,"563","563",2,"matching","456","456","455",1,"poor numbering"
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",3,"19","19",2,"none","19","19","18",1,"poor tallying"
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",5,"31","32",1,"poor tallying","44","44","46",1,"poor tallying"
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",0,"1377","1377",2,"none","1437","1437","1437",2,"none"
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",1,"1272","1272",2,"none","1014","1014","563",1,"some registers missing"
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",4,"45","45",2,"none","33","33","35",1,"poor tallying"
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",2,"17","17",2,"none","27","27","27",2,"none"
"07-23-18-10","a3968f62607b402a85a551fab137e191",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"07-23-18-10","a3968f62607b402a85a551fab137e191",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"07-23-18-10","a3968f62607b402a85a551fab137e191",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"07-23-18-10","a3968f62607b402a85a551fab137e191",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"07-23-18-10","a3968f62607b402a85a551fab137e191",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"07-23-18-10","a3968f62607b402a85a551fab137e191",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",5,"1","1",2,"matching",,,,,
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",0,"345","345",2,"matching",,,,,
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",4,"6","6",2,"matching",,,,,
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",2,"1","1",2,"matching",,,,,
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",3,"3","3",2,"matching",,,,,
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",1,"313","313",2,"matching",,,,,
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",2,"0","25",2,"GOOD","27","27","27",2,"Good"
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",4,"0","30",2,"GOOD","12","12","30",1,"Missing  tally  sheets  during  report  making"
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",5,"0","30",2,"GOOD","25","25","25",2,"Good"
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",3,"0","30",2,"GOOD","48","48","49",1,"Wrong  counting"
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",1,"0","743",1,"TALLYING ERROR","210","210","0",1,"Missing  regiter"
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",0,"0","622",2,"GOOD","576","576","514",1,"Wrong  numbering"
"82-74-17-32","a633fb014edd4a55953902a674518e63",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"82-74-17-32","a633fb014edd4a55953902a674518e63",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"82-74-17-32","a633fb014edd4a55953902a674518e63",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"82-74-17-32","a633fb014edd4a55953902a674518e63",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"82-74-17-32","a633fb014edd4a55953902a674518e63",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"82-74-17-32","a633fb014edd4a55953902a674518e63",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"83-94-15-57","a63fa436b8c141679c0885b968ae1d73",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"83-94-15-57","a63fa436b8c141679c0885b968ae1d73",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"83-94-15-57","a63fa436b8c141679c0885b968ae1d73",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"83-94-15-57","a63fa436b8c141679c0885b968ae1d73",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"83-94-15-57","a63fa436b8c141679c0885b968ae1d73",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"83-94-15-57","a63fa436b8c141679c0885b968ae1d73",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##","##N/A##",,"##N/A##"
"85-90-80-90","a835522691ae4b52a5e2902750d571d5",5,"0","0",2,"none","0","0","0",2,"none"
"85-90-80-90","a835522691ae4b52a5e2902750d571d5",3,"0","0",2,"NONE","0","0","0",2,"NONE"
"85-90-80-90","a835522691ae4b52a5e2902750d571d5",2,"0","0",2,"NONE","0","0","0",2,"NONE"
"85-90-80-90","a835522691ae4b52a5e2902750d571d5",0,"582","282",1,"Some  times  due  to  pressure  of work,  attendance  is not  recorded  in  the  register","0","0","222",1,"Missing  records"
"85-90-80-90","a835522691ae4b52a5e2902750d571d5",4,"0","0",2,"none","0","0","0",2,"NONE"
"85-90-80-90","a835522691ae4b52a5e2902750d571d5",1,"0","0",1,"Missing  records","0","0","139",1,"Missing  records"
"82-09-93-64","a8fe82d0ebbd444d98af07dc137b4e07",0,"##N/A##","1073",2,"##N/A##","1098","##N/A##","1098",2,"##N/A##"
"82-09-93-64","a8fe82d0ebbd444d98af07dc137b4e07",1,"##N/A##","2051",2,"##N/A##","941","##N/A##","941",2,"##N/A##"
"82-09-93-64","a8fe82d0ebbd444d98af07dc137b4e07",5,"##N/A##","43",2,"##N/A##","37","##N/A##","37",2,"##N/A##"
"82-09-93-64","a8fe82d0ebbd444d98af07dc137b4e07",2,"##N/A##","12",2,"##N/A##","16","##N/A##","16",2,"##N/A##"
"82-09-93-64","a8fe82d0ebbd444d98af07dc137b4e07",4,"##N/A##","57",1,"COULD HAVE BEEN A MISCOUNT IN THE REGISTER","42","##N/A##","42",2,"##N/A##"
"82-09-93-64","a8fe82d0ebbd444d98af07dc137b4e07",3,"##N/A##","10",2,"##N/A##","15","##N/A##","15",2,"##N/A##"
