"interview__key","EA_code","position_id","s3q43a","s3q43b"
"14-56-46-86","dc3741ca4a3c451291a3c0370adfd965",0,,
"14-56-46-86","dc3741ca4a3c451291a3c0370adfd965",2,,
"30-44-92-98","dd72172834734d53967b7f13d9946d3e",0,,
"30-44-92-98","dd72172834734d53967b7f13d9946d3e",2,,
"30-44-92-98","dd72172834734d53967b7f13d9946d3e",1,,
"92-54-66-94","de0d420b95f949409ddd6e6ef359572f",0,6,0
"92-54-66-94","de0d420b95f949409ddd6e6ef359572f",2,0,0
"92-54-66-94","de0d420b95f949409ddd6e6ef359572f",1,6,0
"15-27-59-11","df9e133eb2f54a81911f454050262cc9",2,,
"15-27-59-11","df9e133eb2f54a81911f454050262cc9",0,,
"15-27-59-11","df9e133eb2f54a81911f454050262cc9",1,,
"41-87-65-27","dfd66efc10c04db4bc7a7710205fba47",0,5,0
"41-87-65-27","dfd66efc10c04db4bc7a7710205fba47",1,4,0
"41-87-65-27","dfd66efc10c04db4bc7a7710205fba47",2,0,0
"51-59-01-53","e0d553e3abb24993844f0de7e20c86db",0,1,2
"51-59-01-53","e0d553e3abb24993844f0de7e20c86db",2,0,0
"51-59-01-53","e0d553e3abb24993844f0de7e20c86db",1,7,0
"92-04-38-87","e1d242437c104649bf3a034bad2925c9",0,1,4
"92-04-38-87","e1d242437c104649bf3a034bad2925c9",2,0,0
"92-04-38-87","e1d242437c104649bf3a034bad2925c9",1,8,0
"66-82-27-82","e2087f2693664d9097024fd484730d71",1,,
"66-82-27-82","e2087f2693664d9097024fd484730d71",2,,
"66-82-27-82","e2087f2693664d9097024fd484730d71",0,,
"48-37-16-81","e314846cc6e745f2b46ca45107218154",1,13,0
"48-37-16-81","e314846cc6e745f2b46ca45107218154",2,0,0
"48-37-16-81","e314846cc6e745f2b46ca45107218154",0,16,0
"08-49-55-81","e359063a9c1842feace88741f2b4863c",2,0,0
"08-49-55-81","e359063a9c1842feace88741f2b4863c",1,5,0
"08-49-55-81","e359063a9c1842feace88741f2b4863c",0,4,5
"24-81-35-44","e57503779f904b9a89276f70cdc6d98b",0,,
"24-81-35-44","e57503779f904b9a89276f70cdc6d98b",1,,
"24-81-35-44","e57503779f904b9a89276f70cdc6d98b",2,,
"04-12-51-46","e7fa94896c414ae5a4e11d7b299951b1",2,0,0
"04-12-51-46","e7fa94896c414ae5a4e11d7b299951b1",1,7,0
"04-12-51-46","e7fa94896c414ae5a4e11d7b299951b1",0,2,0
"16-34-77-09","e83ef3501b9148fc8d8660761d61f6b1",1,4,0
"16-34-77-09","e83ef3501b9148fc8d8660761d61f6b1",2,0,0
"16-34-77-09","e83ef3501b9148fc8d8660761d61f6b1",0,3,7
"35-16-36-79","e8807528500d494886e1493f22b6d612",1,,
"35-16-36-79","e8807528500d494886e1493f22b6d612",2,,
"35-16-36-79","e8807528500d494886e1493f22b6d612",0,,
"88-64-25-80","ea112b0ba08542bfb07f10c636ff82a0",0,,
"88-64-25-80","ea112b0ba08542bfb07f10c636ff82a0",2,,
"88-64-25-80","ea112b0ba08542bfb07f10c636ff82a0",1,,
"46-50-03-97","eb9b8edf03314bb39c1982b462c88cd3",2,,
"46-50-03-97","eb9b8edf03314bb39c1982b462c88cd3",0,,
"46-50-03-97","eb9b8edf03314bb39c1982b462c88cd3",1,,
"34-64-32-00","eba103dd973241ecb07baee474e8f9d9",1,,
"34-64-32-00","eba103dd973241ecb07baee474e8f9d9",2,,
"34-64-32-00","eba103dd973241ecb07baee474e8f9d9",0,,
"96-79-66-75","ec1c482374644eb983a647909e350403",2,0,0
"96-79-66-75","ec1c482374644eb983a647909e350403",1,5,1
"96-79-66-75","ec1c482374644eb983a647909e350403",0,2,0
"49-96-25-37","ec3f5f7d84244a55ab42dff82b6846d9",0,5,4
"49-96-25-37","ec3f5f7d84244a55ab42dff82b6846d9",1,4,0
"49-96-25-37","ec3f5f7d84244a55ab42dff82b6846d9",2,0,0
"96-60-14-26","ec558b4ca32e46a7943986f7ad4a9588",1,8,0
"96-60-14-26","ec558b4ca32e46a7943986f7ad4a9588",0,2,0
"96-60-14-26","ec558b4ca32e46a7943986f7ad4a9588",2,0,0
"51-48-45-42","ee1ae37bb5574ebb8cfcaa312e7e1f0b",0,0,0
"51-48-45-42","ee1ae37bb5574ebb8cfcaa312e7e1f0b",1,0,2
"51-48-45-42","ee1ae37bb5574ebb8cfcaa312e7e1f0b",2,4,3
"34-89-24-08","ef140c8eb6aa466fa41b317628e0cbf8",2,0,0
"34-89-24-08","ef140c8eb6aa466fa41b317628e0cbf8",1,16,9
"34-89-24-08","ef140c8eb6aa466fa41b317628e0cbf8",0,1,0
"51-89-46-48","ef37261b68c446679bec7e072b4d916e",2,0,0
"51-89-46-48","ef37261b68c446679bec7e072b4d916e",1,8,1
"51-89-46-48","ef37261b68c446679bec7e072b4d916e",0,4,0
"15-63-97-83","f03953e0053e44408d6efa237ee3063f",0,,
"15-63-97-83","f03953e0053e44408d6efa237ee3063f",1,,
"15-63-97-83","f03953e0053e44408d6efa237ee3063f",2,,
"04-82-98-03","f107a301616c4ff69b6fa7bfa877faab",0,10,4
"04-82-98-03","f107a301616c4ff69b6fa7bfa877faab",2,0,0
"04-82-98-03","f107a301616c4ff69b6fa7bfa877faab",1,7,0
"27-44-94-20","f14f6099b4984c1d8b984fb22f251032",2,0,0
"27-44-94-20","f14f6099b4984c1d8b984fb22f251032",1,11,0
"27-44-94-20","f14f6099b4984c1d8b984fb22f251032",0,2,4
"65-42-84-81","f1dca8894a0b46eab802b52b2ecc70c0",1,11,0
"65-42-84-81","f1dca8894a0b46eab802b52b2ecc70c0",2,0,0
"65-42-84-81","f1dca8894a0b46eab802b52b2ecc70c0",0,4,6
"63-52-54-38","f33d7de27c14495a89301cb34c6e6dfb",2,0,0
"63-52-54-38","f33d7de27c14495a89301cb34c6e6dfb",1,6,0
"63-52-54-38","f33d7de27c14495a89301cb34c6e6dfb",0,2,5
"38-55-59-69","f4836ae1155c495c9363570573d1f81a",1,9,0
"38-55-59-69","f4836ae1155c495c9363570573d1f81a",0,2,8
"38-55-59-69","f4836ae1155c495c9363570573d1f81a",2,0,0
"48-32-44-07","f4c5c89950bb4141ab4d895c0b25bb20",0,,
"48-32-44-07","f4c5c89950bb4141ab4d895c0b25bb20",2,,
"48-32-44-07","f4c5c89950bb4141ab4d895c0b25bb20",1,,
"33-49-10-28","f568ccaeb7434baf8b85c82b6999a9e1",0,,
"33-49-10-28","f568ccaeb7434baf8b85c82b6999a9e1",1,,
"33-49-10-28","f568ccaeb7434baf8b85c82b6999a9e1",2,,
"05-41-62-25","f5e7dce2332d41b28c3cd37fceac50cf",1,10,0
"05-41-62-25","f5e7dce2332d41b28c3cd37fceac50cf",0,6,4
"05-41-62-25","f5e7dce2332d41b28c3cd37fceac50cf",2,0,0
"92-58-44-91","f709ca33e5624c40bbebb5bbff93d32f",2,0,0
"92-58-44-91","f709ca33e5624c40bbebb5bbff93d32f",0,6,0
"92-58-44-91","f709ca33e5624c40bbebb5bbff93d32f",1,5,8
"08-27-83-30","f81dc4ec9efb45e0ac04ce96bd3fac02",2,0,0
"08-27-83-30","f81dc4ec9efb45e0ac04ce96bd3fac02",0,5,0
"08-27-83-30","f81dc4ec9efb45e0ac04ce96bd3fac02",1,11,6
"36-13-76-78","f875111d04594103a21af312cda6e741",2,0,0
"36-13-76-78","f875111d04594103a21af312cda6e741",1,2,0
"36-13-76-78","f875111d04594103a21af312cda6e741",0,9,0
"66-72-06-13","f941ce88ba9a48e99842d995455d47bd",2,0,0
"66-72-06-13","f941ce88ba9a48e99842d995455d47bd",1,18,8
"66-72-06-13","f941ce88ba9a48e99842d995455d47bd",0,5,0
"38-34-59-31","f94bd031b7014493ba1c0295e5614dca",0,7,2
"38-34-59-31","f94bd031b7014493ba1c0295e5614dca",2,0,0
"38-34-59-31","f94bd031b7014493ba1c0295e5614dca",1,21,0
"88-18-91-21","f980545af05e454a9a37280d7272716d",2,3,0
"88-18-91-21","f980545af05e454a9a37280d7272716d",0,3,4
"88-18-91-21","f980545af05e454a9a37280d7272716d",1,4,0
"42-81-20-45","f9db50b4f83b436ab20692f8d1d0e345",2,,
"42-81-20-45","f9db50b4f83b436ab20692f8d1d0e345",0,,
"42-81-20-45","f9db50b4f83b436ab20692f8d1d0e345",1,,
"60-32-27-19","fb5c0b7c4fa64ce8b41a2d746086f7a1",0,9,0
"60-32-27-19","fb5c0b7c4fa64ce8b41a2d746086f7a1",2,0,0
"60-32-27-19","fb5c0b7c4fa64ce8b41a2d746086f7a1",1,5,1
"87-17-71-30","fd09bf6c0d16410f9135f36ef5e6993b",2,,
"87-17-71-30","fd09bf6c0d16410f9135f36ef5e6993b",1,,
"87-17-71-30","fd09bf6c0d16410f9135f36ef5e6993b",0,,
"86-59-69-87","fd39653b0c2d49a2b86bf992b96cf4d0",0,,
"86-59-69-87","fd39653b0c2d49a2b86bf992b96cf4d0",1,,
"86-59-69-87","fd39653b0c2d49a2b86bf992b96cf4d0",2,,
"83-86-63-56","fecc0f5ccad940ceb621e46eb9f59f77",1,2,3
"83-86-63-56","fecc0f5ccad940ceb621e46eb9f59f77",0,10,6
"83-86-63-56","fecc0f5ccad940ceb621e46eb9f59f77",2,0,0
"17-59-88-03","fffa2187e3d447b085ed6aedd03b38da",1,9,0
"17-59-88-03","fffa2187e3d447b085ed6aedd03b38da",0,2,8
"17-59-88-03","fffa2187e3d447b085ed6aedd03b38da",2,0,0
