"interview__key","EA_code","service_availabilty__id","s2aq03_1","s2aq05","s2aq06","s2aq07","s2aq08"
"92-06-84-13","9693819c6c25424e8079d7bd5a399e59",1,1,0.5,1,30,2
"92-06-84-13","9693819c6c25424e8079d7bd5a399e59",18,2,7,6,15,2
"92-06-84-13","9693819c6c25424e8079d7bd5a399e59",16,2,7,6,15,2
"92-06-84-13","9693819c6c25424e8079d7bd5a399e59",21,2,7,6,15,2
"92-06-84-13","9693819c6c25424e8079d7bd5a399e59",15,2,7,6,15,2
"92-06-84-13","9693819c6c25424e8079d7bd5a399e59",13,2,14,6,40,1
"92-06-84-13","9693819c6c25424e8079d7bd5a399e59",3,2,6,1,60,2
"92-06-84-13","9693819c6c25424e8079d7bd5a399e59",25,2,6,1,60,2
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",23,1,0.4,1,9,2
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",26,3,,,,
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",1,2,0.7,1,35,2
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",6,3,,,,
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",24,3,,,,
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",7,2,3,6,30,2
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",9,2,7,2,25,1
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",10,3,,,,
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",12,1,0.3,1,10,2
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",33,2,7.5,2,38,3
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",11,2,0.9,6,15,1
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",22,1,0,1,0,3
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",4,2,1.4,8,25,2
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",30,2,7.5,2,30,2
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",2,1,0.4,1,18,2
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",16,2,1.7,6,10,2
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",19,2,7.5,2,30,1
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",17,2,1.7,6,10,2
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",14,2,8,2,30,2
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",15,2,1.7,6,10,2
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",8,1,1.2,6,15,2
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",27,3,,,,
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",3,2,0.8,1,49,2
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",5,3,,,,
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",20,1,0,1,0,2
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",13,2,7.2,2,30,2
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",32,2,0.9,6,10,3
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",31,3,,,,
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",18,2,7.5,2,35,1
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",25,1,0.1,1,8,2
"93-57-84-53","97ae00424b064a76ab02f3474665cca3",21,1,0.1,1,5,1
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",9,2,51,4,60,1
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",22,1,0.1,1,5,1
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",32,2,2.5,1,30,2
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",12,2,18,7,35,1
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",14,2,53,6,60,1
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",18,2,18,8,60,1
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",5,2,5,8,40,1
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",4,2,4,8,25,2
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",19,2,24,8,240,1
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",10,2,2.5,1,35,1
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",1,2,2,1,30,2
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",8,2,5,8,45,2
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",16,2,18,8,60,1
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",17,2,18,8,60,1
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",13,2,18,7,35,1
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",25,2,1,1,15,2
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",11,2,45,4,50,1
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",21,1,0.5,1,10,1
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",15,2,18,8,25,2
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",2,2,2,1,48,2
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",20,2,2,1,30,1
"00-36-74-14","97eeb4f2eae84dfc85e15d277e751cfb",3,2,5,8,30,1
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",24,2,4,6,10,2
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",19,2,20,6,40,1
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",25,2,4,6,10,2
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",15,2,1,1,40,2
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",20,2,4,6,10,1
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",12,2,20,6,30,1
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",21,2,4,6,10,1
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",32,2,4,6,10,2
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",16,2,1,1,40,2
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",17,2,1,1,40,2
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",10,2,2.5,1,90,1
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",1,2,0.5,1,30,2
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",8,2,10,1,120,2
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",3,2,10,1,120,2
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",13,2,20,6,30,1
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",14,2,20,6,30,1
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",22,1,0,1,0,2
"30-99-66-58","989ebf98f43b4297beef92b24367e4c8",9,2,20,6,30,2
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",3,2,5,1,90,2
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",1,2,5,1,90,2
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",9,2,7,6,30,1
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",15,2,2.5,1,30,2
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",17,2,0.4,1,10,3
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",19,1,0.5,1,10,1
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",21,2,0.2,1,3,1
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",24,2,5,6,15,3
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",13,2,2,1,20,1
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",4,2,2,1,25,1
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",22,1,0.2,1,3,2
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",32,2,2.5,1,25,2
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",26,1,0.5,1,5,2
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",12,2,2,1,20,1
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",2,2,0.3,1,5,1
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",8,2,6,6,15,1
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",10,2,0.5,1,5,2
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",25,2,5,1,15,3
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",16,2,0.4,1,10,2
"09-71-54-71","9a2a6af2f9924430b9a0cc47327b661f",11,2,5,6,20,1
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",25,2,1.3,6,10,1
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",2,1,0.4,1,15,2
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",24,2,1.3,6,10,1
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",10,2,0.6,1,20,1
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",19,2,0.8,1,20,1
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",1,2,1,1,25,1
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",3,1,0.8,1,20,1
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",32,2,1,1,20,2
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",23,2,1.5,1,30,2
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",4,2,0.5,1,15,1
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",22,1,0.2,1,5,3
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",12,2,1,1,30,1
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",14,2,1.2,1,30,1
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",17,2,1,1,30,1
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",16,2,1.5,1,35,1
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",21,2,2,6,10,2
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",26,2,0.8,1,20,3
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",5,2,1,1,30,1
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",15,2,1,1,30,2
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",13,2,1.2,1,30,1
"22-11-58-99","9c9917e6e1554969a1d66ac128e8d541",9,2,1.5,1,20,2
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",28,2,3,1,30,2
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",16,2,3.5,1,30,2
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",2,1,0.5,1,8,1
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",24,2,6,6,10,2
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",4,1,0.3,1,5,1
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",20,2,6,6,15,2
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",32,2,6,6,10,1
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",21,1,0.2,1,3,3
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",10,2,3,6,5,2
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",18,2,3.5,1,30,2
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",27,2,3,1,30,2
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",26,2,4,6,5,1
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",3,2,5,1,50,1
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",25,2,6,6,10,2
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",8,2,0.7,1,10,2
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",15,2,3.5,6,10,2
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",11,2,5,6,10,1
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",22,1,0.5,1,7,3
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",17,2,3.5,1,30,1
"06-94-60-69","9cb352e8b3464891a8e56c9682e6e772",1,2,0.3,1,5,3
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",2,1,0.2,1,10,1
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",8,2,5,1,60,1
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",14,2,3,8,120,2
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",12,2,32,8,120,1
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",11,2,32,8,120,1
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",10,2,8,8,60,2
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",20,2,6,7,30,1
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",13,2,31,8,120,1
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",18,2,15,8,80,1
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",17,2,15,8,80,1
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",21,2,3,8,15,1
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",5,2,25,8,80,1
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",3,2,5,1,60,1
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",19,2,14,7,90,1
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",16,2,15,8,80,1
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",9,2,30,8,120,2
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",15,2,15,8,80,1
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",22,1,0.1,1,1,1
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",1,2,3,1,40,2
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",32,2,7,8,45,1
"12-56-84-63","9da07074406c46e68f1ad5e7813e373b",4,2,10,8,60,2
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",4,2,3,1,40,2
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",24,2,6,1,80,2
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",21,1,1,1,15,2
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",7,2,3,1,40,2
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",23,1,1,1,15,2
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",9,2,17,6,45,1
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",2,2,3.5,1,40,1
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",32,2,15,6,40,1
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",10,2,3,1,40,1
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",19,2,14,6,40,1
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",12,2,17,6,45,2
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",14,2,17,6,45,1
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",3,2,3,1,40,1
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",25,2,3,1,40,2
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",1,1,1,1,15,2
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",8,2,6,1,80,1
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",13,2,17,6,45,1
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",15,2,4,1,50,2
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",17,2,4,1,50,2
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",22,1,0.5,1,10,2
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",18,2,6,1,70,1
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",16,2,4,1,50,2
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",33,2,6,1,80,1
"55-27-58-19","a0b8bff5458e45b08b17f5b96f939cfb",26,2,17,6,45,1
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",24,2,3,6,20,1
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",23,2,4,6,25,2
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",1,2,1.6,1,25,1
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",25,2,3,1,20,1
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",19,1,1.6,1,15,1
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",13,2,3,6,20,2
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",18,2,10,6,45,1
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",15,2,1,1,10,2
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",2,2,2,1,30,1
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",14,2,3.5,6,20,1
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",8,2,1.6,1,30,1
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",32,2,2,1,30,2
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",5,2,2,1,30,2
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",16,2,1,1,10,2
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",12,2,3,6,20,1
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",26,2,2.5,1,40,2
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",4,2,2,1,30,1
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",22,1,1,1,10,2
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",33,2,2,1,30,1
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",11,2,3,1,40,1
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",9,2,4,6,20,1
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",17,2,1,1,10,2
"20-49-68-89","a28038d2ed0047b28fc0ac652e00429b",3,2,3.5,1,60,1
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",25,2,2.5,1,30,2
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",17,2,3,1,30,2
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",3,2,4,1,45,2
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",4,2,8,6,25,1
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",15,2,3,1,30,2
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",14,2,6,1,60,2
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",11,2,10,6,25,1
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",10,2,35,2,50,1
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",18,2,3,1,45,2
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",16,2,3,1,45,1
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",33,2,8,6,90,1
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",5,2,30,6,60,1
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",32,2,6,1,60,2
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",8,2,2,1,30,2
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",9,2,55,2,45,1
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",21,2,3,1,30,2
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",1,2,1,1,15,2
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",19,2,10,6,35,1
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",12,2,10,6,25,1
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",22,1,0.5,1,10,3
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",24,2,10,6,35,2
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",23,1,0.6,1,10,3
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",13,2,6,1,60,2
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",2,2,2,1,30,2
"41-07-98-38","a2b201c029f84e18ae079b30d287184d",20,2,6,1,70,2
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",7,,,,,
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",25,,,,,
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",4,2,3,1,45,3
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",15,2,12.8,1,120,2
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",13,,,,,
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",18,2,12.8,1,120,2
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",8,2,4,1,75,2
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",16,2,12.8,1,120,2
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",1,2,2,1,30,2
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",23,2,3,1,45,1
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",5,2,8,1,120,2
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",11,2,12.8,6,30,1
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",17,2,12.8,1,120,2
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",20,2,4,1,60,2
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",32,2,9,1,90,1
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",22,1,0.2,1,2,3
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",9,2,44.8,6,60,2
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",3,2,4,1,60,2
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",21,2,1,1,15,3
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",31,,,,,
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",26,,,,,
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",24,2,9,1,90,2
"48-26-89-12","a33b5f5221a14a80bfed99a205524fe7",10,2,6.8,1,90,1
"07-23-18-10","a3968f62607b402a85a551fab137e191",22,1,0,1,0,1
"07-23-18-10","a3968f62607b402a85a551fab137e191",2,1,0.2,1,5,1
"07-23-18-10","a3968f62607b402a85a551fab137e191",15,2,9.6,1,60,2
"07-23-18-10","a3968f62607b402a85a551fab137e191",1,2,3,1,40,2
"07-23-18-10","a3968f62607b402a85a551fab137e191",12,2,56,2,60,1
"07-23-18-10","a3968f62607b402a85a551fab137e191",8,2,10,6,15,2
"07-23-18-10","a3968f62607b402a85a551fab137e191",16,2,9.6,1,60,2
"07-23-18-10","a3968f62607b402a85a551fab137e191",13,2,56,2,60,1
"07-23-18-10","a3968f62607b402a85a551fab137e191",4,2,9.6,8,25,2
"07-23-18-10","a3968f62607b402a85a551fab137e191",20,2,3,1,40,1
"07-23-18-10","a3968f62607b402a85a551fab137e191",25,2,19.2,6,50,2
"07-23-18-10","a3968f62607b402a85a551fab137e191",24,2,19.2,6,50,2
"07-23-18-10","a3968f62607b402a85a551fab137e191",9,2,56,2,60,1
"07-23-18-10","a3968f62607b402a85a551fab137e191",18,2,9.6,1,60,2
"07-23-18-10","a3968f62607b402a85a551fab137e191",3,2,9.6,8,25,2
"07-23-18-10","a3968f62607b402a85a551fab137e191",32,2,9.6,6,40,2
"07-23-18-10","a3968f62607b402a85a551fab137e191",17,2,9.6,1,60,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",1,2,1.5,1,25,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",3,2,5,1,90,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",13,2,47,2,120,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",15,2,4,1,60,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",25,2,4,1,60,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",5,2,5,1,90,1
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",22,1,1,1,10,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",19,2,40,2,90,1
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",18,2,45,2,90,1
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",16,2,4,1,60,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",23,1,3,1,40,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",9,2,48,2,90,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",8,2,4,1,60,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",20,2,5,1,7,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",4,2,4,1,60,1
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",10,2,5,1,75,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",32,2,5,1,80,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",12,2,5,1,90,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",24,2,5,1,80,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",14,2,47,2,120,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",2,2,1,1,15,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",17,2,4,1,60,2
"26-48-88-55","a3e0e5b0bb6045dbb836bcae2ae555c5",21,1,1.5,1,25,2
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",32,2,5,8,30,1
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",13,2,9,8,70,1
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",11,2,21,6,40,1
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",12,2,9,6,25,1
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",18,2,5,8,45,1
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",22,1,3,1,2,3
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",15,2,5,8,35,1
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",8,2,5,1,60,1
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",17,2,5,8,45,1
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",4,2,9,6,60,1
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",20,1,1,1,20,2
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",16,2,5,8,45,1
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",3,2,5,1,120,2
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",21,2,1,1,20,2
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",24,2,5,7,20,1
"98-67-40-59","a3e421e5c8924b2ebd4c84e7ab0538a4",1,1,1,1,10,2
"82-74-17-32","a633fb014edd4a55953902a674518e63",23,1,0.1,1,5,3
"82-74-17-32","a633fb014edd4a55953902a674518e63",8,2,3,1,15,1
"82-74-17-32","a633fb014edd4a55953902a674518e63",5,2,1,1,10,1
"82-74-17-32","a633fb014edd4a55953902a674518e63",16,2,0.25,1,10,1
"82-74-17-32","a633fb014edd4a55953902a674518e63",15,2,0.25,1,10,1
"82-74-17-32","a633fb014edd4a55953902a674518e63",4,2,2.5,1,25,1
"82-74-17-32","a633fb014edd4a55953902a674518e63",1,2,3,1,30,1
"82-74-17-32","a633fb014edd4a55953902a674518e63",19,1,0,1,0,3
