"interview__key","EA_code","payment_id","s3q26","s3q27","s3q28","s3q29"
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",6,2,,,
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",0,,1,5000,2
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",9,1,1,3000,2
"03-52-46-70","40d1c6c197a14e6eadf31dfcc95a200b",2,2,,,
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",9,2,,,
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",1,1,1,7000,2
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",0,,1,20000,2
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",6,2,,,
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",5,2,,,
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",2,1,1,17000,4
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",4,1,2,,
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",8,2,,,
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",3,2,,,
"86-08-76-83","421f6dc9b1b74d31bff813bbbec0946c",7,2,,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",3,2,,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",2,2,,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",5,2,,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",0,,1,8000,2
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",6,2,,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",8,2,,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",1,1,1,5500,2
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",7,2,,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",4,2,,,
"88-74-11-89","48a67d1f18994ef98a5949aef015bbd4",9,2,,,
"67-26-59-19","48bea11db2944c909fda02151c5118af",8,2,,,
"67-26-59-19","48bea11db2944c909fda02151c5118af",9,1,2,,
"67-26-59-19","48bea11db2944c909fda02151c5118af",1,1,1,5000,2
"67-26-59-19","48bea11db2944c909fda02151c5118af",2,2,,,
"67-26-59-19","48bea11db2944c909fda02151c5118af",6,2,,,
"67-26-59-19","48bea11db2944c909fda02151c5118af",4,1,2,,
"67-26-59-19","48bea11db2944c909fda02151c5118af",3,2,,,
"67-26-59-19","48bea11db2944c909fda02151c5118af",7,2,,,
"67-26-59-19","48bea11db2944c909fda02151c5118af",5,2,,,
"67-26-59-19","48bea11db2944c909fda02151c5118af",0,,1,5000,2
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",1,2,,,
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",3,2,,,
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",4,2,,,
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",8,1,1,5000,2
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",5,2,,,
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",6,2,,,
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",2,1,1,19000,1
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",7,2,,,
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",0,,1,10400,2
"75-39-75-81","4904caa625114480b7dfb1ac1090ea9d",9,1,1,3000,1
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",9,2,,,
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",8,2,,,
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",1,1,1,10000,2
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",0,,2,,
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",2,1,1,12000,4
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",7,2,,,
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",3,2,,,
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",5,2,,,
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",4,2,,,
"65-53-81-18","49ac26b03a504025bc11014fb9fd07f0",6,2,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",6,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",4,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",0,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",8,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",5,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",7,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",9,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",2,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",3,,,,
"45-42-36-18","4a1d00f074cc4b00918c46c988ddbe64",1,,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",8,2,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",4,2,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",9,2,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",3,2,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",1,2,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",0,,1,9285,2
"85-31-22-31","4ba54fb88a534722877835b1045a512d",6,2,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",2,2,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",7,2,,,
"85-31-22-31","4ba54fb88a534722877835b1045a512d",5,2,,,
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",7,2,,,
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",9,2,,,
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",8,2,,,
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",6,2,,,
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",5,2,,,
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",0,,1,3000,2
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",4,1,2,,
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",1,1,2,,
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",3,2,,,
"35-28-58-28","4cdaf79caf624178b5eadc9be94a36aa",2,2,,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",8,,,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",4,,,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",3,,,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",9,,,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",0,,,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",1,,,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",2,,,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",5,,,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",7,,,,
"74-16-21-77","4cf59369cdf24583a27873140b200861",6,,,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",2,,,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",6,,,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",1,,,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",8,,,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",4,,,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",7,,,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",0,,,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",9,,,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",5,,,,
"91-91-63-66","4d5ac1450c634c6ca704f0e8848cc443",3,,,,
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",2,2,,,
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",3,2,,,
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",1,1,1,25000,2
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",9,2,,,
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",6,2,,,
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",8,2,,,
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",4,2,,,
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",0,,2,,
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",7,2,,,
"00-95-07-36","4dd6d629e3ae4f8d89147cbaf0a79f8f",5,2,,,
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",4,1,2,,
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",1,1,2,,
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",8,2,,,
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",3,2,,,
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",0,,1,10000,2
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",9,2,,,
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",5,2,,,
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",7,2,,,
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",6,2,,,
"98-74-07-23","4ecbd2e7063b4921af2e0b7e0a8db0ce",2,1,1,10000,4
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",9,1,1,2000,2
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",7,2,,,
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",2,2,,,
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",5,2,,,
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",3,2,,,
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",8,2,,,
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",4,1,2,,
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",6,2,,,
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",0,,1,6500,2
"85-33-44-23","4ece7adab00c4cf2bef7f7a13841c000",1,1,2,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",8,,,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",1,,,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",7,,,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",2,,,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",3,,,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",4,,,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",0,,,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",6,,,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",5,,,,
"36-09-12-99","4fead528c43a425c8ead7ad9e02285fe",9,,,,
"83-55-75-67","50915c4977d44997a241f9e364f0a753",9,,,,
"83-55-75-67","50915c4977d44997a241f9e364f0a753",2,,,,
"83-55-75-67","50915c4977d44997a241f9e364f0a753",0,,,,
"83-55-75-67","50915c4977d44997a241f9e364f0a753",6,,,,
"83-55-75-67","50915c4977d44997a241f9e364f0a753",5,,,,
"83-55-75-67","50915c4977d44997a241f9e364f0a753",8,,,,
"83-55-75-67","50915c4977d44997a241f9e364f0a753",4,,,,
"83-55-75-67","50915c4977d44997a241f9e364f0a753",1,,,,
"83-55-75-67","50915c4977d44997a241f9e364f0a753",7,,,,
"83-55-75-67","50915c4977d44997a241f9e364f0a753",3,,,,
"80-32-55-46","511e248a967448a89f871d73acff14a4",7,2,,,
"80-32-55-46","511e248a967448a89f871d73acff14a4",0,,2,,
"80-32-55-46","511e248a967448a89f871d73acff14a4",2,2,,,
"80-32-55-46","511e248a967448a89f871d73acff14a4",1,2,,,
"80-32-55-46","511e248a967448a89f871d73acff14a4",5,2,,,
"80-32-55-46","511e248a967448a89f871d73acff14a4",6,2,,,
"80-32-55-46","511e248a967448a89f871d73acff14a4",4,2,,,
"80-32-55-46","511e248a967448a89f871d73acff14a4",3,2,,,
"80-32-55-46","511e248a967448a89f871d73acff14a4",8,2,,,
"80-32-55-46","511e248a967448a89f871d73acff14a4",9,1,1,1200,2
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",9,1,1,2000,2
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",4,1,2,,
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",2,2,,,
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",0,,1,5600,1
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",6,2,,,
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",5,2,,,
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",3,2,,,
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",8,2,,,
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",1,2,,,
"71-61-98-83","53fd71c2301f43f8873de4f1f0eace0c",7,2,,,
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",4,2,,,
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",8,1,1,5000,2
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",6,2,,,
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",9,1,1,5000,2
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",5,2,,,
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",1,2,,,
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",2,2,,,
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",3,2,,,
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",7,2,,,
"32-71-89-73","54405a9ba99d4e618e87548191c47c14",0,,1,12000,2
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",9,2,,,
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",0,,1,8000,2
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",1,2,,,
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",7,2,,,
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",6,2,,,
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",4,1,2,,
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",8,1,1,5000,2
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",5,2,,,
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",2,2,,,
"72-32-17-28","54c10aa0c5a84733aa4d36847a5906e3",3,2,,,
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",8,2,,,
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",1,2,,,
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",0,,2,,
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",4,2,,,
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",6,2,,,
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",3,2,,,
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",7,2,,,
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",2,1,1,18000,4
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",9,1,1,30000,2
"02-73-44-22","56ad9167bff0445f93a7fbaced2e3152",5,2,,,
"03-45-89-44","56c850451863421290489c656c6356a1",4,2,,,
"03-45-89-44","56c850451863421290489c656c6356a1",5,2,,,
"03-45-89-44","56c850451863421290489c656c6356a1",7,2,,,
"03-45-89-44","56c850451863421290489c656c6356a1",0,,1,10000,1
"03-45-89-44","56c850451863421290489c656c6356a1",9,1,1,2400,2
"03-45-89-44","56c850451863421290489c656c6356a1",2,2,,,
"03-45-89-44","56c850451863421290489c656c6356a1",3,2,,,
"03-45-89-44","56c850451863421290489c656c6356a1",1,2,,,
"03-45-89-44","56c850451863421290489c656c6356a1",8,1,1,4000,2
"03-45-89-44","56c850451863421290489c656c6356a1",6,2,,,
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",3,2,,,
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",5,2,,,
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",2,2,,,
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",7,2,,,
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",0,,1,31666,2
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",6,2,,,
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",1,1,1,35000,2
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",9,2,,,
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",4,2,,,
"41-24-08-74","56d5e1c386f34ef68f31280d6a7d8f46",8,2,,,
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",1,,,,
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",4,,,,
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",8,,,,
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",0,,,,
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",5,,,,
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",2,,,,
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",7,,,,
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",3,,,,
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",9,,,,
"77-44-13-92","5781bbe35d9c4d5fa1246f3d26a59a0b",6,,,,
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",6,,,,
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",3,,,,
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",9,,,,
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",1,,,,
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",4,,,,
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",0,,,,
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",2,,,,
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",5,,,,
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",8,,,,
"20-39-84-46","5b1bfa5bef2c4d529bd9d6297a3e11ec",7,,,,
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",8,2,,,
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",5,2,,,
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",9,2,,,
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",6,2,,,
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",1,2,,,
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",3,2,,,
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",4,2,,,
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",7,2,,,
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",0,,1,5000,2
"22-55-33-62","5d98309983cf4e319ba077b1e10020fc",2,2,,,
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",3,2,,,
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",6,2,,,
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",9,1,1,50000,2
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",2,2,,,
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",1,1,1,21000,2
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",5,2,,,
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",7,2,,,
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",0,,1,3000,2
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",4,2,,,
"52-64-64-81","5df1b3d3aa7d4cb3b184c8ab9edf7506",8,2,,,
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",9,2,,,
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",8,2,,,
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",5,2,,,
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",3,2,,,
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",7,2,,,
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",4,2,,,
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",2,1,1,20000,4
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",0,,1,15000,2
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",6,2,,,
"56-80-19-40","5ec0701dd9f54f1bbe921ca9175a60d9",1,1,1,3000,2
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",3,2,,,
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",4,1,2,,
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",7,2,,,
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",6,2,,,
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",8,2,,,
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",5,2,,,
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",0,,2,,
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",2,1,1,25000,4
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",9,1,2,,
"07-07-36-19","5f9ac4ea0e654d08b3cd6ed453de3ff1",1,1,1,50000,2
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",0,,1,35071,2
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",1,1,1,50000,2
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",4,2,,,
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",3,2,,,
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",2,2,,,
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",6,2,,,
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",9,1,1,20000,2
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",8,2,,,
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",5,2,,,
"84-67-15-95","5fe1acda95ad4556b6a0983a641d479a",7,2,,,
"94-06-39-74","5feb56a602554863982002d7dffa96e9",7,2,,,
"94-06-39-74","5feb56a602554863982002d7dffa96e9",3,2,,,
"94-06-39-74","5feb56a602554863982002d7dffa96e9",6,2,,,
"94-06-39-74","5feb56a602554863982002d7dffa96e9",5,2,,,
"94-06-39-74","5feb56a602554863982002d7dffa96e9",4,2,,,
"94-06-39-74","5feb56a602554863982002d7dffa96e9",9,1,1,2000,2
"94-06-39-74","5feb56a602554863982002d7dffa96e9",1,2,,,
"94-06-39-74","5feb56a602554863982002d7dffa96e9",8,2,,,
"94-06-39-74","5feb56a602554863982002d7dffa96e9",0,,1,2000,2
"94-06-39-74","5feb56a602554863982002d7dffa96e9",2,2,,,
"01-46-09-86","606dfeb842fa4339b5772cb092c00c26",0,,1,5500,1
"01-46-09-86","606dfeb842fa4339b5772cb092c00c26",3,2,,,
"01-46-09-86","606dfeb842fa4339b5772cb092c00c26",8,2,,,
"01-46-09-86","606dfeb842fa4339b5772cb092c00c26",1,1,1,10000,3
"01-46-09-86","606dfeb842fa4339b5772cb092c00c26",2,2,,,
"01-46-09-86","606dfeb842fa4339b5772cb092c00c26",7,2,,,
"01-46-09-86","606dfeb842fa4339b5772cb092c00c26",4,1,2,,
"01-46-09-86","606dfeb842fa4339b5772cb092c00c26",6,2,,,
"01-46-09-86","606dfeb842fa4339b5772cb092c00c26",9,1,1,2000,2
"01-46-09-86","606dfeb842fa4339b5772cb092c00c26",5,2,,,
"67-70-56-85","61187e593ce849f6b0b6f20972734150",4,1,2,,
"67-70-56-85","61187e593ce849f6b0b6f20972734150",9,2,,,
"67-70-56-85","61187e593ce849f6b0b6f20972734150",0,,2,,
"67-70-56-85","61187e593ce849f6b0b6f20972734150",7,2,,,
"67-70-56-85","61187e593ce849f6b0b6f20972734150",3,2,,,
"67-70-56-85","61187e593ce849f6b0b6f20972734150",2,2,,,
"67-70-56-85","61187e593ce849f6b0b6f20972734150",6,2,,,
"67-70-56-85","61187e593ce849f6b0b6f20972734150",1,1,1,25000,2
"67-70-56-85","61187e593ce849f6b0b6f20972734150",8,2,,,
"67-70-56-85","61187e593ce849f6b0b6f20972734150",5,2,,,
"58-19-91-16","627c07fe24fc470f9300d75233c4b4ee",1,2,,,
"58-19-91-16","627c07fe24fc470f9300d75233c4b4ee",5,2,,,
"58-19-91-16","627c07fe24fc470f9300d75233c4b4ee",4,1,2,,
"58-19-91-16","627c07fe24fc470f9300d75233c4b4ee",9,2,,,
"58-19-91-16","627c07fe24fc470f9300d75233c4b4ee",7,2,,,
"58-19-91-16","627c07fe24fc470f9300d75233c4b4ee",3,2,,,
"58-19-91-16","627c07fe24fc470f9300d75233c4b4ee",6,2,,,
"58-19-91-16","627c07fe24fc470f9300d75233c4b4ee",8,2,,,
"58-19-91-16","627c07fe24fc470f9300d75233c4b4ee",0,,1,3000,2
"58-19-91-16","627c07fe24fc470f9300d75233c4b4ee",2,2,,,
"56-99-39-47","62c15549e2894eee9032940da84f6170",6,2,,,
"56-99-39-47","62c15549e2894eee9032940da84f6170",5,2,,,
"56-99-39-47","62c15549e2894eee9032940da84f6170",0,,1,5000,2
"56-99-39-47","62c15549e2894eee9032940da84f6170",9,1,1,2000,2
"56-99-39-47","62c15549e2894eee9032940da84f6170",1,2,,,
"56-99-39-47","62c15549e2894eee9032940da84f6170",4,2,,,
"56-99-39-47","62c15549e2894eee9032940da84f6170",8,2,,,
"56-99-39-47","62c15549e2894eee9032940da84f6170",7,2,,,
"56-99-39-47","62c15549e2894eee9032940da84f6170",3,2,,,
"56-99-39-47","62c15549e2894eee9032940da84f6170",2,2,,,
"95-66-18-46","639bf406ae23488b9674d26d841618fb",8,2,,,
"95-66-18-46","639bf406ae23488b9674d26d841618fb",9,2,,,
"95-66-18-46","639bf406ae23488b9674d26d841618fb",6,2,,,
"95-66-18-46","639bf406ae23488b9674d26d841618fb",3,2,,,
"95-66-18-46","639bf406ae23488b9674d26d841618fb",2,2,,,
"95-66-18-46","639bf406ae23488b9674d26d841618fb",0,,1,2000,2
"95-66-18-46","639bf406ae23488b9674d26d841618fb",7,2,,,
"95-66-18-46","639bf406ae23488b9674d26d841618fb",1,2,,,
"95-66-18-46","639bf406ae23488b9674d26d841618fb",5,2,,,
"95-66-18-46","639bf406ae23488b9674d26d841618fb",4,1,2,,
"31-52-69-96","64a7c25789dc44988120f839b628656f",3,,,,
"31-52-69-96","64a7c25789dc44988120f839b628656f",9,,,,
"31-52-69-96","64a7c25789dc44988120f839b628656f",4,,,,
"31-52-69-96","64a7c25789dc44988120f839b628656f",7,,,,
"31-52-69-96","64a7c25789dc44988120f839b628656f",0,,,,
"31-52-69-96","64a7c25789dc44988120f839b628656f",2,,,,
"31-52-69-96","64a7c25789dc44988120f839b628656f",6,,,,
"31-52-69-96","64a7c25789dc44988120f839b628656f",8,,,,
"31-52-69-96","64a7c25789dc44988120f839b628656f",5,,,,
"31-52-69-96","64a7c25789dc44988120f839b628656f",1,,,,
