"hhid","parcelID","pltid","t0_hhid","interview__key","s3aq03","s3aq03_2","s3aq03_3","s3aq03a","s3aq04","s3aq05","s3aq06","s3aq07","s3aq08","s3aq09","s3aq12","s3aq13","s3aq14","s3aq15","s3aq16","s3aq17","s3aq18","s3aq19","s3aq22","s3aq23","s3aq24a","s3aq24b","s3aq25","s3aq26","s3aq27","s3aq28","s3aq34","s3aq35a","s3aq35b","s3aq35c","s3aq36","s4aq07"
"7b69da75f68c43ddaf48754cd0857ded",1,2,"H2041101","63-74-12-15","TOBACCO",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"7b69da75f68c43ddaf48754cd0857ded",3,1,"H2041101","63-74-12-15","TOBACCO",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,25,0,0,85000,0.5
"7b69da75f68c43ddaf48754cd0857ded",2,1,"H2041101","63-74-12-15","CASSAVA",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.3
"7b8f2072ba214e0495310d05b6d2a2c7",2,2,"H0420501","71-24-98-00","sweetpotatoes  plot",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"7b8f2072ba214e0495310d05b6d2a2c7",2,1,"H0420501","71-24-98-00","BEANS plot",1,"2",2,2,,,,,,,2,,,,,,,1,1,2,0.25,1,0.25,7000,2,1,3,0,0,30000,0.25
"7baae6fd5a6946fabdae27d7f12e7768",3,1,"H3910301","11-00-12-80","CASS",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.2
"7baae6fd5a6946fabdae27d7f12e7768",2,1,"H3910301","11-00-12-80","CASSAVA",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.2
"7baae6fd5a6946fabdae27d7f12e7768",1,1,"H3910301","11-00-12-80","Rice",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.2
"7bebc643e5fd44188706e1f41690b5c4",1,2,"H2790701","95-96-37-54","BEANS",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.75
"7bebc643e5fd44188706e1f41690b5c4",1,0,"H2790701","95-96-37-54","COFFEE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"7bebc643e5fd44188706e1f41690b5c4",1,1,"H2790701","95-96-37-54","MATOOKE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"7c2a64b07d6e468fb10e1307fc146c16",1,1,"H2500501","77-97-19-36","Plot 1",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"7c2a64b07d6e468fb10e1307fc146c16",1,2,"H2500501","77-97-19-36","Plot 2",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"7c2a64b07d6e468fb10e1307fc146c16",1,3,"H2500501","77-97-19-36","Plot 3",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"7c37aaa7ad3d405689405387cf772678",1,3,"H4210201","31-89-01-18","BEANS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"7c37aaa7ad3d405689405387cf772678",1,1,"H4210201","31-89-01-18","MAIZE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"7c37aaa7ad3d405689405387cf772678",2,1,"H4210201","31-89-01-18","IRISH",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.12
"7c569134296849c7ac995d22880c6f41",1,3,"H4210401","75-57-67-30","MAIZE",1,"1",2,2,,,,,,,2,,,,,,,1,96,1,1.5,1,1.5,48000,2,1,21,0,0,150000,1
"7c569134296849c7ac995d22880c6f41",1,6,"H4210401","75-57-67-30","SPOTATOES",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,6,0,0,24000,0.25
"7c569134296849c7ac995d22880c6f41",1,4,"H4210401","75-57-67-30","BEANS",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,14,14,0,80000,0.5
"7c569134296849c7ac995d22880c6f41",1,2,"H4210401","75-57-67-30","CASSAVA",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,4,0,0,16000,0.15
"7c569134296849c7ac995d22880c6f41",1,1,"H4210401","75-57-67-30","COFFEE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"7c569134296849c7ac995d22880c6f41",1,0,"H4210401","75-57-67-30","BANANA",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,2,0,0,60000,0.25
"7c569134296849c7ac995d22880c6f41",1,7,"H4210401","75-57-67-30","IRISH",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,5,0,0,40000,0.25
"7c569134296849c7ac995d22880c6f41",1,5,"H4210401","75-57-67-30","GNUTS",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,4,0,0,16000,0.25
"7c5a0f7895b9448eb93f151be28a8802",2,1,"H4240401","78-49-13-99","BEANS",2,,1,2,,,,,,,2,,,,,,,2,,,,,,,,1,1,0,0,30000,0.25
"7c6b9dbd18784019ba16894dcc09b725",2,1,"H3780901","80-28-17-81","Matooke",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"7c6b9dbd18784019ba16894dcc09b725",3,1,"H3780901","80-28-17-81","Beans",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"7c6b9dbd18784019ba16894dcc09b725",1,1,"H3780901","80-28-17-81","Matooke",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"7c800b94beaf4bae9f9d2c69683476c2",1,2,"H3411001","48-59-65-99","OBULO",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"7c800b94beaf4bae9f9d2c69683476c2",1,0,"H3411001","48-59-65-99","KASOLI",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"7c800b94beaf4bae9f9d2c69683476c2",1,4,"H3411001","48-59-65-99","IRISH POTATOES",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"7c800b94beaf4bae9f9d2c69683476c2",1,3,"H3411001","48-59-65-99","LUMONDE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.1
"7c800b94beaf4bae9f9d2c69683476c2",2,0,"H3411001","48-59-65-99","PASTURE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,
"7c800b94beaf4bae9f9d2c69683476c2",1,1,"H3411001","48-59-65-99","LUSUKU",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"7ca7279b6a8546eb9d5c1afa9f9f3810",1,1,"H4140101","77-09-05-09","Irish potatoes",1,"7",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"7ca7279b6a8546eb9d5c1afa9f9f3810",2,1,"H4140101","77-09-05-09","Potatoes",1,"7",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.3
"7cb69feba33a4076a1223747ed74de23",1,1,"H3830901","55-11-46-35","SUNFLOWER",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,10,8,0,38500,0.5
"7ccd61fd57aa4a72a449a15d4cc8f7aa",1,1,"H3420201","16-95-96-37","CASSAVA PLOT",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.12
"7ccd61fd57aa4a72a449a15d4cc8f7aa",1,0,"H3420201","16-95-96-37","BANANA PLOT",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"7cd011991ab747509c7efa97cf714d6c",1,1,"H0421001","61-29-02-26","MIXED PLOT",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.54
"7cf0cd150dc249309dbc0ce60dc2b09d",1,0,"H3950401","37-27-61-06","PACO",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,1,1,0,25000,1
"7cf0cd150dc249309dbc0ce60dc2b09d",2,1,"H3950401","37-27-61-06","SWEET POTATOES",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,2,2,0,14000,0.2
"7d656817b8644f7ab76dd8459b867159",1,1,"H2610901","95-00-29-67","BEANS",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"7d6d1f139925479baab5588520732afb",2,2,"H3171002","13-99-16-87","Millet/cassava",2,,1,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.1
"7d6d1f139925479baab5588520732afb",1,1,"H3171002","13-99-16-87","Beans/Maize",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"7d6d1f139925479baab5588520732afb",2,1,"H3171002","13-99-16-87","Banana food",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.3
"7d8eedb85e53480da49030ce34710710",1,1,"H1720802","38-09-78-11","COFFEE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.4
"7d922534826a45b0aebef1473d53533b",2,1,"H2310301","34-05-15-61","Cassava",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.35
"7d922534826a45b0aebef1473d53533b",1,1,"H2310301","34-05-15-61","Maize",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,12,0,0,40000,0.75
"7db87df4fe074a67b27c7e0824a73c87",1,1,"H2811001","08-23-72-80","CASSAVA",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"7db87df4fe074a67b27c7e0824a73c87",1,0,"H2811001","08-23-72-80","MAIZE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,2
"7dbe8f8faf364ea0be634a61541b3d61",1,1,"H2460801","05-41-51-25","SORGHUM",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,2
"7e29f5ddf6f943a4b62d394b6a5e4688",0,1,"H3680801","05-99-12-13","CASSAVA",1,"10",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,10,0,0,50000,4
"7e29f5ddf6f943a4b62d394b6a5e4688",1,1,"H3680801","05-99-12-13","CASSAVA",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"7e50c627ab1c4e78ae14f376ac40e2e7",1,1,"H4270801","20-71-11-69","SWEET POTATOES",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,4,0,0,192000,0.25
"7e50c627ab1c4e78ae14f376ac40e2e7",2,1,"H4270801","20-71-11-69","CASSAVA",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"7e50c627ab1c4e78ae14f376ac40e2e7",2,0,"H4270801","20-71-11-69","BEAN",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,4,0,0,60000,0.25
"7e50c627ab1c4e78ae14f376ac40e2e7",1,0,"H4270801","20-71-11-69","MATOOKE",2,,2,1,200,2,,,,2,2,,,,,,,2,,,,,,,,2,,,,,0.5
"7e50c627ab1c4e78ae14f376ac40e2e7",2,2,"H4270801","20-71-11-69","COFFEE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"7e618768bdac4e65898a8b576a48281a",4,1,"H2851101","71-22-88-43","CASSAVA",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.2
"7e618768bdac4e65898a8b576a48281a",2,1,"H2851101","71-22-88-43","CASSAVA",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"7e618768bdac4e65898a8b576a48281a",3,1,"H2851101","71-22-88-43","MATOOKE AND SUGARCANE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"7e618768bdac4e65898a8b576a48281a",1,1,"H2851101","71-22-88-43","MAIZE AND BEANS",1,"1",1,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.3
"7e6a79956ffb417b8f86ba82001858d6",2,1,"H2920201","99-85-94-79","BANANA FOOD",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,5,0,25000,0.25
"7e6a79956ffb417b8f86ba82001858d6",1,1,"H2920201","99-85-94-79","BANANA FOOD AND BEANS",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,12,0,0,60000,1.5
"7e6a79956ffb417b8f86ba82001858d6",3,1,"H2920201","99-85-94-79","MAIZE",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,9,0,45000,100
"7e6a79956ffb417b8f86ba82001858d6",1,2,"H2920201","99-85-94-79","SWEET POTATOES",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,10,0,50000,1
"7e6a79956ffb417b8f86ba82001858d6",1,3,"H2920201","99-85-94-79","GROUNDNUTS",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,12,0,0,60000,0.5
"7e6a79956ffb417b8f86ba82001858d6",3,2,"H2920201","99-85-94-79","SWEET POTATOES",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,12,0,60000,0.5
"7e7bf49c122b4fa7bbab1d05fc9d2be5",1,1,"H2850801","87-50-09-02","BEANS",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.48
"7e861b0783f943cfaebda4779b77e50d",1,1,"H2240801","95-23-59-89","CASSAVA",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.4
"7e861b0783f943cfaebda4779b77e50d",1,2,"H2240801","95-23-59-89","SIMSIM",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.3
"7e861b0783f943cfaebda4779b77e50d",1,4,"H2240801","95-23-59-89","TYEN GAR potatoes",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.3
"7e861b0783f943cfaebda4779b77e50d",1,3,"H2240801","95-23-59-89","TYEN GAR maize",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.3
"7e9a0d0c381340eca357cbee364df760",4,2,"H2250302","53-87-43-33","Simsim",1,"4",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"7e9a0d0c381340eca357cbee364df760",4,1,"H2250302","53-87-43-33","Groundnuts",1,"4",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"7eb26cb4d7174282b39adb7e1eb92dd5",1,1,"H1530402","92-26-11-28","BEANS PLOT",2,,2,2,,,,,,,2,,,,,,,1,1,2,1,1,0.25,5000,2,2,,,,,0.2
"7eeb47a113ed47f8b76821c1e75e161c",1,2,"H0480202","73-56-08-16","BEANS AND MAIZE PLOT",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"7eeb47a113ed47f8b76821c1e75e161c",1,1,"H0480202","73-56-08-16","BANANA PLOT",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"7eeb47a113ed47f8b76821c1e75e161c",1,3,"H0480202","73-56-08-16","SWEET POTATOES PLOT",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.05
"7ef83f095acc45888e843a353912c2f6",1,1,"H3670801","62-65-10-02","MIXED",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.49
"7effeabc4ed342d68e246c50c533e58b",1,1,"H0540703","00-32-62-72","MUWOGO",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"7f18e27361b7473abe9ba8f8638d97d7",1,2,"H1030901","98-48-57-92","Sweetpotatoes",1,"1",2,2,,,,,,,1,4,1,1,1,2500,2,2,,,,,,,,2,,,,,0.3
"7f18e27361b7473abe9ba8f8638d97d7",1,1,"H1030901","98-48-57-92","Matooke",1,"1",2,1,10,2,,,,1,2,,,,,,,2,,,,,,,,2,,,,,0.2
"7f18e27361b7473abe9ba8f8638d97d7",3,1,"H1030901","98-48-57-92","Maize",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,12,0,25000,1.5
"7f2511b753284ce7886b6fc55bd36798",2,2,"H2660303","32-54-93-13","sweet potatoes",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"7f2511b753284ce7886b6fc55bd36798",2,1,"H2660303","32-54-93-13","beans",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.2
"7f815e618b474d4fa3033cc420b08adb",1,1,"H1890701","98-78-63-60","nwagi",1,"3",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"7f82238f7ead4f62a928d688d714d75a",2,2,"H1290401","71-15-76-53","MAIZE",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.2
"7f82238f7ead4f62a928d688d714d75a",2,1,"H1290401","71-15-76-53","SWEET POTATOES",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.6
"7f82238f7ead4f62a928d688d714d75a",2,3,"H1290401","71-15-76-53","CASSAVA",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.7
"7f851c2ccbf243319aa0de4ffe7c8bff",2,1,"H1920101","34-93-80-75","Cassava",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,6,10,0,40000,0.5
"7f851c2ccbf243319aa0de4ffe7c8bff",1,1,"H1920101","34-93-80-75","Sorghum",1,"3",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,4,4,0,18000,0.65
"7fa265214c3c41e49796aa4e6dd63d80",3,0,"H3820901","76-47-03-51","CASSAVA",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"7fa265214c3c41e49796aa4e6dd63d80",1,0,"H3820901","76-47-03-51","MAIZE",1,"1",2,1,50,2,,,,1,2,,,,,,,2,,,,,,,,1,0,10,0,25000,0.74
"7fa265214c3c41e49796aa4e6dd63d80",2,0,"H3820901","76-47-03-51","MAIZE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,6,0,24000,0.5
"7fa49ce390a44f9a972ea8f028ee78b6",1,1,"H1510401","29-52-41-10","MATOOKE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"7fa999046eca4168a522c969bfdb0987",1,1,"H1190501","02-27-14-88","POTATOES",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"7fa999046eca4168a522c969bfdb0987",2,2,"H1190501","02-27-14-88","SWEETPOTATOES",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"7fa999046eca4168a522c969bfdb0987",1,2,"H1190501","02-27-14-88","COFFEE",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"7fa999046eca4168a522c969bfdb0987",2,1,"H1190501","02-27-14-88","CASSAVA AND MAIZE",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"7fa9c630b26d4bffa2e886a6d2dc7dcb",1,1,"H4170201","63-38-19-08","Beans/maize",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.3
"7fa9c630b26d4bffa2e886a6d2dc7dcb",3,1,"H4170201","63-38-19-08","Beans/Banana food",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.3
"7fa9c630b26d4bffa2e886a6d2dc7dcb",2,1,"H4170201","63-38-19-08","Beans",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.1
"7fa9c630b26d4bffa2e886a6d2dc7dcb",2,2,"H4170201","63-38-19-08","Groundnuts",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.2
"7fdd342538b94b26abd695b9b09c9297",1,2,"H0840601","32-04-49-93","SWEET POTATOES PLOT",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,12,0,50000,0.25
"7fdd342538b94b26abd695b9b09c9297",1,1,"H0840601","32-04-49-93","BEANS AND MAIZE PLOT",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"7fdd342538b94b26abd695b9b09c9297",1,0,"H0840601","32-04-49-93","BANANA FOOD",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.75
"7ffb4e6b12e04c3fa7adde82e8e62790",1,1,"H2500401","56-63-87-33","Plot 1",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"7ffb4e6b12e04c3fa7adde82e8e62790",1,3,"H2500401","56-63-87-33","Plot 3",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"7ffb4e6b12e04c3fa7adde82e8e62790",1,2,"H2500401","56-63-87-33","Plot 2",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.75
"8083d0c9ba7e4ea7a61dcdaf4ffb5c47",1,1,"H0370401","09-03-44-94","coffee",2,,1,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.65
"8083d0c9ba7e4ea7a61dcdaf4ffb5c47",1,2,"H0370401","09-03-44-94","sweetpotatoes",2,,1,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"80d0ecaedca641c2a0f867765fda1514",0,2,"H1921202","21-72-09-49","Cassava",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"80d0ecaedca641c2a0f867765fda1514",0,1,"H1921202","21-72-09-49","Simsim",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.65
"80d0ecaedca641c2a0f867765fda1514",1,1,"H1921202","21-72-09-49","Beans",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"80f0a4bfa6f7475d8d5a558e5b1e9138",3,1,"H2361001","70-95-77-60","Cassava",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"80f30786d98847dcaf51293b98e26af2",1,2,"H1310601","94-36-26-26","COFFEE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"80f30786d98847dcaf51293b98e26af2",1,0,"H1310601","94-36-26-26","MAIZE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"80f30786d98847dcaf51293b98e26af2",1,1,"H1310601","94-36-26-26","SWEET POTATOES",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"80f30786d98847dcaf51293b98e26af2",3,0,"H1310601","94-36-26-26","MAIZE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"80fa64dba6bd4a6280425a1bf6465139",1,1,"H0720202","94-39-44-87","MAIZE PLOT",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.06
"80fa64dba6bd4a6280425a1bf6465139",1,2,"H0720202","94-39-44-87","BANANA FOOD",1,"2",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.17
"811b90e5b01e49f6b213f1e2f13d0748",1,1,"H3190401","60-91-34-35","GNUTS AND BEANS",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"812fdeadb0c54d21bb60e2506372fb53",1,1,"H1880801","38-45-21-11","Cassava",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.21
"8133d8020dda480fae5bc280cb448bd7",2,1,"H3070603","66-97-95-55","Beans",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"8133d8020dda480fae5bc280cb448bd7",2,2,"H3070603","66-97-95-55","millet",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"8133d8020dda480fae5bc280cb448bd7",1,1,"H3070603","66-97-95-55","banana food/ Beans",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.2
"8161c7383a8c42aaa350ca3f9d560855",1,1,"H1180901","32-97-83-31","MAIZE",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"81641869667e4bd18500c2c5445fb7cf",1,1,"H2050702","29-08-97-53","Maize",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"81641869667e4bd18500c2c5445fb7cf",0,1,"H2050702","29-08-97-53","Sorghum",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,12,14,0,55000,1
"816bdb925355484d85aa075906b803ed",1,0,"H1760601","54-79-46-76","COFFEE PLOT",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,1
"816bdb925355484d85aa075906b803ed",2,0,"H1760601","54-79-46-76","BANANA FOOD PLOT",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"816bdb925355484d85aa075906b803ed",4,0,"H1760601","54-79-46-76","BEANS PLOT",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.25
"816bdb925355484d85aa075906b803ed",3,0,"H1760601","54-79-46-76","TOMATOES PLOT",2,,2,2,,,,,,,1,4,10,1,10,150000,2,1,1,2,1,1,1,15000,2,1,4,0,0,12000,1
"8178a425444a4dfebf61cada4f8bd839",1,1,"H3000501","92-84-09-30","bananas",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,30,0,0,150000,0.75
"8178a425444a4dfebf61cada4f8bd839",1,2,"H3000501","92-84-09-30","Cassava",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,0,8,0,30000,0.5
"818b43a905b245e3ae6b306ace92953d",1,1,"H2971003","52-90-19-35","Banana food/coffee",1,"1",2,1,2000,1,2000,160000,4,,2,,,,,,,2,,,,,,,,1,5,0,0,60000,1.2
"818b43a905b245e3ae6b306ace92953d",4,1,"H2971003","52-90-19-35","Banana food /Coffee",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,2,0,0,72000,1
"818b43a905b245e3ae6b306ace92953d",2,1,"H2971003","52-90-19-35","Banana food",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,2,0,0,48000,1
"818b43a905b245e3ae6b306ace92953d",3,1,"H2971003","52-90-19-35","Banana food",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,2,0,0,56000,0.8
"81b07d083af141639f5b1636a3675063",1,1,"H1630503","62-07-41-60","1. Cassava",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,3,3,0,60000,1
"81bbfca6cd444319ae3260d849d83111",1,1,"H0360401","51-83-99-79","BEANS AND BANANA PLOT",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.03
"81c045bccd5349d4bd4ab3cf3bd27371",1,1,"H2420902","40-89-93-39","CASSAVA",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,1,8,0,0,50000,1
"81c3d2c774684647b90ab53abbd00705",1,0,"H3750601","39-18-73-35","BANANA PLOT",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,14,0,0,84000,1
"82034f5cac0a4cfeb90e3f5a24784538",1,0,"H0831001","71-92-36-69","BANANA",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.1
"82034f5cac0a4cfeb90e3f5a24784538",1,2,"H0831001","71-92-36-69","SWEET POTATOES",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.2
"82034f5cac0a4cfeb90e3f5a24784538",1,1,"H0831001","71-92-36-69","SUGAR CANE",2,,2,2,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,0.5
"8203ef8ec16e46b79815cc90884a8435",2,0,"H3370201","15-82-89-24","PLOT A MAIZE",1,"1",2,1,1,1,1,24000,2,,1,1,1,1,1,15000,2,2,,,,,,,,1,1,0,0,30000,1.5
"8203ef8ec16e46b79815cc90884a8435",1,0,"H3370201","15-82-89-24","PLOT A BANANA",1,"1",2,2,,,,,,,2,,,,,,,2,,,,,,,,1,7,0,0,150000,1
