"hhid","parcelID","pltid","t0_hhid","interview__key","cropID","s5aq05_1","s5aq05_2","harvest","s5aq06a_1","a5aq6b","a5aq6d","s5aq22_1","s5aq06e_1","s5aq06e_1_1","s5aq06f_1","s5aq06f_1_1","s5aq06a_1_1","s5aq06a_2_1","s5aq06a3","s5aq06a4","s5aq07a_1","s5aq07b_1","s5aq07c_1","s5aq08_1","s5aq09_1","s5aq10_1","s5aq11e_1","s5aq11f_1","s5aq11g","s5aq11h","s5aq12_1","a5aq6c"
"8387002428b74844bea6411e79e8af97",2,1,"H3521001","70-29-45-96",620,"2",2,1,3,20,100,,12,2017,5,2018,1,"2",,,0,,,,,,,,,,0,20
"8387002428b74844bea6411e79e8af97",2,1,"H3521001","70-29-45-96",210,"2",2,1,10,14,2.5,,11,2017,11,2017,1,"2",,,0,,,,,,,,,,0,14
"8387002428b74844bea6411e79e8af97",2,1,"H3521001","70-29-45-96",630,"2",2,1,1,20,100,,4,2018,9,2018,1,"-999999999",,,0,,,,,,,,,,0,20
"83bd7d633737435994b5a61b8647da6f",1,1,"H2420301","20-10-24-51",744,"1",2,2,12,20,10,,7,2017,12,2017,2,,1,2,8,20,68,48000,4,,2,,1,2,1,20
"83bd7d633737435994b5a61b8647da6f",2,1,"H2420301","20-10-24-51",130,"1",2,1,5,35,22,,11,2017,11,2017,2,,1,2,2,45,22,32000,4,,2,,1,2,0,35
"83ce8374498f4ed59337e5c85a1dab1b",1,1,"H1530102","29-72-99-91",741,"4",2,1,10,20,10,,7,2017,12,2017,2,,3,4,0,,,,,,,,,,0,20
"83ce8374498f4ed59337e5c85a1dab1b",3,1,"H1530102","29-72-99-91",620,"4",2,1,10,20,20,,6,2018,9,2018,2,,3,4,3,20,22,24000,2,,2,,3,4,0,20
"83d0fed73e694bdb9e0d020849793252",1,0,"H3820401","06-92-33-11",630,"1",2,1,1,20,110,,3,2018,5,2018,1,"1",,,0,,,,,0,,,,,0,20
"83d0fed73e694bdb9e0d020849793252",2,0,"H3820401","06-92-33-11",150,"1",2,1,1,45,100,,11,2017,11,2017,2,,1,2,0,,,,,,,,,,0,45
"83d0fed73e694bdb9e0d020849793252",2,0,"H3820401","06-92-33-11",630,"1",2,1,1,40,90,,3,2018,4,2018,1,"1",,,0,,,,,,,,,,0,40
"83d1f09fef504b6683d5e99997d63cda",2,1,"H2211007","37-48-25-28",330,"2",2,1,450,45,1,,11,2017,12,2017,2,,1,2,450,45,1,495000,2,,2,,1,2,0,45
"83dc66de467846eca2ec9dfd1b1f9732",1,0,"H2980701","79-61-36-90",210,"2",2,1,5,14,12,,11,2017,11,2017,1,"2",,,0,,,,,0,,,,,0,14
"83dc66de467846eca2ec9dfd1b1f9732",1,0,"H2980701","79-61-36-90",741,"2",2,1,300,20,15,,7,2017,12,2017,1,"1",,,200,20,68,2000000,3,,1,"1",,,0,20
"83dc66de467846eca2ec9dfd1b1f9732",2,0,"H2980701","79-61-36-90",210,"2",2,1,1.5,45,100,,12,2017,12,2017,2,,1,2,1,45,10,175000,3,,2,,1,2,0.2,45
"83dc66de467846eca2ec9dfd1b1f9732",2,0,"H2980701","79-61-36-90",630,"2",2,1,4,20,10,,10,2017,12,2017,1,"2",,,0,,,,,,,,,,0,20
"83dc66de467846eca2ec9dfd1b1f9732",2,1,"H2980701","79-61-36-90",741,"2",2,1,200,20,13,,7,2017,12,2017,2,,1,2,150,20,68,1500000,3,,1,"1",,,0,20
"83e3d7b64a3c4f6fa4cca05f5b710368",1,1,"H4150402","52-33-20-60",130,"1",2,1,2,35,100,,12,2017,12,2017,1,"2",,,1.5,45,10,280000,2,,1,"1",,,0,35
"83e3d7b64a3c4f6fa4cca05f5b710368",1,2,"H4150402","52-33-20-60",310,"1",2,1,1.5,42,50,,12,2017,12,2017,1,"2",,,1,42,12,111000,2,,1,"2",,,0,42
"83fb651ca41f46f7a6e837f6466facc5",1,2,"H3900401","40-60-25-23",223,"1",2,1,2,45,12,,1,2018,2,2018,1,"1",,,0,,,,,,,,,,0,45
"83fb651ca41f46f7a6e837f6466facc5",1,3,"H3900401","40-60-25-23",620,"1",2,2,1,20,70,,12,2017,3,2018,1,"1",,,0,,,,,,,,,,0.75,20
"83fb651ca41f46f7a6e837f6466facc5",3,1,"H3900401","40-60-25-23",223,"1",2,1,1,45,14,,1,2018,1,2018,1,"1",,,0,,,,,,,,,,0,45
"8467c8fd86c64da5b6fa2b6040eea6c7",1,1,"H1970301","86-45-29-67",310,"2",2,1,3,42,85,,7,2017,7,2017,2,,1,2,2,42,10,216000,4,,2,,1,2,0,42
"8467c8fd86c64da5b6fa2b6040eea6c7",1,2,"H1970301","86-45-29-67",130,"2",2,1,4,45,80,,7,2017,7,2017,2,,1,2,2,45,10,300000,4,,2,,1,2,0,45
"8467c8fd86c64da5b6fa2b6040eea6c7",1,3,"H1970301","86-45-29-67",630,"2",2,1,5,40,75,,7,2017,4,2018,2,,1,2,2,40,10,180000,4,,2,,1,2,0,40
"8467c8fd86c64da5b6fa2b6040eea6c7",1,4,"H1970301","86-45-29-67",620,"1",2,1,6,20,85,,7,2017,8,2017,2,,1,2,0,,,,,,,,,,0,20
"8467c8fd86c64da5b6fa2b6040eea6c7",2,1,"H1970301","86-45-29-67",130,"2",2,1,6,23,18,,7,2017,7,2017,2,,1,2,4,23,22,120000,4,,2,,1,2,0,23
"8467c8fd86c64da5b6fa2b6040eea6c7",2,1,"H1970301","86-45-29-67",741,"2",2,1,12,20,18,,7,2017,12,2017,2,,1,2,8,20,68,80000,4,,2,,1,2,0,20
"8467c8fd86c64da5b6fa2b6040eea6c7",3,1,"H1970301","86-45-29-67",310,"2",2,1,36,42,1,,8,2017,8,2017,2,,1,2,12,42,22,180000,4,,2,,1,2,0,42
"8467c8fd86c64da5b6fa2b6040eea6c7",3,1,"H1970301","86-45-29-67",130,"2",2,1,18,35,15,,7,2017,7,2017,2,,1,2,12,45,22,144000,4,,2,,1,2,0,35
"8467c8fd86c64da5b6fa2b6040eea6c7",3,2,"H1970301","86-45-29-67",630,"2",2,1,12,40,15,,12,2017,12,2017,2,,1,2,0,,,,,,,,,,0,40
"8480767ac41c435284c39690ff7098fc",1,1,"H4131001","80-72-71-95",210,"2",2,1,2,24,20,,12,2017,12,2017,2,,1,2,0,,,,,,,,,,0,24
"8480767ac41c435284c39690ff7098fc",1,1,"H4131001","80-72-71-95",741,"2",2,1,18,20,8,,7,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"8480767ac41c435284c39690ff7098fc",2,1,"H4131001","80-72-71-95",210,"2",2,1,3.5,45,20,,1,2018,1,2018,2,,1,2,0,,,,,,,,,,0,45
"8480767ac41c435284c39690ff7098fc",2,1,"H4131001","80-72-71-95",741,"2",2,1,12,20,8,,7,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"8480767ac41c435284c39690ff7098fc",3,1,"H4131001","80-72-71-95",210,"2",2,1,3,45,20,,1,2018,1,2018,2,,1,2,3,45,20,90000,2,,2,,1,2,0,45
"84b6fa38728a41669642629a315df1f1",1,1,"H2000503","80-16-32-30",130,"1",2,1,6,23,18,,7,2017,7,2017,2,,1,2,0,,,,,,,,,,0,23
"84b6fa38728a41669642629a315df1f1",2,1,"H2000503","80-16-32-30",630,"1",2,1,15,40,75,,7,2017,12,2017,2,,1,2,1,40,10,120000,4,,2,,1,2,0,40
"84b6fa38728a41669642629a315df1f1",4,1,"H2000503","80-16-32-30",310,"1",2,1,5,42,8,,7,2017,7,2017,2,,1,2,0,,,,,,,,,,0,42
"84c48be6574e45fdacc7b5aa9b5f6a54",1,1,"H0750701","98-31-82-17",630,"2",2,1,2,20,120,,10,2017,12,2017,1,"2",,,0,,,,,,,,,,0,20
"84c48be6574e45fdacc7b5aa9b5f6a54",1,2,"H0750701","98-31-82-17",620,"2",2,1,2,20,120,,10,2017,12,2017,1,"2",,,0,,,,,,,,,,0,20
"84dc714744d94d7980b643f901b9afb2",1,1,"H2821002","51-06-38-22",210,"1",2,1,50,45,1,,12,2017,12,2017,2,,1,,20,45,1,28000,4,,2,,1,4,0,24
"84dc714744d94d7980b643f901b9afb2",1,1,"H2821002","51-06-38-22",630,"1",2,1,24,20,15,,7,2018,10,2018,2,,1,4,0,,,,,,,,,,4,20
"84dc714744d94d7980b643f901b9afb2",1,1,"H2821002","51-06-38-22",130,"1",2,1,200,45,1,,12,2017,12,2017,2,,1,4,150,45,1,82500,4,,2,,1,4,10,23
"84dc714744d94d7980b643f901b9afb2",1,2,"H2821002","51-06-38-22",510,"1",2,1,200,20,5,,11,2017,11,2017,1,"1",,,0,,,,,,,,,,0,20
"84dc714744d94d7980b643f901b9afb2",1,3,"H2821002","51-06-38-22",811,"1",2,1,20,44,1,,12,2017,12,2017,2,,1,4,20,44,1,48000,4,,2,,1,4,0,44
"84dc714744d94d7980b643f901b9afb2",1,3,"H2821002","51-06-38-22",741,"1",2,1,10,20,13,,12,2017,12,2017,2,,1,4,3,20,68,24000,4,,2,,1,4,3,20
"84dc714744d94d7980b643f901b9afb2",1,4,"H2821002","51-06-38-22",610,"1",2,1,15,20,15,,12,2017,12,2017,2,,1,4,10,20,22,100000,4,,2,,1,4,0,20
"84f1015272fd4acd94ed5674f07f2c9d",0,1,"H2540601","29-11-42-58",620,"6",2,1,12,20,120,,1,2018,3,2018,2,,1,6,10,20,9,300000,2,,2,,1,6,0,20
"84f1015272fd4acd94ed5674f07f2c9d",1,1,"H2540601","29-11-42-58",210,"6",2,1,3,24,15,,10,2017,11,2017,2,,1,6,0,,,,,0,,,,,1,24
"84f1015272fd4acd94ed5674f07f2c9d",1,1,"H2540601","29-11-42-58",741,"6",2,1,78,20,10,,7,2017,12,2017,2,,1,6,30,20,67,300000,2,,2,,1,6,0,20
"850306f728924dc5a1942c5acdf95cd8",1,1,"H1970401","12-10-72-44",130,"4",2,1,1.5,35,22,,12,2017,12,2017,1,"1",,,0,,,,,,,,,,0,35
"850306f728924dc5a1942c5acdf95cd8",1,1,"H1970401","12-10-72-44",310,"4",2,1,2,42,7,,12,2017,12,2017,1,"1",,,0,,,,,,,,,,0,42
"8512ebaf38254b66bfa084e20f812d86",1,0,"H3660701","35-97-88-49",741,"1",2,1,20,20,13,,7,2017,12,2017,2,,1,2,8,20,68,120000,2,,2,,1,2,0,20
"8512ebaf38254b66bfa084e20f812d86",3,1,"H3660701","35-97-88-49",630,"1",2,1,4,40,100,,3,2018,5,2018,2,,1,2,0,,,,,,,,,,1,40
"85204a72cfa14cb0adabcc664f006361",1,1,"H2820605","30-76-85-45",610,"1",2,1,9,20,15,,12,2017,1,2018,2,,1,2,4,20,20,80000,2,,2,,1,2,0,20
"85204a72cfa14cb0adabcc664f006361",1,2,"H2820605","30-76-85-45",210,"1",2,1,1,24,50,,10,2017,11,2017,2,,1,2,0,,,,,,,,,,0,24
"85204a72cfa14cb0adabcc664f006361",1,3,"H2820605","30-76-85-45",130,"1",2,1,1,23,100,,11,2017,12,2017,2,,1,2,0,,,,,0,,,,,0,23
"85491223ab0747a18519c0133e9cf2e1",1,1,"H2990207","77-28-96-35",210,"1",2,1,2,24,5,,12,2017,12,2017,1,"1",,,0,,,,,,,,,,0,24
"85491223ab0747a18519c0133e9cf2e1",1,1,"H2990207","77-28-96-35",130,"1",2,1,1,23,8,,1,2018,1,2018,1,"1",,,0,,,,,,,,,,0,23
"85491223ab0747a18519c0133e9cf2e1",1,2,"H2990207","77-28-96-35",310,"1",2,1,3,45,1,,1,2018,1,2018,1,"1",,,0,,,,,,,,,,0,45
"8562e219f73d4e28b28ef23dfd578b72",1,1,"H3750101","47-52-10-00",210,"1",2,1,30,45,1,,10,2017,10,2017,2,,1,2,0,,,,,,,,,,0,45
"8562e219f73d4e28b28ef23dfd578b72",1,1,"H3750101","47-52-10-00",741,"1",2,1,16,20,12,,7,2017,12,2017,2,,1,2,6,20,69,30000,2,,2,,1,2,0,20
"8562e219f73d4e28b28ef23dfd578b72",2,1,"H3750101","47-52-10-00",741,"1",2,1,10,20,12,,7,2017,12,2017,2,,1,2,4,20,69,20000,2,,2,,1,2,0,20
"8562e219f73d4e28b28ef23dfd578b72",2,1,"H3750101","47-52-10-00",210,"1",2,1,40,45,1,,9,2017,10,2017,2,,1,2,0,,,,,,,,,,0,45
"857caad639e048f9aa35e82a98cd0236",1,1,"H2650701","57-87-85-25",741,"1",2,1,48,20,25,,7,2017,12,2017,1,"1",,,0,,,,,,,,,,0,20
"85c17f7403dc446fad29254e5d379145",1,1,"H4090201","59-00-53-22",741,"1",2,1,50,20,18,,10,2017,12,2017,2,,1,2,40,20,67,600000,4,,2,,1,2,0,20
"85c17f7403dc446fad29254e5d379145",1,1,"H4090201","59-00-53-22",210,"1",2,1,250,45,1,,12,2017,12,2017,2,,1,2,200,45,1,360000,3,,2,,1,2,0,45
"85c17f7403dc446fad29254e5d379145",1,1,"H4090201","59-00-53-22",811,"1",2,1,1.5,44,100,,10,2017,12,2017,2,,1,2,1.5,44,10,375000,4,,2,,1,2,0,44
"85c17f7403dc446fad29254e5d379145",1,2,"H4090201","59-00-53-22",620,"2",2,1,10,20,15,,11,2017,12,2017,2,,1,2,2,20,22,30000,4,,2,,1,2,4,20
"85c17f7403dc446fad29254e5d379145",2,1,"H4090201","59-00-53-22",130,"1",2,1,40,45,100,,12,2017,12,2017,2,,1,2,40,45,10,1200000,3,,2,,1,2,0,45
"85c17f7403dc446fad29254e5d379145",2,2,"H4090201","59-00-53-22",811,"1",2,1,1,44,100,,10,2017,12,2017,2,,1,2,1,44,10,250000,4,,2,,1,2,0,44
"85c17f7403dc446fad29254e5d379145",3,1,"H4090201","59-00-53-22",610,"1",2,1,11,20,100,,12,2017,12,2017,2,,1,2,8,20,10,720000,4,,2,,1,2,0,20
"85ceb53eb1bd41a4bfb5f897f8800ac7",1,1,"H2390501","89-19-55-36",630,"3",2,1,8,40,100,,12,2017,2,2018,2,,3,4,4,40,10,240000,4,,2,,3,4,1,40
"85ceb53eb1bd41a4bfb5f897f8800ac7",2,1,"H2390501","89-19-55-36",630,"3",2,2,3,40,90,,3,2018,6,2018,2,,3,4,1,40,10,60000,4,,2,,3,4,0,40
"85ceb53eb1bd41a4bfb5f897f8800ac7",3,1,"H2390501","89-19-55-36",520,"3",2,1,1200,40,1,,11,2017,12,2017,2,,3,4,1200,40,1,2040000,2,,2,,3,4,0,40
"85ceb53eb1bd41a4bfb5f897f8800ac7",3,2,"H2390501","89-19-55-36",520,"3",2,1,800,40,1,,1,2018,1,2018,2,,3,4,800,40,1,1360000,2,,2,,3,4,0,40
"85d2f1ad01354522b4bb5486f6f0cca9",1,1,"H0680301","91-82-73-73",810,"3",2,1,6,40,6,,11,2017,12,2017,1,"1",,,6,44,,200000,2,,1,"1",,,0,40
"85d2f1ad01354522b4bb5486f6f0cca9",1,2,"H0680301","91-82-73-73",210,"3",2,1,10,24,2,,11,2017,11,2017,1,"3",,,0,,,,,0,,,,,0,24
"85d2f1ad01354522b4bb5486f6f0cca9",1,2,"H0680301","91-82-73-73",130,"3",2,1,2,23,20,,12,2017,12,2017,1,"3",,,0,,,,,,,,,,0,23
"860a1b47a8c04b36b2c21b1238863cf5",2,0,"H3640301","36-62-35-86",630,"1",2,1,3,20,100,,12,2017,12,2017,1,"1",,,0,,,,,,,,,,0,20
"86668fd2837248ef9ab6590fad3f84a9",1,1,"H1681002","35-00-85-31",630,"7",2,1,2,40,100,,8,2018,10,2018,2,,1,7,0,,,,,,,,,,0,40
"86668fd2837248ef9ab6590fad3f84a9",2,1,"H1681002","35-00-85-31",150,"7",2,1,60,31,1,,11,2017,12,2017,2,,1,7,0,,,,,,,,,,10,31
"86668fd2837248ef9ab6590fad3f84a9",3,1,"H1681002","35-00-85-31",630,"7",2,1,3,40,100,,8,2018,9,2018,2,,1,7,2,40,10,160000,2,,2,,1,7,0,40
"86668fd2837248ef9ab6590fad3f84a9",4,1,"H1681002","35-00-85-31",130,"7",2,1,300,45,1,,11,2017,12,2017,2,,1,7,150,45,1,105000,2,,2,,1,7,40,45
"866f6a8e646840eba3ed5335760613fc",1,1,"H3710901","72-48-61-64",150,"1",2,1,1,45,100,,11,2017,11,2017,1,"1",,,0,,,,,,,,,,0,45
"86a9fa3980384a5d905b1f8fa8533c97",1,1,"H3760301","31-34-23-99",741,"1",2,1,3,20,6,,7,2017,12,2017,2,,1,7,0,,,,,,,,,,0,20
"86a9fa3980384a5d905b1f8fa8533c97",1,1,"H3760301","31-34-23-99",210,"1",2,1,30,45,1,,9,2017,10,2017,2,,1,7,15,45,1,25000,2,,2,,1,7,0,45
"86d2fcfb7ec14961b67d4806c8b1c873",0,1,"H1500702","12-50-26-24",210,"1",2,1,70,45,1,,9,2017,10,2017,2,,1,2,0,,,,,,,,,,0,45
"86d2fcfb7ec14961b67d4806c8b1c873",1,1,"H1500702","12-50-26-24",811,"1",2,1,50,24,1,,8,2017,9,2017,2,,1,2,50,24,1,75000,2,,2,,1,2,0,24
"86d2fcfb7ec14961b67d4806c8b1c873",1,2,"H1500702","12-50-26-24",210,"1",2,1,30,45,1,,9,2017,10,2017,2,,1,2,0,,,,,,,,,,0,45
"86d2fcfb7ec14961b67d4806c8b1c873",1,2,"H1500702","12-50-26-24",741,"1",2,1,20,20,14,,7,2017,12,2017,2,,1,2,0,,,,,,,,,,8,20
"86d2fcfb7ec14961b67d4806c8b1c873",2,1,"H1500702","12-50-26-24",741,"1",2,1,20,20,12,,7,2017,12,2017,2,,1,2,4,20,68,20000,2,,2,,1,2,8,20
"86d2fcfb7ec14961b67d4806c8b1c873",2,1,"H1500702","12-50-26-24",210,"1",2,1,40,24,1,,9,2017,10,2017,2,,1,2,0,,,,,,,,,,0,24
"8712b74250794fddac99ea78d80997db",1,1,"H3540701","21-33-63-30",741,"2",2,1,45,20,10,,7,2017,12,2017,2,,1,2,30,20,68,300000,5,,2,,1,2,0,20
"8712b74250794fddac99ea78d80997db",1,1,"H3540701","21-33-63-30",744,"2",2,1,30,20,10,,7,2017,12,2017,2,,1,2,21,20,68,210000,2,,2,,1,2,0,20
"8712b74250794fddac99ea78d80997db",2,1,"H3540701","21-33-63-30",810,"2",2,1,1,44,100,,10,2017,12,2017,2,,1,2,1,44,,180000,2,,2,,1,2,0,44
"8712b74250794fddac99ea78d80997db",2,2,"H3540701","21-33-63-30",510,"2",2,1,700,20,0.5,,7,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"8712b74250794fddac99ea78d80997db",2,2,"H3540701","21-33-63-30",620,"2",2,1,3,20,70,,10,2017,12,2017,2,,1,2,1,20,12,50000,5,,2,,1,2,0,20
"8712b74250794fddac99ea78d80997db",2,2,"H3540701","21-33-63-30",210,"2",2,1,3,45,50,,11,2017,12,2017,2,,1,2,2,45,12,100000,2,,2,,1,2,0.2,45
"8712b74250794fddac99ea78d80997db",2,2,"H3540701","21-33-63-30",130,"2",2,1,2,45,110,,11,2017,12,2017,2,,1,2,1,45,10,50000,2,,2,,1,2,0.2,45
"8712b74250794fddac99ea78d80997db",2,2,"H3540701","21-33-63-30",630,"2",2,1,3,20,70,,10,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"8712b74250794fddac99ea78d80997db",3,1,"H3540701","21-33-63-30",810,"2",2,1,1,45,100,,10,2017,12,2017,2,,1,2,1,45,,100000,2,,2,,1,2,0,45
"871ce70794974b6e92089daa702c5fef",1,1,"H3380401","02-02-25-14",130,"1",2,1,2,22,50,,11,2017,12,2017,2,,1,2,0,,,,,,,,,,1,22
"871ce70794974b6e92089daa702c5fef",1,2,"H3380401","02-02-25-14",620,"1",2,1,15,20,12,,11,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"871ce70794974b6e92089daa702c5fef",1,2,"H3380401","02-02-25-14",630,"1",2,1,10,20,15,,11,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"871ce70794974b6e92089daa702c5fef",1,3,"H3380401","02-02-25-14",210,"1",2,1,12,24,1,,11,2017,11,2017,2,,1,2,0,,,,,,,,,,2,24
"871ce70794974b6e92089daa702c5fef",1,3,"H3380401","02-02-25-14",741,"1",2,1,30,20,10,,11,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"871ce70794974b6e92089daa702c5fef",1,4,"H3380401","02-02-25-14",610,"1",2,1,1,20,50,,11,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"871ce70794974b6e92089daa702c5fef",2,1,"H3380401","02-02-25-14",470,"1",2,1,32,20,70,,11,2017,12,2017,2,,1,2,30,20,10,900000,2,,2,,1,4,1,20
"871ce70794974b6e92089daa702c5fef",3,1,"H3380401","02-02-25-14",410,"1",2,1,21,20,150,,11,2017,11,2017,2,,3,,20,20,10,1000000,2,,2,,1,2,0.5,20
"871ce70794974b6e92089daa702c5fef",4,1,"H3380401","02-02-25-14",640,"1",2,1,15,20,15,,11,2017,12,2017,2,,1,2,5,20,14,75000,2,,1,"4",,,0,20
"8728fb96ed9e4334909c0477bae7855a",4,1,"H1890601","47-77-62-47",210,"1",2,1,2,45,20,,9,2017,9,2017,2,,1,2,0.3,45,22,5000,3,,2,,1,2,0,45
"8728fb96ed9e4334909c0477bae7855a",4,2,"H1890601","47-77-62-47",630,"1",2,2,2,20,120,,1,2017,3,2017,2,,1,2,0,,,,,,,,,,0.3,20
"8728fb96ed9e4334909c0477bae7855a",5,1,"H1890601","47-77-62-47",630,"1",2,1,4,20,120,,8,2017,12,2017,2,,1,2,3,20,9,60000,3,,2,,1,2,0,20
"8728fb96ed9e4334909c0477bae7855a",5,2,"H1890601","47-77-62-47",620,"1",2,1,3,20,110,,10,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"8728fb96ed9e4334909c0477bae7855a",6,1,"H1890601","47-77-62-47",210,"1",2,1,3,45,20,,10,2017,10,2017,2,,1,2,0,,,,,,,,,,0.4,45
"87b9fa9f6c5d41f692d6671d4e24bb78",1,1,"H2820604","18-97-19-79",610,"1",2,1,7.5,20,100,,11,2017,12,2017,2,,1,2,4,20,10,360000,2,,2,,1,2,0.5,20
"87b9fa9f6c5d41f692d6671d4e24bb78",1,3,"H2820604","18-97-19-79",130,"1",2,1,1,23,100,,11,2017,12,2017,2,,1,2,0,,,,,0,,,,,0,23
"87b9fa9f6c5d41f692d6671d4e24bb78",1,3,"H2820604","18-97-19-79",210,"1",2,1,2,24,15,,11,2017,12,2017,2,,1,2,0,,,,,0,,,,,0,24
"87bb19dff0f44187875ec19a10fe8279",2,1,"H1680601","11-26-78-09",620,"1",2,1,2,20,120,,10,2017,12,2017,1,"1",,,0,,,,,,,,,,0,20
"87bb19dff0f44187875ec19a10fe8279",3,1,"H1680601","11-26-78-09",221,"1",2,1,50,45,1,,10,2017,10,2017,1,"1",,,0,,,,,,,,,,0,45
"87c4e00c7e5748e28a863e4b24de142a",1,1,"H2140601","77-45-15-28",150,"1",2,1,1,45,90,,9,2017,9,2017,2,,1,,0,,,,,,,,,,0,45
"87c4e00c7e5748e28a863e4b24de142a",1,2,"H2140601","77-45-15-28",890,"1",2,1,2,45,16,,10,2017,10,2017,1,"1",,,0,,,,,,,,,,0,45
"87c8524fdbe84d429d1b49f7ac1a60db",1,0,"H0730401","80-42-69-95",810,"1",2,1,2,24,10,,12,2017,12,2017,2,,1,2,2,24,,16000,2,,2,,1,2,0,24
"87c8524fdbe84d429d1b49f7ac1a60db",1,0,"H0730401","80-42-69-95",741,"1",2,1,8,20,3,,9,2017,12,2017,2,,1,2,0,,,,,,,,,,0,20
"87c8524fdbe84d429d1b49f7ac1a60db",1,1,"H0730401","80-42-69-95",210,"1",2,1,5,22,2,,11,2017,11,2017,2,,1,2,0,,,,,,,,,,0,22
"87c8524fdbe84d429d1b49f7ac1a60db",2,0,"H0730401","80-42-69-95",620,"1",2,1,1,20,150,,1,2018,2,2018,2,,1,2,0,,,,,,,,,,0,20
"87e2684f3b8f476da41f9f3f2ecf725e",1,1,"H2790902","21-03-84-75",811,"2",2,1,11,44,15,,10,2017,11,2017,1,"2",,,11,44,22,286000,2,,1,"2",,,0,44
"87e2684f3b8f476da41f9f3f2ecf725e",1,1,"H2790902","21-03-84-75",210,"2",2,1,10,24,15,,10,2017,11,2017,1,"2",,,0,,,,,,,,,,2,24
"87e2684f3b8f476da41f9f3f2ecf725e",2,1,"H2790902","21-03-84-75",210,"2",2,1,150,45,1,,12,2017,12,2017,1,"2",,,100,45,1,200000,2,,1,"2",,,5,45
"87e2684f3b8f476da41f9f3f2ecf725e",2,1,"H2790902","21-03-84-75",130,"2",2,1,390,45,1,,1,2018,1,2018,1,"2",,,290,45,1,286000,2,,1,"2",,,50,45
"87e27e3874834bd78aa01fd5f3d35e87",1,1,"H1080303","83-05-37-83",130,"5",2,1,1,13,100,,11,2017,11,2017,2,,2,5,0,,,,,0,,,,,0.5,13
"87e27e3874834bd78aa01fd5f3d35e87",1,1,"H1080303","83-05-37-83",630,"5",2,1,8,99,100,,12,2017,2,2018,2,,2,5,4,40,10,400000,3,,2,,2,5,1.5,99
"87e27e3874834bd78aa01fd5f3d35e87",1,1,"H1080303","83-05-37-83",320,"5",2,1,50,45,1,,10,2017,10,2017,1,"5",,,30,45,1,60000,2,,2,,2,3,0,45
"87e27e3874834bd78aa01fd5f3d35e87",2,1,"H1080303","83-05-37-83",320,"5",2,1,80,45,1,,12,2017,12,2017,2,,2,5,80,45,1,160000,2,,2,,2,5,0,45
"87e27e3874834bd78aa01fd5f3d35e87",2,1,"H1080303","83-05-37-83",130,"5",2,1,5,45,100,,1,2018,1,2018,2,,2,5,5,45,10,350000,1,,2,,2,5,0,45
"881538d806af44b394bb1f7e473e81fb",1,2,"H2630901","42-35-93-43",130,"1",2,1,6,23,10,,11,2017,11,2017,1,"1",,,0,,,,,,,,,,0,23
"881538d806af44b394bb1f7e473e81fb",1,3,"H2630901","42-35-93-43",620,"1",2,1,16,20,20,,11,2017,12,2017,1,"1",,,0,,,,,,,,,,1,20
"881538d806af44b394bb1f7e473e81fb",1,4,"H2630901","42-35-93-43",210,"1",2,1,8,24,10,,10,2017,11,2017,1,"1",,,0,,,,,,,,,,0,24
"881cff26a2b141539b62557a525c35ca",1,0,"H2820501","52-56-09-63",120,"5",2,1,180,45,1,,12,2017,12,2017,1,"5",,,100,45,1,120000,2,,1,"5",,,10,45
"881cff26a2b141539b62557a525c35ca",1,1,"H2820501","52-56-09-63",210,"5",2,1,20,24,1,,10,2017,10,2017,1,"5",,,0,,,,,,,,,,0,24
"881cff26a2b141539b62557a525c35ca",1,2,"H2820501","52-56-09-63",620,"5",2,1,5,20,100,,12,2017,3,2018,1,"5",,,0,,,,,,,,,,0.5,20
"881cff26a2b141539b62557a525c35ca",2,1,"H2820501","52-56-09-63",130,"5",2,1,3,45,120,,1,2018,1,2018,1,"5",,,3,45,9,150000,2,,1,"5",,,0,45
"88528987d073476d9d0283249b51b309",1,0,"H2570901","58-84-64-60",741,"1",2,1,108,20,15,,7,2017,12,2017,1,"1",,,40,20,68,400000,2,,1,"1",,,0,20
"88528987d073476d9d0283249b51b309",1,0,"H2570901","58-84-64-60",744,"1",2,1,45,20,15,,7,2017,12,2017,1,"1",,,40,20,68,400000,2,,1,"1",,,0,20
"88528987d073476d9d0283249b51b309",1,0,"H2570901","58-84-64-60",812,"1",2,1,3,32,60,,11,2017,11,2017,1,"1",,,3,44,12,360000,2,,1,"1",,,0,32
"88528987d073476d9d0283249b51b309",2,0,"H2570901","58-84-64-60",741,"1",2,1,192,20,15,,7,2017,12,2017,1,"1",,,120,20,68,1500000,2,,1,"1",,,0,20
"885f34fec90d45c9b754bdb340c19612",1,1,"H2500601","44-88-85-86",150,"1",2,1,6,45,14,,12,2017,1,2018,2,,1,2,0,,,,,,,,,,0,45
