"t0_hhid","APCode","hhid","s6cq03a","s6cq03b","s6cq03c","s6cq03d","s6cq03e","s6cq03f","s6cq04a","s6cq04b","s6cq04c","s6cq05a","s6cq05b","s6cq05c","s6cq06","s6cq07","s6cq08","s6cq09","s6cq10","s6cq11","s6cq12","s6cq13a","s6cq13b","s6cq14a","s6cq14b","s6cq15","s6cq15b","s6cq15c","s6cq16"
"H3650301",23,"40466451b19e45e3b302cd2e9f46fc10",2,2,3,2,3,2,0,,,0,,,0,0,0,0,0,0,0,2,7000,0,,0,1,6,1
"H2030301",23,"404b2c86291e436c8145265500cb41af",15,1,2,1,2,2,0,,,0,,,5,10,0,0,0,0,0,0,,0,,0,6,,1
"H1700901",23,"409ea672a1d84860be324caaa49bfa01",30,3,,1,3,2,0,,,0,,,3,27,0,0,0,0,0,0,,0,,0,1,3,1
"H0010201",26,"40d651d26aa4403ca40fd52713d38ab2",5,1,,1,,2,0,,,0,,,5,8,0,0,8,0,0,0,,0,,0,1,5,2
"H3830101",23,"410ccdd68e694cad805ee3c3db209054",12,1,4,1,4,2,0,,,0,,,5,12,0,0,0,0,5,0,,0,,0,1,3,1
"H3390301",23,"41104a79c99f49ac83df63ff521ab038",0,,,,,2,0,,,0,,,5,0,0,0,0,5,0,0,,0,,0,3,,1
"H2810501",23,"415955acb18846569b50042e9abfb8d4",20,1,2,2,,2,0,,,0,,,18,12,0,0,0,4,0,0,,1,18000,5,3,6,1
"H1920301",23,"41bb9a751f6e457daba39b06f6ad373a",25,6,,1,,2,0,,,0,,,30,14,0,0,0,0,19,0,,0,,0,3,,1
"H1900102",23,"4204ad8a9fcc43f2a294d012f4e6c131",8,1,2,1,2,2,0,,,0,,,20,8,0,5,0,0,10,0,,0,,5,3,4,1
"H3730902",23,"420750aef42a46139e6eb109f0fc28c1",7,5,,5,,2,0,,,0,,,7,0,0,0,0,0,0,0,,0,,0,1,3,1
"H3950101",23,"42a9b9883194492d88ec0be4272999dc",44,1,2,2,,2,0,,,0,,,36,30,0,0,0,0,12,0,,0,,10,1,3,1
"H2740901",23,"42ba387b8cfe40ba9ea70061853db882",8,1,2,1,2,2,0,,,0,,,1,7,0,0,0,0,0,0,,0,,0,1,3,1
"H1301002",26,"42d0fc47682646d59cb2e649862cb2eb",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,3,,1
"##N/A##",23,"435aad8bd25744e69e6d88b433715d15",6,1,2,1,2,2,0,,,0,,,2,5,0,0,0,0,0,0,,0,,1,3,6,1
"H1970501",23,"436d5a4853f24a4c896bd405a221f328",14,2,,2,,2,0,,,0,,,11,6,0,0,0,0,0,0,,0,,3,6,,1
"H1970501",26,"436d5a4853f24a4c896bd405a221f328",3,2,,2,,2,0,,,0,,,1,6,0,0,0,4,0,0,,0,,0,1,6,2
"H2310801",23,"43740425c7ed4521948da92a624d6457",7,1,2,1,2,2,0,,,0,,,10,0,0,0,0,0,0,0,,0,,3,3,1,1
"H3620301",23,"437cdf4cefbd47208506638b5430432d",19,1,5,1,14,2,0,,,0,,,7,14,0,0,0,0,0,0,,0,,2,3,,1
"H4020302",23,"43f5ac4b06af4615bab925b452355111",3,1,2,1,2,2,0,,,0,,,7,0,0,0,0,0,0,0,,2,8000,2,3,4,1
"H1720601",23,"441cda37b3414e07a6593efba2c48717",3,2,,2,,2,0,,,0,,,0,0,0,0,0,0,0,3,6000,0,,0,6,,1
"H2900501",23,"442347a5ace74b9c9a775c66d41ba181",25,1,,1,,2,0,,,0,,,20,5,0,0,0,0,0,0,,0,,0,1,,1
"H3680601",23,"44ebea5645ea4fe2b4e1003dfcd112ef",7,4,,1,8,2,0,,,0,,,2,5,0,0,0,0,0,0,,0,,0,6,3,1
"H0840201",23,"44fae2260208482594b1e35af2c87624",14,1,,1,,2,0,,,0,,,8,6,0,0,0,0,0,0,,0,,0,3,1,1
"H1821001",23,"452b8abf16324dc0a9f0bd2374eccbae",21,1,2,2,,2,0,,,0,,,18,9,0,2,0,0,0,0,,0,,4,3,,1
"H3350501",23,"456103859120412ba80e3e5d4c19890d",6,2,,2,,2,0,,,0,,,2,4,0,0,0,0,0,0,,0,,0,6,,1
"H2870601",23,"45878d5c55a44a379b7d91479b23bf49",35,1,2,1,2,2,0,,,0,,,20,19,0,0,0,4,0,0,,0,,0,6,1,1
"H0880501",23,"4598bcd95ee3428b98fdbb4bf4bf0831",2,3,,1,3,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,3,1,1
"H3910501",23,"45b626e85ac24e50939037995cb50c55",13,1,,1,,2,0,,,0,,,5,9,0,0,0,0,1,0,,0,,0,4,1,1
"H3830201",23,"46235a9f1237490b8d6433136a08bd86",16,1,2,1,2,2,0,,,0,,,7,9,1,0,0,0,0,0,,1,17000,0,1,3,1
"H1970901",23,"4671909a9d8f4687a430a852704fb0c3",5,1,,1,2,1,0,,,0,,,3,3,0,0,0,0,0,0,,0,,1,1,3,1
"H1920501",23,"46ab1f5be0f440e487a0392b39355056",15,1,4,1,2,2,8,2,8,0,,,8,12,2,1,0,0,4,0,,2,8000,0,3,1,1
"H1920501",26,"46ab1f5be0f440e487a0392b39355056",11,1,8,1,8,2,0,,,0,,,8,12,0,2,0,0,5,0,,0,,2,1,5,1
"H1481001",23,"4705b49e9d2943b4a56d90016672e079",4,2,,2,,2,0,,,0,,,1,13,0,0,0,10,0,0,,0,,0,3,,1
"H1630502",23,"471d44ec2f89422e90c75f16e4bbe19f",3,2,,2,,2,0,,,0,,,0,0,0,0,0,0,0,3,10000,0,,0,1,3,1
"H2110801",23,"477360319e3b4caaac9c57d73c0a901b",22,2,,2,4,2,0,,,0,,,19,12,0,0,0,0,6,0,,0,,3,1,3,1
"H2110801",26,"477360319e3b4caaac9c57d73c0a901b",5,1,2,2,4,2,0,,,0,,,5,12,0,0,0,12,0,0,,0,,0,1,3,1
"H4200401",23,"47b0ebb1f9cd4d988a684982758920f8",5,2,,1,2,2,0,,,0,,,15,0,0,0,0,10,0,0,,0,,0,3,,1
"H2310701",23,"47b61c4c2bd6450badcf443c9cd9dedf",9,1,2,1,2,2,0,,,0,,,12,6,0,0,0,0,9,0,,0,,0,4,5,1
"H2350601",26,"4800775f1b474d6f9d520e72aa13835b",8,2,,4,8,2,0,,,0,,,2,6,0,0,0,0,0,0,,0,,0,1,5,1
"H3750501",23,"486739652807472c83803fc4a0273b73",0,,,,,2,0,,,0,,,6,0,0,0,6,0,0,0,,0,,0,1,3,1
"H2330301",26,"49035e3c71464389b22369ebb2ec7573",5,1,6,1,6,2,0,,,0,,,9,0,0,0,0,0,0,0,,1,13000,3,3,1,1
"H2050801",23,"4944e273d5224ecdb7bfabac6441bda8",180,2,4,2,4,2,0,,,0,,,140,58,0,0,7,0,0,0,,0,,11,1,3,1
"H2081101",23,"498d82ebd1c94ba2a264741a4324c6a4",10,1,2,1,2,2,0,,,0,,,24,8,0,0,18,4,0,0,,0,,0,1,3,1
"H2250501",23,"49929536f6b141e0ad8f8a5e673a54e4",8,1,2,1,2,2,0,,,0,,,8,0,0,0,0,0,0,0,,0,,0,3,5,1
"H2040302",23,"49ffe9db313841a5be70e937c58619b4",21,2,,2,,2,0,,,0,,,12,14,0,1,0,0,0,1,10000,2,22000,3,1,3,1
"H2641001",23,"4a13642fc2fd47cba3c3707c86ccfc73",13,1,,4,6,2,0,,,0,,,11,6,0,0,0,4,0,0,,0,,0,6,3,1
"H3730301",23,"4a1f47b4e0444a02b783530ac4fbbd54",4,1,4,1,4,1,0,,,0,,,2,8,0,0,0,0,6,0,,0,,0,1,,2
"H2090802",23,"4a63af9d010042ddb932706d530f42d7",15,1,,1,,2,0,,,0,,,10,8,0,0,0,2,0,0,,0,,1,3,1,1
"H2310401",23,"4aa06d915f29416d9557ae8ed0e9360c",41,2,3,2,3,2,0,,,0,,,43,16,0,0,0,5,10,0,,1,15000,2,1,,1
"H4030701",23,"4aab0c498c254688ad6c84da4de8063e",2,1,2,1,,2,0,,,0,,,15,0,0,0,0,0,15,2,5000,0,,0,1,3,1
"H2630502",23,"4ac55f9511c249788e31b82f62b6e15f",15,1,2,1,2,2,0,,,0,,,13,8,0,0,0,2,0,0,,2,15000,2,1,3,1
"H1020102",23,"4aefb5316fe7419f9790a44832cf80fd",25,3,,3,,2,0,,,0,,,12,18,0,0,0,3,0,0,,0,,2,1,,1
"H1900101",23,"4b0364703cb2492f8cb2bc0ed7d0c904",28,1,2,1,2,2,0,,,0,,,23,19,0,0,0,0,0,0,,0,,14,3,,1
"H3530401",23,"4bef335444784781a98062ed1f457686",3,1,2,1,2,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,3,,1
"H3940601",23,"4c1c1d6d95a4499d8286fe7809bb58d5",24,1,,1,,2,0,,,0,,,8,20,0,0,0,1,2,0,,0,,1,1,,1
"H2900301",23,"4cb73bf76bd644aba3f63de07c13a811",12,1,2,1,2,2,0,,,0,,,20,0,0,0,0,1,0,0,,2,25000,5,1,3,1
"H3880701",23,"4d96f2a1b70d449997350585b8a1bda4",3,1,2,1,2,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,1,4,1,1
"H0400101",23,"4d97ad6fd2a24b30b9d084a5e753beef",6,2,,2,8,2,0,,,0,,,6,3,0,0,0,0,2,0,,0,,1,1,5,1
"H1101001",23,"4da7779feee14aa1bfde570a9fbcfe11",60,1,2,1,2,2,0,,,0,,,80,40,0,5,0,0,0,0,,50,15000,5,1,5,2
"H2450701",23,"4db1230ae2a74d1b9fdcc15e87262b26",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H0600901",23,"4e5f64a99c6547cf94b40d8e18f8c889",21,1,2,1,2,2,0,,,0,,,10,11,0,0,0,0,0,0,,0,,0,3,1,1
"H3080601",26,"4e78d6ff1df745efac7e6c34dcdc4994",1,5,,5,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H2381101",26,"4e7d4359e4514f5abdc22cfd16d32505",17,1,,1,2,2,8,1,,0,,,14,10,0,3,0,0,0,0,,4,25000,0,1,3,1
"H2360301",23,"4f2dcc04814146faabcbbfe91f264293",12,1,2,1,2,2,0,,,0,,,7,8,0,0,0,2,0,0,,0,,1,6,,1
"H2810201",23,"4f38a22ae3f949d18b63a284cec6b940",15,1,2,1,2,2,0,,,0,,,8,7,0,0,0,0,0,0,,0,,0,6,3,1
"H2810201",26,"4f38a22ae3f949d18b63a284cec6b940",5,1,2,1,2,2,0,,,0,,,4,4,0,0,0,1,0,0,,0,,2,3,6,1
"H2230903",23,"4f4294cb30ab4b30bf4121edd3b12731",16,1,2,1,2,2,0,,,0,,,12,16,0,0,0,2,3,0,,3,10000,4,1,3,1
"H1920401",23,"4f64ecf236d84a5fb017bcfaa41c523b",2,2,,2,,2,0,,,0,,,1,0,0,0,0,0,0,1,8000,0,,0,3,4,1
"H2161201",26,"4f909836c5564fc3937ff199f8c6b31c",2,2,,2,,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,6,5,1
"H2161201",23,"4f909836c5564fc3937ff199f8c6b31c",10,2,,2,,2,0,,,0,,,4,7,0,0,0,1,0,0,,0,,0,6,5,1
"H3600201",23,"4fefdeb781e14c41b4f9591ce9945099",12,2,3,2,3,2,0,,,0,,,6,6,0,0,0,0,0,0,,0,,0,1,5,1
"H0860501",23,"501b616921e04c0eba533adee7de7f01",4,2,,2,,2,0,,,0,,,3,2,0,0,1,0,0,0,,0,,0,1,4,1
"H3900201",23,"502b017b69b44342b471dc57841a4f81",7,2,,2,,2,0,,,0,,,7,0,0,0,0,0,1,1,10000,0,,0,3,,1
"H2250301",23,"509eb755c5a54c8fad034999b11dee0b",33,3,4,3,4,2,0,,,0,,,21,12,0,0,0,0,0,0,,0,,0,1,3,1
"H2250301",26,"509eb755c5a54c8fad034999b11dee0b",3,3,4,3,4,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,3,1
"H3490601",24,"50d5c47ccfcf4a92aa093bcc17656a44",2300,1,2,2,,2,0,,,2,2,600000,2500,0,0,0,0,0,150,0,,0,,50,1,,2
"H1490301",23,"51123541c3ee40718066d063b51ec9f6",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,3,4,1
"H1820201",23,"5117c5f2b3314943a8d2dab3f3f795d1",15,1,,1,,2,0,,,0,,,9,7,0,0,0,0,0,0,,0,,1,3,4,1
"H3820501",23,"51692e6761e14a3e877e646e70c8e960",9,1,,1,,2,0,,,0,,,3,7,0,0,0,0,0,0,,0,,1,1,3,1
"H4111001",23,"516988a84f7b4cb6ac63bbb50fe643aa",19,,,,,2,0,,,0,,,16,12,0,0,2,0,0,0,,5,20000,2,1,3,1
"H1510301",23,"51f8e3e3a3bd4110af3bb137ddc8b25c",6,1,2,1,2,2,0,,,0,,,11,0,0,0,0,0,0,0,,5,40000,0,1,,1
"H3400701",23,"5231fd12f8fe4028859bd9c1f70f9adb",7,1,,1,2,2,0,,,0,,,1,9,0,0,0,3,0,0,,0,,0,1,,1
"H1670901",23,"5271dffd0ee74ae8a50f7a3b9cf68d57",0,,,,,2,0,,,0,,,7,5,0,0,0,0,12,0,,0,,0,1,,1
"H2140201",23,"52bfa8d283f64444b6a276760311d74b",1,1,,1,,2,0,,,0,,,5,0,0,0,0,2,1,0,,0,,1,1,3,2
"H1400101",26,"52dc7930992a4b739539c06b92b182f5",2,1,2,1,2,2,0,,,0,,,6,2,0,0,0,0,6,0,,0,,0,1,5,1
"H1400101",23,"52dc7930992a4b739539c06b92b182f5",5,2,,1,2,2,0,,,0,,,6,0,0,0,0,0,0,0,,0,,1,5,1,1
"H3880901",23,"531a57d2f18e4fdab6d1ee4386d7afa7",8,1,2,1,2,2,0,,,0,,,7,11,0,0,0,9,0,0,,0,,1,1,3,1
"H4250702",23,"531f932f7d3744308f1c7f3c847cc75d",2,4,,4,,2,0,,,0,,,5,0,0,0,0,0,3,0,,0,,0,1,3,1
"H1900701",23,"535c7489e9424a8bb2aa8bfb793a72b5",3,,,,,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,1,1,3,1
"H3661001",23,"5383f01ac0ae4bad95a8373d96fc1f37",50,1,2,1,2,2,0,,,0,,,22,30,0,0,0,0,0,0,,0,,2,1,3,1
"H3661001",26,"5383f01ac0ae4bad95a8373d96fc1f37",6,1,2,1,2,2,0,,,0,,,6,0,0,0,0,0,0,0,,0,,0,1,3,1
"H2820901",23,"538b414197fc4ee3af926fadfc752da3",10,1,2,1,2,2,0,,,0,,,8,8,0,0,0,3,0,0,,0,,3,1,3,1
"H3820201",26,"53b3f8fa3fe5412f900aa5996efc5442",4,1,,1,3,2,0,,,0,,,6,0,0,0,0,0,0,0,,2,4000,0,5,1,1
"H0880202",23,"53bcc83ab7a34dcc947d65a5275cb1ab",6,1,,3,4,2,0,,,0,,,5,15,0,0,0,0,14,0,,0,,0,3,1,1
"H0880202",26,"53bcc83ab7a34dcc947d65a5275cb1ab",7,1,,3,4,2,0,,,0,,,1,6,0,0,0,0,0,0,,0,,0,1,,2
"H4290601",23,"53e96a911e56424c8a52c53a41f5b45e",2,,,,,2,0,,,0,,,3,2,0,0,2,0,0,0,,0,,1,1,3,1
"H4290601",26,"53e96a911e56424c8a52c53a41f5b45e",1,,,,,2,0,,,0,,,0,0,0,0,0,0,0,1,10000,0,,0,1,3,1
"H2640201",23,"5408af0f56244bdd95758c5f9bb2d50b",5,1,2,1,2,2,0,,,0,,,5,3,0,0,0,0,2,0,,0,,1,1,3,1
"H1200302",23,"542bc4afbc2440c796d9ca699bb8b103",10,1,3,1,3,2,0,,,0,,,16,0,0,0,0,0,3,0,,2,8000,1,1,3,1
"H1551001",23,"543d0c2c83f4458e86db7edebd51635f",3,1,,1,,2,0,,,0,,,10,0,0,0,0,0,0,0,,7,10000,0,1,,1
"H1420301",23,"5492b31122394bc187ed7c5971d1a0fe",3,2,,2,,2,0,,,0,,,6,3,0,0,0,3,3,0,,0,,0,1,,2
"H3030901",23,"54c682fa243a4044819123d46855aa4e",40,3,4,3,4,2,0,,,0,,,40,15,0,0,0,0,10,0,,2,15000,3,3,1,1
"H2820202",23,"550728480cdd444ab7789c9a1aef22c3",0,,,,,1,1,1,2,0,,,0,0,0,0,0,0,0,0,,0,,0,9,,1
"H0880201",23,"55088cd12c054cdd9ad8f6f1492d73b0",5,1,,1,4,2,0,,,0,,,3,2,0,0,0,0,0,0,,0,,0,1,4,2
"H1700702",23,"55521433df7f4318bc37e63e4651b2ad",2,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,2,25000,0,,0,1,4,1
"H2810601",23,"5567178aba8d4c73a0a3ea3737f0ea56",4,5,,5,,2,0,,,0,,,34,0,0,0,0,0,30,0,,0,,0,1,3,1
"H3800601",23,"558f93246e334db5946da85ae6ffc323",10,1,2,1,2,2,0,,,0,,,7,6,0,0,0,0,0,0,,0,,3,3,,1
"H1910101",23,"55dc59396bd940aa8170d949358e366c",3,,,,,2,0,,,0,,,7,0,0,0,1,0,0,0,,0,,3,3,4,1
"H0400302",23,"5607c038dc64441e8c59d1e05d4951da",13,,,,,2,0,,,0,,,10,6,0,0,0,1,0,0,,0,,2,3,4,1
"H1321001",23,"5607ce82f30940c7a3c076a7130a9b99",3,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,3,10000,0,,0,6,5,1
"H3560901",23,"5608a91104d04fca9b2999cfca73760a",8,1,,1,,2,0,,,0,,,2,11,0,0,0,4,0,0,,0,,1,1,3,2
"H4230201",23,"56931164f188434fbfceacf2c4435a96",14,2,3,2,3,2,0,,,0,,,8,6,0,0,0,0,0,0,,0,,0,1,,2
"H1070301",23,"56acae87b0cc4162bfb9657e54ddd477",10,1,7,1,7,2,0,,,0,,,6,4,0,0,0,0,0,0,,0,,0,5,6,1
"H2080502",23,"56f49c328bd343bea38fe38788c0cf75",10,1,,1,2,2,0,,,0,,,7,8,0,0,0,0,0,0,,4,8000,1,1,3,1
"H2351001",23,"572b0a7cc7da4e91ba93ae3315842b54",4,1,,,,1,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,6,,1
"H3750301",23,"5734a2246f634bcfb29c51559f4836fb",0,,,,,2,0,,,0,,,12,6,0,3,0,0,11,0,,0,,4,1,5,1
"H3630201",23,"573c6349c76242f5b6e860ce81436a70",18,1,2,1,2,2,0,,,0,,,5,13,0,0,0,0,0,0,,0,,0,3,,1
"H2790401",23,"57bbdd9ff60448b2b467829bc8440414",5,,,,,2,0,,,0,,,2,7,0,0,0,0,4,0,,0,,0,1,,1
"H1270501",27,"57ccf37c106343ef8d0b5290a8f43341",5,4,,1,,2,0,,,0,,,6,0,0,0,0,1,0,0,,0,,0,5,3,1
"H1270501",23,"57ccf37c106343ef8d0b5290a8f43341",13,1,,1,,2,0,,,0,,,4,23,0,0,0,0,14,0,,0,,0,3,5,1
"H4030401",23,"57da26b97b97492ebe603668a5cc9bdb",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,1,7000,0,,1,3,1,1
"H1430102",23,"58474e1b1ce94664be2810d340184cc9",16,1,3,1,3,2,0,,,0,,,25,0,0,0,0,0,0,0,,5,9000,4,1,3,1
"H3190702",23,"587e1941dd6c4b6b846e21efc8727fc2",26,1,2,1,2,2,0,,,0,,,30,10,0,0,0,4,0,0,,4,15000,6,1,3,1
"H1830601",23,"58da1746104a4fedb12ad12aef4bbb7b",2,1,5,1,5,2,0,,,0,,,7,4,0,0,6,0,1,0,,0,,2,3,6,1
"H1400202",26,"58eceee2ee434848a3089c064bcf7721",6,1,,1,,2,0,,,0,,,6,0,0,0,0,0,0,0,,0,,0,1,3,1
"H2610602",23,"590852baf65a4ef4af288625ea971556",3,1,2,1,2,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,2,3,,1
"H3540801",23,"591581397e574fc59f68cc5e0ae652fc",16,1,,1,,2,0,,,0,,,11,6,0,0,0,0,0,0,,0,,1,3,1,1
"H3730101",23,"5916d9918f1e40c38f123552550aa014",1,1,,2,6,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,6,,1
"H1900803",23,"59316d9321ae4af993df50884e750a71",11,1,3,1,3,2,0,,,0,,,2,10,0,0,0,0,0,0,,0,,1,3,4,1
"H1620501",26,"594e3f9e818041ea9503576b21b74977",2,8,9,8,9,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,5,6,1
"H1860601",23,"59677586640d45cba4c12a75193b7891",47,1,3,1,3,2,0,,,0,,,31,34,0,0,0,0,13,0,,2,15000,3,3,1,1
"H1421001",23,"598eac4b8a7c4a238eed7db182187ee2",3,1,8,1,8,2,0,,,0,,,4,38,0,0,0,39,0,0,,0,,0,1,3,1
"H4010301",23,"5998bd8f833a41a381de9f7227f0e406",9,1,7,1,,2,0,,,0,,,14,5,0,1,0,0,4,0,,2,10000,3,3,,1
"H1400302",26,"59af43dd132840e7a3d907037ed3e8e2",2,1,2,1,2,2,1,1,2,0,,,2,0,0,0,0,0,0,0,,0,,0,1,6,1
"H1400302",23,"59af43dd132840e7a3d907037ed3e8e2",35,1,2,1,2,2,0,,,0,,,15,25,0,0,0,0,0,0,,3,10000,2,1,6,1
"H0810701",23,"59e9cfa7d69d431385ca9aa6c9d789b9",5,2,3,2,3,2,0,,,0,,,2,8,0,0,0,5,0,0,,0,,0,3,4,1
"H3830701",23,"5a5764a883b741edb61f3cf0647aab27",10,1,7,1,7,2,0,,,0,,,21,6,0,10,0,6,0,2,3000,0,,3,3,5,1
"H0420301",23,"5a5af9e0c5ea4a94a8071e56c277b3ae",0,,,,,2,0,,,0,,,10,0,0,0,0,0,3,0,,2,10000,5,3,,1
"H2000701",23,"5a67d206764f452bac3503e9e3326573",30,1,2,1,2,2,0,,,0,,,25,6,0,0,0,0,1,0,,0,,0,1,3,1
"H0530501",23,"5a8cc7602c324f3893cedb9d219f05f9",9,1,2,1,2,2,0,,,0,,,3,7,0,0,0,0,0,0,,0,,1,1,3,1
"H1310701",23,"5abb4c8b03414d8d87da4b062242ddb9",10,5,6,5,6,2,0,,,0,,,4,7,0,0,0,0,0,0,,0,,1,1,3,1
"H2160802",23,"5b55ae8c2e124c06b88d9683995ac28c",10,1,2,1,2,2,0,,,0,,,7,9,0,0,0,5,0,0,,0,,1,3,1,1
"H2650501",26,"5b5a707469dc44058cae29996ae337df",2,1,2,1,2,2,0,,,0,,,1,2,0,0,0,1,0,0,,0,,0,1,,1
"H2650501",23,"5b5a707469dc44058cae29996ae337df",3,1,2,1,2,2,0,,,0,,,2,8,0,0,0,7,0,0,,0,,0,1,,1
"H2520402",23,"5b6caf67fa4844a3afc132358c488d18",4,1,2,1,2,2,0,,,0,,,9,6,0,0,0,8,0,0,,0,,3,3,6,1
"H1770801",23,"5b9a8107f7854b3b97e9d2b5c6287ad7",9,1,2,1,2,2,0,,,0,,,6,3,0,0,0,0,0,0,,0,,0,3,4,1
"H2350903",23,"5ba24740654f468994dec57f3196f105",62,1,2,1,2,2,0,,,0,,,63,12,0,0,0,1,0,0,,7,17000,5,1,3,1
"H1700902",23,"5c482291f5644f51ac5a26e41fb423cf",3,1,2,1,2,2,0,,,0,,,1,9,0,0,0,7,0,0,,0,,0,3,,1
"H1640601",23,"5ca1c7853cb8405da3bad7f88c61e6ae",2,2,,2,5,2,0,,,0,,,6,0,0,0,0,0,4,0,,0,,0,5,6,1
"H2080701",23,"5cbe7e16e56e4c2cb7135dea298a0513",49,1,11,1,11,2,0,,,0,,,21,34,0,2,0,0,0,0,,0,,4,1,4,1
"H1180701",23,"5cc21d790c8d43e19134c3d06b510440",3,1,,1,6,2,0,,,0,,,11,0,0,0,0,6,0,0,,2,9000,0,3,6,1
"H0480201",23,"5cf791f3aaa842ae9607461e3f5105e0",5,1,,1,,2,0,,,0,,,15,15,0,0,4,0,21,0,,0,,0,1,6,2
"H1490201",23,"5d00f9e5b3004fbab2b062d87bc75ca9",8,1,2,1,2,2,0,,,0,,,8,0,0,0,0,0,0,0,,0,,0,1,,1
"H1490201",26,"5d00f9e5b3004fbab2b062d87bc75ca9",3,1,2,1,2,2,0,,,0,,,9,0,0,0,0,6,0,0,,0,,0,1,3,1
"H2960802",23,"5d114e93f4864c71ab4a6cea448b86ef",3,2,,2,,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,6,,1
"H3960701",23,"5d600e6d4cc8413b8e25be770e1690dd",4,1,,1,,2,0,,,0,,,4,1,0,0,0,0,0,0,,0,,1,1,3,1
"H3960701",26,"5d600e6d4cc8413b8e25be770e1690dd",11,1,,1,,2,0,,,0,,,4,21,0,0,0,14,0,0,,0,,0,1,3,1
"H3580401",23,"5d9fb664e5794b9999d4b391ff0f910f",7,1,,1,,2,0,,,0,,,1,9,0,0,0,0,3,0,,0,,0,1,3,2
"71",23,"5daffb57e96b4b71824e9edf2a78efaf",3,2,,2,3,2,0,,,0,,,1,7,0,0,0,3,2,0,,0,,0,3,,1
"H2970603",23,"5dbf0d9e368d4a4d98668160c2f2245d",3,4,,4,,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,6,,1
"70",23,"5df2ff18b1ed4736b8584fd4498c1ee0",5,2,,2,,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,1,3,1
"H3590701",26,"5dfb8bbddf1e4f4a8d451cae0f9f3b1e",3,1,,1,,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,6,1
"H3590701",23,"5dfb8bbddf1e4f4a8d451cae0f9f3b1e",6,1,,1,,2,0,,,0,,,3,3,0,0,0,0,0,0,,0,,0,1,6,1
"H2620907",23,"5eab91d4a88843109928ba15a8297675",6,1,,1,,2,0,,,0,,,3,0,0,0,0,0,0,4,35000,0,,1,1,3,1
"H1640101",23,"5ed508a731684151a6e79572211427ef",14,1,2,2,5,2,0,,,0,,,0,8,0,0,0,0,0,8,5000,0,,2,1,5,1
"H3970301",23,"5f19cad285714a92b4ac079e52f752c7",3,,,,,2,0,,,0,,,6,8,0,0,0,5,3,0,,0,,3,3,4,1
"H3360501",23,"5f55548a1f2a46309017e9af3ce923a8",2,1,2,1,2,2,0,,,0,,,22,0,0,0,0,0,12,2,12000,6,25000,4,1,3,1
"H3510801",23,"5f869d74cb7847faa9014b1f9feaa239",5,1,2,1,2,1,0,,,0,,,7,5,0,0,0,0,6,0,,0,,1,1,5,1
"H3850501",23,"5fa72e1943fb48c2936d502692ba155e",15,1,2,2,5,2,0,,,0,,,8,14,0,0,0,5,0,0,,1,10000,1,1,3,1
"H1070401",23,"5fb04dcdf9204b1aafcf52cf33a45555",14,1,2,2,6,2,0,,,0,,,6,9,0,0,0,0,1,0,,0,,0,4,6,1
"H2791001",23,"601630c89fbb41cf99d619dc00cda5d8",0,,,,,2,0,,,0,,,10,0,0,0,10,0,0,0,,0,,0,1,3,1
"H3511001",23,"6033318b4d9b40c0be9d6af56b4243d4",14,1,2,1,2,2,0,,,0,,,6,8,0,0,0,0,0,0,,0,,0,1,4,1
"H3720901",23,"6054f4586c2e42029b16a68e1e57390a",14,1,2,1,2,2,0,,,0,,,19,2,0,0,0,6,0,0,,0,,1,1,3,1
"H2050901",27,"6090d24a3ab54a80aafcc62368458b34",5,2,3,2,3,2,0,,,0,,,6,0,0,0,0,0,0,0,,0,,1,3,,1
"H2050901",23,"6090d24a3ab54a80aafcc62368458b34",17,1,2,1,2,2,0,,,0,,,11,17,0,0,0,5,2,0,,0,,4,3,,1
"H2780802",23,"6091c4ecb9bd4c6f97eb0be6c93a5dd5",6,1,,1,,2,0,,,0,,,1,5,0,0,0,0,0,0,,0,,0,3,,1
"H0460401",23,"60c1073a75944e17993ba62c536c1002",10,2,,1,2,2,0,,,0,,,7,8,0,0,0,0,4,0,,0,,1,3,1,1
