"hhid","parcelID","pltid","t0_hhid","cropID","interview__key","s4aq06_1","s4aq08","s4aq09","s4aq09_1","s4aq09_2","s4aq16","s4aq11a","s4aq11b","s4aq12a","s4aq12b","s4aq13","s4aq14","s4aq10","s4aq15","s4aq07"
"85491223ab0747a18519c0133e9cf2e1",1,1,"H2990207",210,"77-28-96-35","1",2,80,9,2017,1,1,1,1.5,1,1,,1,2600,0.2
"85491223ab0747a18519c0133e9cf2e1",1,2,"H2990207",310,"77-28-96-35","1",1,,9,2017,1,2,1,,,1,,1,8000,0.05
"8562e219f73d4e28b28ef23dfd578b72",1,1,"H3750101",741,"47-52-10-00","2",2,50,3,2001,2,,,,,,,,,0.25
"8562e219f73d4e28b28ef23dfd578b72",1,1,"H3750101",210,"47-52-10-00","1",2,20,7,2017,1,1,1,3,1,1,,2,,0.25
"8562e219f73d4e28b28ef23dfd578b72",1,1,"H3750101",810,"47-52-10-00","1",2,30,4,2001,2,,,,,,,,,0.25
"8562e219f73d4e28b28ef23dfd578b72",1,1,"H3750101",811,,,,,,,,,,,,,,,,0.25
"8562e219f73d4e28b28ef23dfd578b72",2,1,"H3750101",210,"47-52-10-00","1",2,20,3,2001,1,5,1,8,1,1,,1,10000,0.4
"8562e219f73d4e28b28ef23dfd578b72",2,1,"H3750101",810,"47-52-10-00","1",2,40,4,2001,2,,,,,,,,,0.4
"8562e219f73d4e28b28ef23dfd578b72",2,1,"H3750101",811,,,,,,,,,,,,,,,,0.4
"8562e219f73d4e28b28ef23dfd578b72",2,1,"H3750101",741,"47-52-10-00","1",2,40,3,2001,2,,,,,,,,,0.4
"857caad639e048f9aa35e82a98cd0236",1,1,"H2650701",741,"57-87-85-25","1",1,,4,9998,2,,,,,,,,,1
"85c17f7403dc446fad29254e5d379145",1,1,"H4090201",810,"59-00-53-22","1",2,50,10,2005,1,150,85,250,85,1,,1,30000,1.75
"85c17f7403dc446fad29254e5d379145",1,1,"H4090201",741,"59-00-53-22","4",2,30,6,1995,1,150,85,280,85,1,,1,70000,1.75
"85c17f7403dc446fad29254e5d379145",1,1,"H4090201",210,"59-00-53-22","1",2,20,8,2017,1,45,1,80,1,1,,1,135000,1.75
"85c17f7403dc446fad29254e5d379145",1,2,"H4090201",620,"59-00-53-22","2",1,,8,2017,1,2,10,,,1,,2,,0.25
"85c17f7403dc446fad29254e5d379145",2,1,"H4090201",130,"59-00-53-22","1",1,,8,2017,1,40,1,,,2,1,1,150000,7
"85c17f7403dc446fad29254e5d379145",2,2,"H4090201",810,"59-00-53-22","1",1,,6,2005,1,300,85,,,1,,2,,1.5
"85c17f7403dc446fad29254e5d379145",3,1,"H4090201",610,"59-00-53-22","2",1,,8,2017,1,3,10,,,1,,2,,1
"85ceb53eb1bd41a4bfb5f897f8800ac7",1,1,"H2390501",630,"89-19-55-36","3",1,,4,2017,2,,,,,,,,,0.8
"85ceb53eb1bd41a4bfb5f897f8800ac7",2,1,"H2390501",630,"89-19-55-36","3",1,,5,2017,2,,,,,,,,,1
"85ceb53eb1bd41a4bfb5f897f8800ac7",3,1,"H2390501",520,"89-19-55-36","3",1,,6,2017,2,,,,,,,,,1
"85ceb53eb1bd41a4bfb5f897f8800ac7",3,2,"H2390501",520,"89-19-55-36","3",1,,7,2017,1,9,1,,,2,1,1,9000,1
"85ceb53eb1bd41a4bfb5f897f8800ac7",4,1,"H2390501",630,"89-19-55-36","3",1,,4,2017,2,,,,,,,,,0.5
"85d2f1ad01354522b4bb5486f6f0cca9",1,1,"H0680301",810,"91-82-73-73","3",2,50,1,9998,2,,,,,,,,,0.1
"85d2f1ad01354522b4bb5486f6f0cca9",1,1,"H0680301",741,"91-82-73-73","3",2,50,9,2016,2,,,,,,,,,0.1
"85d2f1ad01354522b4bb5486f6f0cca9",1,2,"H0680301",130,"91-82-73-73","3",2,30,9,2017,1,1.5,1,5,1,1,,2,,0.25
"85d2f1ad01354522b4bb5486f6f0cca9",1,2,"H0680301",210,"91-82-73-73","3",2,70,9,2017,1,20,1,25,1,1,,2,,0.25
"860a1b47a8c04b36b2c21b1238863cf5",2,0,"H3640301",630,"36-62-35-86","1",1,,4,2017,1,2,10,,,1,,2,,0.25
"86668fd2837248ef9ab6590fad3f84a9",1,1,"H1681002",630,"35-00-85-31","7",1,,7,2017,1,1.5,10,,,1,,2,,0.25
"86668fd2837248ef9ab6590fad3f84a9",2,1,"H1681002",150,"35-00-85-31","7",1,,7,2017,1,4,1,,,1,,2,,0.5
"86668fd2837248ef9ab6590fad3f84a9",3,1,"H1681002",630,"35-00-85-31","7",1,,7,2017,1,3,11,,,1,,2,,1
"86668fd2837248ef9ab6590fad3f84a9",4,1,"H1681002",130,"35-00-85-31","7",1,,7,2017,1,10,1,,,1,,2,,1
"866f6a8e646840eba3ed5335760613fc",1,1,"H3710901",150,"72-48-61-64","1",1,,7,2017,1,2.5,29,,,1,,2,,1
"86a9fa3980384a5d905b1f8fa8533c97",1,1,"H3760301",630,"31-34-23-99","1",2,30,3,2017,2,,,,,,,,,0.5
"86a9fa3980384a5d905b1f8fa8533c97",1,1,"H3760301",210,"31-34-23-99","1",2,40,7,2017,1,6,1,10,1,1,,1,25000,0.5
"86a9fa3980384a5d905b1f8fa8533c97",1,1,"H3760301",741,"31-34-23-99","1",2,30,1,2014,2,,,,,,,,,0.5
"86d2fcfb7ec14961b67d4806c8b1c873",0,1,"H1500702",210,"12-50-26-24","1",1,,7,2017,1,20,1,,,1,,2,,2
"86d2fcfb7ec14961b67d4806c8b1c873",1,1,"H1500702",810,"12-50-26-24","1",1,,3,2004,2,,,,,,,,,0.25
"86d2fcfb7ec14961b67d4806c8b1c873",1,2,"H1500702",741,"12-50-26-24","1",2,40,3,2000,2,,,,,,,,,0.75
"86d2fcfb7ec14961b67d4806c8b1c873",1,2,"H1500702",811,,,,,,,,,,,,,,,,0.75
"86d2fcfb7ec14961b67d4806c8b1c873",1,2,"H1500702",210,"12-50-26-24","1",2,20,7,2017,1,10,1,20,1,1,,2,,0.75
"86d2fcfb7ec14961b67d4806c8b1c873",1,2,"H1500702",810,"12-50-26-24","1",2,40,3,2014,2,,,,,,,,,0.75
"86d2fcfb7ec14961b67d4806c8b1c873",2,1,"H1500702",811,,,,,,,,,,,,,,,,0.5
"86d2fcfb7ec14961b67d4806c8b1c873",2,1,"H1500702",210,"12-50-26-24","1",2,30,7,2017,1,6,1,12,1,1,,2,,0.5
"86d2fcfb7ec14961b67d4806c8b1c873",2,1,"H1500702",741,"12-50-26-24","1",2,50,3,2008,2,,,,,,,,,0.5
"86d2fcfb7ec14961b67d4806c8b1c873",2,1,"H1500702",810,"12-50-26-24","1",2,20,3,2000,2,,,,,,,,,0.5
"8712b74250794fddac99ea78d80997db",1,1,"H3540701",741,"21-33-63-30","2",2,50,1,1980,2,,,,,,,,,2
"8712b74250794fddac99ea78d80997db",1,1,"H3540701",744,"21-33-63-30","2",2,50,1,1980,2,,,,,,,,,2
"8712b74250794fddac99ea78d80997db",1,2,"H3540701",820,"21-33-63-30","2",1,,7,2017,2,,,,,,,,,1
"8712b74250794fddac99ea78d80997db",2,1,"H3540701",810,"21-33-63-30","2",1,,1,2010,2,,,,,,,,,1.5
"8712b74250794fddac99ea78d80997db",2,2,"H3540701",130,"21-33-63-30","2",2,20,7,2017,1,1.5,1,10,1,1,,2,,1.5
"8712b74250794fddac99ea78d80997db",2,2,"H3540701",510,"21-33-63-30","2",2,10,1,2016,2,,,,,,,,,1.5
"8712b74250794fddac99ea78d80997db",2,2,"H3540701",210,"21-33-63-30","2",2,40,7,2017,1,3,1,15,1,1,,2,,1.5
"8712b74250794fddac99ea78d80997db",2,2,"H3540701",620,"21-33-63-30","2",2,15,7,2017,2,,,,,,,,,1.5
"8712b74250794fddac99ea78d80997db",2,2,"H3540701",630,"21-33-63-30","2",2,15,7,2017,2,,,,,,,,,1.5
"8712b74250794fddac99ea78d80997db",3,1,"H3540701",810,"21-33-63-30","2",1,,1,2015,2,,,,,,,,,2
"871ce70794974b6e92089daa702c5fef",1,1,"H3380401",130,"02-02-25-14","1",1,,8,2017,1,10,1,,,1,,2,,0.5
"871ce70794974b6e92089daa702c5fef",1,2,"H3380401",630,"02-02-25-14","1",2,30,8,2017,2,,,,,,,,,0.3
"871ce70794974b6e92089daa702c5fef",1,2,"H3380401",620,"02-02-25-14","1",2,70,8,2017,2,,,,,,,,,0.3
"871ce70794974b6e92089daa702c5fef",1,3,"H3380401",210,"02-02-25-14","1",2,40,8,2017,1,5,1,15,1,1,,2,,1
"871ce70794974b6e92089daa702c5fef",1,3,"H3380401",741,"02-02-25-14","1",2,60,1,2013,2,,,,,,,,,1
"871ce70794974b6e92089daa702c5fef",1,4,"H3380401",610,"02-02-25-14","1",1,,8,2017,2,,,,,,,,,0.2
"871ce70794974b6e92089daa702c5fef",2,1,"H3380401",470,"02-02-25-14","1",1,,8,2017,1,500,2,,,1,,1,10000,1
"871ce70794974b6e92089daa702c5fef",3,1,"H3380401",410,"02-02-25-14","1",1,,8,2017,1,500,2,,,1,,1,10000,1
"871ce70794974b6e92089daa702c5fef",4,1,"H3380401",640,"02-02-25-14","1",1,,7,2017,2,,,,,,,,,0.5
"8728fb96ed9e4334909c0477bae7855a",4,1,"H1890601",210,"47-77-62-47","1",1,,6,2017,1,7,1,,,1,,1,14000,0.5
"8728fb96ed9e4334909c0477bae7855a",4,2,"H1890601",630,"47-77-62-47","1",1,,4,2017,2,,,,,,,,,0.5
"8728fb96ed9e4334909c0477bae7855a",5,1,"H1890601",630,"47-77-62-47","1",1,,4,2017,2,,,,,,,,,0.4
"8728fb96ed9e4334909c0477bae7855a",5,2,"H1890601",620,"47-77-62-47","1",1,,7,2017,1,0.5,9,,,1,,2,,0.1
"8728fb96ed9e4334909c0477bae7855a",6,1,"H1890601",210,"47-77-62-47","1",1,,7,2017,1,6,1,,,1,,1,17000,0.7
"87b9fa9f6c5d41f692d6671d4e24bb78",1,1,"H2820604",610,"18-97-19-79","1",1,,9,2017,1,18,22,,,1,,2,,0.75
"87b9fa9f6c5d41f692d6671d4e24bb78",1,2,"H2820604",630,"18-97-19-79","1",1,,9,2017,1,1.5,10,,,1,,2,,0.5
"87b9fa9f6c5d41f692d6671d4e24bb78",1,3,"H2820604",210,"18-97-19-79","1",2,60,8,2017,1,10,1,20,1,1,,2,,0.5
"87b9fa9f6c5d41f692d6671d4e24bb78",1,3,"H2820604",130,"18-97-19-79","1",2,40,8,2017,1,3,1,5,1,1,,2,,0.5
"87bb19dff0f44187875ec19a10fe8279",2,1,"H1680601",620,"11-26-78-09","1",1,,6,2017,2,,,,,,,,,0.25
"87bb19dff0f44187875ec19a10fe8279",3,1,"H1680601",221,"11-26-78-09","1",1,,7,2017,1,3,1,,,1,,1,9000,0.5
"87c4e00c7e5748e28a863e4b24de142a",1,1,"H2140601",150,"77-45-15-28","1",1,,4,2017,1,3,31,,,1,,1,900,0.2
"87c4e00c7e5748e28a863e4b24de142a",1,2,"H2140601",890,"77-45-15-28","1",1,,6,2017,1,1,21,,,1,,2,,0.1
"87c8524fdbe84d429d1b49f7ac1a60db",1,0,"H0730401",741,"80-42-69-95","1",2,20,1,9998,2,,,,,,,,,0.4
"87c8524fdbe84d429d1b49f7ac1a60db",1,0,"H0730401",810,"80-42-69-95","1",2,80,1,9998,2,,,,,,,,,0.4
"87c8524fdbe84d429d1b49f7ac1a60db",1,1,"H0730401",210,"80-42-69-95","1",1,,9,2017,1,2,1,,,1,,2,,0.1
"87c8524fdbe84d429d1b49f7ac1a60db",2,0,"H0730401",620,"80-42-69-95","1",1,,10,2017,2,,,,,,,,,0.25
"87e2684f3b8f476da41f9f3f2ecf725e",1,1,"H2790902",810,"21-03-84-75","2",2,60,1,9998,2,,,,,,,,,0.5
"87e2684f3b8f476da41f9f3f2ecf725e",1,1,"H2790902",630,"21-03-84-75","2",2,10,8,2017,1,1,10,2,10,1,,2,,0.5
"87e2684f3b8f476da41f9f3f2ecf725e",1,1,"H2790902",210,"21-03-84-75","2",2,30,8,2017,1,10,1,50,1,1,,2,,0.5
"87e2684f3b8f476da41f9f3f2ecf725e",2,1,"H2790902",210,"21-03-84-75","2",2,60,8,2017,1,20,1,50,1,1,,1,60000,1
"87e2684f3b8f476da41f9f3f2ecf725e",2,1,"H2790902",130,"21-03-84-75","2",2,40,8,2017,1,5,1,10,1,1,,1,15000,1
"87e27e3874834bd78aa01fd5f3d35e87",1,1,"H1080303",130,"83-05-37-83","5",2,40,7,2017,1,6,1,10,1,2,2,1,48000,0.5
"87e27e3874834bd78aa01fd5f3d35e87",1,1,"H1080303",630,"83-05-37-83","5",2,30,3,2017,1,3,10,4,10,1,,2,,0.5
"87e27e3874834bd78aa01fd5f3d35e87",1,1,"H1080303",320,"83-05-37-83","5",2,30,7,2017,1,3,1,12,1,1,,1,6000,0.5
"87e27e3874834bd78aa01fd5f3d35e87",2,1,"H1080303",320,"83-05-37-83","5",2,30,8,2017,1,5,1,20,1,1,,1,10000,1
"87e27e3874834bd78aa01fd5f3d35e87",2,1,"H1080303",130,"83-05-37-83","5",2,40,8,2017,1,7,1,12,1,2,3,1,21000,1
"87e27e3874834bd78aa01fd5f3d35e87",2,1,"H1080303",630,"83-05-37-83","5",2,30,8,2017,1,5,10,8,10,1,,2,,1
"881538d806af44b394bb1f7e473e81fb",1,2,"H2630901",130,"42-35-93-43","1",1,,8,2017,1,10,1,,,2,1,1,10000,0.75
"881538d806af44b394bb1f7e473e81fb",1,3,"H2630901",620,"42-35-93-43","1",1,,7,2017,1,8,66,,,1,,2,,0.5
"881538d806af44b394bb1f7e473e81fb",1,4,"H2630901",210,"42-35-93-43","1",1,,7,2017,1,20,1,,,1,,2,,0.5
"881cff26a2b141539b62557a525c35ca",1,0,"H2820501",120,"52-56-09-63","5",1,,7,2017,1,13,1,,,1,,1,25000,0.2
"881cff26a2b141539b62557a525c35ca",1,1,"H2820501",210,"52-56-09-63","5",1,,8,2017,1,20,1,,,1,,1,20000,0.25
"881cff26a2b141539b62557a525c35ca",1,2,"H2820501",620,"52-56-09-63","5",1,,6,2017,1,3,10,,,1,,2,,0.2
"881cff26a2b141539b62557a525c35ca",2,1,"H2820501",130,"52-56-09-63","5",1,,8,2017,1,10,1,,,1,,2,,0.5
"88528987d073476d9d0283249b51b309",1,0,"H2570901",741,"58-84-64-60","1",2,60,1,9998,2,,,,,,,,,1.2
"88528987d073476d9d0283249b51b309",1,0,"H2570901",810,"58-84-64-60","1",2,20,1,9998,2,,,,,,,,,1.2
"88528987d073476d9d0283249b51b309",1,0,"H2570901",744,"58-84-64-60","1",2,20,1,9998,2,,,,,,,,,1.2
"88528987d073476d9d0283249b51b309",2,0,"H2570901",741,"58-84-64-60","1",2,70,1,2017,2,,,,,,,,,2
"88528987d073476d9d0283249b51b309",2,0,"H2570901",810,"58-84-64-60","1",2,30,1,9998,2,,,,,,,,,2
"88528987d073476d9d0283249b51b309",2,0,"H2570901",812,,,,,,,,,,,,,,,,2
"885f34fec90d45c9b754bdb340c19612",1,1,"H2500601",150,"44-88-85-86","1",1,,7,2017,1,3,31,,,1,,2,,0.3
"885f34fec90d45c9b754bdb340c19612",1,2,"H2500601",340,"44-88-85-86","1",1,,7,2017,1,4,31,,,1,,1,6000,0.35
"885f34fec90d45c9b754bdb340c19612",1,3,"H2500601",310,"44-88-85-86","1",1,,8,2017,1,8,31,,,1,,2,,0.5
"885f34fec90d45c9b754bdb340c19612",1,4,"H2500601",450,"44-88-85-86","1",1,,10,2017,1,2,2,,,1,,2,,0.02
"88929fffa331450386b6ad15f5cf3644",1,0,"H2970903",741,"16-33-27-94","1",2,80,7,9998,2,,,,,,,,,0.5
"88929fffa331450386b6ad15f5cf3644",1,0,"H2970903",742,"16-33-27-94","1",2,20,7,9998,2,,,,,,,,,0.5
"88929fffa331450386b6ad15f5cf3644",2,1,"H2970903",630,"16-33-27-94","1",2,60,8,2017,2,,,,,,,,,2
"88929fffa331450386b6ad15f5cf3644",2,1,"H2970903",141,"16-33-27-94","1",2,40,8,2017,1,5,1,12,1,1,,2,,2
"88929fffa331450386b6ad15f5cf3644",3,1,"H2970903",741,"16-33-27-94","1",2,80,7,9998,2,,,,,,,,,2
"88929fffa331450386b6ad15f5cf3644",3,1,"H2970903",742,"16-33-27-94","1",2,20,7,9998,2,,,,,,,,,2
"88929fffa331450386b6ad15f5cf3644",3,2,"H2970903",210,"16-33-27-94","1",2,50,8,2017,1,10,1,15,1,1,,2,,1
"88929fffa331450386b6ad15f5cf3644",3,2,"H2970903",810,"16-33-27-94","1",2,50,7,9998,2,,,,,,,,,1
"88929fffa331450386b6ad15f5cf3644",4,0,"H2970903",810,"16-33-27-94","1",1,,7,9998,2,,,,,,,,,1
"88c462fd6f074e23a79eabc018993315",1,1,"H1290301",130,"76-10-19-26","1",1,,9,2017,1,10,1,,,1,,2,,1
"88c462fd6f074e23a79eabc018993315",1,2,"H1290301",620,"76-10-19-26","1",1,,10,2017,1,5,10,,,1,,2,,0.5
"88c462fd6f074e23a79eabc018993315",1,3,"H1290301",630,"76-10-19-26","1",2,60,9,2017,1,6,10,8,10,1,,2,,1
"88c462fd6f074e23a79eabc018993315",1,3,"H1290301",210,"76-10-19-26","1",2,40,9,2017,1,8,1,20,1,1,,2,,1
"88c462fd6f074e23a79eabc018993315",1,4,"H1290301",630,"76-10-19-26","1",2,50,4,2017,1,12,10,14,10,1,,2,,2
"88c462fd6f074e23a79eabc018993315",1,4,"H1290301",310,"76-10-19-26","1",2,50,4,2017,1,40,1,40,1,1,,2,,2
"88f986f6edb64cb583939d1732e2c621",1,0,"H2620903",210,"51-58-72-49","1",2,70,7,2017,1,30,31,40,31,1,,2,,0.2
"88f986f6edb64cb583939d1732e2c621",1,0,"H2620903",630,"51-58-72-49","1",2,30,7,2017,1,2,10,4,10,1,,2,,0.2
"88f986f6edb64cb583939d1732e2c621",1,1,"H2620903",630,"51-58-72-49","1",2,40,8,2017,1,1,10,2,10,1,,2,,0.2
"88f986f6edb64cb583939d1732e2c621",1,1,"H2620903",310,"51-58-72-49","1",2,60,8,2017,1,18,31,20,31,1,,2,,0.2
"88f986f6edb64cb583939d1732e2c621",2,0,"H2620903",741,"51-58-72-49","1",2,10,1,2014,2,,,,,,,,,0.08
"88f986f6edb64cb583939d1732e2c621",2,0,"H2620903",630,"51-58-72-49","1",2,90,8,2017,1,1,66,5,66,1,,2,,0.08
"89031bc5406a4cc7a66a827f60487cbd",1,1,"H3600602",630,"63-41-31-30","2",1,,7,2017,2,,,,,,,,,1
"89031bc5406a4cc7a66a827f60487cbd",1,2,"H3600602",130,"63-41-31-30","2",2,60,7,2017,1,6,1,10,1,1,,2,,1
"89031bc5406a4cc7a66a827f60487cbd",1,2,"H3600602",320,"63-41-31-30","2",2,40,7,2017,1,6,1,15,1,1,,2,,1
"89031bc5406a4cc7a66a827f60487cbd",2,1,"H3600602",130,"63-41-31-30","2",1,,8,2017,1,5,1,,,1,,2,,0.5
"89031bc5406a4cc7a66a827f60487cbd",2,2,"H3600602",620,"63-41-31-30","2",1,,9,2017,2,,,,,,,,,0.5
"89145e187f3b49d7b2182ddf0de09a06",1,1,"H3821001",630,"70-55-74-41","3",1,,3,2017,1,22,10,,,1,,1,220000,3.5
"89145e187f3b49d7b2182ddf0de09a06",3,1,"H3821001",630,"70-55-74-41","2",1,,7,2017,1,5,10,,,1,,1,50000,1.5
"89145e187f3b49d7b2182ddf0de09a06",3,2,"H3821001",620,"70-55-74-41","3",1,,8,2017,1,3,10,,,1,,2,,0.9
"892e584c6cfe45de95576b3083f58a5f",1,1,"H1620801",130,"76-15-74-36","5",1,,8,2017,1,0.5,22,,,1,,2,,0.77
"892e584c6cfe45de95576b3083f58a5f",1,2,"H1620801",141,"76-15-74-36","5",2,80,8,2017,1,1.5,29,2,29,1,,2,,0.51
"892e584c6cfe45de95576b3083f58a5f",1,2,"H1620801",150,"76-15-74-36","5",2,20,8,2017,1,0.5,1,2.5,1,1,,2,,0.51
"892e584c6cfe45de95576b3083f58a5f",1,4,"H1620801",630,"76-15-74-36","5",1,,8,2017,1,1,10,,,2,2,2,,0.31
"892e584c6cfe45de95576b3083f58a5f",1,5,"H1620801",620,"76-15-74-36","5",1,,8,2017,1,2,10,,,1,,2,,0.47
"892e584c6cfe45de95576b3083f58a5f",1,6,"H1620801",310,"76-15-74-36","5",1,,8,2017,1,1.5,1,,,1,,2,,0.12
"8936d6c854b147eaba6a4d8d92af2a3e",1,1,"H3060201",741,"83-23-96-28","2",2,80,1,9998,2,,,,,,,,,0.75
"8936d6c854b147eaba6a4d8d92af2a3e",1,1,"H3060201",810,"83-23-96-28","2",2,20,1,9998,2,,,,,,,,,0.75
"8936d6c854b147eaba6a4d8d92af2a3e",1,1,"H3060201",812,,,,,,,,,,,,,,,,0.75
"8936d6c854b147eaba6a4d8d92af2a3e",1,2,"H3060201",210,"83-23-96-28","2",1,,9,2017,1,15,31,,,1,,2,,0.25
"8936d6c854b147eaba6a4d8d92af2a3e",2,1,"H3060201",620,"83-23-96-28","2",1,,8,2017,1,2,66,,,1,,2,,0.4
"8936d6c854b147eaba6a4d8d92af2a3e",3,1,"H3060201",141,"83-23-96-28","2",1,,9,2017,1,8,31,,,1,,2,,0.45
"893875030df44f56843645c439b7e448",2,1,"H1950401",630,"54-67-86-67","1",1,,10,2017,1,5,66,,,1,,2,,0.25
"893875030df44f56843645c439b7e448",2,2,"H1950401",620,"54-67-86-67","1",1,,9,2017,1,4,66,,,1,,1,12000,0.25
"8939b54be5c84966932985b5f49a8a66",1,1,"H2080301",340,"45-53-37-94","3",1,,8,2017,1,8,96,,,1,,2,,1
"8939b54be5c84966932985b5f49a8a66",2,1,"H2080301",340,"45-53-37-94","1",1,,7,2017,1,2,1,,,1,,2,,1.5
"8939b54be5c84966932985b5f49a8a66",3,1,"H2080301",340,"45-53-37-94","1",1,,7,2017,1,3,1,,,1,,2,,1
"893d52e674dd49bd8d5124981cca722c",1,1,"H0510401",630,"87-39-19-63","1",2,35,4,2017,2,,,,,,,,,0.1
"893d52e674dd49bd8d5124981cca722c",1,1,"H0510401",210,"87-39-19-63","1",2,65,9,2017,1,10,1,20,1,1,,2,,0.1
"893d52e674dd49bd8d5124981cca722c",1,2,"H0510401",310,"87-39-19-63","1",1,,9,2017,1,10,1,,,1,,2,,0.2
"893d52e674dd49bd8d5124981cca722c",1,3,"H0510401",440,"87-39-19-63",,,,,,,,,,,,,,,0.2
"893d52e674dd49bd8d5124981cca722c",1,3,"H0510401",741,"87-39-19-63","1",1,,4,2015,2,,,,,,,,,0.2
"893d52e674dd49bd8d5124981cca722c",1,3,"H0510401",430,"87-39-19-63",,,,,,,,,,,,,,,0.2
"893d52e674dd49bd8d5124981cca722c",2,1,"H0510401",620,"87-39-19-63","1",1,,6,2017,2,,,,,,,,,0.5
"893d52e674dd49bd8d5124981cca722c",2,2,"H0510401",210,"87-39-19-63","1",1,,9,2017,1,4,1,,,1,,2,,0.4
"8952c72850ac4c84a3086bbc723427b4",1,1,"H0620701",741,"92-90-53-63","1",1,,9,2017,2,,,,,,,,,0.5
"89695f146bd74d64869b709a290d7c03",1,1,"H3070304",141,"75-23-87-05","1",1,,9,2017,1,4,1,,,1,,2,,0.25
"89695f146bd74d64869b709a290d7c03",1,2,"H3070304",210,"75-23-87-05","1",1,,9,2017,1,10,1,,,1,,2,,0.25
"89695f146bd74d64869b709a290d7c03",2,1,"H3070304",742,"75-23-87-05","1",2,20,7,9998,2,,,,,,,,,0.75
"89695f146bd74d64869b709a290d7c03",2,1,"H3070304",210,"75-23-87-05","1",2,30,9,2017,1,6,1,10,1,1,,2,,0.75
"89695f146bd74d64869b709a290d7c03",2,1,"H3070304",741,"75-23-87-05","1",2,50,7,9998,2,,,,,,,,,0.75
"89790b7eab0d469eac79b5075dd10f1c",1,1,"H0570202",741,"60-31-60-17","1",2,40,1,2014,2,,,,,,,,,0.25
"89790b7eab0d469eac79b5075dd10f1c",1,1,"H0570202",810,"60-31-60-17","1",2,60,1,2014,2,,,,,,,,,0.25
"89790b7eab0d469eac79b5075dd10f1c",1,2,"H0570202",130,"60-31-60-17","1",2,40,8,2017,1,1,1,2,1,1,,2,,0.75
"89790b7eab0d469eac79b5075dd10f1c",1,2,"H0570202",210,"60-31-60-17","1",2,60,8,2017,1,7,1,10,1,1,,2,,0.75
"898a20f42ee8488cb0d8563ef21d1db1",1,1,"H2171101",150,"18-34-11-14","2",1,,5,2017,1,2,22,,,1,,2,,1
"89a7cc1fcd2a4017b6b059abbdd0fbc0",1,1,"H1070901",210,"97-03-79-43","1",2,30,9,2017,1,20,1,40,1,1,,1,60000,1
"89a7cc1fcd2a4017b6b059abbdd0fbc0",1,1,"H1070901",130,"97-03-79-43","1",2,70,4,2017,1,10,1,10,1,1,,2,,1
"89a7cc1fcd2a4017b6b059abbdd0fbc0",2,1,"H1070901",130,"97-03-79-43","1",1,,9,2017,1,10,1,,,1,,2,,1
"89a7cc1fcd2a4017b6b059abbdd0fbc0",2,2,"H1070901",320,"97-03-79-43","1",1,,9,2017,1,2,1,,,1,,2,,1
"89a7cc1fcd2a4017b6b059abbdd0fbc0",2,3,"H1070901",620,"97-03-79-43","1",1,,5,2017,1,5,10,,,1,,2,,1
"89c852aab9a34a6ca26f86fac5ffb794",1,1,"H1430904",150,"99-07-53-93","1",1,,7,2017,1,2,1,,,1,,1,2500,0.25
"89c852aab9a34a6ca26f86fac5ffb794",1,2,"H1430904",620,"99-07-53-93","1",1,,7,2017,1,2.5,10,,,1,,2,,0.5
"89ca07d984a94f51be243976b0e0a3b9",1,1,"H2350303",630,"08-27-99-81","7",1,,4,2016,2,,,,,,,,,0.25
"89ca07d984a94f51be243976b0e0a3b9",1,2,"H2350303",630,"08-27-99-81","7",1,,4,2017,2,,,,,,,,,0.5
"89ca07d984a94f51be243976b0e0a3b9",1,3,"H2350303",221,"08-27-99-81","7",1,,7,2017,1,6,31,,,1,,1,3000,0.2
"89ca07d984a94f51be243976b0e0a3b9",2,1,"H2350303",630,"08-27-99-81","7",1,,4,2017,2,,,,,,,,,0.28
"89ea415fa58b4cc28f1e97993b4a10f2",1,0,"H2971001",810,"71-84-98-20","1",1,,1,9998,2,,,,,,,,,2
"89ea415fa58b4cc28f1e97993b4a10f2",1,1,"H2971001",741,"71-84-98-20","1",2,70,1,9998,2,,,,,,,,,3
"89ea415fa58b4cc28f1e97993b4a10f2",1,1,"H2971001",742,"71-84-98-20","1",2,30,1,9998,2,,,,,,,,,3
"89ea415fa58b4cc28f1e97993b4a10f2",2,1,"H2971001",141,"71-84-98-20","1",1,,9,2017,1,3,1,,,1,,2,,0.75
"89ea415fa58b4cc28f1e97993b4a10f2",3,0,"H2971001",741,"71-84-98-20","1",1,,1,9998,2,,,,,,,,,0.6
"8a487ec2e2d0462684843b3a800f2a52",1,1,"H1501001",810,"50-97-58-28","10",2,30,1,2014,2,,,,,,,,,1.2
"8a487ec2e2d0462684843b3a800f2a52",1,1,"H1501001",741,"50-97-58-28","10",2,40,2,9998,2,,,,,,,,,1.2
"8a487ec2e2d0462684843b3a800f2a52",1,1,"H1501001",210,"50-97-58-28","10",2,30,7,2017,1,30,1,40,1,1,,2,,1.2
"8a627d794b3240638fa31e67d85fa282",1,1,"H3550601",744,"05-20-69-85","2",2,30,1,2010,2,,,,,,,,,0.5
"8a627d794b3240638fa31e67d85fa282",1,1,"H3550601",741,"05-20-69-85","2",2,70,1,2010,2,,,,,,,,,0.5
"8a627d794b3240638fa31e67d85fa282",1,2,"H3550601",310,"05-20-69-85","2",1,,8,2017,1,3,20,,,2,1,2,,0.5
