"hhid","t0_hhid","parcelID","pltid","cropID","interview__key","s4bq06_1","s4bq08","s4bq09","s4bq09_1","s4bq09_2","s4bq16","s4bq11a","s4bq11b","s4bq12a","s4bq12b","s4bq13","s4bq14","s4bq10","s4bq15","s4bq07"
"63ad54dedc9a4e7784c26bc1f05549ed","H3090102",1,1,620,"82-92-50-34","1",1,100,11,2017,2,,,,,,,,,0.3
"63b8601905934187aaf836099b96f3b3","104",1,1,130,"40-43-89-50","1",1,100,4,2018,1,,22,,,1,,2,,2
"63c175864ac14ffa92f71b1872f65e89","H0590602",1,1,130,"71-36-83-69","2",2,10,2,2018,1,3,1,30,1,1,,2,,0.5
"63c175864ac14ffa92f71b1872f65e89","H0590602",1,1,210,"71-36-83-69","2",2,30,2,2018,1,10,1,35,1,1,,2,,0.5
"63c175864ac14ffa92f71b1872f65e89","H0590602",1,1,630,"71-36-83-69","2",2,10,9,2017,2,,,,,,,,,0.5
"63c175864ac14ffa92f71b1872f65e89","H0590602",1,1,810,"71-36-83-69","2",2,50,8,2003,2,,,,,,,,,0.5
"63c175864ac14ffa92f71b1872f65e89","H0590602",1,2,130,"71-36-83-69","2",2,30,2,2018,1,4,1,13,1,1,,2,,0.5
"63c175864ac14ffa92f71b1872f65e89","H0590602",1,2,210,"71-36-83-69","2",2,30,2,2018,1,7,1,22,1,1,,2,,0.5
"63c175864ac14ffa92f71b1872f65e89","H0590602",1,2,630,"71-36-83-69","2",2,40,9,2017,2,,,,,,,,,0.5
"63c175864ac14ffa92f71b1872f65e89","H0590602",1,3,620,"71-36-83-69","2",1,100,3,2018,2,,,,,,,,,0.25
"63c8b7066e6c456ab3c9c177a13e84e1","H2940201",1,1,741,"01-87-22-78","2",1,100,6,9998,2,,,,,,,,,1.5
"63c8b7066e6c456ab3c9c177a13e84e1","H2940201",2,1,210,"01-87-22-78","2",1,,2,2018,1,2,22,3,22,1,,2,,0.2
"63d26b88b52948da88f088281ce5f0ad","H1191001",2,1,130,"57-33-46-67","2",1,100,3,2018,1,5,1,,,1,,2,,0.5
"63d26b88b52948da88f088281ce5f0ad","H1191001",2,2,130,"57-33-46-67","2",2,50,3,2018,1,4,1,6,1,1,,2,,0.5
"63d26b88b52948da88f088281ce5f0ad","H1191001",2,2,210,"57-33-46-67","2",2,50,3,2018,1,4,1,6,1,1,,2,,0.5
"63d26b88b52948da88f088281ce5f0ad","H1191001",2,3,620,"57-33-46-67","2",1,100,4,2018,2,,,,,,,,,0.25
"63d26b88b52948da88f088281ce5f0ad","H1191001",3,1,630,"57-33-46-67","2",1,100,12,2017,1,2,10,,,1,,2,,0.5
"63d26b88b52948da88f088281ce5f0ad","H1191001",3,2,130,"57-33-46-67","2",2,,2,2018,1,5,1,5,2,1,,2,,0.3
"63d26b88b52948da88f088281ce5f0ad","H1191001",3,2,320,"57-33-46-67","2",2,50,2,2018,1,3,1,5,1,1,,2,,0.3
"63ff4cd3a3c94b1390bbccba110d8bdc","H4051001",1,1,310,"31-57-59-22","2",1,100,5,2018,1,7,1,,,1,,1,20000,0.37
"64261b2ef31643998edd6c495744c905","H3840701",0,1,320,"16-41-78-72","7",1,,4,2018,1,30,1,45,1,1,,2,,0.8
"64261b2ef31643998edd6c495744c905","H3840701",0,2,330,"16-41-78-72","7",1,100,4,2018,1,0.25,1,,,1,,2,,0.3
"64261b2ef31643998edd6c495744c905","H3840701",2,1,340,"16-41-78-72","7",1,100,3,2018,1,3,1,,,1,,1,10000,1
"646b258a479a490ea91079180f5dda45","H3420501",1,1,741,"22-12-22-00","1",1,100,1,9998,2,,,,,,,,,0.25
"646b258a479a490ea91079180f5dda45","H3420501",2,1,130,"22-12-22-00","1",2,10,3,2018,1,1,1,3.5,1,1,,2,,0.5
"646b258a479a490ea91079180f5dda45","H3420501",2,1,210,"22-12-22-00","1",2,45,3,2018,1,7,1,10,1,1,,2,,0.5
"646b258a479a490ea91079180f5dda45","H3420501",2,1,741,"22-12-22-00","1",2,45,2,2015,2,,,,,,,,,0.5
"64c08aec305d4b6b934e8e83e8f2d2ec","H3060701",1,1,741,"67-14-68-54","1",2,60,1,9998,2,,,,,,,,,0.7
"64c08aec305d4b6b934e8e83e8f2d2ec","H3060701",1,1,742,"67-14-68-54","1",2,40,1,9998,2,,,,,,,,,0.7
"64c08aec305d4b6b934e8e83e8f2d2ec","H3060701",1,2,210,"67-14-68-54","1",1,100,3,2018,1,8,1,,,1,,2,,0.2
"64c08aec305d4b6b934e8e83e8f2d2ec","H3060701",1,3,310,"67-14-68-54","1",1,100,3,2018,1,15,1,,,1,,1,75000,0.25
"64c08aec305d4b6b934e8e83e8f2d2ec","H3060701",2,1,741,"67-14-68-54","1",2,40,1,9998,2,,,,,,,,,0.5
"64c08aec305d4b6b934e8e83e8f2d2ec","H3060701",2,1,742,"67-14-68-54","1",2,60,1,9998,2,,,,,,,,,0.5
"64d62adeb0ef45c99d25468d46d582b5","H2620603",1,1,741,"63-85-19-96","1",2,70,1,2014,1,3,66,5,66,1,,2,,0.5
"64d62adeb0ef45c99d25468d46d582b5","H2620603",1,1,810,"63-85-19-96","1",2,30,3,2014,1,30,85,150,85,1,,2,,0.5
"64d62adeb0ef45c99d25468d46d582b5","H2620603",2,1,210,"63-85-19-96","1",2,30,3,2018,1,3,1,10,1,1,,2,,0.5
"64d62adeb0ef45c99d25468d46d582b5","H2620603",2,1,630,"63-85-19-96","1",2,70,3,2017,1,2,66,6,66,1,,2,,0.5
"64e1798107b1444482207808be5e3ac6","H2440301",1,1,630,"39-56-17-40","1",1,100,7,2017,2,,,,,,,,,1.2
"64f1b95703174b18be5d2149c373ca5c","H1291001",1,1,130,"08-65-29-28","2",1,100,3,2018,1,20,1,,,1,,2,,2
"64f1b95703174b18be5d2149c373ca5c","H1291001",2,1,741,"08-65-29-28","2",1,100,8,2013,2,,,,,,,,,1
"64f1b95703174b18be5d2149c373ca5c","H1291001",2,2,630,"08-65-29-28","2",1,100,8,2017,2,,,,,,,,,1
"64f1b95703174b18be5d2149c373ca5c","H1291001",2,3,620,"08-65-29-28","2",1,100,5,2018,2,,,,,,,,,1
"64fa5b910c4c49dbbc4857602d0d672e","H3610201",1,1,130,"78-40-88-75","1",2,50,3,2018,1,5,1,8,1,1,,2,,0.75
"64fa5b910c4c49dbbc4857602d0d672e","H3610201",1,1,210,"78-40-88-75","1",2,50,3,2018,1,6,1,8,1,1,,2,,0.75
"64fa5b910c4c49dbbc4857602d0d672e","H3610201",1,2,310,"78-40-88-75","1",1,100,3,2018,1,4,1,,,1,,2,,0.25
"64fa5b910c4c49dbbc4857602d0d672e","H3610201",2,1,130,"78-40-88-75","1",1,100,2,2018,1,6,1,,,1,,2,,0.5
"64fa5b910c4c49dbbc4857602d0d672e","H3610201",2,2,620,"78-40-88-75","1",1,100,5,2018,1,2,10,,,1,,2,,0.5
"650c312f114a455ea633421ac415f43b","H1950402",1,1,630,"06-62-44-41","1",1,100,4,2017,2,,,,,,,,,0.1
"650c312f114a455ea633421ac415f43b","H1950402",1,2,310,"06-62-44-41","1",1,,4,2018,1,0.5,22,0.5,22,1,,1,30000,0.09
"650c312f114a455ea633421ac415f43b","H1950402",2,1,310,"06-62-44-41","1",1,,4,2018,1,0.75,22,0.85,22,1,,1,45000,0.25
"6510394aa6aa408d905e1c07e4ae9bd0","H4150401",0,1,210,"59-14-36-29","1",2,40,3,2018,1,10,1,20,1,1,,2,,1
"6510394aa6aa408d905e1c07e4ae9bd0","H4150401",0,1,741,"59-14-36-29","1",2,60,7,9998,2,,,,,,,,,1
"6552ba66f3a04eab9c64d915937f6431","H2251001",1,1,620,"68-96-99-64","1",1,100,4,2018,1,5,10,,,1,,2,,0.5
"6552ba66f3a04eab9c64d915937f6431","H2251001",2,1,141,"68-96-99-64","2",1,100,3,2018,1,8,1,,,1,,2,,0.8
"6552ba66f3a04eab9c64d915937f6431","H2251001",3,1,330,"68-96-99-64","1",1,100,4,2018,1,20,1,,,1,,1,150000,12
"6552ba66f3a04eab9c64d915937f6431","H2251001",3,2,223,"68-96-99-64","2",1,100,4,2018,1,4,1,,,1,,2,,1.5
"6552ba66f3a04eab9c64d915937f6431","H2251001",4,1,520,"68-96-99-64","1",1,100,4,2018,1,90,1,,,1,,1,90000,10
"6587ca59e80b43f5a9c7c0f3ba63352e","H2990401",1,1,741,"99-67-50-67","2",1,100,3,9998,2,,,,,,,,,1
"6587ca59e80b43f5a9c7c0f3ba63352e","H2990401",2,1,210,"99-67-50-67","2",1,100,2,2018,2,,,,,,,,,0.5
"6587ca59e80b43f5a9c7c0f3ba63352e","H2990401",3,1,741,"99-67-50-67","2",1,100,10,9998,2,,,,,,,,,1
"658fb34f7461410f8958ccaa7766e976","H3190101",1,1,210,"02-41-53-36","1",1,100,2,2018,1,6,31,,,1,,1,6000,0.12
"65917ccc57e4489bb3bc235a47fa4780","H1070801",1,1,210,"00-27-56-44","1",2,20,3,2018,1,2,1,6,1,1,,2,,0.39
"65917ccc57e4489bb3bc235a47fa4780","H1070801",1,1,741,"00-27-56-44","1",2,40,4,2013,2,,,,,,,,,0.39
"65917ccc57e4489bb3bc235a47fa4780","H1070801",1,1,744,"00-27-56-44","1",2,40,6,2013,2,,,,,,,,,0.39
"65917ccc57e4489bb3bc235a47fa4780","H1070801",2,1,130,"00-27-56-44","1",1,100,3,2018,1,4,1,,,1,,2,,0.5
"65917ccc57e4489bb3bc235a47fa4780","H1070801",3,1,130,"00-27-56-44","1",1,100,3,2018,1,10,1,,,1,,2,,1
"659602bd105841448261dad147393608","H2560801",0,1,210,"69-97-61-96",,,,,,,,,,,,,,,0.25
"659602bd105841448261dad147393608","H2560801",0,1,741,"69-97-61-96",,,,,,,,,,,,,,,0.25
"65b723d581a7428498feb97450b36bb4","H2420402",1,1,630,"17-22-94-64","1",1,100,3,2018,1,5,66,,,2,2,2,,0.5
"65eb3bef2b0c47d6b207dd1888da3c4d","H3950601",1,1,330,"69-04-96-63","1",1,100,3,2018,1,1,1,,,2,1,1,45000,1
"65eb3bef2b0c47d6b207dd1888da3c4d","H3950601",1,2,210,"69-04-96-63","1",1,100,6,2018,1,25,1,,,1,,1,50000,1
"65eb3bef2b0c47d6b207dd1888da3c4d","H3950601",2,1,330,"69-04-96-63","1",1,100,3,2018,1,1,1,,,1,,1,45000,1
"65eb3bef2b0c47d6b207dd1888da3c4d","H3950601",3,1,141,"69-04-96-63","1",2,85,2,2017,1,5,1,5,1,1,,2,,1
"65eb3bef2b0c47d6b207dd1888da3c4d","H3950601",3,1,150,"69-04-96-63","1",2,15,2,2018,1,1,1,3,1,1,,2,,1
"65ed8d28b51145479007a04b86be57c1","H2630201",1,1,741,"96-03-21-77","1",1,100,10,1968,2,,,,,,,,,0.25
"65ed8d28b51145479007a04b86be57c1","H2630201",1,2,130,"96-03-21-77","1",2,30,3,2018,1,1,1,2,1,1,,2,,0.25
"65ed8d28b51145479007a04b86be57c1","H2630201",1,2,210,"96-03-21-77","1",2,70,3,2018,1,4,1,4,1,1,,2,,0.25
"65ed8d28b51145479007a04b86be57c1","H2630201",1,3,310,"96-03-21-77","1",1,,3,2018,1,4,1,4,1,1,,2,,0.25
"65ed8d28b51145479007a04b86be57c1","H2630201",1,4,510,"96-03-21-77","1",1,100,10,1984,2,,,,,,,,,0.25
"6600f1665c2f4b6d8a673fe6913cdc67","H0510601",1,1,741,"10-93-70-00","1",2,70,1,1990,2,,,,,,,,,0.3
"6600f1665c2f4b6d8a673fe6913cdc67","H0510601",1,1,810,"10-93-70-00","1",2,30,1,1990,2,,,,,,,,,0.3
"6600f1665c2f4b6d8a673fe6913cdc67","H0510601",1,2,130,"10-93-70-00","1",2,40,3,2018,1,1,1,2.5,1,1,,2,,0.5
"6600f1665c2f4b6d8a673fe6913cdc67","H0510601",1,2,210,"10-93-70-00","1",2,60,3,2018,1,5,1,8,1,1,,2,,0.5
"6600f1665c2f4b6d8a673fe6913cdc67","H0510601",2,2,741,"10-93-70-00","1",1,,1,2000,2,,,,,,,,,0.25
"6600f1665c2f4b6d8a673fe6913cdc67","H0510601",2,3,620,"10-93-70-00","1",1,100,5,2018,2,,,,,,,,,0.15
"6600f1665c2f4b6d8a673fe6913cdc67","H0510601",2,4,310,"10-93-70-00","1",1,100,3,2018,1,4,1,,,1,,2,,0.25
"6638329da63c413185af917e476578b0","H3870801",0,2,130,"06-68-84-39","1",1,100,5,2018,1,1.5,31,,,1,,2,,0.08
"66443b76761442b7ae9f75ac22b46e50","H2250303",1,1,210,"95-25-04-46","1",1,,5,2018,1,4,1,5,1,1,,1,9600,0.7
"66443b76761442b7ae9f75ac22b46e50","H2250303",1,2,130,"95-25-04-46","1",1,100,3,2018,1,2,1,,,1,,2,,0.3
"66443b76761442b7ae9f75ac22b46e50","H2250303",1,3,450,"95-25-04-46","1",1,100,2,2018,1,10,2,,,1,,2,,0.2
"6647ad4cab9341138c4050e319b2a577","H2081104",2,1,130,"49-72-00-79","1",1,,4,2018,1,1.5,1,2.5,1,1,,2,,0.5
"664b94b0b9c0412aad99ccb5e78cbf4f","H2700601",1,1,741,"10-23-54-92","1",1,100,8,2007,2,,,,,,,,,1.5
"66959d5454ec43c7861bec7889849ad1","H2960301",1,1,130,"70-84-82-79","2",2,30,3,2018,1,2,1,6,1,1,,2,,0.25
"66959d5454ec43c7861bec7889849ad1","H2960301",1,1,210,"70-84-82-79","2",2,70,3,2018,1,8,1,25,1,1,,2,,0.25
"66959d5454ec43c7861bec7889849ad1","H2960301",2,1,130,"70-84-82-79","2",2,20,3,2018,1,1,1,3,1,1,,2,,0.5
"66959d5454ec43c7861bec7889849ad1","H2960301",2,1,210,"70-84-82-79","2",2,80,3,2018,1,16,1,20,1,1,,2,,0.5
"66959d5454ec43c7861bec7889849ad1","H2960301",3,1,741,"70-84-82-79","2",1,100,2,9998,2,,,,,,,,,0.25
"66c0f950e7834f2fbf566635e826fcb3","H0671001",1,1,741,"41-32-18-94","1",2,50,1,9998,2,,,,,,,,,0.5
"66c0f950e7834f2fbf566635e826fcb3","H0671001",1,1,810,"41-32-18-94","1",2,50,1,9998,2,,,,,,,,,0.5
"66c0f950e7834f2fbf566635e826fcb3","H0671001",1,2,130,"41-32-18-94","1",2,30,3,2018,1,1.5,1,10,1,1,,2,,0.5
"66c0f950e7834f2fbf566635e826fcb3","H0671001",1,2,210,"41-32-18-94","2",2,60,3,2018,1,10,1,15,1,1,,2,,0.5
"66c0f950e7834f2fbf566635e826fcb3","H0671001",1,2,630,"41-32-18-94","2",2,10,3,2017,2,,,,,,,,,0.5
"66c88c6ac9de4c13ab44e35044e1d11a","H3520101",1,1,130,"81-55-83-24","1",2,75,3,2018,1,8,1,11,1,1,,2,,0.8
"66c88c6ac9de4c13ab44e35044e1d11a","H3520101",1,1,210,"81-55-83-24","1",2,25,3,2018,1,5,1,20,1,1,,2,,0.8
"66c88c6ac9de4c13ab44e35044e1d11a","H3520101",2,1,741,"81-55-83-24","1",1,,1,2013,2,,,,,,,,,0.5
"66c88c6ac9de4c13ab44e35044e1d11a","H3520101",3,1,741,"81-55-83-24","1",1,100,1,2014,2,,,,,,,,,0.98
"66c88c6ac9de4c13ab44e35044e1d11a","H3520101",4,1,620,"81-55-83-24","1",1,100,4,2018,2,,,,,,,,,0.5
"66d7928c0bf8443489d30ed577945db0","H4090501",1,1,741,"37-28-48-84","2",1,,2,9998,2,,,,,,,,,0.12
"66d7928c0bf8443489d30ed577945db0","H4090501",2,1,440,"37-28-48-84","2",1,100,2,2018,1,500,2,,,1,,1,80000,0.5
"66d7928c0bf8443489d30ed577945db0","H4090501",2,2,610,"37-28-48-84","2",1,100,3,2018,1,6,22,,,1,,1,65000,0.5
"66d7928c0bf8443489d30ed577945db0","H4090501",3,1,130,"37-28-48-84","2",2,40,2,2018,1,2,1,6,1,1,,2,,0.5
"66d7928c0bf8443489d30ed577945db0","H4090501",3,1,210,"37-28-48-84","2",2,60,2,2018,1,7,1,8,1,1,,1,21000,0.5
"67215dfd80364d729a90eceaac438cf8","H2090603",1,1,210,"27-77-26-42","1",1,100,4,2018,1,10,1,,,1,,2,,0.5
"67215dfd80364d729a90eceaac438cf8","H2090603",2,1,320,"27-77-26-42","1",1,,3,2018,1,20,1,35,1,1,,1,20000,1.2
"67215dfd80364d729a90eceaac438cf8","H2090603",4,1,310,"27-77-26-42","1",1,100,3,2018,1,20,1,,,1,,1,100000,1
"673dd0e3652a4d2c8fa055c7c58232fb","H0910902",3,1,130,"39-11-07-07","1",2,5,4,2018,1,3,1,25,1,1,,2,,1.25
"673dd0e3652a4d2c8fa055c7c58232fb","H0910902",3,1,741,"39-11-07-07","1",2,30,1,2015,2,,,,,,,,,1.25
"67961c569fc94401a471eac3902eb04e","H1811001",1,1,320,"36-52-73-94","1",1,100,3,2018,1,35,1,,,1,,2,,2.5
"67961c569fc94401a471eac3902eb04e","H1811001",4,1,320,"36-52-73-94","1",1,100,3,2018,1,8,1,,,1,,2,,0.5
"67961c569fc94401a471eac3902eb04e","H1811001",5,2,630,"36-52-73-94","1",1,100,3,2016,2,,,,,,,,,0.56
"67961c569fc94401a471eac3902eb04e","H1811001",6,1,320,"36-52-73-94","1",1,100,4,2018,1,22,1,,,1,,2,,1.24
"67961c569fc94401a471eac3902eb04e","H1811001",7,1,320,"36-52-73-94","1",1,100,4,2018,1,15,1,,,1,,2,,0.86
"679b99b535b046b491106a4331f9f9ee","H2110101",2,1,630,"99-66-35-68","2",1,100,4,2017,2,,,,,,,,,1.25
"679b99b535b046b491106a4331f9f9ee","H2110101",2,3,310,"99-66-35-68","2",1,100,6,2018,1,20,1,,,1,,2,,0.75
"679b99b535b046b491106a4331f9f9ee","H2110101",2,4,141,"99-66-35-68","2",1,,6,2018,1,3,1,4,1,1,,2,,1
"681cbb8c5bb244c5b55a076ccfe17f8c","H3350601",1,1,741,"42-94-79-33","2",2,20,1,2005,2,,,,,,,,,2.5
"681cbb8c5bb244c5b55a076ccfe17f8c","H3350601",1,1,810,"42-94-79-33","2",2,80,1,1992,2,,,,,,,,,2.5
"681cbb8c5bb244c5b55a076ccfe17f8c","H3350601",1,2,210,"42-94-79-33","2",1,100,3,2018,1,6,1,,,1,,2,,0.25
"681cbb8c5bb244c5b55a076ccfe17f8c","H3350601",1,3,310,"42-94-79-33","2",1,100,3,2018,1,10,1,,,1,,2,,0.25
"681cbb8c5bb244c5b55a076ccfe17f8c","H3350601",2,1,210,"42-94-79-33","2",1,100,3,2018,1,10,1,,,1,,2,,0.5
"681cbb8c5bb244c5b55a076ccfe17f8c","H3350601",2,2,620,"42-94-79-33","2",1,100,3,2018,2,,,,,,,,,0.25
"681cbb8c5bb244c5b55a076ccfe17f8c","H3350601",3,1,130,"42-94-79-33","2",1,100,2,2018,1,10,1,,,2,1,2,,1
"681cbb8c5bb244c5b55a076ccfe17f8c","H3350601",3,2,210,"42-94-79-33","2",1,100,2,2018,1,20,1,,,1,,2,,0.5
"681cbb8c5bb244c5b55a076ccfe17f8c","H3350601",4,1,130,"42-94-79-33","2",1,100,2,2018,1,80,1,,,1,,1,300000,8
"681cbb8c5bb244c5b55a076ccfe17f8c","H3350601",5,1,210,"42-94-79-33","2",1,100,2,2018,1,35,1,,,1,,2,,1.5
"687ef184e9424f10b44cd82ef4c12324","H2200404",1,1,130,"63-74-11-12","1",2,70,6,2018,1,2,1,6,1,1,,2,,1.5
"687ef184e9424f10b44cd82ef4c12324","H2200404",1,1,210,"63-74-11-12","1",2,70,6,2018,1,23,1,23,1,1,,2,,1.5
"687ef184e9424f10b44cd82ef4c12324","H2200404",1,2,620,"63-74-11-12","1",1,100,6,2018,1,1,9,,,1,,2,,0.5
"687ef184e9424f10b44cd82ef4c12324","H2200404",2,1,130,"63-74-11-12","1",2,30,4,2018,1,1,1,2,1,1,,2,,0.7
"687ef184e9424f10b44cd82ef4c12324","H2200404",2,1,320,"63-74-11-12","1",2,70,4,2018,1,10,1,10,1,1,,2,,0.7
"688961b934304d5a815b68d8f1f5124d","H2540903",1,1,741,"02-93-58-94","2",1,100,1,9998,2,,,,,,,,,0.5
"689e2ce77104402a9f872c8e05dd22c9","H1951001",1,2,630,"45-05-65-93","1",1,100,4,2017,2,,,,,,,,,0.7
"689e2ce77104402a9f872c8e05dd22c9","H1951001",1,4,310,"45-05-65-93","1",1,100,3,2018,1,0.75,22,,,1,,1,10000,0.25
"68af277b785243d98b96318db7360cf4","H3781001",1,1,640,"09-14-03-33","1",1,100,6,2018,2,,,,,,,,,0.08
"68af277b785243d98b96318db7360cf4","H3781001",1,2,130,"09-14-03-33","1",2,40,3,2018,1,3,1,7,1,1,,1,6000,0.17
"68af277b785243d98b96318db7360cf4","H3781001",1,2,741,"09-14-03-33","1",2,60,1,2000,2,,,,,,,,,0.17
"68af277b785243d98b96318db7360cf4","H3781001",2,1,741,"09-14-03-33","1",1,100,1,2000,2,,,,,,,,,0.12
"68af277b785243d98b96318db7360cf4","H3781001",3,1,741,"09-14-03-33","1",1,,2,2013,2,,,,,,,,,0.25
"68af277b785243d98b96318db7360cf4","H3781001",4,1,130,"09-14-03-33","1",2,20,3,2018,1,2,1,4,1,1,,2,,0.25
"68af277b785243d98b96318db7360cf4","H3781001",4,1,741,"09-14-03-33","1",2,40,1,2005,2,,,,,,,,,0.25
"68b38b2281794724804cfbb332cf31f0","H1090801",2,1,130,"00-41-58-11","2",2,70,3,2018,1,8,1,10,1,1,,2,,1
"68b38b2281794724804cfbb332cf31f0","H1090801",2,1,320,"00-41-58-11","2",2,30,3,2018,1,5,1,15,1,1,,2,,1
"68b38b2281794724804cfbb332cf31f0","H1090801",3,1,130,"00-41-58-11","2",1,100,3,2018,1,2,1,,,1,,2,,0.2
"68b38b2281794724804cfbb332cf31f0","H1090801",4,1,130,"00-41-58-11","2",2,70,3,2018,1,4,1,6,1,1,,2,,0.5
"68b38b2281794724804cfbb332cf31f0","H1090801",4,1,210,"00-41-58-11","2",2,30,3,2018,1,5,1,10,1,1,,2,,0.5
"68b753ff1a69455ea2cd05c11bde81ed","H0590601",1,1,130,"60-02-36-63","18",1,100,3,2018,1,60,1,,,2,3,1,50000,2
"68b753ff1a69455ea2cd05c11bde81ed","H0590601",2,1,210,"60-02-36-63","18",1,,3,2018,1,3,1,10,1,1,,2,,0.25
"68b753ff1a69455ea2cd05c11bde81ed","H0590601",2,2,130,"60-02-36-63","18",2,30,3,2018,1,3,1,15,1,1,,2,,0.75
"68b753ff1a69455ea2cd05c11bde81ed","H0590601",2,2,210,"60-02-36-63","18",2,50,3,10,1,10,1,20,1,1,,1,12000,0.75
"68b753ff1a69455ea2cd05c11bde81ed","H0590601",2,3,610,"60-02-36-63","18",1,100,3,2018,1,1.5,22,,,1,,2,,0.25
"68cfdca72dba43feb318315441a1396c","H1910703",3,1,130,"11-83-15-25","4",2,40,6,2018,1,2,1,3,1,1,,2,,0.5
"68cfdca72dba43feb318315441a1396c","H1910703",3,1,210,"11-83-15-25","4",2,60,6,2018,1,4,1,6,1,1,,1,4800,0.5
"68db55bc6a47402290ef540adc1c18ca","H2970703",1,1,741,"86-72-20-58","2",1,100,1,9998,2,,,,,,,,,0.9
"68e2e3f630be4cc788a3c61f6b522b3a","H1820301",1,1,223,"15-43-24-47","1",2,30,3,2018,1,2,1,0,1,1,,2,,0.52
"68e2e3f630be4cc788a3c61f6b522b3a","H1820301",1,1,320,"15-43-24-47","1",2,60,3,2018,1,4,1,5,1,1,,2,,0.52
"68e2e3f630be4cc788a3c61f6b522b3a","H1820301",1,1,742,"15-43-24-47","1",2,10,5,2015,2,,,,,,,,,0.52
"68e2e3f630be4cc788a3c61f6b522b3a","H1820301",2,1,320,"15-43-24-47","1",2,50,3,2018,1,15,1,15,1,1,,2,,1
"68e2e3f630be4cc788a3c61f6b522b3a","H1820301",2,1,630,"15-43-24-47","1",2,50,3,2018,1,3,10,4,10,1,,2,,1
"68e2e3f630be4cc788a3c61f6b522b3a","H1820301",2,2,210,"15-43-24-47","1",2,60,3,2018,1,5,1,8,1,1,,2,,0.5
"68e2e3f630be4cc788a3c61f6b522b3a","H1820301",2,2,223,"15-43-24-47","1",2,40,3,2018,1,2.5,1,4,1,1,,2,,0.5
"696c143bab8e4f44a575b1564cae411c","H2970501",1,1,741,"37-06-41-81","2",2,60,7,9998,2,,,,,,,,,0.75
"696c143bab8e4f44a575b1564cae411c","H2970501",1,1,742,"37-06-41-81","2",2,40,8,9998,2,,,,,,,,,0.75
"696c143bab8e4f44a575b1564cae411c","H2970501",2,1,810,"37-06-41-81","2",1,100,7,9998,2,,,,,,,,,1
"696c143bab8e4f44a575b1564cae411c","H2970501",3,2,210,"37-06-41-81","2",1,100,2,2018,1,15,1,,,1,,2,,1
"698d097e0f0f455fae9d11f63589546b","H1430802",1,1,310,"50-88-23-89","1",1,,3,2018,1,3,30,4,30,1,,2,,1
"698d097e0f0f455fae9d11f63589546b","H1430802",2,1,310,"50-88-23-89","1",1,,3,2018,1,6,30,8,30,1,,2,,0.5
"69949c62d1084d058c89e94dd901e503","H0360301",1,1,130,"01-82-48-56","1",2,3,3,2018,1,1.5,1,5,1,1,,2,,0.75
"69949c62d1084d058c89e94dd901e503","H0360301",1,1,210,"01-82-48-56","1",2,17,3,2017,1,7,1,8,1,1,,2,,0.75
"69949c62d1084d058c89e94dd901e503","H0360301",1,1,741,"01-82-48-56","1",2,40,2,2004,2,,,,,,,,,0.75
"69949c62d1084d058c89e94dd901e503","H0360301",1,1,810,"01-82-48-56","1",2,40,1,2006,2,,,,,,,,,0.75
"69bca440979f4ba59b8d57dd628e7d72","H3890501",1,1,310,"91-40-91-67","2",1,100,4,2018,1,5,1,,,1,,2,,0.5
"69bca440979f4ba59b8d57dd628e7d72","H3890501",2,1,310,"91-40-91-67","2",1,100,4,2018,1,30,1,,,1,,2,,3
"69bca440979f4ba59b8d57dd628e7d72","H3890501",2,2,340,"91-40-91-67","2",1,100,4,2018,1,20,1,,,1,,1,100000,1
"69bca440979f4ba59b8d57dd628e7d72","H3890501",4,1,310,"91-40-91-67","2",1,100,4,2018,1,10,1,,,1,,2,,2
"69ecfcc414bb44a8b041cded5c4d3274","H3400601",1,2,741,"17-51-14-86","1",1,,1,2000,2,,,,,,,,,0.5
"6a1f1d0492b24ece992a0caf323e9157","H1920402",0,1,130,"52-26-68-43","2",1,100,4,2018,1,15,96,,,1,,1,4500,2.5
"6a1f1d0492b24ece992a0caf323e9157","H1920402",2,1,210,"52-26-68-43","2",1,,6,2018,1,20,96,25,99,1,,2,,0.6
"6a353fad5ce24f7d928c4bc5645ccf83","H2230601",1,1,741,"67-58-97-57","1",1,100,3,2015,2,,,,,,,,,0.33
"6a353fad5ce24f7d928c4bc5645ccf83","H2230601",1,2,630,"67-58-97-57","1",1,100,4,2018,1,2,10,,,1,,2,,0.58
"6a353fad5ce24f7d928c4bc5645ccf83","H2230601",1,3,141,"67-58-97-57","1",2,70,3,2018,1,2,1,3,1,1,,2,,0.27
"6a353fad5ce24f7d928c4bc5645ccf83","H2230601",1,3,223,"67-58-97-57","1",2,30,3,2018,1,0.5,1,1,1,1,,2,,0.27
"6a353fad5ce24f7d928c4bc5645ccf83","H2230601",3,1,210,"67-58-97-57","1",1,100,6,2018,1,30,1,,,1,,1,60000,1.5
"6a353fad5ce24f7d928c4bc5645ccf83","H2230601",4,1,130,"67-58-97-57","1",1,100,4,2010,1,4,1,,,1,,2,,1.5
"6a353fad5ce24f7d928c4bc5645ccf83","H2230601",5,1,340,"67-58-97-57","1",1,100,3,2018,1,6,1,,,1,,2,,2.5
"6a5e3fd07228432c8c65087ada1793ff","42",2,1,130,"04-83-69-09","2",1,100,4,2018,1,5,1,,,1,,2,,1
