"t0_hhid","hhid","A10itemcod_ID","s10q01a","s10q02a","s10q03aa","s10q04a","s10q05aa","s10q06a","s10q07aa","s10q08a"
"H3430501","7af81896c05d494a8eea54f51185c9cc",8,1,500,1,1,,2,,
"H3430501","7af81896c05d494a8eea54f51185c9cc",1,5,15000,5,1,,2,,
"H3430501","7af81896c05d494a8eea54f51185c9cc",3,1,3000,1,1,,2,,
"H2701001","7b2afb32dc1c4316b09e44c4886b9dea",19,2,160000,2,1,,2,,
"H2701001","7b2afb32dc1c4316b09e44c4886b9dea",3,2,12000,2,1,,2,,
"H2701001","7b2afb32dc1c4316b09e44c4886b9dea",12,2,16000,2,1,,2,,
"H2701001","7b2afb32dc1c4316b09e44c4886b9dea",13,1,9000,1,1,,2,,
"H2701001","7b2afb32dc1c4316b09e44c4886b9dea",1,4,32000,4,1,,2,,
"H2701001","7b2afb32dc1c4316b09e44c4886b9dea",5,1,50000,1,1,,1,1,0
"H2701001","7b2afb32dc1c4316b09e44c4886b9dea",4,2,14000,2,1,,2,,
"H2701001","7b2afb32dc1c4316b09e44c4886b9dea",21,1,20000,1,1,,2,,
"H0450803","7b3213da97314bafb5d9fcaef7493eab",19,1,20000,1,1,,2,,
"H0450803","7b3213da97314bafb5d9fcaef7493eab",1,4,12000,4,1,,2,,
"H0450803","7b3213da97314bafb5d9fcaef7493eab",12,1,2500,1,1,,2,,
"H0450803","7b3213da97314bafb5d9fcaef7493eab",3,1,5000,1,1,,2,,
"H0731001","7b4efc6c6ba441cab35b5b4660dfc637",3,1,3000,1,1,,2,,
"H0731001","7b4efc6c6ba441cab35b5b4660dfc637",7,1,6000,1,1,,2,,
"H0731001","7b4efc6c6ba441cab35b5b4660dfc637",1,6,50000,5,1,,2,,
"H0731001","7b4efc6c6ba441cab35b5b4660dfc637",19,1,80000,1,1,,2,,
"H0731001","7b4efc6c6ba441cab35b5b4660dfc637",12,1,3000,1,1,,2,,
"H0731001","7b4efc6c6ba441cab35b5b4660dfc637",20,1,5000,1,1,,2,,
"H0610501","7b570e73137a4729934f3c2fb9c8e861",19,1,30000,1,1,,1,1,0
"H0610501","7b570e73137a4729934f3c2fb9c8e861",1,8,50000,6,1,,2,,
"H0610501","7b570e73137a4729934f3c2fb9c8e861",3,2,6000,2,1,,2,,
"H2240103","7b5815aa1a08493485f3d905579fac21",14,1,210000,1,1,,2,,
"H2240103","7b5815aa1a08493485f3d905579fac21",19,0,,0,1,,1,1,6000
"H2240103","7b5815aa1a08493485f3d905579fac21",1,2,15000,2,1,,2,,
"H2041101","7b69da75f68c43ddaf48754cd0857ded",4,1,2000,1,1,,2,,
"H2041101","7b69da75f68c43ddaf48754cd0857ded",1,8,40000,8,1,,2,,
"H0420501","7b8f2072ba214e0495310d05b6d2a2c7",19,2,160000,2,1,,2,,
"H0420501","7b8f2072ba214e0495310d05b6d2a2c7",1,4,19000,3,1,,2,,
"H3910301","7baae6fd5a6946fabdae27d7f12e7768",3,1,2500,1,1,,2,,
"H3910301","7baae6fd5a6946fabdae27d7f12e7768",4,3,4500,3,1,,2,,
"H3910301","7baae6fd5a6946fabdae27d7f12e7768",12,1,3500,1,1,,2,,
"H3910301","7baae6fd5a6946fabdae27d7f12e7768",1,7,28000,5,1,,2,,
"15","7bb26c5158de4736980944695e042f53",1,2,10000,2,1,,2,,
"H2790701","7bebc643e5fd44188706e1f41690b5c4",3,1,7000,1,1,,2,,
"H2790701","7bebc643e5fd44188706e1f41690b5c4",1,5,50000,5,1,,1,2,0
"H2790701","7bebc643e5fd44188706e1f41690b5c4",4,1,5000,1,1,,2,,
"H2500501","7c2a64b07d6e468fb10e1307fc146c16",1,3,15000,0,1,,2,,
"H2340801","7c31421ccb6d42aa9ea2831cb585988b",3,1,1500,1,1,,2,,
"H2340801","7c31421ccb6d42aa9ea2831cb585988b",1,2,3500,2,1,,2,,
"H4210201","7c37aaa7ad3d405689405387cf772678",1,2,7000,2,1,,2,,
"H4210201","7c37aaa7ad3d405689405387cf772678",3,1,3000,1,1,,2,,
"H4210401","7c569134296849c7ac995d22880c6f41",3,1,5000,1,1,,2,,
"H4210401","7c569134296849c7ac995d22880c6f41",1,2,16000,2,1,,2,,
"H4210401","7c569134296849c7ac995d22880c6f41",12,1,13000,1,1,,2,,
"H4240401","7c5a0f7895b9448eb93f151be28a8802",1,1,6000,1,1,,2,,
"H4240401","7c5a0f7895b9448eb93f151be28a8802",3,1,4000,1,1,,2,,
"H4050601","7c65b6422906484f8353177dc7bfa62b",19,1,30000,1,1,,2,,
"H4050601","7c65b6422906484f8353177dc7bfa62b",4,1,5000,1,1,,2,,
"H4050601","7c65b6422906484f8353177dc7bfa62b",14,1,180000,1,1,,2,,
"H4050601","7c65b6422906484f8353177dc7bfa62b",3,1,5000,1,1,,2,,
"H4050601","7c65b6422906484f8353177dc7bfa62b",1,3,24000,3,1,,2,,
"H3780901","7c6b9dbd18784019ba16894dcc09b725",1,6,32000,6,1,,2,,
"H3780901","7c6b9dbd18784019ba16894dcc09b725",3,2,7000,2,1,,2,,
"H3411001","7c800b94beaf4bae9f9d2c69683476c2",1,4,30000,4,1,,2,,
"H4140101","7ca7279b6a8546eb9d5c1afa9f9f3810",3,1,5000,1,1,,2,,
"H4140101","7ca7279b6a8546eb9d5c1afa9f9f3810",13,1,5000,1,1,,2,,
"H4140101","7ca7279b6a8546eb9d5c1afa9f9f3810",1,3,20000,3,1,,2,,
"H3830901","7cb69feba33a4076a1223747ed74de23",1,2,12000,2,1,,2,,
"H3420201","7ccd61fd57aa4a72a449a15d4cc8f7aa",1,2,15000,2,1,,2,,
"H0421001","7cd011991ab747509c7efa97cf714d6c",3,1,2000,1,1,,2,,
"H0421001","7cd011991ab747509c7efa97cf714d6c",1,1,5000,1,1,,2,,
"H3950401","7cf0cd150dc249309dbc0ce60dc2b09d",1,2,12000,2,1,,2,,
"H3950401","7cf0cd150dc249309dbc0ce60dc2b09d",12,1,20000,1,1,,2,,
"H3950401","7cf0cd150dc249309dbc0ce60dc2b09d",3,1,5000,1,1,,2,,
"H3950401","7cf0cd150dc249309dbc0ce60dc2b09d",22,1,10000,1,1,,2,,
"H2610901","7d656817b8644f7ab76dd8459b867159",1,1,5000,1,1,,2,,
"H3171002","7d6d1f139925479baab5588520732afb",3,1,5000,1,1,,2,,
"H3171002","7d6d1f139925479baab5588520732afb",1,2,12000,2,1,,2,,
"H3171002","7d6d1f139925479baab5588520732afb",8,1,3000,1,1,,2,,
"H1720802","7d8eedb85e53480da49030ce34710710",1,2,20000,2,1,,2,,
"H1720802","7d8eedb85e53480da49030ce34710710",3,1,8000,1,1,,2,,
"H1720802","7d8eedb85e53480da49030ce34710710",12,1,10000,1,1,,2,,
"H2310301","7d922534826a45b0aebef1473d53533b",1,3,16000,3,1,,2,,
"H2310301","7d922534826a45b0aebef1473d53533b",4,,,,,,,,
"H2310301","7d922534826a45b0aebef1473d53533b",14,0,,0,1,,1,1,40000
"H2310301","7d922534826a45b0aebef1473d53533b",3,1,5000,1,1,,2,,
"H2310301","7d922534826a45b0aebef1473d53533b",22,0,,0,1,,1,1,0
"H2811001","7db87df4fe074a67b27c7e0824a73c87",3,1,6000,1,1,,2,,
"H2811001","7db87df4fe074a67b27c7e0824a73c87",1,4,20000,4,1,,2,,
"H2460801","7dbe8f8faf364ea0be634a61541b3d61",3,1,3000,1,1,,2,,
"H2460801","7dbe8f8faf364ea0be634a61541b3d61",1,4,12000,4,1,,2,,
"H3390801","7dcf469ed6734a3bb5c781c9b1217f3c",1,4,32000,4,1,,2,,
"H3390801","7dcf469ed6734a3bb5c781c9b1217f3c",3,1,5000,1,1,,2,,
"H3390801","7dcf469ed6734a3bb5c781c9b1217f3c",12,1,7000,1,1,,2,,
"H3390801","7dcf469ed6734a3bb5c781c9b1217f3c",19,1,65000,1,1,,2,,
"H3990101","7dfca6fd9fd34710b8600b7be0d4ad32",1,4,48000,4,1,,2,,
"H3990101","7dfca6fd9fd34710b8600b7be0d4ad32",22,1,5000,1,1,,2,,
"H4020701","7e0eccc6895f4ab58063027cb21e2831",3,1,2000,1,1,,2,,
"H4020701","7e0eccc6895f4ab58063027cb21e2831",4,1,2000,1,1,,2,,
"H4020701","7e0eccc6895f4ab58063027cb21e2831",12,2,14000,2,1,,2,,
"H4020701","7e0eccc6895f4ab58063027cb21e2831",14,1,120000,1,1,,2,,
"H4020701","7e0eccc6895f4ab58063027cb21e2831",1,2,14000,3,1,,2,,
"H3680801","7e29f5ddf6f943a4b62d394b6a5e4688",3,0,,1,1,,2,,
"H3680801","7e29f5ddf6f943a4b62d394b6a5e4688",1,3,21000,3,1,,2,,
"H3680801","7e29f5ddf6f943a4b62d394b6a5e4688",4,1,6000,1,1,,2,,
"H4270801","7e50c627ab1c4e78ae14f376ac40e2e7",3,1,3000,1,1,,2,,
"H4270801","7e50c627ab1c4e78ae14f376ac40e2e7",1,2,14000,2,1,,2,,
"H2851101","7e618768bdac4e65898a8b576a48281a",3,1,4000,1,1,,1,1,1000
"H2851101","7e618768bdac4e65898a8b576a48281a",1,4,28000,2,1,,1,1,2000
"H2920201","7e6a79956ffb417b8f86ba82001858d6",1,4,12000,4,1,,2,,
"H2920201","7e6a79956ffb417b8f86ba82001858d6",3,2,8000,2,1,,2,,
"H2920201","7e6a79956ffb417b8f86ba82001858d6",12,1,6000,1,1,,2,,
"H2920201","7e6a79956ffb417b8f86ba82001858d6",8,2,6000,2,1,,2,,
"H2920201","7e6a79956ffb417b8f86ba82001858d6",5,1,35000,0,1,,2,,
"H2850801","7e7bf49c122b4fa7bbab1d05fc9d2be5",3,1,4000,1,1,,2,,
"H2850801","7e7bf49c122b4fa7bbab1d05fc9d2be5",1,3,12000,3,1,,2,,
"H2240801","7e861b0783f943cfaebda4779b77e50d",14,1,150000,1,1,,2,,
"H2240801","7e861b0783f943cfaebda4779b77e50d",3,1,3000,1,1,,2,,
"H2240801","7e861b0783f943cfaebda4779b77e50d",1,4,20000,4,1,,2,,
"H2240801","7e861b0783f943cfaebda4779b77e50d",13,1,5000,1,1,,2,,
"H2250302","7e9a0d0c381340eca357cbee364df760",3,1,3000,1,1,,2,,
"H2250302","7e9a0d0c381340eca357cbee364df760",14,0,,0,1,,1,1,0
"H2250302","7e9a0d0c381340eca357cbee364df760",1,2,16000,2,1,,2,,
"H1530402","7eb26cb4d7174282b39adb7e1eb92dd5",1,2,18000,1,1,,2,,
"H0480202","7eeb47a113ed47f8b76821c1e75e161c",4,1,3000,1,1,,2,,
"H0480202","7eeb47a113ed47f8b76821c1e75e161c",3,1,5000,1,1,,2,,
"H0480202","7eeb47a113ed47f8b76821c1e75e161c",1,3,20000,3,1,,2,,
"H3670801","7ef83f095acc45888e843a353912c2f6",1,2,20000,2,1,,2,,
"H3670801","7ef83f095acc45888e843a353912c2f6",3,2,4000,2,1,,2,,
"H0540703","7effeabc4ed342d68e246c50c533e58b",1,2,5000,2,1,,2,,
"H0540703","7effeabc4ed342d68e246c50c533e58b",3,1,1500,1,1,,2,,
"H1030901","7f18e27361b7473abe9ba8f8638d97d7",1,2,5000,2,1,,2,,
"H1030901","7f18e27361b7473abe9ba8f8638d97d7",3,1,3000,1,1,,2,,
"H1030901","7f18e27361b7473abe9ba8f8638d97d7",12,1,15000,1,1,,2,,
"H1030901","7f18e27361b7473abe9ba8f8638d97d7",5,1,50000,1,1,,2,,
"H2660303","7f2511b753284ce7886b6fc55bd36798",3,1,4000,1,1,,2,,
"H2660303","7f2511b753284ce7886b6fc55bd36798",19,1,30000,1,1,,2,,
"H2660303","7f2511b753284ce7886b6fc55bd36798",1,2,10000,2,1,,2,,
"H1890701","7f815e618b474d4fa3033cc420b08adb",1,1,5000,1,1,,2,,
"H1890701","7f815e618b474d4fa3033cc420b08adb",22,1,4000,1,1,,2,,
"H1290401","7f82238f7ead4f62a928d688d714d75a",1,5,35000,5,1,,2,,
"H1290401","7f82238f7ead4f62a928d688d714d75a",19,1,80000,1,1,,2,,
"H1290401","7f82238f7ead4f62a928d688d714d75a",14,1,150000,1,1,,2,,
"H1290401","7f82238f7ead4f62a928d688d714d75a",3,1,6000,1,1,,2,,
"H1920101","7f851c2ccbf243319aa0de4ffe7c8bff",22,1,8000,1,1,,2,,
"H1920101","7f851c2ccbf243319aa0de4ffe7c8bff",3,1,8000,1,1,,2,,
"H1920101","7f851c2ccbf243319aa0de4ffe7c8bff",12,1,7000,1,1,,2,,
"H1920101","7f851c2ccbf243319aa0de4ffe7c8bff",1,3,22000,3,1,,2,,
"H1920101","7f851c2ccbf243319aa0de4ffe7c8bff",14,,,,,,,,
"H1920101","7f851c2ccbf243319aa0de4ffe7c8bff",4,3,8000,2,1,,2,,
"H3820901","7fa265214c3c41e49796aa4e6dd63d80",3,0,,0,1,,1,3,0
"H3820901","7fa265214c3c41e49796aa4e6dd63d80",19,0,,0,1,,1,2,0
"H3820901","7fa265214c3c41e49796aa4e6dd63d80",1,3,25000,3,1,,1,2,0
"H1510401","7fa49ce390a44f9a972ea8f028ee78b6",1,0,,0,1,,1,1,0
"H1510401","7fa49ce390a44f9a972ea8f028ee78b6",3,0,,0,1,,1,1,0
"H1190501","7fa999046eca4168a522c969bfdb0987",1,4,15000,7,1,,2,,
"H4170201","7fa9c630b26d4bffa2e886a6d2dc7dcb",8,1,3000,1,1,,2,,
"H4170201","7fa9c630b26d4bffa2e886a6d2dc7dcb",1,5,35000,3,1,,2,,
"H4170201","7fa9c630b26d4bffa2e886a6d2dc7dcb",3,1,4000,1,1,,2,,
"H0840601","7fdd342538b94b26abd695b9b09c9297",3,0,,1,1,,2,,
"H0840601","7fdd342538b94b26abd695b9b09c9297",1,3,9000,3,1,,2,,
"H3321001","7fe25d5c499543fdb78afd80e0e0593f",3,1,3000,1,1,,2,,
"H3321001","7fe25d5c499543fdb78afd80e0e0593f",1,2,10000,2,1,,2,,
"H3321001","7fe25d5c499543fdb78afd80e0e0593f",5,1,8000,1,1,,2,,
"H3321001","7fe25d5c499543fdb78afd80e0e0593f",12,1,6000,1,1,,2,,
"H2500401","7ffb4e6b12e04c3fa7adde82e8e62790",3,1,2000,1,1,,2,,
"H2500401","7ffb4e6b12e04c3fa7adde82e8e62790",12,1,4000,1,1,,2,,
"H2500401","7ffb4e6b12e04c3fa7adde82e8e62790",4,1,2000,1,1,,2,,
"H2500401","7ffb4e6b12e04c3fa7adde82e8e62790",1,4,20000,4,1,,2,,
"27","80705de247434eac8d01c99a7f006a97",2,1,120000,1,2,3,,,
"H0370401","8083d0c9ba7e4ea7a61dcdaf4ffb5c47",3,3,10000,3,1,,2,,
"H0370401","8083d0c9ba7e4ea7a61dcdaf4ffb5c47",1,2,5000,2,1,,2,,
"H1921202","80d0ecaedca641c2a0f867765fda1514",1,2,8000,2,1,,2,,
"H1921202","80d0ecaedca641c2a0f867765fda1514",3,0,,1,1,,2,,
"H2361001","80f0a4bfa6f7475d8d5a558e5b1e9138",1,1,3000,0,1,,2,,
"H1310601","80f30786d98847dcaf51293b98e26af2",1,6,30000,5,1,,2,,
"H1310601","80f30786d98847dcaf51293b98e26af2",4,1,7500,1,1,,2,,
"H1310601","80f30786d98847dcaf51293b98e26af2",3,1,5000,1,1,,2,,
"H1310601","80f30786d98847dcaf51293b98e26af2",19,0,,0,1,,1,1,0
"H0720202","80fa64dba6bd4a6280425a1bf6465139",1,1,6000,1,1,,2,,
"H3190401","811b90e5b01e49f6b213f1e2f13d0748",12,1,2000,1,1,,2,,
"H3190401","811b90e5b01e49f6b213f1e2f13d0748",3,1,8000,1,1,,2,,
"H3190401","811b90e5b01e49f6b213f1e2f13d0748",1,2,20000,2,1,,2,,
"H1880801","812fdeadb0c54d21bb60e2506372fb53",14,0,,0,1,,2,,
"H1880801","812fdeadb0c54d21bb60e2506372fb53",1,1,2000,1,1,,2,,
"H3070603","8133d8020dda480fae5bc280cb448bd7",8,1,2000,1,1,,2,,
"H3070603","8133d8020dda480fae5bc280cb448bd7",3,1,3000,1,1,,2,,
"H3070603","8133d8020dda480fae5bc280cb448bd7",1,2,15000,2,1,,2,,
"H1180901","8161c7383a8c42aaa350ca3f9d560855",1,3,25000,3,1,,1,3,0
"H2050702","81641869667e4bd18500c2c5445fb7cf",22,3,12000,3,1,,2,,
"H2050702","81641869667e4bd18500c2c5445fb7cf",1,3,9000,3,1,,2,,
"H2050702","81641869667e4bd18500c2c5445fb7cf",14,1,80000,1,1,,2,,
"H2050702","81641869667e4bd18500c2c5445fb7cf",3,2,5000,2,1,,2,,
"H2050702","81641869667e4bd18500c2c5445fb7cf",12,1,1500,1,1,,2,,
"H2050702","81641869667e4bd18500c2c5445fb7cf",4,1,2500,1,1,,2,,
"H1760601","816bdb925355484d85aa075906b803ed",8,0,,1,1,,1,2,0
"H1760601","816bdb925355484d85aa075906b803ed",3,1,5000,1,1,,2,,
"H1760601","816bdb925355484d85aa075906b803ed",1,6,40000,6,1,,2,,
"H2210301","81753659cc16434e8f85c6312c0df86e",4,1,5000,1,1,,2,,
"H2210301","81753659cc16434e8f85c6312c0df86e",1,3,15000,3,1,,2,,
"H2210301","81753659cc16434e8f85c6312c0df86e",13,1,5000,1,1,,2,,
"H2210301","81753659cc16434e8f85c6312c0df86e",3,3,9000,3,1,,2,,
"H2210301","81753659cc16434e8f85c6312c0df86e",14,1,200000,1,1,,2,,
"H3000501","8178a425444a4dfebf61cada4f8bd839",12,1,10000,0,1,,2,,
"H3000501","8178a425444a4dfebf61cada4f8bd839",1,3,18000,3,1,,2,,
"H3000501","8178a425444a4dfebf61cada4f8bd839",3,1,5000,1,1,,2,,
"H2971003","818b43a905b245e3ae6b306ace92953d",1,6,34000,6,1,,2,,
"H2971003","818b43a905b245e3ae6b306ace92953d",3,4,12000,3,1,,2,,
"H2971003","818b43a905b245e3ae6b306ace92953d",8,1,3000,1,1,,2,,
"H2971003","818b43a905b245e3ae6b306ace92953d",19,1,28000,1,2,1,,,
"H2971003","818b43a905b245e3ae6b306ace92953d",13,2,20000,2,1,,2,,
"H2971003","818b43a905b245e3ae6b306ace92953d",5,1,35000,1,1,,2,,
"H2140102","819e4071d5f3439fa69f60ee61baa339",14,0,,0,1,,1,1,0
"H2140102","819e4071d5f3439fa69f60ee61baa339",1,2,10000,2,1,,1,2,0
"H2140102","819e4071d5f3439fa69f60ee61baa339",3,1,10000,0,1,,2,,
"H2140102","819e4071d5f3439fa69f60ee61baa339",22,1,5000,1,1,,2,,
"H2140102","819e4071d5f3439fa69f60ee61baa339",4,1,8000,1,1,,2,,
"H2140102","819e4071d5f3439fa69f60ee61baa339",7,1,25000,0,1,,2,,
"H1630503","81b07d083af141639f5b1636a3675063",22,1,20000,1,1,,2,,
"H1630503","81b07d083af141639f5b1636a3675063",14,0,,0,1,,2,,
"H1630503","81b07d083af141639f5b1636a3675063",3,0,,0,1,,2,,
"H1630503","81b07d083af141639f5b1636a3675063",1,1,10000,1,1,,2,,
"H0360401","81bbfca6cd444319ae3260d849d83111",3,0,,0,1,,1,1,0
"H0360401","81bbfca6cd444319ae3260d849d83111",1,0,,0,1,,1,2,0
"H2420902","81c045bccd5349d4bd4ab3cf3bd27371",3,1,3000,1,1,,2,,
"H2420902","81c045bccd5349d4bd4ab3cf3bd27371",1,2,10000,2,1,,2,,
"H3750601","81c3d2c774684647b90ab53abbd00705",4,1,3000,1,1,,2,,
"H3750601","81c3d2c774684647b90ab53abbd00705",1,4,30000,4,1,,2,,
"H3750601","81c3d2c774684647b90ab53abbd00705",3,1,5000,1,1,,2,,
"H0831001","82034f5cac0a4cfeb90e3f5a24784538",8,1,3000,1,1,,2,,
"H0831001","82034f5cac0a4cfeb90e3f5a24784538",22,1,15000,1,1,,2,,
"H0831001","82034f5cac0a4cfeb90e3f5a24784538",3,2,12000,2,1,,2,,
"H0831001","82034f5cac0a4cfeb90e3f5a24784538",1,4,30000,4,1,,2,,
"H3370201","8203ef8ec16e46b79815cc90884a8435",1,6,60000,6,1,,2,,
"H3370201","8203ef8ec16e46b79815cc90884a8435",19,1,80000,1,1,,2,,
"H3370201","8203ef8ec16e46b79815cc90884a8435",12,1,8000,1,1,,2,,
"H3370201","8203ef8ec16e46b79815cc90884a8435",7,2,10000,2,1,,2,,
"H3370201","8203ef8ec16e46b79815cc90884a8435",5,1,40000,1,1,,2,,
"H3370201","8203ef8ec16e46b79815cc90884a8435",4,1,6000,0,1,,2,,
"H3370201","8203ef8ec16e46b79815cc90884a8435",8,1,10000,0,1,,2,,
"H3370201","8203ef8ec16e46b79815cc90884a8435",21,3,15000,3,1,,2,,
"H3370201","8203ef8ec16e46b79815cc90884a8435",3,1,8000,1,1,,2,,
"H1950801","82134df5fecb43efabf29617edab6a54",3,1,2000,1,1,,2,,
"H1950801","82134df5fecb43efabf29617edab6a54",1,2,13000,3,1,,2,,
"H1950801","82134df5fecb43efabf29617edab6a54",7,1,6000,1,1,,2,,
"H2310904","825defcb843146229acc6ab3e06bcd35",14,0,,0,1,,1,1,0
"H2310904","825defcb843146229acc6ab3e06bcd35",3,0,,0,1,,1,1,0
"H2310904","825defcb843146229acc6ab3e06bcd35",1,3,12000,3,1,,2,,
"H1880902","8260cf63f01f481dbce7be784d1a634f",3,0,,0,1,,2,,
"H1880902","8260cf63f01f481dbce7be784d1a634f",14,0,,0,1,,1,1,80000
"H1880902","8260cf63f01f481dbce7be784d1a634f",1,2,15000,2,1,,2,,
"H1880902","8260cf63f01f481dbce7be784d1a634f",4,1,7000,1,1,,2,,
"H1590901","8263eb36369c40fc833e7812d01d96f3",4,0,,0,1,,1,2,0
"H1590901","8263eb36369c40fc833e7812d01d96f3",1,2,14000,2,1,,2,,
"H1590901","8263eb36369c40fc833e7812d01d96f3",14,0,,0,1,,1,2,40000
"H1590901","8263eb36369c40fc833e7812d01d96f3",3,0,,0,1,,1,5,0
"H3510501","82721420417c41828f5702a5259f2e15",3,2,6000,3,1,,2,,
"H3510501","82721420417c41828f5702a5259f2e15",4,2,3000,2,1,,2,,
"H3510501","82721420417c41828f5702a5259f2e15",1,3,15000,3,1,,2,,
"H3510501","82721420417c41828f5702a5259f2e15",19,1,20000,1,1,,2,,
"H3000202","827e270545d246b4aa6d71242bf95909",3,1,5000,1,1,,2,,
"H3000202","827e270545d246b4aa6d71242bf95909",1,2,12000,2,1,,2,,
"H1590801","82aab144d0564f0787a6d7edbe04a2ac",1,1,10000,1,1,,2,,
"H1590801","82aab144d0564f0787a6d7edbe04a2ac",3,1,7500,1,1,,2,,
"H3840702","82afcbf7c27d488cac728a47deee95d6",3,2,10000,1,1,,2,,
"H3840702","82afcbf7c27d488cac728a47deee95d6",12,1,9000,1,1,,2,,
"H3840702","82afcbf7c27d488cac728a47deee95d6",1,2,13000,2,1,,2,,
"H2800301","82b731fba8fb4068bcbe580307c2c0c0",1,3,30000,3,1,,2,,
"H2800301","82b731fba8fb4068bcbe580307c2c0c0",3,2,10000,2,1,,2,,
"H1180101","82f3147f85d74b49bbb0e5e54d2bbb9e",12,1,13000,1,1,,2,,
"H1180101","82f3147f85d74b49bbb0e5e54d2bbb9e",1,7,50000,7,1,,2,,
"H1180101","82f3147f85d74b49bbb0e5e54d2bbb9e",3,2,12000,2,1,,2,,
"H1180101","82f3147f85d74b49bbb0e5e54d2bbb9e",19,0,,0,1,,1,1,0
"H3961001","833433ab0f954fdf807cb7a4ec2b535a",3,1,1500,1,1,,2,,
"H3961001","833433ab0f954fdf807cb7a4ec2b535a",1,3,3000,3,1,,1,4,10000
"H3961001","833433ab0f954fdf807cb7a4ec2b535a",14,1,70000,1,1,,2,,
"H3110701","836d348639404a8d8752976aa2b12c24",1,3,15000,3,1,,2,,
"H3110701","836d348639404a8d8752976aa2b12c24",3,1,5000,1,1,,2,,
"H3521001","8387002428b74844bea6411e79e8af97",5,1,90000,1,1,,2,,
"H3521001","8387002428b74844bea6411e79e8af97",19,1,70000,1,1,,2,,
"H3521001","8387002428b74844bea6411e79e8af97",20,2,5000,2,1,,2,,
"H3521001","8387002428b74844bea6411e79e8af97",3,2,10000,2,1,,2,,
"H3521001","8387002428b74844bea6411e79e8af97",21,1,15000,0,1,,2,,
"H3521001","8387002428b74844bea6411e79e8af97",4,1,3000,1,1,,2,,
"H3521001","8387002428b74844bea6411e79e8af97",1,3,30000,3,1,,2,,
"H3521001","8387002428b74844bea6411e79e8af97",12,1,5000,1,1,,2,,
"H2420301","83bd7d633737435994b5a61b8647da6f",1,3,12000,2,1,,2,,
"H2420301","83bd7d633737435994b5a61b8647da6f",3,1,3500,1,1,,2,,
"H2420301","83bd7d633737435994b5a61b8647da6f",7,1,6000,1,1,,2,,
"H2420301","83bd7d633737435994b5a61b8647da6f",4,1,2500,0,1,,1,11,200
"H1530102","83ce8374498f4ed59337e5c85a1dab1b",3,2,6000,2,1,,2,,
"H1530102","83ce8374498f4ed59337e5c85a1dab1b",12,1,5000,1,1,,2,,
"H1530102","83ce8374498f4ed59337e5c85a1dab1b",1,6,12000,6,1,,2,,
"H3820401","83d0fed73e694bdb9e0d020849793252",3,1,4000,1,1,,2,,
"H3820401","83d0fed73e694bdb9e0d020849793252",1,4,20000,4,1,,2,,
"H3820401","83d0fed73e694bdb9e0d020849793252",4,1,6000,1,1,,2,,
"H2211007","83d1f09fef504b6683d5e99997d63cda",1,3,15000,3,1,,2,,
"H2211007","83d1f09fef504b6683d5e99997d63cda",22,1,8000,1,1,,2,,
"H2211007","83d1f09fef504b6683d5e99997d63cda",14,1,200000,1,1,,2,,
"H2211007","83d1f09fef504b6683d5e99997d63cda",3,1,2500,1,1,,2,,
"H2980701","83dc66de467846eca2ec9dfd1b1f9732",3,2,7000,2,1,,2,,
"H2980701","83dc66de467846eca2ec9dfd1b1f9732",1,4,32000,3,1,,2,,
"H2980701","83dc66de467846eca2ec9dfd1b1f9732",12,2,10000,2,1,,2,,
"H2980701","83dc66de467846eca2ec9dfd1b1f9732",8,2,4000,2,1,,2,,
"H2980701","83dc66de467846eca2ec9dfd1b1f9732",13,2,14000,2,1,,2,,
"H4150402","83e3d7b64a3c4f6fa4cca05f5b710368",1,4,20000,4,1,,2,,
"H4150402","83e3d7b64a3c4f6fa4cca05f5b710368",3,1,5000,1,1,,2,,
"H3900401","83fb651ca41f46f7a6e837f6466facc5",1,1,3000,1,1,,2,,
"H3900401","83fb651ca41f46f7a6e837f6466facc5",22,0,,0,1,,1,1,0
"H1970301","8467c8fd86c64da5b6fa2b6040eea6c7",4,2,10000,2,1,,2,,
"H1970301","8467c8fd86c64da5b6fa2b6040eea6c7",1,6,44000,6,1,,2,,
"H1970301","8467c8fd86c64da5b6fa2b6040eea6c7",12,1,7000,1,1,,2,,
"H1970301","8467c8fd86c64da5b6fa2b6040eea6c7",3,2,12000,2,1,,2,,
"H4131001","8480767ac41c435284c39690ff7098fc",19,1,30000,1,1,,2,,
"H4131001","8480767ac41c435284c39690ff7098fc",1,3,9000,3,1,,2,,
"H4131001","8480767ac41c435284c39690ff7098fc",8,1,4000,1,1,,2,,
"H4131001","8480767ac41c435284c39690ff7098fc",3,1,4000,1,1,,2,,
"H4131001","8480767ac41c435284c39690ff7098fc",5,1,5000,1,1,,2,,
"H4131001","8480767ac41c435284c39690ff7098fc",12,1,6000,1,1,,2,,
"H4131001","8480767ac41c435284c39690ff7098fc",13,,,,,,,,
"H2000503","84b6fa38728a41669642629a315df1f1",1,2,14000,2,1,,2,,
"H2000503","84b6fa38728a41669642629a315df1f1",3,1,3000,1,1,,2,,
"H0750701","84c48be6574e45fdacc7b5aa9b5f6a54",1,3,7000,3,1,,2,,
"H2821002","84dc714744d94d7980b643f901b9afb2",3,1,5000,1,1,,2,,
"H2821002","84dc714744d94d7980b643f901b9afb2",1,2,20000,2,1,,1,2,2000
