"t0_hhid","ALiveStock_Small_ID","hhid","s6bq03a","s6bq03b","s6bq03c","s6bq03d","s6bq03e","s6bq03f","s6bq04a","s6bq04b","s6bq04c","s6bq05a","s6b05b","s6bq05c","s6bq06","s6bq07","s6bq08","s6bq09","s6bq10","s6bq11","s6bq12","s6bq13a","s6bq13b","s6bq14a","s6bq14b","s6bq15","s6bq15b","s6bq15c","s6bq16"
"H1231001",18,"868942351f974df29ca4b9121fff2e30",0,,,,,,0,,,0,,,3,0,0,0,3,0,0,0,,0,,0,1,,2
"H1500702",19,"86d2fcfb7ec14961b67d4806c8b1c873",3,1,2,1,2,2,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,1,,2
"H1500702",18,"86d2fcfb7ec14961b67d4806c8b1c873",2,1,2,1,2,2,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,1,,2
"H3540701",22,"8712b74250794fddac99ea78d80997db",1,2,,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,40000,0,,0,1,,2
"H3380401",22,"871ce70794974b6e92089daa702c5fef",2,1,4,1,4,2,0,,,0,,,4,2,0,0,0,0,0,0,,4,200000,0,1,,2
"H3380401",19,"871ce70794974b6e92089daa702c5fef",1,1,4,1,4,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H1890601",19,"8728fb96ed9e4334909c0477bae7855a",0,,,,,,0,,,0,,,0,0,0,0,0,1,1,2,52500,0,,0,1,5,1
"H1680601",19,"87bb19dff0f44187875ec19a10fe8279",1,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,1,85000,0,,0,1,,2
"H2140601",21,"87c4e00c7e5748e28a863e4b24de142a",4,1,,3,,2,0,,,0,,,3,1,0,0,0,0,0,0,,0,,0,1,,1
"H0730401",18,"87c8524fdbe84d429d1b49f7ac1a60db",1,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,1,70000,0,,0,1,,1
"H0730401",19,"87c8524fdbe84d429d1b49f7ac1a60db",1,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,1,60000,0,,0,1,,1
"H0730401",22,"87c8524fdbe84d429d1b49f7ac1a60db",4,1,,1,,1,2,1,,0,,,2,8,0,0,0,6,0,0,,0,,0,1,,1
"H2790902",19,"87e2684f3b8f476da41f9f3f2ecf725e",3,2,,2,,1,0,,,0,,,1,2,0,0,0,0,0,0,,0,,0,1,3,1
"H1080303",22,"87e27e3874834bd78aa01fd5f3d35e87",2,2,,2,,2,0,,,0,,,6,8,0,0,0,0,0,0,,12,36000,0,1,5,1
"H1080303",19,"87e27e3874834bd78aa01fd5f3d35e87",9,5,,2,5,2,0,,,1,2,10000,12,4,0,0,0,0,0,0,,7,50000,0,1,5,1
"H1080303",18,"87e27e3874834bd78aa01fd5f3d35e87",2,5,,2,5,2,0,,,0,,,5,0,0,0,0,0,0,0,,3,65000,0,1,5,1
"H2820501",19,"881cff26a2b141539b62557a525c35ca",1,5,,5,,2,2,5,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,5,1
"H2500601",19,"885f34fec90d45c9b754bdb340c19612",2,1,,2,,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,6,5,1
"H1290301",22,"88c462fd6f074e23a79eabc018993315",1,1,,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,40000,0,,0,5,1,1
"H1290301",19,"88c462fd6f074e23a79eabc018993315",9,1,2,1,2,2,0,,,0,,,5,6,0,0,0,0,0,0,,2,130000,0,6,5,1
"H1290301",18,"88c462fd6f074e23a79eabc018993315",0,,,,,,0,,,0,,,1,0,0,0,0,0,0,0,,1,120000,0,1,5,1
"H2620903",22,"88f986f6edb64cb583939d1732e2c621",3,1,2,1,,2,0,,,0,,,1,4,0,0,0,0,0,0,,2,160000,0,1,,1
"H3821001",19,"89145e187f3b49d7b2182ddf0de09a06",0,,,,,,0,,,0,,,3,0,0,0,3,0,0,0,,0,,0,6,5,1
"H3821001",22,"89145e187f3b49d7b2182ddf0de09a06",4,1,5,1,5,2,0,,,0,,,0,0,0,0,0,0,0,4,50000,0,,0,1,5,1
"H2150501",21,"8929bb483a9947ea9873e3500cb32674",1,1,,1,,1,0,,,0,,,0,0,0,0,0,0,0,1,50000,0,,0,5,6,1
"H1620801",22,"892e584c6cfe45de95576b3083f58a5f",1,2,5,2,5,2,0,,,0,,,0,0,0,0,0,0,0,1,35000,0,,0,1,,2
"H1620801",19,"892e584c6cfe45de95576b3083f58a5f",2,2,4,2,8,2,0,,,0,,,5,3,0,0,0,0,0,0,,6,40000,0,1,,2
"H3060201",21,"8936d6c854b147eaba6a4d8d92af2a3e",1,2,,2,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H1950401",18,"893875030df44f56843645c439b7e448",1,1,,1,3,2,0,,,0,,,1,1,0,1,0,0,0,0,,0,,0,5,1,1
"H1950401",19,"893875030df44f56843645c439b7e448",4,1,,1,,2,0,,,0,,,3,1,0,0,0,0,0,0,,0,,0,1,5,1
"H2080301",22,"8939b54be5c84966932985b5f49a8a66",7,2,3,2,3,2,0,,,0,,,5,0,0,0,0,0,0,5,50000,3,150000,0,1,5,2
"H2080301",19,"8939b54be5c84966932985b5f49a8a66",6,1,3,1,3,2,0,,,0,,,6,1,0,0,0,1,0,0,,0,,0,1,3,2
"H0510401",22,"893d52e674dd49bd8d5124981cca722c",2,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,2,30000,0,,0,1,4,1
"H0620701",19,"8952c72850ac4c84a3086bbc723427b4",10,1,2,1,2,2,0,,,0,,,15,0,0,0,3,0,0,0,,2,300000,0,1,,2
"H0620701",18,"8952c72850ac4c84a3086bbc723427b4",5,1,2,1,2,2,0,,,0,,,5,2,0,0,0,0,0,0,,0,,2,1,3,2
"H2081001",19,"896dd5a665a048e7ba281bf572724e8e",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H2171101",20,"898a20f42ee8488cb0d8563ef21d1db1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2171101",19,"898a20f42ee8488cb0d8563ef21d1db1",0,,,,,,0,,,0,,,2,0,0,0,0,0,0,0,,2,30000,0,1,,2
"H1070901",19,"89a7cc1fcd2a4017b6b059abbdd0fbc0",5,2,3,3,5,2,0,,,0,,,6,0,0,0,0,0,0,0,,1,60000,0,1,6,2
"H1430904",21,"89c852aab9a34a6ca26f86fac5ffb794",0,,,,,,1,1,2,0,,,0,0,0,0,0,0,0,0,,0,,0,5,6,1
"H1430904",22,"89c852aab9a34a6ca26f86fac5ffb794",2,1,,1,2,2,0,,,0,,,0,0,0,0,0,0,0,2,30000,0,,0,1,5,1
"H2150101",18,"8a20bc31d0ad47eba0bdf9f16a613fa1",6,1,,3,6,2,0,,,0,,,7,0,0,0,0,1,0,0,,0,,0,5,1,1
"H2150101",21,"8a20bc31d0ad47eba0bdf9f16a613fa1",19,1,2,3,6,2,0,,,0,,,14,6,0,0,0,0,1,0,,0,,0,5,6,1
"H2150101",19,"8a20bc31d0ad47eba0bdf9f16a613fa1",9,3,6,1,,2,0,,,0,,,6,3,0,0,0,0,0,0,,0,,0,5,6,1
"H1501001",19,"8a487ec2e2d0462684843b3a800f2a52",2,10,,7,10,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,3,1
"H3550601",18,"8a627d794b3240638fa31e67d85fa282",0,,,,,,0,,,0,,,2,0,0,0,0,0,0,0,,2,150000,0,1,4,2
"H3550601",19,"8a627d794b3240638fa31e67d85fa282",7,1,2,1,2,2,0,,,0,,,7,1,0,0,0,0,0,0,,0,,1,1,4,2
"6",19,"8a6daeb4c2844b3890bdca771a166247",2,1,2,1,2,2,0,,,0,,,4,1,0,0,0,0,1,0,,2,80000,0,1,6,1
"H3440301",22,"8a862a0c291b4dafbf287b83572eab3c",2,4,,4,,2,0,,,0,,,0,0,0,0,0,0,0,2,50000,0,,0,1,5,1
"H1860401",19,"8aae3e00032141138985f33a4ee4ac5a",5,1,2,1,2,2,0,,,0,,,3,2,0,0,0,0,0,0,,0,,0,1,5,1
"H1860401",20,"8aae3e00032141138985f33a4ee4ac5a",1,1,2,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H0401001",18,"8ad2c67a787e429bba2cf48ba9da1fdb",4,1,2,1,2,2,0,,,0,,,5,0,0,0,0,0,1,0,,0,,0,1,,1
"H0401001",19,"8ad2c67a787e429bba2cf48ba9da1fdb",5,1,2,1,2,2,0,,,0,,,7,0,0,0,0,0,0,0,,2,180000,0,1,,1
"H0401001",22,"8ad2c67a787e429bba2cf48ba9da1fdb",9,1,2,1,2,2,0,,,0,,,15,5,0,4,0,0,2,0,,5,240000,0,1,,1
"H3590401",18,"8b0b41b599ee4ee7bcf30d265d1923ee",0,,,,,,0,,,0,,,2,0,0,0,0,0,0,0,,2,70000,0,5,,1
"H0500701",22,"8b48e9bcb1994b4f92d1969c1e54a293",3,1,9,1,9,2,0,,,0,,,1,0,0,0,0,0,0,2,40000,0,,0,1,,2
"H3600501",19,"8b4d777ba5974738988aec0efdd7ef10",1,1,2,3,,2,0,,,0,,,0,0,0,0,0,0,0,1,45000,0,,0,5,6,1
"H3510101",22,"8b6e73cf62d3492caeb75bf11df9980d",9,1,,1,,2,1,1,,0,,,2,9,0,0,0,2,0,0,,0,,0,1,5,1
"H3620201",18,"8b78ea7e19b94b1f8ec1f6710774d003",2,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,2,50000,0,,0,1,,1
"H3700201",19,"8bc98ec22a044c67bb69bcfad8be445b",3,8,,1,8,2,0,,,0,,,4,0,0,0,0,0,0,0,,1,60000,0,1,6,1
"H1760201",19,"8c5d550afff04bea9e522fad66ae948f",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,1
"H1760201",18,"8c5d550afff04bea9e522fad66ae948f",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1
"H0370702",19,"8d0ce15ca2ce480d9a50d3210de8ef4e",3,1,2,1,2,2,0,,,0,,,1,2,0,0,0,0,0,0,,0,,0,1,,1
"H4020901",21,"8d50c07a637b422bb68d3a3114998cc8",2,1,2,1,2,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,4,5,1
"H4020901",19,"8d50c07a637b422bb68d3a3114998cc8",5,1,2,1,2,2,0,,,0,,,3,3,0,0,0,0,0,0,,1,60000,0,1,5,2
"H1800101",19,"8d6843d2394544fcba72c27e8497a8c3",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,4,1
"H1800101",22,"8d6843d2394544fcba72c27e8497a8c3",1,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,60000,0,,0,1,,2
"H3810901",18,"8d7afd4d3b36456cbeb5ad5ca9bae80f",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,1
"H3810901",19,"8d7afd4d3b36456cbeb5ad5ca9bae80f",2,1,2,1,2,1,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1
"H1640903",19,"8d8eec5d1fc04309982bbe2873aaf4fe",1,1,2,1,2,2,0,,,0,,,3,0,0,0,0,0,0,0,,2,50000,0,1,6,1
"H1640903",18,"8d8eec5d1fc04309982bbe2873aaf4fe",1,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,1,40000,0,1,6,1
"H2360801",19,"8da33264dba747cc8715871a5bc5a0b9",6,3,,2,3,2,0,,,0,,,6,0,0,0,0,0,0,0,,0,,0,6,4,1
"H2360801",22,"8da33264dba747cc8715871a5bc5a0b9",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,6,,1
"H2170401",19,"8dbc0f7397874081a104d8ed0ed4c639",4,1,,1,2,2,0,,,0,,,4,1,0,0,0,1,0,0,,0,,0,5,6,1
"H2170401",21,"8dbc0f7397874081a104d8ed0ed4c639",3,1,,1,2,2,0,,,0,,,4,0,0,0,0,1,0,0,,0,,0,5,6,1
"H3970101",19,"8dc61da3ba6e42d082821c42f93386bd",4,1,,1,,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,5,1,1
"H3970101",18,"8dc61da3ba6e42d082821c42f93386bd",1,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,1,45000,0,,0,5,1,1
"H0670901",17,"8dd65b7172ee421fa7e2883e90df0951",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H0670901",19,"8dd65b7172ee421fa7e2883e90df0951",3,1,6,1,,2,0,,,0,,,1,2,0,0,0,0,0,0,,0,,0,1,,2
"H0670901",14,"8dd65b7172ee421fa7e2883e90df0951",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H0670901",22,"8dd65b7172ee421fa7e2883e90df0951",6,1,4,1,,2,0,,,0,,,2,0,0,0,0,0,0,4,170000,0,,0,1,,2
"H0730201",22,"8de60b14dd494f88b1a99e48674c4e9b",2,2,,2,,2,0,,,0,,,10,2,0,0,0,0,10,0,,0,,0,1,,1
"H1801301",19,"8e46484bb7824d3fb6d59fa00e5f96e8",2,1,,1,,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,5,1
"H4120401",19,"8e4f4884786441eead77d423cf002827",1,2,,2,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H2820701",19,"8e60108fea1948358dc02668aa99ec99",2,1,,1,2,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,1
"H3810401",19,"8e70cdad3a9045fdb4d573587bc2ea8f",2,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,1,100000,0,,0,1,,2
"H2621001",22,"8e90f50f86204364ab92afa5342cb346",5,1,,1,2,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,1,6,1
"H1490701",19,"8ec715ba51ee402f998c3cc182d29deb",3,1,,1,2,2,0,,,0,,,1,2,0,0,0,0,0,0,,0,,0,1,4,1
"H1490701",18,"8ec715ba51ee402f998c3cc182d29deb",2,1,,1,2,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,4,1
"H2611102",22,"8ee09f114c144bd192bce8c656660d7e",1,1,,1,,1,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H2340501",19,"8ef19c13bc2c40768f94983065c7ee1c",3,2,4,2,3,2,0,,,0,,,6,0,0,0,0,0,0,0,,1,60000,2,5,3,1
"H1820702",19,"8f222f9618624d03afb44548f35b8613",5,1,2,1,2,2,0,,,0,,,7,0,0,1,0,0,0,0,,1,60000,0,1,4,2
"H4100301",18,"8f3b951b0d984592b4a19027f878b728",1,,,,,2,0,,,0,,,0,0,0,0,0,0,0,1,120000,0,,0,1,5,1
"H4100301",19,"8f3b951b0d984592b4a19027f878b728",2,,,,,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,5,1
"H1180601",19,"8f62ead3a4554156a8313e1bab4c6545",3,1,2,1,2,2,0,,,0,,,1,2,0,0,0,0,0,0,,0,,0,1,5,1
"H1950602",22,"8f884f10378545f2bdd297e2031b631c",3,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,3,40000,0,,0,1,5,2
"H1950602",19,"8f884f10378545f2bdd297e2031b631c",2,2,,1,2,2,0,,,0,,,4,0,0,0,0,0,0,0,,2,60000,0,1,6,1
"H2000502",18,"8f9d730b39f1418893033ecfd171ab85",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,5,1
"H2000502",19,"8f9d730b39f1418893033ecfd171ab85",4,1,2,1,2,2,0,,,0,,,5,0,0,0,0,0,1,0,,0,,0,1,5,1
"H3420801",19,"8fc75288824d48999070272acd64296a",1,2,,2,,2,0,,,0,,,2,0,0,0,0,0,1,0,,0,,0,1,,2
"H3420801",18,"8fc75288824d48999070272acd64296a",0,,,,,,0,,,0,,,0,1,0,0,0,0,0,0,,1,45000,0,1,5,2
"H4251001",19,"900f2775558849529ea1224438c6f9db",2,1,5,1,5,2,0,,,0,,,5,5,0,0,0,0,0,0,,8,65000,0,1,5,1
"H1880502",19,"904dd7d7b658455ca2dee21d62f415a0",3,1,,1,2,2,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,1,4,1
"H1880502",18,"904dd7d7b658455ca2dee21d62f415a0",1,1,,1,2,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,4,1
"H3931001",19,"9071fd7767284b7aaf52d96b02285f6e",3,1,,1,,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,4,1
"H3931001",18,"9071fd7767284b7aaf52d96b02285f6e",1,1,,1,2,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,4,1
"H3931001",22,"9071fd7767284b7aaf52d96b02285f6e",10,1,,1,3,2,0,,,0,,,1,9,0,0,0,0,0,0,,0,,0,1,5,1
"H3980101",19,"9076071102c748668d2c4fa16a360ac9",1,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,6,,1
"H3980101",22,"9076071102c748668d2c4fa16a360ac9",1,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,6,,1
"H2201401",22,"90896177d9ab4f9cb640ed0d26102b68",9,1,2,1,2,2,0,,,0,,,6,6,0,0,0,0,1,0,,2,150000,0,1,5,2
"H2990901",19,"90b85c184def4c549245be28ac8bba6f",3,1,,1,,2,0,,,0,,,6,0,0,0,3,0,0,0,,0,,0,5,6,1
"H1820402",20,"90c205421b7849048f521c9cade968e2",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1820402",19,"90c205421b7849048f521c9cade968e2",1,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,1,35000,0,1,4,2
"H2620401",22,"90cef1cd17c74e4aba6b4badd52a8284",3,1,2,1,2,2,0,,,0,,,7,0,0,0,0,0,0,0,,4,80000,0,1,6,1
"H1430202",22,"9120019c770b41bb84ace09dbd0887bb",3,1,2,1,2,2,0,,,0,,,1,5,0,0,0,0,0,0,,3,30000,0,1,5,2
"H1490302",22,"912e7827f70b4ff4870e7677f0efd5e8",1,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,30000,0,,0,5,1,1
"H3100101",22,"9147bc2f6725476eaa4bd9e36e701e80",1,2,,2,,2,0,,,0,,,0,0,0,0,0,0,0,1,60000,0,,0,1,,1
"H0640201",22,"918b39a7c5f14e1cb6e02d8a0df01a4b",3,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,3,55000,0,,0,1,,1
"H4200101",22,"91d6755d336d4fd0abe7eb483faa423a",3,1,2,1,2,2,0,,,0,,,1,7,0,1,0,0,0,0,,4,50000,0,1,6,2
"H2060401",19,"9241ba2a0c3f4a64ae06d29a31ed13c9",7,1,,1,2,2,0,,,0,,,3,4,0,0,0,0,0,0,,0,,0,3,4,1
"H2060401",18,"9241ba2a0c3f4a64ae06d29a31ed13c9",3,1,,1,2,2,0,,,0,,,0,3,0,0,0,0,0,0,,0,,0,1,3,1
"H2341201",19,"924dae4582ab4da381f6f9fcec82c556",1,6,,6,,2,0,,,0,,,0,0,0,0,0,0,0,1,70000,0,,0,1,,2
"H0860202",22,"925b4fdaa3a94f728baf1542d5bd409b",2,8,10,8,10,2,0,,,0,,,2,0,0,0,0,0,1,2,40000,1,150000,0,1,,1
"H2061004",18,"92788551b8104147bea89eb3f69fa327",5,1,2,2,3,2,0,,,0,,,3,2,0,0,0,0,0,0,,0,,0,1,4,1
"H2061004",19,"92788551b8104147bea89eb3f69fa327",4,1,2,2,3,2,0,,,0,,,2,2,0,0,0,0,0,0,,0,,0,4,5,1
"H3601002",18,"92e805f310474bd583cd464cc548c1b4",0,,,,,,0,,,0,,,2,0,0,0,0,2,0,0,,0,,0,6,,1
"95",21,"9307472cfa3848d3873b346424a94ed2",1,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,65000,0,,0,1,,2
"H3600701",18,"936d6d229b9641ba89137abdfe501bf0",1,1,,1,2,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,6,1
"H3600701",19,"936d6d229b9641ba89137abdfe501bf0",2,1,,1,2,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,6,1
"H2960601",18,"93711ca510774f57ac25d23db71c9832",1,1,,4,,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,1
"H2960601",19,"93711ca510774f57ac25d23db71c9832",3,1,,4,,2,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,1,,1
"H2200601",19,"940eea86ddac4bf6b37255a9a3f61d5a",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,4,1
"H2200601",18,"940eea86ddac4bf6b37255a9a3f61d5a",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,4,1
"H4010801",19,"94baa03b72d8492894456868a3a33cfb",5,3,,3,,2,0,,,0,,,6,0,0,0,0,1,0,0,,0,,0,5,,1
"H4010801",18,"94baa03b72d8492894456868a3a33cfb",1,1,,1,,2,0,,,0,,,2,0,0,1,0,0,0,0,,0,,0,1,,1
"H2170901",18,"94d4f02347254835b037ffa097c37b56",2,1,5,1,5,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,4,6,1
"H2170901",19,"94d4f02347254835b037ffa097c37b56",2,1,5,1,5,2,0,,,0,,,5,0,0,0,0,0,0,0,,3,50000,0,4,6,1
"H2020202",20,"94e123b0b04f4912b83bc27cd74861bd",4,1,2,1,2,2,0,,,0,,,2,2,0,0,0,0,0,0,,0,,0,1,4,2
"H2020202",21,"94e123b0b04f4912b83bc27cd74861bd",3,1,2,1,2,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,4,2
"H1900401",19,"94e6a25eca10407abdafce6da5066ea9",2,1,,2,3,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,4,1
"H2311001",22,"950f795e94c446529cc9776e1f1c7aa6",1,1,2,1,,2,0,,,0,,,7,0,0,0,0,0,0,0,,6,61500,0,1,,1
"H3990601",19,"952915b13afe42e09666a7166b950f9b",6,1,,1,2,2,0,,,0,,,2,4,0,0,0,0,0,0,,0,,0,1,4,1
"H1440201",19,"953275e458a64cf284b90cceb337d067",3,2,,2,3,2,0,,,0,,,3,1,0,0,1,0,0,0,,0,,0,5,1,1
"H3090501",19,"95447f41f0214fd59b816b0daac513a3",2,4,,2,,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,6,,1
"H1310301",21,"9577e263d2da4321be0d17643d1e75a9",1,1,,4,15,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,6,,3
"H1310301",18,"9577e263d2da4321be0d17643d1e75a9",2,2,3,9,15,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,4,1
"H1310301",19,"9577e263d2da4321be0d17643d1e75a9",2,2,9,9,15,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,4,6,1
"H1310301",20,"9577e263d2da4321be0d17643d1e75a9",1,1,,4,15,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,6,,3
"H1261101",19,"958a368fa116418996e7711693042b45",2,1,2,1,2,1,0,,,0,,,3,0,0,0,0,0,0,0,,1,70000,0,1,5,2
"H3360201",22,"95cdaafa424549e9a10b50c893f7790d",3,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,3,0,0,,0,1,5,1
"H3360201",19,"95cdaafa424549e9a10b50c893f7790d",0,,,,,,0,,,0,,,1,2,0,0,0,3,0,0,,0,,0,1,5,1
"H3080901",19,"961acc2528504c18a9d30e4cf5e45087",2,2,,2,,2,0,,,0,,,0,0,2,0,0,0,0,0,,0,,0,1,,1
"H2650901",19,"9667f85b9b2c47129792d5848c182b3b",2,15,,15,,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"H3380801",21,"96aa0100b13346adac0d328701bcbf35",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3380801",19,"96aa0100b13346adac0d328701bcbf35",1,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,1,140000,0,,0,1,5,1
"H3380801",22,"96aa0100b13346adac0d328701bcbf35",8,1,2,1,2,2,0,,,0,,,1,7,0,0,0,0,0,0,,0,,0,1,5,2
"H3510401",17,"96ccd06ae58743748ddf9498fd5144d5",3,9,,9,,2,0,,,0,,,3,0,0,0,0,0,0,3,100000,0,,0,1,,2
"H0491201",22,"9761754db1804372bee3f6e6182c0c8b",2,1,8,1,8,2,0,,,0,,,0,0,0,0,0,0,0,2,60000,0,,0,1,,2
"H0491201",19,"9761754db1804372bee3f6e6182c0c8b",6,1,8,1,8,2,0,,,0,,,5,2,0,0,0,0,0,0,,1,80000,0,1,,1
"H0491201",18,"9761754db1804372bee3f6e6182c0c8b",3,1,8,1,8,2,0,,,0,,,3,2,0,0,0,0,0,0,,2,170000,0,1,,2
"H1830107",19,"976f4955f15648ec8316df40f7872b46",0,,,,,,0,,,0,,,2,0,0,0,2,0,0,0,,0,,0,1,,1
"H1830107",18,"976f4955f15648ec8316df40f7872b46",0,,,,,,0,,,0,,,2,0,0,0,2,0,0,0,,0,,0,1,,1
"H2641103",22,"97af4a6c6a314ca1aafde9deb5c54d53",2,,,,,1,1,,,0,,,0,0,0,0,0,0,0,2,40000,0,,0,1,5,1
"H2480501",19,"97b6abc54c7b4163b70a45c8750081ac",2,2,,2,7,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,5,1
"H2480501",18,"97b6abc54c7b4163b70a45c8750081ac",1,2,,2,7,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,5,1
"H2480501",21,"97b6abc54c7b4163b70a45c8750081ac",2,2,,2,,2,0,,,0,,,2,1,0,0,0,0,0,0,,1,60000,0,1,5,1
"H4270901",19,"97dbb65730814c03b57d13186021dcad",5,1,2,1,2,2,0,,,0,,,4,1,0,0,0,0,0,0,,0,,0,1,3,1
"H4270901",22,"97dbb65730814c03b57d13186021dcad",2,1,2,1,2,2,0,,,0,,,5,0,0,0,0,0,0,0,,3,100000,0,1,,1
"H4270901",21,"97dbb65730814c03b57d13186021dcad",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H1491001",19,"98014e07486c4f7887d1afb8546919fc",3,1,2,1,2,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,3,1
"H1491001",18,"98014e07486c4f7887d1afb8546919fc",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1
"H3850201",19,"9838ce15202749c097e3ca42074a4827",2,1,,1,5,2,0,,,0,,,3,0,0,0,0,0,0,0,,1,56000,0,1,4,2
"H3850201",18,"9838ce15202749c097e3ca42074a4827",1,1,,1,5,2,0,,,0,,,2,0,0,0,0,0,0,0,,1,58000,0,1,4,2
"H2620201",22,"987cf05707f24064abe69ffe2302bbdb",4,1,,1,2,2,0,,,0,,,1,7,0,0,0,0,2,0,,2,100000,0,1,6,1
"H1270902",18,"994a67318ceb45688e8f485e9ff734ac",1,1,,1,5,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,5,6,1
"H4260501",19,"994c2d6aa1014965b20adafd13fa9d9a",3,1,,1,,2,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,1,,2
"H4260501",18,"994c2d6aa1014965b20adafd13fa9d9a",2,1,,1,,2,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,1,,2
"H4260501",22,"994c2d6aa1014965b20adafd13fa9d9a",1,1,,1,,2,0,,,0,,,3,0,0,0,0,0,0,0,,2,150000,0,1,,2
